"iter" "buildSrxn1Base.1." "degradSrxn1.1." "Vmax_buildSrxn1.1." "Km.1." "hill.1." "LnPrior" "LnData" "LnPosterior"
"22" 490021 0.0210862 0.0290683 132339 105351 1.02231 -12.72536 -1371.977 -1384.702
"23" 490022 0.0210862 0.0290683 132203 105351 1.02231 -12.48645 -1371.164 -1383.651
"24" 490023 0.0210862 0.0290683 132216 105766 1.02231 -11.89818 -1370.03 -1381.928
"25" 490024 0.0210862 0.0293003 132887 105766 1.0229 -13.29523 -1370.155 -1383.45
"26" 490025 0.0210862 0.0293003 132887 105742 1.02221 -13.32687 -1369.796 -1383.123
"27" 490026 0.0210862 0.0294252 132887 105742 1.02221 -13.34355 -1368.759 -1382.103
"28" 490027 0.0210862 0.0294252 132887 105742 1.02219 -13.34355 -1368.848 -1382.191
"29" 490028 0.0210862 0.0294252 132887 105934 1.02219 -13.11379 -1368.851 -1381.965
"30" 490029 0.0210862 0.0294252 132887 106049 1.02239 -12.99433 -1370.011 -1383.006
"31" 490030 0.0210862 0.0290879 132887 106074 1.02239 -12.92549 -1369.711 -1382.636
"32" 490031 0.0210862 0.0295108 132887 106074 1.02239 -12.98174 -1371.183 -1384.165
"33" 490032 0.0210862 0.029099 132887 106074 1.02251 -12.92694 -1369.431 -1382.358
"34" 490033 0.0210862 0.029099 132887 106242 1.02217 -12.77944 -1370.299 -1383.079
"35" 490034 0.0210862 0.029099 133160 106800 1.02217 -13.17751 -1370.734 -1383.912
"36" 490035 0.0210862 0.0290976 133702 106800 1.02217 -14.75733 -1370.523 -1385.28
"37" 490036 0.0210862 0.0293455 133702 106798 1.02217 -14.79059 -1369.415 -1384.206
"38" 490037 0.0210862 0.0293455 133702 106247 1.02217 -15.07124 -1370.345 -1385.416
"39" 490038 0.0210862 0.0297216 133466 106247 1.02217 -14.39957 -1369.372 -1383.771
"40" 490039 0.0210862 0.02963 133466 106247 1.02217 -14.38704 -1368.777 -1383.164
"41" 490040 0.0210862 0.02963 133466 106351 1.02217 -14.31071 -1369.344 -1383.654
"42" 490041 0.0210862 0.02963 133466 106630 1.02194 -14.15977 -1370.02 -1384.18
"43" 490042 0.0210862 0.02963 133466 106579 1.02194 -14.1818 -1369.704 -1383.885
"44" 490043 0.0210862 0.0296248 133466 106391 1.02194 -14.28355 -1368.957 -1383.241
"45" 490044 0.0210862 0.0296248 133466 106391 1.02194 -14.28355 -1368.957 -1383.241
"46" 490045 0.0210862 0.0296248 133466 106391 1.02194 -14.28355 -1368.957 -1383.241
"47" 490046 0.021044 0.02955 133466 106391 1.02194 -14.2742 -1368.744 -1383.018
"48" 490047 0.021044 0.02955 132971 106391 1.02194 -12.93523 -1370.161 -1383.096
"49" 490048 0.021044 0.0295575 132971 106405 1.02194 -12.92787 -1370.322 -1383.25
"50" 490049 0.021044 0.0293075 132971 106405 1.02194 -12.8943 -1369.582 -1382.476
"51" 490050 0.021044 0.0293075 132971 106405 1.02177 -12.8943 -1370.254 -1383.148
"52" 490051 0.021044 0.0293075 133165 106375 1.02177 -13.4088 -1371.092 -1384.5
"53" 490052 0.021044 0.029834 133685 106375 1.02177 -14.99353 -1368.637 -1383.63
"54" 490053 0.021044 0.029834 133685 106375 1.02177 -14.99353 -1368.637 -1383.63
"55" 490054 0.021044 0.029834 133685 106375 1.02177 -14.99353 -1368.637 -1383.63
"56" 490055 0.021044 0.029834 133685 106375 1.02177 -14.99353 -1368.637 -1383.63
"57" 490056 0.021044 0.029834 133490 106375 1.02177 -14.39465 -1368.963 -1383.358
"58" 490057 0.021044 0.0298526 133490 106462 1.02167 -14.34431 -1369.189 -1383.533
"59" 490058 0.021044 0.0298526 133490 106549 1.02137 -14.29828 -1369.643 -1383.941
"60" 490059 0.021044 0.0298526 133490 106549 1.02137 -14.29828 -1369.643 -1383.941
"61" 490060 0.0212671 0.0298526 133490 106549 1.02146 -14.29417 -1370.88 -1385.175
"62" 490061 0.0212671 0.0297659 133490 106549 1.02146 -14.28219 -1371.098 -1385.38
"63" 490062 0.0212671 0.0297659 133490 106549 1.02146 -14.28219 -1371.098 -1385.38
"64" 490063 0.0212671 0.0297659 133846 106549 1.02146 -15.404 -1372.332 -1387.736
"65" 490064 0.0212671 0.0301621 133846 106549 1.02146 -15.45933 -1371.14 -1386.599
"66" 490065 0.0210696 0.0301621 133846 106549 1.02146 -15.46295 -1369.883 -1385.346
"67" 490066 0.0210696 0.0301621 133846 106013 1.02146 -15.86571 -1370.318 -1386.184
"68" 490067 0.0210696 0.0301621 133144 106013 1.02146 -13.77398 -1369.93 -1383.703
"69" 490068 0.0210696 0.0301621 133144 105778 1.02178 -14.04088 -1369.828 -1383.869
"70" 490069 0.0210696 0.0301621 133144 105778 1.02178 -14.04088 -1369.828 -1383.869
"71" 490070 0.0210696 0.0299374 132794 105778 1.02178 -13.151 -1369.498 -1382.649
"72" 490071 0.0210696 0.029849 133646 105778 1.02178 -15.44043 -1371.05 -1386.49
"73" 490072 0.0210696 0.0301802 133646 105778 1.02178 -15.48685 -1368.646 -1384.133
"74" 490073 0.0211263 0.0302652 133431 105778 1.02178 -14.84983 -1369.829 -1384.679
"75" 490074 0.0211263 0.0302652 133431 105778 1.02172 -14.84983 -1369.657 -1384.507
"76" 490075 0.0213504 0.0302371 133431 105778 1.02172 -14.84187 -1370.922 -1385.764
"77" 490076 0.0213609 0.0302371 133431 105778 1.02176 -14.8417 -1371.056 -1385.898
"78" 490077 0.0213818 0.0300237 133431 105778 1.02176 -14.8112 -1370.854 -1385.665
"79" 490078 0.0213818 0.0300237 133431 105802 1.02184 -14.78091 -1370.544 -1385.325
"80" 490079 0.0213818 0.0300237 133431 105802 1.02205 -14.78092 -1370.579 -1385.36
"81" 490080 0.0213491 0.0298881 133431 105802 1.02224 -14.76254 -1370.066 -1384.828
"82" 490081 0.0213491 0.029956 133431 105802 1.02224 -14.77198 -1370.601 -1385.373
"83" 490082 0.0211258 0.029819 133669 106235 1.02224 -15.04183 -1369.684 -1384.726
"84" 490083 0.0211258 0.029819 133669 106269 1.02224 -15.01534 -1369.963 -1384.979
"85" 490084 0.0211888 0.029819 133669 106269 1.02224 -15.01418 -1370.347 -1385.361
"86" 490085 0.0211888 0.029819 133669 106269 1.02224 -15.01418 -1370.347 -1385.361
"87" 490086 0.0211888 0.0293544 132664 106269 1.02224 -12.28661 -1372.385 -1384.672
"88" 490087 0.0211888 0.0293544 132664 106442 1.02224 -12.16968 -1374.407 -1386.577
"89" 490088 0.0211888 0.0293544 132664 106442 1.02224 -12.16968 -1374.407 -1386.577
"90" 490089 0.0210639 0.0292443 133301 106442 1.02224 -13.72845 -1369.225 -1382.954
"91" 490090 0.0211804 0.0292443 133301 106968 1.02224 -13.55401 -1373.144 -1386.698
"92" 490091 0.0211804 0.0292443 133301 106968 1.02165 -13.55401 -1371.618 -1385.172
"93" 490092 0.0211804 0.0294276 133301 106840 1.02165 -13.5948 -1370.837 -1384.432
"94" 490093 0.0211804 0.0294276 133301 106624 1.02193 -13.65969 -1370.317 -1383.976
"95" 490094 0.0211804 0.0294276 133301 106603 1.02161 -13.66824 -1371.425 -1385.093
"96" 490095 0.021181 0.0294276 133301 106603 1.02179 -13.66824 -1370.446 -1384.114
"97" 490096 0.0210354 0.0294822 133301 106603 1.02179 -13.67834 -1369.32 -1382.998
"98" 490097 0.0210354 0.0293085 133301 106603 1.02179 -13.65506 -1370.217 -1383.872
"99" 490098 0.0210354 0.0293085 133301 106603 1.02197 -13.65506 -1369.438 -1383.093
"100" 490099 0.0210354 0.0293085 133301 106603 1.02197 -13.65506 -1369.438 -1383.093
"101" 490100 0.0210354 0.0294551 133301 106603 1.02179 -13.67468 -1369.376 -1383.051
"102" 490101 0.0210354 0.0295859 133301 106603 1.02179 -13.69237 -1369.445 -1383.137
"103" 490102 0.0210354 0.0295859 133009 106603 1.02179 -12.92104 -1370.864 -1383.785
"104" 490103 0.0210354 0.0293235 133009 106603 1.02179 -12.88574 -1369.878 -1382.764
"105" 490104 0.0210354 0.0293235 133009 106603 1.02159 -12.88574 -1370.599 -1383.485
"106" 490105 0.0210354 0.0293235 133009 106728 1.02159 -12.84015 -1370.367 -1383.207
"107" 490106 0.0210255 0.0292799 133009 106728 1.02159 -12.83455 -1370.563 -1383.398
"108" 490107 0.0210255 0.0292799 132218 105792 1.02187 -11.89788 -1369.844 -1381.742
"109" 490108 0.0210255 0.0296313 132218 105326 1.02187 -12.63179 -1368.624 -1381.256
"110" 490109 0.0210255 0.0296313 132218 105326 1.02187 -12.63179 -1368.624 -1381.256
"111" 490110 0.0210255 0.0297584 132218 105326 1.02187 -12.64919 -1368.531 -1381.18
"112" 490111 0.0210255 0.0297584 132218 105450 1.02187 -12.44633 -1368.997 -1381.443
"113" 490112 0.0210255 0.0297584 132218 105450 1.02187 -12.44633 -1368.997 -1381.443
"114" 490113 0.0211535 0.0297584 132515 105271 1.02187 -13.29175 -1369.446 -1382.738
"115" 490114 0.0211535 0.0297584 132120 105271 1.02184 -12.57987 -1369.417 -1381.997
"116" 490115 0.0212963 0.0297584 132120 105271 1.02184 -12.57733 -1370.36 -1382.937
"117" 490116 0.0212963 0.0297116 132120 105553 1.02184 -12.11453 -1371.293 -1383.408
"118" 490117 0.0212963 0.0297116 132120 105553 1.02195 -12.11453 -1371.915 -1384.029
"119" 490118 0.0212963 0.0297116 132120 104992 1.02195 -13.10062 -1370.183 -1383.284
"120" 490119 0.0212963 0.0297116 132129 104864 1.02262 -13.38659 -1370.729 -1384.115
"121" 490120 0.0212963 0.029228 131451 104864 1.02262 -12.45741 -1370.818 -1383.275
"122" 490121 0.0212963 0.029228 131451 104864 1.02262 -12.45741 -1370.818 -1383.275
"123" 490122 0.0212963 0.029228 131451 104864 1.02243 -12.45741 -1370.464 -1382.922
"124" 490123 0.0212963 0.029228 131451 105054 1.02243 -12.06243 -1371.193 -1383.255
"125" 490124 0.0212963 0.029228 131487 105054 1.02243 -12.09647 -1371.043 -1383.14
"126" 490125 0.0212963 0.029228 131487 105054 1.02243 -12.09647 -1371.043 -1383.14
"127" 490126 0.0212963 0.0290562 131487 105054 1.02243 -12.0739 -1371.201 -1383.275
"128" 490127 0.0213143 0.0289421 131005 105054 1.02215 -11.7069 -1372.805 -1384.512
"129" 490128 0.021304 0.0290026 131099 105054 1.02215 -11.7652 -1372.35 -1384.116
"130" 490129 0.0210876 0.0290026 131099 105054 1.02215 -11.76911 -1370.83 -1382.599
"131" 490130 0.0210876 0.0290026 131099 105361 1.02215 -11.20897 -1371.361 -1382.57
"132" 490131 0.0210876 0.0290026 131527 105774 1.02215 -10.94563 -1371.766 -1382.711
"133" 490132 0.0210876 0.0290026 132267 105774 1.02265 -11.96732 -1370.37 -1382.338
"134" 490133 0.0210876 0.0290026 132377 105774 1.02265 -12.16652 -1369.941 -1382.108
"135" 490134 0.0210876 0.0290026 132377 105774 1.02265 -12.16652 -1369.941 -1382.108
"136" 490135 0.0210876 0.0290026 132377 105774 1.02265 -12.16652 -1369.941 -1382.108
"137" 490136 0.0210876 0.0290026 132377 105425 1.02265 -12.66716 -1369.626 -1382.293
"138" 490137 0.0210876 0.0291186 132377 105034 1.02285 -13.38572 -1368.468 -1381.853
"139" 490138 0.0210876 0.0292381 132377 105034 1.02285 -13.40148 -1367.826 -1381.228
"140" 490139 0.0210876 0.0292381 132377 105034 1.02297 -13.40148 -1367.855 -1381.257
"141" 490140 0.0210876 0.0291059 132197 105433 1.02258 -12.34669 -1369.202 -1381.549
"142" 490141 0.0210636 0.0291761 132197 105433 1.02258 -12.35637 -1368.997 -1381.353
"143" 490142 0.0210636 0.0291761 132197 105433 1.02258 -12.35637 -1368.997 -1381.353
"144" 490143 0.0210031 0.0291761 132197 105433 1.02258 -12.35756 -1368.6 -1380.957
"145" 490144 0.0210031 0.0291761 132197 105433 1.02258 -12.35756 -1368.6 -1380.957
"146" 490145 0.0210031 0.0291761 132197 105433 1.02258 -12.35756 -1368.6 -1380.957
"147" 490146 0.0210031 0.0291433 132197 105433 1.02258 -12.35325 -1368.587 -1380.94
"148" 490147 0.0210031 0.0291433 132197 105433 1.02258 -12.35325 -1368.587 -1380.94
"149" 490148 0.0210031 0.0291433 132197 105433 1.02251 -12.35325 -1368.591 -1380.945
"150" 490149 0.0210031 0.0291433 132197 105433 1.02251 -12.35325 -1368.591 -1380.945
"151" 490150 0.0211286 0.0291433 132197 105433 1.02251 -12.35082 -1369.44 -1381.791
"152" 490151 0.0211104 0.0291433 131857 105433 1.02251 -11.8384 -1370.336 -1382.174
"153" 490152 0.0211104 0.0291433 131877 105433 1.02251 -11.86544 -1370.239 -1382.105
"154" 490153 0.0211104 0.0291302 131877 105433 1.02251 -11.86372 -1370.189 -1382.053
"155" 490154 0.0211104 0.0291302 131877 105433 1.02251 -11.86372 -1370.189 -1382.053
"156" 490155 0.0211104 0.0291302 131877 105433 1.02251 -11.86372 -1370.189 -1382.053
"157" 490156 0.0211104 0.0291302 131877 105433 1.02251 -11.86372 -1370.189 -1382.053
"158" 490157 0.0211032 0.0291302 131877 105026 1.02292 -12.59756 -1369.43 -1382.027
"159" 490158 0.0211032 0.0291302 131877 104119 1.0233 -14.82858 -1367.344 -1382.172
"160" 490159 0.0211032 0.0291302 131877 104119 1.0233 -14.82858 -1367.344 -1382.172
"161" 490160 0.0211294 0.029643 132316 104119 1.0233 -15.59086 -1366.466 -1382.057
"162" 490161 0.0211294 0.0296658 132316 104119 1.02359 -15.59397 -1368.862 -1384.456
"163" 490162 0.0212355 0.0296808 132316 104119 1.02359 -15.59409 -1369.72 -1385.314
"164" 490163 0.0212355 0.0296808 132316 103683 1.02359 -16.9598 -1366.038 -1382.997
"165" 490164 0.0212355 0.0294638 132113 103873 1.02359 -15.96794 -1366.694 -1382.662
"166" 490165 0.0212355 0.0291383 132113 104319 1.02359 -14.61335 -1367.812 -1382.425
"167" 490166 0.0212355 0.0289905 132113 104482 1.02359 -14.16507 -1368.365 -1382.53
"168" 490167 0.0212355 0.028953 132113 104482 1.02359 -14.16021 -1368.428 -1382.588
"169" 490168 0.0212355 0.0287955 131611 104482 1.02359 -13.46323 -1369.967 -1383.43
"170" 490169 0.0212355 0.0286937 131373 104170 1.02359 -14.06331 -1369.971 -1384.034
"171" 490170 0.0210992 0.0288801 131373 104066 1.02359 -14.39427 -1368.076 -1382.471
"172" 490171 0.0210992 0.0290326 131634 104066 1.02359 -14.6715 -1367.291 -1381.963
"173" 490172 0.0210992 0.0290326 131634 104066 1.02386 -14.6715 -1368.617 -1383.288
"174" 490173 0.0211086 0.0290326 131634 104066 1.0239 -14.67133 -1368.988 -1383.659
"175" 490174 0.0212272 0.0290326 132254 104066 1.0239 -15.55498 -1367.035 -1382.59
"176" 490175 0.0210434 0.0288761 132254 104165 1.02422 -15.24973 -1366.616 -1381.865
"177" 490176 0.0210434 0.0288761 132254 104165 1.02422 -15.24973 -1366.616 -1381.865
"178" 490177 0.0210369 0.0288761 132254 104104 1.02422 -15.42583 -1366.268 -1381.694
"179" 490178 0.0211096 0.0288973 132250 104104 1.02422 -15.4203 -1366.777 -1382.197
"180" 490179 0.0211096 0.0286958 132250 104104 1.02472 -15.3945 -1368.813 -1384.207
"181" 490180 0.0211096 0.0286958 133088 104104 1.02472 -17.19745 -1366.215 -1383.412
"182" 490181 0.0211096 0.0286958 132915 104349 1.02472 -16.08094 -1366.777 -1382.858
"183" 490182 0.0211096 0.0286958 132915 104320 1.02472 -16.15758 -1366.639 -1382.797
"184" 490183 0.0211096 0.0286946 132915 104108 1.02472 -16.75626 -1366.107 -1382.864
"185" 490184 0.0211096 0.0286946 132915 104340 1.02453 -16.1039 -1366.627 -1382.731
"186" 490185 0.0211096 0.0289453 132915 104340 1.02453 -16.13604 -1366.628 -1382.764
"187" 490186 0.0211096 0.0289453 132915 104340 1.02453 -16.13604 -1366.628 -1382.764
"188" 490187 0.0211503 0.0289453 132915 104371 1.02423 -16.05303 -1366.19 -1382.243
"189" 490188 0.0211503 0.0289453 132915 104363 1.02423 -16.0726 -1366.175 -1382.248
"190" 490189 0.0212345 0.0289832 132915 104587 1.02423 -15.5049 -1367.761 -1383.266
"191" 490190 0.0210355 0.0289832 132915 104587 1.02443 -15.50861 -1368.055 -1383.564
"192" 490191 0.0210355 0.0283493 132915 105406 1.02443 -13.75985 -1371.295 -1385.055
"193" 490192 0.0210355 0.0283493 133273 105406 1.02443 -14.68224 -1369.486 -1384.168
"194" 490193 0.0210355 0.0285309 133273 105406 1.02422 -14.70482 -1368.677 -1383.382
"195" 490194 0.0210355 0.0286729 133273 105406 1.02422 -14.72271 -1369.014 -1383.737
"196" 490195 0.0210355 0.0286729 133273 105406 1.02422 -14.72271 -1369.014 -1383.737
"197" 490196 0.0210355 0.0285759 133273 105077 1.02436 -15.30069 -1367.587 -1382.888
"198" 490197 0.0210355 0.0285759 133273 104923 1.02436 -15.61363 -1367.404 -1383.017
"199" 490198 0.0210355 0.0285759 133273 104923 1.02437 -15.61363 -1367.375 -1382.988
"200" 490199 0.0210355 0.0285759 133273 104923 1.02437 -15.61363 -1367.375 -1382.988
"201" 490200 0.0210355 0.0285759 133273 104923 1.02437 -15.61363 -1367.375 -1382.988
"202" 490201 0.0210355 0.0285759 133273 105012 1.02437 -15.42962 -1367.445 -1382.875
"203" 490202 0.0210355 0.0285759 133273 105012 1.02444 -15.42962 -1367.452 -1382.882
"204" 490203 0.0211064 0.0286398 133273 105008 1.02403 -15.44401 -1368.707 -1384.151
"205" 490204 0.0211064 0.0286398 133273 105128 1.02426 -15.20837 -1367.947 -1383.155
"206" 490205 0.0211064 0.0288118 133273 105128 1.02387 -15.23025 -1367.54 -1382.771
"207" 490206 0.0211064 0.0288118 133273 105009 1.02387 -15.464 -1367.72 -1383.184
"208" 490207 0.0211064 0.0288118 133273 105576 1.02387 -14.47755 -1369.272 -1383.749
"209" 490208 0.0211791 0.0286974 133273 105576 1.02387 -14.46161 -1369.412 -1383.874
"210" 490209 0.0214015 0.0286974 133177 105491 1.02387 -14.32546 -1370.832 -1385.157
"211" 490210 0.0214015 0.0286974 133342 105491 1.02387 -14.77785 -1370.442 -1385.219
"212" 490211 0.0214015 0.0286974 133342 105491 1.02387 -14.77785 -1370.442 -1385.219
"213" 490212 0.0214015 0.0286974 133342 105491 1.02387 -14.77785 -1370.442 -1385.219
"214" 490213 0.0214015 0.0286974 133342 105491 1.02387 -14.77785 -1370.442 -1385.219
"215" 490214 0.0214015 0.0286974 133342 105491 1.02387 -14.77785 -1370.442 -1385.219
"216" 490215 0.0214015 0.0286974 133079 105491 1.02387 -14.07013 -1371.208 -1385.278
"217" 490216 0.0212464 0.0286974 133079 105491 1.02387 -14.07273 -1370.198 -1384.271
"218" 490217 0.0212464 0.0286974 133557 105689 1.02387 -15.1263 -1369.462 -1384.588
"219" 490218 0.0212584 0.028808 133557 105246 1.02387 -15.83247 -1368.789 -1384.621
"220" 490219 0.0212584 0.028808 133557 105246 1.02386 -15.83247 -1368.849 -1384.681
"221" 490220 0.0210267 0.028808 133557 105358 1.02386 -15.6439 -1367.044 -1382.688
"222" 490221 0.0210809 0.0290933 134068 105358 1.02386 -17.36609 -1365.806 -1383.173
"223" 490222 0.0210809 0.0290933 134068 105358 1.02386 -17.36609 -1365.794 -1383.16
"224" 490223 0.0210809 0.0290542 134068 105434 1.02386 -17.23553 -1365.995 -1383.231
"225" 490224 0.0210809 0.0290542 134068 105434 1.02386 -17.23553 -1365.995 -1383.231
"226" 490225 0.0210809 0.0290542 134068 105434 1.02386 -17.23553 -1365.995 -1383.231
"227" 490226 0.0210809 0.0290701 134068 105434 1.02386 -17.2376 -1365.934 -1383.172
"228" 490227 0.0210809 0.0290701 134068 105434 1.02371 -17.2376 -1366.451 -1383.689
"229" 490228 0.0210809 0.0290701 134141 105434 1.02371 -17.49995 -1366.612 -1384.112
"230" 490229 0.0211792 0.0290701 134398 105434 1.02371 -18.46066 -1368.305 -1386.766
"231" 490230 0.0211792 0.0290701 134107 105434 1.02371 -17.37497 -1367.185 -1384.56
"232" 490231 0.0211792 0.0291888 134387 105434 1.02371 -18.4333 -1366.75 -1385.183
"233" 490232 0.0211425 0.0295344 134387 105434 1.02371 -18.48016 -1365.937 -1384.417
"234" 490233 0.0211425 0.0295344 134387 105434 1.02371 -18.48016 -1365.937 -1384.417
"235" 490234 0.0211425 0.0295344 134387 105434 1.02343 -18.48016 -1365.662 -1384.143
"236" 490235 0.0212148 0.0295344 133696 105434 1.02343 -16.04324 -1368.783 -1384.826
"237" 490236 0.0212148 0.0295344 134422 105788 1.02343 -18.11323 -1367.141 -1385.254
"238" 490237 0.0212148 0.0295344 134422 105788 1.0235 -18.11323 -1367.493 -1385.606
"239" 490238 0.0212148 0.0294392 134422 105788 1.0235 -18.10039 -1366.89 -1384.99
"240" 490239 0.0212148 0.0292333 133989 105788 1.0235 -16.47452 -1367.788 -1384.262
"241" 490240 0.0212148 0.0292333 133989 105788 1.0235 -16.47452 -1367.788 -1384.262
"242" 490241 0.0212148 0.0288935 133989 105862 1.0235 -16.34124 -1368.939 -1385.28
"243" 490242 0.0212148 0.0288935 133989 105862 1.0235 -16.34124 -1368.939 -1385.28
"244" 490243 0.0212148 0.0292079 133989 105862 1.0235 -16.38229 -1368.102 -1384.485
"245" 490244 0.0212148 0.0292079 133989 105861 1.0235 -16.38319 -1368.098 -1384.481
"246" 490245 0.0212148 0.0289778 133989 105861 1.0235 -16.35305 -1368.258 -1384.612
"247" 490246 0.0212148 0.0289778 133989 105861 1.0235 -16.35305 -1368.258 -1384.612
"248" 490247 0.0212148 0.0289778 133989 105861 1.0235 -16.35305 -1368.258 -1384.612
"249" 490248 0.0212044 0.0289778 133453 105861 1.0235 -14.63728 -1369.653 -1384.29
"250" 490249 0.0212044 0.0289778 133453 105594 1.0235 -14.98617 -1368.339 -1383.325
"251" 490250 0.0212044 0.0289778 133453 105594 1.0235 -14.98617 -1368.339 -1383.325
"252" 490251 0.0212044 0.0289778 133453 105594 1.0235 -14.98617 -1368.339 -1383.325
"253" 490252 0.0212044 0.0288709 133739 105594 1.024 -15.85169 -1368.459 -1384.311
"254" 490253 0.0212044 0.0288709 133739 105594 1.02393 -15.85169 -1368.225 -1384.077
"255" 490254 0.0212044 0.0288709 133739 105594 1.02393 -15.85169 -1368.225 -1384.077
"256" 490255 0.0212044 0.0288709 133739 105595 1.02393 -15.84969 -1368.232 -1384.081
"257" 490256 0.0211968 0.0289337 133884 105572 1.02393 -16.36902 -1367.637 -1384.006
"258" 490257 0.0211611 0.0289337 133884 105572 1.02393 -16.36967 -1367.402 -1383.771
"259" 490258 0.0211611 0.0289886 133884 105572 1.02393 -16.37678 -1367.474 -1383.85
"260" 490259 0.0211611 0.0289886 133884 105572 1.02357 -16.37678 -1367.798 -1384.174
"261" 490260 0.0211611 0.0289886 133884 105572 1.02357 -16.37678 -1367.798 -1384.174
"262" 490261 0.0211792 0.0289886 133884 105823 1.02357 -16.04139 -1367.91 -1383.951
"263" 490262 0.0211792 0.0289886 133884 105823 1.02357 -16.04139 -1367.91 -1383.951
"264" 490263 0.0211792 0.0290209 133884 105823 1.02357 -16.0456 -1367.867 -1383.913
"265" 490264 0.0211792 0.0290209 133884 105823 1.02357 -16.0456 -1367.867 -1383.913
"266" 490265 0.0211792 0.0290209 133884 105823 1.02357 -16.0456 -1367.867 -1383.913
"267" 490266 0.0211792 0.0290209 133884 105823 1.02357 -16.0456 -1367.867 -1383.913
"268" 490267 0.0210339 0.0290209 134051 105823 1.02341 -16.62491 -1367.189 -1383.814
"269" 490268 0.0210339 0.0291071 134051 106020 1.0232 -16.41748 -1367.129 -1383.546
"270" 490269 0.0210339 0.0291071 134051 106017 1.0232 -16.42074 -1367.131 -1383.552
"271" 490270 0.0210339 0.0291071 134226 106017 1.0232 -17.05648 -1367.416 -1384.472
"272" 490271 0.0210339 0.0292863 133789 105982 1.0232 -15.58808 -1367.748 -1383.336
"273" 490272 0.0210339 0.0290687 133789 105982 1.0232 -15.5594 -1367.346 -1382.906
"274" 490273 0.0210339 0.0290687 133789 105982 1.02295 -15.5594 -1368.4 -1383.959
"275" 490274 0.0210339 0.0292187 133789 105982 1.02285 -15.57912 -1367.632 -1383.211
"276" 490275 0.0210339 0.0292187 133789 105982 1.02285 -15.57912 -1367.632 -1383.211
"277" 490276 0.0210339 0.0292187 133789 105982 1.02285 -15.57912 -1367.632 -1383.211
"278" 490277 0.021192 0.029299 133789 105982 1.02285 -15.58678 -1368.258 -1383.845
"279" 490278 0.021192 0.029299 133364 105982 1.02285 -14.28759 -1369.24 -1383.527
"280" 490279 0.021192 0.029299 133364 105982 1.02285 -14.28759 -1369.24 -1383.527
"281" 490280 0.021192 0.029299 133364 105982 1.02285 -14.28759 -1369.24 -1383.527
"282" 490281 0.021192 0.029299 133364 105982 1.02293 -14.28759 -1369.698 -1383.986
"283" 490282 0.021192 0.029299 133215 105982 1.02272 -13.8739 -1369.415 -1383.288
"284" 490283 0.021192 0.029299 132746 105023 1.02272 -14.18631 -1369.415 -1383.602
"285" 490284 0.021192 0.029299 132746 105023 1.02338 -14.18631 -1368.793 -1382.979
"286" 490285 0.021192 0.0290107 132622 104849 1.02338 -14.24179 -1368.245 -1382.487
"287" 490286 0.021192 0.0288287 131463 104849 1.02338 -12.45041 -1372.446 -1384.896
"288" 490287 0.0212833 0.0288287 131463 104849 1.02283 -12.4488 -1371.419 -1383.867
"289" 490288 0.0212833 0.0292599 131463 104374 1.02283 -13.65365 -1369.193 -1382.846
"290" 490289 0.0211758 0.0292599 131463 104374 1.0227 -13.65556 -1368.691 -1382.347
