"time" "Srxn1_max" "NRF2_max" "time2" "Srxn1_mean" "NRF2_mean" "time3" "Srxn1_min" "NRF2_min" "dose1" "dose2" "Simulation" "SRXN1_observed" "SRXN1_SD"
"Conti_0.35_0.351" 0 0 0 0 0 0 0 0 0 0.35 0.35 "simulation1" 0 0
"Conti_0.35_0.352" 1 0.0636387029794812 0.158240542330775 1 0.0481384329324796 0.0555198158886082 1 0.0454107049023995 0 0.35 0.35 "simulation1" 0.00526707652451996 0.00912284414782187
"Conti_0.35_0.353" 2 0.215747464161261 0.398274238940256 2 0.159847894574273 0.315693838140049 2 0.118638150894352 0.213464009268478 0.35 0.35 "simulation1" 0.00706727611813635 0.00679887740568976
"Conti_0.35_0.354" 3 0.460634928118166 0.472480424606548 3 0.331424871429318 0.325808136304405 3 0.228019438993029 0.167524403618586 0.35 0.35 "simulation1" 0.00497798703628431 0.0054120902551171
"Conti_0.35_0.355" 4 0.71576631087275 0.444092839791109 4 0.495663644562228 0.295271315025202 4 0.315221685751011 0.14033226201556 0.35 0.35 "simulation1" 0.0310710719529083 0.0380330018018242
"Conti_0.35_0.356" 5 0.915809762041011 0.318131514517823 5 0.637618822979549 0.253484881260063 5 0.395528221634555 0.134941724159937 0.35 0.35 "simulation1" 0.200495884551925 0.102533305956867
"Conti_0.35_0.357" 6 1.06286653370734 0.273302519586571 6 0.756500454123626 0.21052194221182 6 0.471154274412636 0.115817742299162 0.35 0.35 "simulation1" 0.633485959143186 0.165077097243492
"Conti_0.35_0.358" 7 1.18359417678507 0.22082567469332 7 0.853638112119256 0.168737256911325 7 0.533168541371792 0.0651332343245674 0.35 0.35 "simulation1" 1.05516220140646 0.244695603609832
"Conti_0.35_0.359" 8 1.29446803478805 0.238431873036492 8 0.939263570161077 0.166196749197506 8 0.581280282145677 0.0390569782475574 0.35 0.35 "simulation1" 1.30052257352576 0.275208857480805
"Conti_0.35_0.3510" 9 1.4141145314911 0.249532553435877 9 1.03624438965283 0.211211414344395 9 0.644047157851537 0.144259568891311 0.35 0.35 "simulation1" 1.75088420033869 0.405999172406372
"Conti_0.35_0.3511" 10 1.51860860405799 0.190621441569173 10 1.12554360358448 0.139133077076595 10 0.709366723221345 0.0620621520599426 0.35 0.35 "simulation1" 1.50991788890222 0.319962939958955
"Conti_0.35_0.3512" 11 1.62090849917292 0.244702782073167 11 1.20164822560938 0.160235113344923 11 0.759641862693107 0.0603980641642612 0.35 0.35 "simulation1" 1.54658999470039 0.296188156972018
"Conti_0.35_0.3513" 12 1.73373569558383 0.229371110081841 12 1.27926597111587 0.14331752860093 12 0.806592142587324 0.0406577750350653 0.35 0.35 "simulation1" 1.57294118704028 0.275163378477622
