"iter" "buildSrxn1Base.1." "degradSrxn1.1." "Vmax_buildSrxn1.1." "Km.1." "hill.1." "LnPrior" "LnData" "LnPosterior"
"63" 490062 0.0214631 0.0290292 133505 106025 1.02282 -14.61527 -1371.804 -1386.419
"64" 490063 0.0214631 0.0291126 133505 106025 1.02278 -14.62617 -1371.247 -1385.873
"65" 490064 0.0214843 0.0294232 133505 105592 1.02278 -15.19669 -1370.033 -1385.23
"66" 490065 0.0214843 0.0295443 133505 105592 1.02279 -15.21302 -1369.67 -1384.883
"67" 490066 0.0211699 0.0295088 133505 105592 1.02279 -15.21347 -1367.591 -1382.804
"68" 490067 0.0211699 0.0294184 133481 105473 1.02279 -15.30813 -1368.076 -1383.384
"69" 490068 0.0210425 0.0294042 133177 105473 1.02279 -14.45253 -1367.039 -1381.492
"70" 490069 0.0211615 0.0294042 133177 105473 1.02297 -14.45027 -1367.964 -1382.414
"71" 490070 0.0211615 0.0293071 133177 105473 1.02279 -14.43731 -1368.237 -1382.674
"72" 490071 0.0211615 0.0294659 133177 105243 1.0232 -14.84222 -1367.944 -1382.786
"73" 490072 0.0211615 0.0293538 133177 105243 1.02314 -14.82719 -1367.291 -1382.118
"74" 490073 0.0211615 0.0293538 133177 105243 1.02314 -14.82719 -1367.291 -1382.118
"75" 490074 0.0210867 0.0293538 133177 105243 1.02314 -14.82859 -1366.799 -1381.627
"76" 490075 0.0211433 0.0294547 133177 105243 1.02314 -14.84104 -1367.459 -1382.3
"77" 490076 0.0211329 0.0293004 133177 105243 1.02314 -14.82059 -1367.14 -1381.961
"78" 490077 0.0211329 0.0293004 133177 105243 1.02331 -14.82059 -1367.29 -1382.11
"79" 490078 0.0211329 0.0291332 133177 105539 1.02303 -14.31379 -1368.109 -1382.423
"80" 490079 0.0211329 0.0292715 133177 105539 1.02303 -14.33205 -1367.858 -1382.19
"81" 490080 0.0210009 0.0294257 133177 105539 1.02305 -14.35518 -1367.943 -1382.298
"82" 490081 0.0210009 0.0294513 133177 105417 1.02299 -14.54795 -1366.92 -1381.468
"83" 490082 0.0210009 0.0294513 133786 105957 1.02299 -15.62907 -1367.349 -1382.978
"84" 490083 0.0210009 0.0294513 134321 105957 1.02299 -17.51995 -1366.088 -1383.608
"85" 490084 0.0210009 0.029334 133723 105875 1.02293 -15.49868 -1366.703 -1382.201
"86" 490085 0.0210009 0.029261 133723 105875 1.02293 -15.48897 -1366.887 -1382.376
"87" 490086 0.0212124 0.029261 133723 105985 1.02279 -15.36411 -1368.734 -1384.098
"88" 490087 0.0212124 0.0292819 133723 105985 1.02279 -15.36687 -1368.617 -1383.984
"89" 490088 0.0212124 0.0292145 133723 106149 1.02279 -15.19995 -1368.895 -1384.095
"90" 490089 0.0212124 0.0292811 133723 106149 1.02279 -15.20876 -1368.75 -1383.959
"91" 490090 0.0214672 0.0292811 133723 106149 1.02279 -15.20453 -1370.453 -1385.657
"92" 490091 0.0213157 0.0292811 133723 106149 1.02278 -15.20697 -1369.443 -1384.65
"93" 490092 0.0212214 0.0292811 133379 105923 1.02278 -14.38897 -1368.913 -1383.302
"94" 490093 0.0211549 0.0291387 133379 105923 1.02278 -14.37137 -1368.908 -1383.28
"95" 490094 0.0211549 0.0291898 132636 105923 1.02278 -12.52802 -1371.968 -1384.496
"96" 490095 0.0211566 0.0289386 132624 106109 1.02278 -12.281 -1371.594 -1383.875
"97" 490096 0.0211601 0.0289386 132624 105445 1.02296 -13.11451 -1369.539 -1382.653
"98" 490097 0.0211601 0.028974 132624 105445 1.02296 -13.1191 -1369.315 -1382.435
"99" 490098 0.0211529 0.0289659 132624 105445 1.02296 -13.11818 -1369.312 -1382.43
"100" 490099 0.0211529 0.028884 132624 105445 1.02329 -13.1076 -1369.517 -1382.625
"101" 490100 0.0211529 0.0289272 132624 105445 1.02341 -13.11317 -1370.222 -1383.335
"102" 490101 0.0210987 0.0286289 132665 105445 1.02341 -13.1637 -1369.98 -1383.144
"103" 490102 0.0210987 0.0286469 132665 105445 1.02341 -13.16597 -1369.84 -1383.006
"104" 490103 0.0210987 0.0286469 132665 105445 1.02341 -13.16597 -1369.84 -1383.006
"105" 490104 0.0210253 0.0286923 132665 105783 1.02341 -12.69411 -1370.581 -1383.275
"106" 490105 0.0210253 0.0286923 132665 105783 1.02341 -12.69411 -1370.581 -1383.275
"107" 490106 0.0210253 0.0285683 132665 105783 1.02341 -12.67844 -1370.399 -1383.077
"108" 490107 0.0210253 0.0285746 132665 105505 1.02341 -13.0653 -1369.892 -1382.958
"109" 490108 0.0210253 0.0290294 132665 105288 1.02341 -13.4783 -1368.551 -1382.029
"110" 490109 0.0211053 0.0289803 132665 105288 1.02341 -13.47036 -1368.807 -1382.277
"111" 490110 0.0211053 0.0289803 132665 105348 1.02283 -13.36703 -1369.857 -1383.224
"112" 490111 0.0211053 0.0289803 132665 105348 1.02283 -13.36703 -1369.857 -1383.224
"113" 490112 0.0211092 0.0289803 131692 105348 1.02229 -11.7495 -1370.828 -1382.578
"114" 490113 0.0211092 0.0291267 131692 105622 1.02206 -11.34428 -1370.66 -1382.004
"115" 490114 0.0211092 0.0294007 131692 105620 1.0217 -11.38388 -1370.419 -1381.802
"116" 490115 0.0211069 0.0293199 131692 105584 1.02189 -11.4244 -1370.375 -1381.799
"117" 490116 0.0211069 0.0293804 131692 105584 1.022 -11.43247 -1370.983 -1382.415
"118" 490117 0.0211069 0.0291567 131692 105584 1.02252 -11.40279 -1373.075 -1384.478
"119" 490118 0.0211069 0.0291567 131692 105584 1.02255 -11.40279 -1373.414 -1384.817
"120" 490119 0.0211069 0.0291567 132269 105584 1.02265 -12.24696 -1369.923 -1382.17
"121" 490120 0.0211069 0.0292392 132269 105584 1.02265 -12.25786 -1370.478 -1382.736
"122" 490121 0.0211069 0.0291956 132269 105584 1.02265 -12.25209 -1370.146 -1382.398
"123" 490122 0.0211069 0.0291956 132269 105246 1.02265 -12.79838 -1368.677 -1381.475
"124" 490123 0.0213387 0.0291956 132269 105246 1.02265 -12.79427 -1370.249 -1383.043
"125" 490124 0.021261 0.0293067 132590 105426 1.02254 -13.12136 -1369.494 -1382.615
"126" 490125 0.0212666 0.0294312 132590 105426 1.0224 -13.13792 -1369.46 -1382.598
"127" 490126 0.0213009 0.0292345 132590 105409 1.0224 -13.13864 -1371.063 -1384.202
"128" 490127 0.0213009 0.0293656 132002 105409 1.02237 -12.1091 -1371.182 -1383.291
"129" 490128 0.0210539 0.029227 132002 105409 1.02237 -12.09517 -1369.128 -1381.223
"130" 490129 0.0211609 0.0294111 132002 105409 1.02211 -12.11767 -1369.723 -1381.841
"131" 490130 0.0210097 0.0293766 132279 105409 1.02211 -12.56644 -1368.767 -1381.333
"132" 490131 0.0210097 0.0293543 132279 105409 1.02211 -12.56346 -1368.933 -1381.497
"133" 490132 0.0210638 0.0295618 132279 105409 1.02207 -12.59033 -1368.629 -1381.22
"134" 490133 0.0210638 0.0295618 132279 105447 1.02192 -12.52965 -1368.917 -1381.447
"135" 490134 0.0210638 0.0295618 131815 105101 1.02192 -12.42736 -1368.912 -1381.339
"136" 490135 0.0210638 0.0295618 131815 105351 1.02201 -11.97517 -1369.796 -1381.771
"137" 490136 0.021021 0.0295618 131815 105351 1.02181 -11.97601 -1369.035 -1381.011
"138" 490137 0.021021 0.0295397 131815 105351 1.02186 -11.973 -1369.029 -1381.002
"139" 490138 0.021243 0.0295397 131815 105351 1.02186 -11.96886 -1370.495 -1382.464
"140" 490139 0.0212836 0.029556 131815 105351 1.02186 -11.97037 -1370.782 -1382.752
"141" 490140 0.0212836 0.0294678 132079 105386 1.02186 -12.27771 -1371.039 -1383.317
"142" 490141 0.0212836 0.0294557 131774 105386 1.02198 -11.84555 -1370.953 -1382.798
"143" 490142 0.0213337 0.0294084 131774 105386 1.02198 -11.83836 -1371.23 -1383.068
"144" 490143 0.021138 0.0294084 131774 105386 1.02198 -11.84181 -1369.929 -1381.771
"145" 490144 0.021138 0.0292952 131774 105187 1.02218 -12.17316 -1369.627 -1381.801
"146" 490145 0.0212274 0.0292952 131774 105075 1.02258 -12.38476 -1370.297 -1382.682
"147" 490146 0.0212274 0.0292952 132441 105865 1.02258 -12.21205 -1372.689 -1384.901
"148" 490147 0.0213149 0.0292952 132541 105669 1.02261 -12.65762 -1370.966 -1383.624
"149" 490148 0.0213149 0.0292952 132989 105669 1.02291 -13.66394 -1370.174 -1383.838
"150" 490149 0.0213149 0.0292129 132989 105669 1.02286 -13.65303 -1369.729 -1383.382
"151" 490150 0.021073 0.0292129 132989 105669 1.02254 -13.6574 -1368.845 -1382.502
"152" 490151 0.021073 0.029291 132989 105669 1.02267 -13.66775 -1368.028 -1381.696
"153" 490152 0.021073 0.0292706 132989 105669 1.02267 -13.66504 -1368.067 -1381.732
"154" 490153 0.021073 0.0292706 132989 105669 1.02267 -13.66504 -1368.067 -1381.732
"155" 490154 0.0210081 0.0291807 132989 105956 1.02267 -13.3046 -1368.431 -1381.735
"156" 490155 0.0210081 0.0290791 132540 105836 1.02267 -12.41714 -1369.308 -1381.725
"157" 490156 0.0210081 0.0287415 132310 105932 1.02267 -11.82511 -1370.555 -1382.38
"158" 490157 0.0210081 0.0288064 132062 105487 1.02267 -12.00799 -1370.136 -1382.144
"159" 490158 0.0210081 0.0288064 132055 105487 1.02267 -11.99661 -1370.127 -1382.123
"160" 490159 0.021008 0.0288053 132055 105487 1.02288 -11.99648 -1369.761 -1381.758
"161" 490160 0.021008 0.0288053 132284 105487 1.02312 -12.37582 -1369.492 -1381.868
"162" 490161 0.021008 0.0288053 132284 105487 1.02312 -12.37582 -1369.492 -1381.868
"163" 490162 0.021008 0.0289271 132374 105016 1.02312 -13.39336 -1368.214 -1381.607
"164" 490163 0.0210552 0.0288712 131746 105016 1.02275 -12.4149 -1369.882 -1382.296
"165" 490164 0.0211871 0.0291155 131622 105016 1.02301 -12.2997 -1372.281 -1384.581
"166" 490165 0.0212022 0.0289722 131622 105016 1.02301 -12.28073 -1371.069 -1383.349
"167" 490166 0.0212022 0.0286962 131584 105016 1.02318 -12.20319 -1371.265 -1383.468
"168" 490167 0.0214462 0.0289467 131766 105016 1.02318 -12.44213 -1372.622 -1385.064
"169" 490168 0.0213678 0.0289467 131766 105016 1.02318 -12.44338 -1372.127 -1384.57
"170" 490169 0.0213678 0.0289467 131766 105016 1.02318 -12.44338 -1372.127 -1384.57
"171" 490170 0.0213145 0.0289467 131766 105016 1.02318 -12.44427 -1371.791 -1384.235
"172" 490171 0.0213145 0.028968 131766 105016 1.02324 -12.44703 -1372.473 -1384.92
"173" 490172 0.0213145 0.0288928 131837 105016 1.02324 -12.52883 -1371.465 -1383.994
"174" 490173 0.0211615 0.0288928 131837 105016 1.02324 -12.53153 -1370.49 -1383.021
"175" 490174 0.0211615 0.0285511 131837 105001 1.02324 -12.51805 -1371.622 -1384.14
"176" 490175 0.0211615 0.0285511 131837 105001 1.02366 -12.51805 -1371.427 -1383.946
"177" 490176 0.021052 0.0285511 131837 104760 1.02368 -13.04013 -1369.666 -1382.706
"178" 490177 0.021052 0.0285511 131837 104760 1.02371 -13.04013 -1369.678 -1382.718
"179" 490178 0.021052 0.0285511 131837 104871 1.02355 -12.7928 -1369.943 -1382.735
"180" 490179 0.0210335 0.0286747 131837 104709 1.02337 -13.17333 -1369.361 -1382.534
"181" 490180 0.0210207 0.0287883 131837 104709 1.02337 -13.18805 -1368.473 -1381.661
"182" 490181 0.0211227 0.0285532 131144 104709 1.02337 -12.48141 -1371.48 -1383.961
"183" 490182 0.0214299 0.0285532 131872 105078 1.02337 -12.40934 -1372.987 -1385.396
"184" 490183 0.0214419 0.0287304 132269 105078 1.02358 -13.04769 -1371.696 -1384.744
"185" 490184 0.0212771 0.02885 132269 105078 1.0235 -13.06568 -1370.525 -1383.591
"186" 490185 0.0212771 0.02885 132269 104923 1.02317 -13.37948 -1370.668 -1384.047
"187" 490186 0.0212771 0.0288873 132400 105151 1.02317 -13.16897 -1370.082 -1383.251
"188" 490187 0.0210491 0.0288873 131918 105212 1.02317 -12.26785 -1370.347 -1382.615
"189" 490188 0.0210491 0.0288873 131918 105212 1.02322 -12.26785 -1370.739 -1383.007
"190" 490189 0.0210491 0.0288873 131918 105327 1.02322 -12.06465 -1371.952 -1384.017
"191" 490190 0.0210491 0.0287717 131918 105327 1.02322 -12.04982 -1370.974 -1383.024
"192" 490191 0.0210253 0.0287717 131918 105327 1.02322 -12.05028 -1370.824 -1382.874
"193" 490192 0.0210253 0.028691 131918 105018 1.02322 -12.61576 -1369.499 -1382.115
"194" 490193 0.0214207 0.0290557 132775 105640 1.02276 -13.16489 -1371.193 -1384.358
"195" 490194 0.0213302 0.0293843 132775 105344 1.02276 -13.66556 -1369.346 -1383.012
"196" 490195 0.0211638 0.0293843 132775 105344 1.02272 -13.66848 -1368.226 -1381.894
"197" 490196 0.0211638 0.0294936 132775 105039 1.02272 -14.24495 -1367.714 -1381.959
"198" 490197 0.0211406 0.0295783 132775 105131 1.02272 -14.07595 -1367.727 -1381.803
"199" 490198 0.0213567 0.0295783 132775 105131 1.02318 -14.07216 -1372.304 -1386.376
"200" 490199 0.0213567 0.0292381 132775 105131 1.02318 -14.02655 -1369.164 -1383.191
"201" 490200 0.0213308 0.0292381 132775 105131 1.02302 -14.02698 -1369.024 -1383.051
"202" 490201 0.0213308 0.0292381 132775 105131 1.02302 -14.02698 -1369.024 -1383.051
"203" 490202 0.0213308 0.0292936 132775 105325 1.02302 -13.68451 -1369.624 -1383.309
"204" 490203 0.0213308 0.0292524 132590 105355 1.02302 -13.22917 -1370.538 -1383.767
"205" 490204 0.0213308 0.0292524 133258 105532 1.02297 -14.5566 -1369.085 -1383.641
"206" 490205 0.0213104 0.0292524 133258 105532 1.02297 -14.55694 -1368.946 -1383.503
"207" 490206 0.0213104 0.0292524 133258 105543 1.02302 -14.53976 -1368.877 -1383.417
"208" 490207 0.0213104 0.0292524 133258 105543 1.02302 -14.53976 -1368.877 -1383.417
"209" 490208 0.0213104 0.0292524 132918 104928 1.0229 -14.7699 -1370.723 -1385.493
"210" 490209 0.0210398 0.0292524 132918 104928 1.0229 -14.77483 -1368.724 -1383.499
"211" 490210 0.0210398 0.0296025 132918 104928 1.0229 -14.82184 -1366.311 -1381.133
"212" 490211 0.0210398 0.0295052 133050 104928 1.0229 -15.13597 -1366.536 -1381.672
"213" 490212 0.0210398 0.0295918 133050 104851 1.0229 -15.31189 -1366.223 -1381.535
"214" 490213 0.0210523 0.0296148 133050 104773 1.0229 -15.48757 -1366.331 -1381.819
"215" 490214 0.0210523 0.0295383 133050 104773 1.02277 -15.47719 -1367.977 -1383.454
"216" 490215 0.0210523 0.0295383 131832 104773 1.02277 -13.13156 -1369.907 -1383.038
"217" 490216 0.0210673 0.0294682 131832 104753 1.02219 -13.16882 -1368.865 -1382.034
"218" 490217 0.0210268 0.0293991 131437 104753 1.02236 -12.71864 -1368.39 -1381.109
"219" 490218 0.0210268 0.0293991 131437 104753 1.02228 -12.71864 -1368.341 -1381.059
"220" 490219 0.0210268 0.0292531 131437 104753 1.0227 -12.69918 -1368.964 -1381.663
"221" 490220 0.0210268 0.0292364 131437 104753 1.0227 -12.69697 -1368.871 -1381.568
"222" 490221 0.0210268 0.0292364 131437 104786 1.0227 -12.62052 -1369.099 -1381.72
"223" 490222 0.0210268 0.0292364 131437 104786 1.0227 -12.62052 -1369.099 -1381.72
"224" 490223 0.0210166 0.0291745 131437 104786 1.0225 -12.61255 -1368.538 -1381.15
"225" 490224 0.0211846 0.0291943 131743 104786 1.02309 -12.94111 -1370.455 -1383.396
"226" 490225 0.0211846 0.0291943 131743 104786 1.0227 -12.9411 -1369.07 -1382.011
"227" 490226 0.0211846 0.0291943 131230 104786 1.0225 -12.44322 -1370.092 -1382.536
"228" 490227 0.0212203 0.0291943 131289 104786 1.0225 -12.48605 -1370.144 -1382.63
"229" 490228 0.0211858 0.0291579 131289 104786 1.02241 -12.48189 -1369.979 -1382.461
"230" 490229 0.0211858 0.0291579 131289 104881 1.02241 -12.27285 -1370.143 -1382.416
"231" 490230 0.0211858 0.0291579 131289 104881 1.02226 -12.27285 -1370.397 -1382.67
"232" 490231 0.0212452 0.0291697 131289 104881 1.02226 -12.27334 -1370.74 -1383.013
"233" 490232 0.021023 0.0291697 130933 104756 1.02226 -12.34373 -1369.393 -1381.737
"234" 490233 0.0210255 0.0289802 130933 104715 1.02226 -12.41297 -1370.522 -1382.935
"235" 490234 0.0210255 0.0293925 130933 104715 1.02226 -12.46734 -1370.044 -1382.511
"236" 490235 0.0210528 0.0293925 130933 104715 1.02233 -12.4668 -1370.752 -1383.219
"237" 490236 0.0210177 0.0293925 130933 104715 1.0221 -12.46749 -1369.27 -1381.738
"238" 490237 0.021097 0.0293925 130933 104334 1.0224 -13.42066 -1368.822 -1382.242
"239" 490238 0.0210529 0.0293925 130933 104334 1.0224 -13.4215 -1368.534 -1381.956
"240" 490239 0.0210529 0.0293925 131460 104171 1.02254 -14.23197 -1368.177 -1382.409
"241" 490240 0.0210764 0.0293925 131269 104171 1.02287 -14.06999 -1367.978 -1382.048
"242" 490241 0.0210764 0.0293925 131269 104171 1.02257 -14.06999 -1367.846 -1381.916
"243" 490242 0.0210208 0.0293925 131269 104671 1.02256 -12.76675 -1369.576 -1382.343
"244" 490243 0.0210208 0.0293925 131221 104616 1.02219 -12.86337 -1368.447 -1381.31
"245" 490244 0.0210208 0.0293602 131221 104616 1.02233 -12.85905 -1368.383 -1381.242
"246" 490245 0.0210208 0.0293837 131221 104616 1.02233 -12.86218 -1368.401 -1381.263
"247" 490246 0.0210208 0.0293547 131221 104616 1.02233 -12.85831 -1368.383 -1381.241
"248" 490247 0.0210208 0.0292122 131040 104474 1.02233 -13.08216 -1368.868 -1381.95
"249" 490248 0.0210208 0.0293234 131040 104474 1.02233 -13.09692 -1368.405 -1381.502
"250" 490249 0.0210208 0.0291032 131040 104474 1.02233 -13.06783 -1369.885 -1382.953
"251" 490250 0.0210208 0.0291032 131040 104645 1.02233 -12.64515 -1369.371 -1382.016
"252" 490251 0.0210208 0.0291032 131040 104645 1.02233 -12.64515 -1369.371 -1382.016
"253" 490252 0.0210208 0.0291634 131109 104939 1.02227 -12.03228 -1369.536 -1381.569
"254" 490253 0.0210208 0.0290357 131109 104939 1.02219 -12.01555 -1370.106 -1382.122
"255" 490254 0.0210798 0.0291534 131109 104939 1.02219 -12.02981 -1369.909 -1381.939
"256" 490255 0.0210798 0.0291074 131109 104954 1.02219 -11.99247 -1370.078 -1382.071
"257" 490256 0.0211873 0.0291074 131109 105363 1.02219 -11.22337 -1372.586 -1383.81
"258" 490257 0.0210467 0.029245 131109 104965 1.02188 -11.98832 -1370.117 -1382.106
"259" 490258 0.0210467 0.029245 130627 104965 1.02188 -11.81849 -1370.729 -1382.547
"260" 490259 0.0210467 0.029245 130627 104965 1.02188 -11.81849 -1370.729 -1382.547
"261" 490260 0.0210467 0.0292328 130627 104699 1.02186 -12.40126 -1370.11 -1382.512
"262" 490261 0.0210467 0.0291194 130627 104739 1.02183 -12.29362 -1371.088 -1383.382
"263" 490262 0.0210467 0.029513 130627 104739 1.02183 -12.34602 -1370.589 -1382.935
"264" 490263 0.0210467 0.0294754 130627 104739 1.02183 -12.34095 -1370.326 -1382.667
"265" 490264 0.0210467 0.0294754 130823 104739 1.02183 -12.38207 -1369.577 -1381.959
"266" 490265 0.0210467 0.0294754 130823 104739 1.02177 -12.38207 -1369.545 -1381.927
"267" 490266 0.0211619 0.0294754 130823 104739 1.02149 -12.37988 -1371.348 -1383.728
"268" 490267 0.0211619 0.0298757 130781 104619 1.02135 -12.70634 -1370.585 -1383.291
"269" 490268 0.0212025 0.0300255 130781 104726 1.02135 -12.47248 -1372.54 -1385.013
"270" 490269 0.0212386 0.0300255 130781 104726 1.02109 -12.47184 -1371.716 -1384.188
"271" 490270 0.0213018 0.0299322 130781 104726 1.02109 -12.45771 -1371.987 -1384.445
"272" 490271 0.0213018 0.0299656 130781 104900 1.02109 -12.07638 -1372.475 -1384.552
"273" 490272 0.0212061 0.0299656 130781 104900 1.0212 -12.07805 -1372.315 -1384.393
"274" 490273 0.0211938 0.0301493 131270 104900 1.0212 -12.35363 -1371.517 -1383.87
"275" 490274 0.021075 0.0303657 131850 104900 1.0212 -12.99179 -1370.446 -1383.438
"276" 490275 0.021075 0.0303657 131850 104900 1.0212 -12.99179 -1370.446 -1383.438
"277" 490276 0.0210499 0.0303657 131850 104900 1.0212 -12.99228 -1370.284 -1383.277
"278" 490277 0.0210499 0.0301471 131850 104973 1.0212 -12.8083 -1370.071 -1382.88
"279" 490278 0.0210345 0.0301471 131850 104973 1.02126 -12.80861 -1369.719 -1382.528
"280" 490279 0.0210838 0.0300189 131850 104973 1.02126 -12.7896 -1370.591 -1383.381
"281" 490280 0.0210838 0.0301988 131850 105044 1.02142 -12.6715 -1370.347 -1383.018
"282" 490281 0.0210066 0.0301846 132176 105044 1.02149 -13.15869 -1369.016 -1382.175
"283" 490282 0.0210001 0.0301846 132176 105456 1.02085 -12.42417 -1370.951 -1383.375
"284" 490283 0.0210001 0.0301846 131454 105312 1.02072 -11.72393 -1370.844 -1382.568
"285" 490284 0.0210001 0.0301337 131454 105312 1.02115 -11.71672 -1371.724 -1383.441
"286" 490285 0.0213713 0.0301337 131454 105312 1.02114 -11.70998 -1373.918 -1385.628
"287" 490286 0.0211411 0.0301281 131454 105347 1.02114 -11.65387 -1372.74 -1384.393
"288" 490287 0.0211411 0.0297575 131454 105273 1.02126 -11.73022 -1370.684 -1382.414
"289" 490288 0.0211411 0.0296589 131454 105486 1.02126 -11.36377 -1370.91 -1382.274
