"0.1_0.1" "0.32_0.32" "1_1" "3.16_3.16" "10_10" "31.62_31.62"
"1" 0.0809766427843186 0.20259176567169 0.0567809201748484 0.0966558690514199 0.0746809899947613 0.107353255990864
"2" 0.048521260644925 0.188151208390222 0.0391893183169162 0.12483202463673 0.208402941022968 0.0889214424085577
"3" 0.0603128815066889 0.226484910768164 0.0899902433734214 0.21415792538668 0.315284828655264 0.21445114320586
"4" 0.0672942261990634 0.1703260821181 0.0907852161251028 0.233526084456913 0.363309088857405 0.295172427327111
"5" 0.0799084447422631 0.17664567624437 0.103996576541346 0.231662969292051 0.311216942565291 0.29903715734064
"6" 0.070164429661973 0.170644932205387 0.0815542423223163 0.221223627975979 0.331877007339615 0.249667296308595
"7" 0.0672049417539266 0.170123581291077 0.0930630258364424 0.23218435507322 0.344998851925847 0.297537736450529
"8" 0.0953918365447824 0.168270653012176 0.0949894182059789 0.228002394170958 0.363291170812208 0.306381239446352
"9" 0.0743413191075518 0.181567053663414 0.0110546295748562 0.0870916383908507 0.349429929937707 0.273694613087802
"10" 0.0653028693825874 0.135451559437425 0.0359878847108646 0.0974672804867149 0.341061202196522 0.293838813934391
"11" 0.0769749527961817 0.143371295948596 0.0371176277685026 0.120064210585251 0.246031865578735 0.269210732236689
"12" 0.0647857326028649 0.135663482056963 0.0367510452853044 0.0887793842014037 0.238589373085133 0.259063205050903
"13" 0.0675116893729791 0.161281016256236 0.0340410676606379 0.0526765747154404 0.223091389581073 0.292457339870849
"14" 0.0670962385943346 0.201510215023751 0.0533731122645473 0.0428849467177249 0.24788949418101 0.269306010132744
"15" 0.0779457580673643 0.201726459829417 0.0852264093412206 0.0476323899125978 0.212111152171022 0.268279053944014
"16" 0.0631424651378059 0.189795717253383 0.0514153213358012 0.0515654465443471 0.237548959841743 0.248591683668005
"17" 0.063663042485313 0.181663900571097 0.0566578201868522 0.0553071536385829 0.221165090870321 0.248504797017652
"18" 0.0575370515037256 0.181725815939262 0.0570642663634346 0.0738073219081566 0.219529810216138 0.227651756484923
"19" 0.0657973962659251 0.179968751734109 0.0526466603260226 0.0700908303111355 0.197370465091897 0.281092683608285
"20" 0.0638305641874372 0.16348908730165 0.0468136735591485 0.0704243215926305 0.207977006172877 0.258283511550347
"21" 0.0644669362361208 0.16253246710506 0.0556969766759691 0.0806342944521498 0.197341871673142 0.263168894028957
"22" 0.0691727255336352 0.173461754371645 0.0754785111417882 0.0488376217644295 0.217094684064223 0.229661746820082
"23" 0.0684714587388127 0.161808558146509 0.059991340482008 0.0373764341933846 0.1840856885725 0.218077594484039
"24" 0.0696044944777331 0.170384211081697 0.0691500455102634 0.0572234101033607 0.177225979275198 0.17006739685591
"25" 0.0575374832685247 0.17431300576112 0.0598703759047161 0.053143900953503 0.191278343368745 0.190448736767597
"26" 0.0629155607484781 0.176471917708524 0.0623935439709707 0.0640183880386758 0.214362996588427 0.194900167905085
"27" 0.057440520119572 0.176951282122713 0.0516820037365942 0.0652645752306752 0.186452406109169 0.194216096819257
"28" 0.0577807874984187 0.165941843007708 0.0593368476094712 0.102205184689567 0.173760626846356 0.202173497604798
"29" 0.0562169342094241 0.140897740637739 0.0456739409882061 0.102672667378572 0.152440040535689 0.220054407667781
"30" 0.046781892389042 0.132812156104952 0.062515418748908 0.102720648086025 0.158061440366007 0.212081886224401
"31" 0.0585349969139018 0.107127597389936 0.06886079493681 0.0976406183038011 0.123907056147299 0.198582026078184
"32" 0.0514366212524679 0.113629718358511 0.0614814049340228 0.0946015299024734 0.120427277810942 0.234443899317792
