"1_0" "2.15_0" "4.64_0" "10_0" "21.54_0" "46.42_0" "0_1" "1_1" "2.15_1" "4.64_1" "10_1" "21.54_1" "46.42_1" "0_2.15" "1_2.15" "2.15_2.15" "4.64_2.15" "10_2.15" "21.54_2.15" "46.42_2.15" "0_4.64" "1_4.64" "2.15_4.64" "4.64_4.64" "10_4.64" "21.54_4.64" "46.42_4.64" "0_10" "1_10" "2.15_10" "4.64_10" "10_10" "21.54_10" "46.42_10" "0_21.54" "1_21.54" "2.15_21.54" "4.64_21.54" "10_21.54" "21.54_21.54" "46.42_21.54" "0_46.42" "1_46.42" "2.15_46.42" "4.64_46.42" "10_46.42" "21.54_46.42" "46.42_46.42"
"1" 0.000886921989113963 0.00647960497855949 0.0302681340491312 0.00931662164208934 0 0.000641952812337916 0 0.00771002827830859 0 0 0 0.00620514836164416 0.0138006030669023 0.0204727968838037 0 0.00540717488342916 0.00197075256273394 0 0.028065113250403 0.0264338555836031 0.00457014897279117 0 0.027145543197097 0.000188043942017 0.00244719913649629 0.0168440904905836 0.0265799614752176 0.00447901590782654 0 0.0041313943517621 0.0478599884050149 0.00262509867630167 0 0.00076854382726751 0.0133290799588528 0.00268371758560521 0 0 0 0.000839378012563399 0.00241630806231729 0.0191961407801533 0.0108094013546823 0 0 0.00578173854562297 0.0417160453537991 0.0113184198672769
"2" 0 0.00252587487079297 0.0340547183894685 0.0129924208046908 0 0.00204541603898555 0 0.00292552284589656 0 0 0 0.00523794512216513 0.0113692099569162 0.0128942223128596 0.00624268396233246 0.0052989221272082 0 0 0.0199424437979354 0.0145978689676212 0.00871291032700638 0.0253912643687647 0.0219481546647867 0 0.002017399852249 0.0144394836079997 0.0203047419215126 0.00599941673841425 0 0.00863040940414868 0.05143615883619 0.00579990784271916 0 0.00243865697342131 0.0134635801495684 0.00717856091782117 0 0 0 0.00246264313242711 0.00410426250458916 0.0233068785146266 0.00165706061234067 0 0 0.00574394898319372 0.0387603307312841 0.00458746267991451
"3" 0 0.00172248202927977 0.0319868495960733 0.0193864305298756 0.00461407692909166 0.0129615265973133 0 0 0 0 0 0.0103366743469602 0.0131115157975641 0.0118062239865664 0.00887172218699495 0.00475583975616201 0 0 0.0215596755619989 0.0211783603927026 0.00511506824339307 0.0196322735500954 0.0255218993820171 0 0.00514237929148412 0.017030582257125 0.0197171525352158 0.00406013596623032 0 0.0071102678877805 0.0486554175003577 0.0014447415258819 0.00112408778232277 0.0137661442064481 0.0138291798110457 0.00508665856664355 0.00100375275560322 0.00577154761553969 0.0015592879376957 0.0114647700096222 0.0202807622997056 0.0276338081895194 0.00156690623417093 0.00343433735519535 0.00249184478456749 0.0165736981786761 0.0630762276643716 0.0287086308097748
"4" 0 0.00712041783195992 0.0569133441870063 0.0549953393883936 0.0989178352748719 0.130498022480368 0 0 0 0 0.0093400223322783 0.0360634024352218 0.0640639067622591 0.0081559358171189 0.00461951988190325 0.00361409227594598 0.0197306116424013 0.0121858706431048 0.0712541025948144 0.112914781757646 0.0141231873841203 0.0153575275682867 0.0135814593294055 0.0135996734177928 0.0347389842500756 0.0838159552454342 0.118856269329355 0.0178202899344708 0 0.0228207710347007 0.0815030007791939 0.0334854143661682 0.0672338719660601 0.121577218833242 0.0181908293243863 0.00565552532756723 0.0108457370429944 0.0271887965065183 0.0518467506706816 0.0984952211333981 0.142090774308349 0.0396305103193161 0.011263238294174 0.0154481718372529 0.0334476640285886 0.0816785757693379 0.145183023247109 0.175824632762955
"5" 0 0.0323712877827984 0.129358129169794 0.249105828163741 0.516176752272834 0.668876135306315 0 0.00333731970785797 0.0205610596988787 0.0346290606305564 0.121322656765557 0.260087418404566 0.457681182006247 0.00932033041076131 0 0.038982742482605 0.089439236440894 0.159986233126535 0.330219567337117 0.543939881580347 0.0171936611418667 0.0246935871984107 0.0398894670943694 0.0675438016418135 0.174797975339395 0.435296093545683 0.592854865642711 0.0265271025750712 0.0270218856916649 0.0864041505377857 0.189445108488951 0.252639363994098 0.492197805840816 0.659754583468077 0.0162387953038257 0.0152803334877134 0.0682695652203052 0.145762276290673 0.33318008402292 0.568835844508762 0.745379668971875 0.048499369573171 0.0302121613209577 0.0828324026471917 0.158394316292762 0.346958557964886 0.610259851572058 0.7717287494339
"6" 0.0101608686453664 0.0963293707157599 0.34255397934005 0.853864397954853 1.37659044471039 1.64078035164441 0 0.0236847878113744 0.0956273009636166 0.219348018801086 0.529101312707642 0.848790239145922 1.39310254667248 0.00383159356736567 0.00126057983496506 0.134959598008399 0.292606777315103 0.592588653828936 1.08452723772428 1.55527463255063 0.0221981488063373 0.0318853409748163 0.121808474578833 0.234500611487794 0.642779507851471 1.31455355796521 1.63757398616183 0.0242209023646077 0.0577100040085049 0.19158791130044 0.394468331632474 0.768389227568259 1.4474199190298 1.77621519514009 0.00110971765822734 0.0604743766842573 0.186880337452637 0.416441069994653 0.953309555399987 1.55944033513676 1.91146928003693 0.0612993631703707 0.0680822635409931 0.210705764527737 0.408515630358175 0.908314330757465 1.61844696802881 1.94840227304622
"7" 0.0405246699742735 0.199322143275938 0.612645688632864 1.49742523473447 2.56840251001219 2.71207928763161 0.00163601025490005 0.0883418441917474 0.203539986166122 0.468411236413843 1.07513071401395 1.79815754399305 2.5962035454776 0.00228258043757823 0.0225019108084753 0.23527128845845 0.545003077695808 1.12957681420476 1.96816114194084 2.71232067117279 0.0249404225236006 0.094560843786511 0.217650862846487 0.47973668452721 1.18519439080114 2.22976197167129 2.85771458549131 0.0236822399643868 0.0987905295915494 0.328809136440363 0.717346551969565 1.35131385146983 2.46233082639342 2.99062799194358 0.0373513494019141 0.141092639930468 0.327888182403073 0.763046110714934 1.60493617878111 2.58343098674942 3.15573381907962 0.0709848416843311 0.131198637535719 0.358095582238112 0.691141187719954 1.48819670490794 2.59029160313988 3.11465848351989
"8" 0.0620260875662814 0.29804573834512 0.819020428956451 2.01065413248734 3.42998392911283 3.652100210276 0 0.110453018957674 0.304957130617516 0.661287279382937 1.48248694495232 2.65385978995695 3.66327944247639 0.0130533424955744 0.0404047478918638 0.309724842289149 0.745440104117002 1.60777070095746 2.77542513713797 3.81769477035437 0.0165006632491232 0.153606448265907 0.324983381629246 0.662573259704527 1.64750285406145 3.10340596294122 3.96727539298638 0.0226354418468142 0.137912029789601 0.448004725285267 0.951529496408322 1.86448264578221 3.34955010389412 4.09009286344347 0.0393265813497927 0.168618909427881 0.427508622947502 0.976325938356541 2.15951340223303 3.49576095178594 4.3152869851469 0.0832381152364639 0.156242490321289 0.456263668750482 0.911896136487564 1.91800505898499 3.45872590051394 4.23440190313536
"9" 0.144039286998074 0.394872058180795 0.867360926770136 2.14189013150804 3.50804690861934 4.5430874354636 0.0166342999353028 0.252026536214886 0.440107501844678 0.901716363656359 1.88411072089411 3.40095919531638 4.52595159814084 0.0308519570985337 0.0982674139878996 0.409344171171184 1.00364930101319 1.84603253598248 3.39451695222743 4.55861325430488 0.0092513083035935 0.195463884825251 0.429859919009462 0.740046513913458 1.89955935307413 3.50691570394385 4.77175228574289 0.0109473193093402 0.160241407626717 0.534188232313342 0.942807320796498 1.94560434957273 3.52979737787493 4.66078983210878 0.0221087906149942 0.161960738606635 0.497492674411384 0.979316488418359 2.2511095332206 3.82937837495043 4.60970286892939 0.115146971640816 0.133165371639382 0.47780573914064 0.935070120469151 1.91582797104491 3.12802561760392 4.51572127365622
"10" 0.0818268628712168 0.3512486990344 0.858972076725107 1.93994978979063 3.96659150105115 5.3272557341295 0.0043389249644961 0.105620627002947 0.326310752327592 0.779985332198267 1.630390203211 3.28951362162578 4.64136375701869 0.000612668231506278 0.0573312680466141 0.349792126906518 0.814072794859627 1.81093315044563 3.29294983514701 4.89116637389093 0.00702711577388343 0.150211780071214 0.418753552015955 0.706182253878339 1.88686943985358 3.68774904166192 5.22173625000701 0.0231077010905551 0.17138030046328 0.516351234664832 0.961873576137134 2.05398791556142 3.81425128237048 5.21125431089859 0.0286377949556349 0.169393996005684 0.51421872807989 1.04455547992795 2.41091825473027 4.24395093075247 5.28009307029903 0.15008256143577 0.189787970886279 0.569329984027065 1.06196233485664 2.22954790666812 3.62374944987945 5.34191383629244
