"1_0" "2.15_0" "4.64_0" "10_0" "21.54_0" "46.42_0" "0_1" "1_1" "2.15_1" "4.64_1" "10_1" "21.54_1" "46.42_1" "0_2.15" "1_2.15" "2.15_2.15" "4.64_2.15" "10_2.15" "21.54_2.15" "46.42_2.15" "0_4.64" "1_4.64" "2.15_4.64" "4.64_4.64" "10_4.64" "21.54_4.64" "46.42_4.64" "0_10" "1_10" "2.15_10" "4.64_10" "10_10" "21.54_10" "46.42_10" "0_21.54" "1_21.54" "2.15_21.54" "4.64_21.54" "10_21.54" "21.54_21.54" "46.42_21.54" "0_46.42" "1_46.42" "2.15_46.42" "4.64_46.42" "10_46.42" "21.54_46.42" "46.42_46.42"
"1" 0.00153619394749543 0.0112230050358413 0.0388537720327081 0.0133992019378964 0 0.000691656288241992 0 0.0133541607058233 0 0 0 0.0107476322308705 0.0239033456869657 0.0354599243757858 0 0.00936550162350963 0.00341344356780176 0 0.0248837615728764 0.0457847809107388 0.0042225509549028 0 0.0259804994620027 0.000325701661628981 0.00423867324065026 0.016629924637927 0.0460378437383002 0.00538573486690735 0 0.00715578492335504 0.0637055076993882 0.00454680428223629 0 0.00133115695667077 0.0132105584312583 0.00464833521143429 0 0 0 0.00145384536451599 0.00227606706727296 0.0195505842552382 0.0187224323457137 0 0 0.0100142649170984 0.066054387860031 0.0103240919341436
"2" 0 0.00437494360977489 0.0444444715101242 0.0135320673446465 0 0.00354276450213926 0 0.00506715420779633 0 0 0 0.00907238707884758 0.0196920492872969 0.0223334481699612 0.0108126457983552 0.00917800234967555 0 0 0.0189005504674224 0.0252842507341529 0.00994547532848697 0.0439789599551138 0.0279781340631058 0 0.00349423904327721 0.0126892543739475 0.0351688446426335 0.0103912946067126 0 0.0149483075781058 0.0625695960502468 0.0100457350628068 0 0.00422387778019786 0.0116708810736048 0.00625811526931511 0 0 0 0.00426542302627433 0.00422601932880989 0.0203618585819811 0.00287011317179524 0 0 0.00554097407458818 0.065104227822938 0.00794571843943802
"3" 0 0.0029834263898369 0.0440656922867126 0.0177806897493256 0.00799181567121814 0.0115752825036712 0 0 0 0 0 0.0179036451502289 0.0227098115256229 0.0204489797902714 0.0153662735785113 0.00823735609032857 0 0 0.020873403333106 0.021825067203007 0.00885955808173888 0.0340040952568559 0.031963563284447 0 0.0062827409469466 0.0125342470505569 0.0317689033203725 0.00376815006583131 0 0.0123153452370613 0.0515137895596409 0.00125422828639609 0.00194697715115046 0.0144788175406999 0.0139644502859311 0.00469548718132093 0.00173855077094204 0.00501588696410256 0.00270076593171825 0.0151326339270755 0.0187704666743364 0.0239616420239396 0.00271396120828048 0.00594844678953007 0.00431600177144641 0.00428783392772634 0.0894340329014436 0.0141813522844827
"4" 0 0.012332925456074 0.0420565128792097 0.0435097895157141 0.0435954932489971 0.0741868169758401 0 0 0 0 0.00914190175340251 0.0512794985867938 0.0420602000411025 0.0141264952185207 0.00800124314203101 0.00625979144518068 0.0341744218290491 0.011791091216897 0.0504691880306103 0.0265572226769608 0.0150898434221061 0.0259963668939327 0.0145099579917812 0.0149169905840759 0.0350822200540077 0.0230975041021007 0.0273869806589688 0.0198338938706692 0 0.0284248917465229 0.05641001119268 0.0372217349479076 0.0241023997683147 0.0718881132531025 0.0174084312572952 0.00905349924345687 0.0111817065770346 0.0274556487939812 0.0117971435088175 0.0610042832631248 0.0788778614021643 0.0323923430432153 0.0176922940988141 0.0103875633556603 0.0213765988871873 0.0373056401407453 0.0969774163266269 0.0701820058625657
"5" 0 0.0388186536683924 0.0540344005737559 0.0735540258631502 0.134857420389691 0.364429635468807 0 0.00578040729511093 0.01830845025058 0.0477549434741017 0.0921149300635982 0.122302374054239 0.112594405601599 0.0161432858147679 0 0.0364575379265036 0.121719765871801 0.0892632866444856 0.0852316972290349 0.141865123764304 0.0240218527544477 0.0135851010771037 0.0412645523188009 0.0734548744821812 0.120868204761206 0.11875987018868 0.0856818668653853 0.0246196504906482 0.0289818679057289 0.0442859363889668 0.0402152107089005 0.117340206272862 0.14737940864576 0.241581665458703 0.0192405397718536 0.0260927034841316 0.0169468612679691 0.0933725838970384 0.09930116803809 0.171785510476864 0.328655200768989 0.0376181606935223 0.0399095012190792 0.0298903212442476 0.0538850157706197 0.115372608442321 0.276329057579521 0.25048117255536
"6" 0.0130869822939366 0.0997552690945534 0.0784648594617219 0.174900643997023 0.0999638324228193 0.81101887797974 0 0.00737511955813301 0.0630137810954834 0.106136577273356 0.249689697976333 0.0803700484089484 0.157732453028609 0.00663651473263142 0.00218338832115628 0.0572433101879516 0.256113555569075 0.21141132514599 0.270629397062957 0.224382598461944 0.0384483215665507 0.0308491249731596 0.108311882935375 0.096261892150474 0.213990458105316 0.264237695134007 0.137746708738499 0.0224909349318485 0.00545555190264953 0.0599402340632152 0.144828612655065 0.15179404725951 0.203017086114425 0.300756692018623 0.00192208736610611 0.0595554453092298 0.0852082792790794 0.121475743090808 0.219840003986378 0.193765636587803 0.455357680424398 0.0399971312441138 0.0635797582824505 0.0481677549362061 0.0397094649418277 0.173559643456897 0.339756163956501 0.368876733260806
"7" 0.0486838797811672 0.150243985078178 0.11164215858186 0.219765492886992 0.294689095715205 1.2748888649683 0.00283365288319059 0.0438186415269242 0.0467844726607361 0.151791744590489 0.381419640885174 0.225425806681524 0.0778619893745401 0.00395354529024829 0.035267941458945 0.0714917546804064 0.303396832964203 0.239809590133411 0.33490709717348 0.203957547244437 0.0431980789731113 0.0541201259836848 0.129651687425242 0.0818718472909891 0.196086391771293 0.35687594990883 0.0317944400341738 0.0405660832238808 0.0483556582099945 0.120458559374047 0.0809291548200377 0.0732404040660675 0.148642911535382 0.337631358708224 0.0646944348953725 0.0650054858232715 0.137179654947426 0.117531519564402 0.260460599734475 0.162508695193571 0.455757976608617 0.0401760200391509 0.147563305800165 0.098189331043833 0.116396016804522 0.199477755090988 0.304102146503388 0.506154319429747
"8" 0.0784445025437086 0.192420406388841 0.148941014162843 0.368746019946528 0.47835966256577 1.50510602979467 0 0.116128424814583 0.0617227037319037 0.236763940714194 0.509040575029721 0.236170862414443 0.0646021353042833 0.0226090524109328 0.0570405488406753 0.0951760078235166 0.324785173484057 0.293209379936449 0.410581824161647 0.28427781596633 0.028579987106066 0.0785107955632611 0.151417392398351 0.138926824234009 0.252744379929005 0.434008055297927 0.0701553577252249 0.0234048572080139 0.0868609799343347 0.163486240130238 0.0973890240488619 0.0728926153097548 0.238062851148734 0.316280388738602 0.0649564192459115 0.0887977664242508 0.231605459045022 0.12727662973829 0.299752212916814 0.351976897249714 0.428252887119897 0.0594819042915626 0.195403927146993 0.171927354602346 0.203824794571388 0.353379852721097 0.363618435231938 0.595092998953518
"9" 0.0924584951980786 0.29379322290352 0.349801960667942 0.813715243121695 1.18727362883234 0.815591692711377 0.0288114526362842 0.367419396706821 0.250068055003413 0.606584589752991 0.921291413772642 1.03307473224881 1.21224300786343 0.0534371572075956 0.145994483157989 0.309351552374215 0.536904016743518 0.818991748502969 1.29234338721498 0.97112013892217 0.0160237360183078 0.178992255070012 0.307045935481015 0.393157133989318 0.859286104056303 1.24817164494272 1.01440273070232 0.018961313250457 0.197717770750796 0.391909728322619 0.278953420535383 0.630785660226482 1.15064643569644 0.472601961476401 0.0382935486390718 0.214279049856201 0.323773230592097 0.272209258269017 0.913629160187859 1.19467012090316 0.740451765625365 0.0793500061423931 0.230649189488202 0.266727415146198 0.448588708023203 0.747685233398066 0.636403350837806 0.280596950267432
"10" 0.0765508836729029 0.275953791489801 0.34235063670174 0.847296728768599 1.43309994472063 1.01990865164215 0.00751523848873623 0.160269177304782 0.184157504225038 0.54438816395297 0.83019662922349 1.10761440074939 1.13107607742658 0.00106117250515225 0.0986825614591259 0.282234868939126 0.462247605771427 0.874119567923707 1.27549629241642 0.969781706720921 0.0121713215510348 0.110893658195102 0.237996398171052 0.402534344772448 0.903422085839046 1.35129266354217 1.18381387225788 0.0400237123349562 0.172612669419778 0.392799349989648 0.282917374793704 0.705436474896109 1.26863490035867 0.566869052715599 0.0496021158798994 0.217616499178638 0.374117439394418 0.331643411936517 1.01974707461329 1.28041510247113 1.01042485030649 0.0900238993416077 0.26933585058692 0.32288920132623 0.50251686567104 0.897101844267004 0.887555612978329 0.465838798033335
