"1_1" "2.15_2.15" "4.64_4.64" "10_10" "21.54_21.54" "46.42_46.42"
"1" 0.077456474442253 0.0646656129222227 0.0726848913689258 0.0630159612740486 0.0632832605184337 0.118910920720641
"2" 0.0638467617620027 0.0659241987964593 0.0935488768850993 0.144005805310133 0.302586175442856 0.62605248604873
"3" 0.0769294526358063 0.0805624414867262 0.153685876337039 0.296900736635416 0.603446182067254 0.90015911791688
"4" 0.0824689570894906 0.0908531734607023 0.193602620363339 0.350847840765616 0.643053274640887 0.953016865173632
"5" 0.0943137318555057 0.0891095498372791 0.18544919046863 0.313090081787464 0.637859876343633 0.963225579229348
"6" 0.0789847594976047 0.0891904780105807 0.177369720476689 0.305727723905986 0.634869552028978 0.968439676315159
"7" 0.0549304872603967 0.0883053449835636 0.160293162622917 0.295681841255065 0.621279847477079 0.940762118202401
"8" 0.072184693131797 0.0868376176242947 0.164245342992032 0.311949290541612 0.604266417942844 0.936757138959172
"9" 0.14019274105291 0.0946600225929848 0.17695334815211 0.263162882687821 0.549279482820103 0.876933766502087
"10" 0.0689344079082957 0.0816431127964903 0.143201393403686 0.286291768100671 0.584481025556577 0.917533573363003
"11" 0.0630432762888777 0.08796812972321 0.165323478598624 0.300760196852556 0.624445492711517 0.931517219993783
"12" 0.0889474228400002 0.0778581062608251 0.164468013986824 0.312476587326983 0.608708543936056 0.920282085154797
"13" 0.0755641299094263 0.0844600340978433 0.14801784154734 0.297274359319591 0.605041654638411 0.903344218492608
"14" 0.0713218982673225 0.089050304024032 0.152473312308615 0.275143653250163 0.601882249041197 0.882677010784913
"15" 0.0744164860642684 0.0842617432648291 0.151869905194766 0.303330717349324 0.590357744431373 0.858369059346828
"16" 0.0745452304001687 0.066759819302211 0.147202983772162 0.279337732823911 0.573888453906087 0.836532656976294
"17" 0.0844128226366214 0.0773289390982043 0.146787583322641 0.277397457499305 0.599648837229568 0.837085963114445
"18" 0.0802944307646577 0.0745464086899109 0.137797199308739 0.27439483659799 0.574411515946145 0.843856004008467
"19" 0.0828894593198487 0.0774044913994623 0.13617086553821 0.276150944012418 0.570299356984741 0.816754749911446
"20" 0.081359660384277 0.0854309764578298 0.144930992802584 0.27539129694783 0.556405421003744 0.826212103652051
"21" 0.0748306906812384 0.0715479664580791 0.126470023915444 0.276739710950407 0.534145458751086 0.797797578244264
"22" 0.0813548966380911 0.0682893730419046 0.150698392835573 0.261116490660399 0.522233187548825 0.805191977510848
"23" 0.0817342505323118 0.0541821271084986 0.132564418421165 0.266185858063318 0.521759448913488 0.770123290757586
"24" 0.0754143478496615 0.0690490705986148 0.110784853063754 0.286124379814825 0.521231577278915 0.785066697761489
"25" 0.0760338707635576 0.0625590053020899 0.109703718388802 0.263904029055191 0.540907673610297 0.766016369503011
"26" 0.0697291540263547 0.0634328128712944 0.130055000262538 0.268847370241356 0.527347507914805 0.760506120950372
"27" 0.0689225914447176 0.0503690598234254 0.121823903460986 0.258413108490985 0.504417697840928 0.727563063661431
"28" 0.068896275777377 0.0498702535314951 0.125128035440637 0.252508773942289 0.498851825737836 0.720183766677068
"29" 0.0659994123136619 0.049766684794385 0.13102632486772 0.237090975185221 0.495141191429036 0.721232840830121
"30" 0.0587364504204057 0.048492293456942 0.118971769292067 0.228017910808853 0.474626792707442 0.725212649794858
"31" 0.0602353941654729 0.0511163024638548 0.111411427013927 0.241159720763143 0.46940400079895 0.694284708002553
"32" 0.0690732561214546 0.0543427898615802 0.126384873285264 0.220077704457547 0.465824181954404 0.679062635216232
