"medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Simulation" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 0 0 0 0 0 0 0 0 "Sim1" "CDDO" 0 "Srxn1"
"Srxn1_1.2" 0.0231777 0.0211542 0.0253844325 0.0231777 0.0211542 0.0253844325 0.0231777 0.0211542 0.0253844325 "Sim1" "CDDO" 1 "Srxn1"
"Srxn1_1.3" 0.0459831 0.041976055 0.0503637 0.0459831 0.041976055 0.0503637 0.0459831 0.041976055 0.0503637 "Sim1" "CDDO" 2 "Srxn1"
"Srxn1_1.4" 0.0684303 0.06246899 0.074943745 0.06849775 0.062534435 0.075025915 0.06842495 0.0624650225 0.07494079 "Sim1" "CDDO" 3 "Srxn1"
"Srxn1_1.5" 0.4230035 0.3855761 0.454742075 0.474272 0.438954325 0.5007408 0.3861965 0.34828475 0.42008065 "Sim1" "CDDO" 4 "Srxn1"
"Srxn1_1.6" 0.8078755 0.778019225 0.831758725 0.9032335 0.87632175 0.922578375 0.7353775 0.704357075 0.76244405 "Sim1" "CDDO" 5 "Srxn1"
"Srxn1_1.7" 1.08918 1.068099 1.10681075 1.227815 1.21008925 1.24323075 0.973389 0.950070875 0.9934844 "Sim1" "CDDO" 6 "Srxn1"
"Srxn1_1.8" 1.31237 1.29372 1.32990025 1.48048 1.46203925 1.49952075 1.16924 1.1494185 1.18752 "Sim1" "CDDO" 7 "Srxn1"
"Srxn1_1.9" 1.5039 1.4846795 1.523391 1.68537 1.66468975 1.7062205 1.342735 1.3225695 1.3616815 "Sim1" "CDDO" 8 "Srxn1"
"Srxn1_1.10" 1.725075 1.704389 1.74639025 1.920175 1.8981995 1.94258425 1.53784 1.5166785 1.5581325 "Sim1" "CDDO" 9 "Srxn1"
"Srxn1_1.11" 2.009455 1.9870885 2.032571 2.21431 2.19086925 2.23858075 1.805555 1.78281925 1.82788125 "Sim1" "CDDO" 10 "Srxn1"
"Srxn1_1.12" 2.246635 2.22296925 2.271201 2.46962 2.44513975 2.4953105 2.02004 1.99585875 2.0440015 "Sim1" "CDDO" 11 "Srxn1"
"Srxn1_1.13" 2.49396 2.46907775 2.51973025 2.72701 2.70136 2.7539 2.25728 2.23193875 2.28288025 "Sim1" "CDDO" 12 "Srxn1"
"Srxn1_1.14" 2.757805 2.73146975 2.7849615 3.02485 2.99789975 3.05301075 2.50063 2.47403975 2.52756025 "Sim1" "CDDO" 13 "Srxn1"
"Srxn1_1.15" 3.01834 2.990858 3.04661025 3.307125 3.27913875 3.33661025 2.74436 2.7165885 2.772811 "Sim1" "CDDO" 14 "Srxn1"
"Srxn1_1.16" 3.27687 3.24798925 3.3061405 3.57086 3.54197975 3.6009915 2.99995 2.97070975 3.029981 "Sim1" "CDDO" 15 "Srxn1"
"Srxn1_1.17" 3.53742 3.50749725 3.56808325 3.848975 3.81921975 3.879991 3.243695 3.21338775 3.27489075 "Sim1" "CDDO" 16 "Srxn1"
"Srxn1_1.18" 3.81046 3.77974875 3.8424505 4.136085 4.10539925 4.168061 3.5073 3.4760185 3.53982 "Sim1" "CDDO" 17 "Srxn1"
"Srxn1_1.19" 4.059775 4.028497 4.09289075 4.394755 4.3635195 4.4280505 3.75483 3.7225675 3.7889135 "Sim1" "CDDO" 18 "Srxn1"
"Srxn1_1.20" 4.327715 4.29535 4.36180125 4.67392 4.64204975 4.70827225 4.01765 3.98452 4.0528105 "Sim1" "CDDO" 19 "Srxn1"
"Srxn1_1.21" 4.585475 4.5524285 4.62068 4.936185 4.90387575 4.9713405 4.27336 4.23955975 4.30983075 "Sim1" "CDDO" 20 "Srxn1"
"Srxn1_1.22" 4.885455 4.85168975 4.92167125 5.29996 5.26649 5.336361 4.5296 4.49505 4.5672515 "Sim1" "CDDO" 21 "Srxn1"
"Srxn1_1.23" 5.180205 5.14599925 5.2179135 5.6511 5.61726975 5.6887605 4.78668 4.751489 4.8256105 "Sim1" "CDDO" 22 "Srxn1"
"Srxn1_1.24" 5.4674 5.43258 5.5060005 5.988185 5.953409 6.02666 5.04129 5.00524525 5.08144025 "Sim1" "CDDO" 23 "Srxn1"
"Srxn1_1.25" 5.753535 5.71759675 5.79365175 6.35803 6.32256775 6.39820025 5.277465 5.24022875 5.3184 "Sim1" "CDDO" 24 "Srxn1"
"Srxn1_1.26" 6.03061 5.9936895 6.0719205 6.68337 6.64685975 6.72512 5.50988 5.4718995 5.5516105 "Sim1" "CDDO" 25 "Srxn1"
"Srxn1_1.27" 6.304935 6.26712925 6.34713075 7.00025 6.9629095 7.04292 5.7465 5.70813975 5.78872075 "Sim1" "CDDO" 26 "Srxn1"
"Srxn1_1.28" 6.554905 6.516897 6.59752225 7.29036 7.25221 7.33368275 5.94665 5.9079485 5.98776 "Sim1" "CDDO" 27 "Srxn1"
"Srxn1_1.29" 6.761075 6.7231795 6.80213475 7.545595 7.5078575 7.58872125 6.113715 6.0728585 6.1556205 "Sim1" "CDDO" 28 "Srxn1"
"Srxn1_1.30" 6.97926 6.939668 7.01975075 7.828685 7.79099975 7.87080325 6.285655 6.237469 6.332127 "Sim1" "CDDO" 29 "Srxn1"
"Srxn1_1.31" 7.08744 7.0383295 7.13567075 8.07616 8.03768425 8.11681025 6.300305 6.24368875 6.3567125 "Sim1" "CDDO" 30 "Srxn1"
"Srxn1_1.32" 7.15629 7.09258925 7.218185 8.3299 8.2867855 8.373012 6.28027 6.2166065 6.34503025 "Sim1" "CDDO" 31 "Srxn1"
"Srxn1_1.33" 7.11871 7.0494485 7.18918375 8.38749 8.33278875 8.44189175 6.224595 6.15956675 6.29261 "Sim1" "CDDO" 32 "Srxn1"
"Srxn1_2.1" 0 0 0 0 0 0 0 0 0 "Sim2" "CDDO" 0 "Srxn1"
