"medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Simulation" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 0 0 0 0 0 0 0 0 "Sim1" "Andr" 0 "Srxn1"
"Srxn1_1.2" 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 "Sim1" "Andr" 1 "Srxn1"
"Srxn1_1.3" 0.07026895 0.0636710175 0.07711789 0.0717083 0.0651264725 0.0785171825 0.069883 0.0632667025 0.0767427925 "Sim1" "Andr" 2 "Srxn1"
"Srxn1_1.4" 0.1038435 0.094092665 0.113982025 0.105313 0.0955771175 0.115374225 0.103458 0.093689245 0.11357825 "Sim1" "Andr" 3 "Srxn1"
"Srxn1_1.5" 0.137679 0.124923725 0.1509003 0.142734 0.1301635 0.155785675 0.13618 0.1233829 0.1494723 "Sim1" "Andr" 4 "Srxn1"
"Srxn1_1.6" 0.1715165 0.1559418 0.18767605 0.1793245 0.163894825 0.19523415 0.168035 0.1523107 0.184402575 "Sim1" "Andr" 5 "Srxn1"
"Srxn1_1.7" 0.2076465 0.189383825 0.226494275 0.2339545 0.21627995 0.252069225 0.199071 0.1804873 0.218428 "Sim1" "Andr" 6 "Srxn1"
"Srxn1_1.8" 0.2413725 0.220449725 0.262866175 0.2761315 0.255955325 0.296815575 0.229325 0.208002275 0.251508725 "Sim1" "Andr" 7 "Srxn1"
"Srxn1_1.9" 0.275676 0.252358925 0.29974915 0.321521 0.298809 0.3446282 0.258777 0.234803325 0.283721275 "Sim1" "Andr" 8 "Srxn1"
"Srxn1_1.10" 0.320294 0.294483 0.346668375 0.386262 0.361240125 0.412208275 0.2874955 0.260932675 0.31510955 "Sim1" "Andr" 9 "Srxn1"
"Srxn1_1.11" 0.3718995 0.343557025 0.400687375 0.4684775 0.440959925 0.4970284 0.315418 0.28638905 0.345619 "Sim1" "Andr" 10 "Srxn1"
"Srxn1_1.12" 0.4217805 0.3908014 0.453340475 0.561867 0.5312455 0.5934061 0.342605 0.311191175 0.375279575 "Sim1" "Andr" 11 "Srxn1"
"Srxn1_1.13" 0.462496 0.429039525 0.49651535 0.618616 0.58542795 0.652513125 0.3691175 0.335336425 0.404243 "Sim1" "Andr" 12 "Srxn1"
"Srxn1_1.14" 0.4946005 0.458813525 0.531077225 0.667109 0.63103585 0.70342405 0.3949165 0.35889815 0.432363275 "Sim1" "Andr" 13 "Srxn1"
"Srxn1_1.15" 0.527223 0.4890113 0.566111425 0.7138505 0.674993725 0.7527763 0.420043 0.381903675 0.459660175 "Sim1" "Andr" 14 "Srxn1"
"Srxn1_1.16" 0.5545195 0.514084575 0.595682325 0.7500885 0.708608875 0.7914112 0.444553 0.404281 0.486296275 "Sim1" "Andr" 15 "Srxn1"
"Srxn1_1.17" 0.5798985 0.537446975 0.623382325 0.778762 0.735011975 0.822297275 0.4684105 0.42609715 0.512250175 "Sim1" "Andr" 16 "Srxn1"
"Srxn1_1.18" 0.602709 0.558353575 0.64828375 0.8004935 0.754952225 0.846180625 0.491622 0.4473131 0.537489125 "Sim1" "Andr" 17 "Srxn1"
"Srxn1_1.19" 0.6245455 0.578112125 0.67206095 0.825075 0.77734495 0.87275045 0.514222 0.468128775 0.56202615 "Sim1" "Andr" 18 "Srxn1"
"Srxn1_1.20" 0.6447995 0.59661165 0.694198625 0.8447205 0.794857875 0.894372125 0.536272 0.48836435 0.5859224 "Sim1" "Andr" 19 "Srxn1"
"Srxn1_1.21" 0.664125 0.614176125 0.7152121 0.859933 0.8087667 0.911043625 0.557731 0.508004875 0.60921425 "Sim1" "Andr" 20 "Srxn1"
"Srxn1_1.22" 0.6826895 0.631193325 0.73546725 0.875224 0.822389925 0.928117725 0.5786125 0.527208 0.632004325 "Sim1" "Andr" 21 "Srxn1"
"Srxn1_1.23" 0.7008775 0.64762795 0.755300525 0.890998 0.836886175 0.94532245 0.599003 0.54602015 0.654101025 "Sim1" "Andr" 22 "Srxn1"
"Srxn1_1.24" 0.7184415 0.663659075 0.774575275 0.905504 0.8499317 0.9614185 0.61888 0.56411975 0.675593625 "Sim1" "Andr" 23 "Srxn1"
"Srxn1_1.25" 0.735518 0.6791239 0.793167675 0.9187815 0.861867975 0.976499425 0.638203 0.581744525 0.696514725 "Sim1" "Andr" 24 "Srxn1"
"Srxn1_1.26" 0.7519865 0.694149925 0.811091725 0.9308695 0.87251725 0.989916025 0.6570345 0.5990069 0.716875875 "Sim1" "Andr" 25 "Srxn1"
"Srxn1_1.27" 0.7686755 0.7093309 0.82930055 0.944406 0.8846987 1.004951 0.6753115 0.615749925 0.736696 "Sim1" "Andr" 26 "Srxn1"
"Srxn1_1.28" 0.784116 0.7235552 0.846313225 0.9554075 0.894397625 1.0172115 0.693182 0.632101 0.75600015 "Sim1" "Andr" 27 "Srxn1"
"Srxn1_1.29" 0.7992165 0.7373525 0.862719 0.9660145 0.90390375 1.02897225 0.710557 0.64799225 0.77477385 "Sim1" "Andr" 28 "Srxn1"
"Srxn1_1.30" 0.8138525 0.75058815 0.878838775 0.9764685 0.912938425 1.0404855 0.727457 0.663744825 0.7931792 "Sim1" "Andr" 29 "Srxn1"
"Srxn1_1.31" 0.828131 0.7635798 0.89455295 0.9865925 0.921890975 1.051922 0.7439835 0.67891055 0.8108493 "Sim1" "Andr" 30 "Srxn1"
"Srxn1_1.32" 0.842086 0.7762952 0.909836025 0.9963965 0.9304617 1.06291075 0.760052 0.6938625 0.8283678 "Sim1" "Andr" 31 "Srxn1"
"Srxn1_1.33" 0.8555835 0.788651575 0.924709275 1.00601 0.9389272 1.073801 0.77574 0.708134725 0.84531625 "Sim1" "Andr" 32 "Srxn1"
"Srxn1_1.34" 0.868796 0.80056975 0.938961975 1.01528 0.94732795 1.084272 0.790913 0.722112725 0.861635325 "Sim1" "Andr" 33 "Srxn1"
"Srxn1_1.35" 0.8816845 0.81222895 0.952772125 1.02427 0.955504025 1.09465025 0.805801 0.735693325 0.8775305 "Sim1" "Andr" 34 "Srxn1"
"Srxn1_1.36" 0.894161 0.8235939 0.966206 1.03307 0.963069425 1.10468375 0.820309 0.748888725 0.89317005 "Sim1" "Andr" 35 "Srxn1"
"Srxn1_1.37" 0.9062605 0.834713625 0.979374025 1.041655 0.97055805 1.11423125 0.8343865 0.761742725 0.90836185 "Sim1" "Andr" 36 "Srxn1"
"Srxn1_1.38" 0.918137 0.845636025 0.99227535 1.05007 0.978069325 1.1236515 0.8481515 0.774309725 0.92316715 "Sim1" "Andr" 37 "Srxn1"
"Srxn1_1.39" 0.9296435 0.85603845 1.00493175 1.058065 0.98521135 1.132991 0.8615105 0.786703925 0.9375839 "Sim1" "Andr" 38 "Srxn1"
"Srxn1_1.40" 0.940917 0.866145525 1.01713 1.06597 0.992029675 1.141731 0.8744915 0.798853475 0.95162125 "Sim1" "Andr" 39 "Srxn1"
"Srxn1_1.41" 0.9519195 0.8761694 1.0288425 1.07372 0.998865525 1.15017825 0.887152 0.8103707 0.965341275 "Sim1" "Andr" 40 "Srxn1"
"Srxn1_1.42" 0.962623 0.88579785 1.04048375 1.081255 1.00559975 1.158594 0.899562 0.82181045 0.97875665 "Sim1" "Andr" 41 "Srxn1"
"Srxn1_1.43" 0.97303 0.89558425 1.05192175 1.08854 1.012069 1.16671025 0.9116165 0.83295385 0.9918488 "Sim1" "Andr" 42 "Srxn1"
"Srxn1_1.44" 0.9831125 0.9048268 1.0629905 1.095585 1.01837725 1.1744015 0.923342 0.8437126 1.004552 "Sim1" "Andr" 43 "Srxn1"
"Srxn1_1.45" 0.992931 0.913815475 1.07386025 1.102485 1.02443975 1.182123 0.934759 0.854316975 1.0168315 "Sim1" "Andr" 44 "Srxn1"
"Srxn1_1.46" 1.002475 0.922598925 1.08446225 1.10928 1.03053 1.189594 0.945859 0.86465315 1.0287125 "Sim1" "Andr" 45 "Srxn1"
"Srxn1_1.47" 1.011825 0.9311459 1.0947725 1.115815 1.036418 1.197111 0.95669 0.874740675 1.04032 "Sim1" "Andr" 46 "Srxn1"
"Srxn1_1.48" 1.02094 0.939470725 1.1047615 1.12222 1.0420085 1.20455 0.967273 0.884604525 1.05191 "Sim1" "Andr" 47 "Srxn1"
"Srxn1_1.49" 1.029805 0.94758385 1.114413 1.12848 1.047378 1.21177025 0.9775545 0.8941129 1.0632 "Sim1" "Andr" 48 "Srxn1"
"Srxn1_2.1" 0 0 0 0 0 0 0 0 0 "Sim2" "Andr" 0 "Srxn1"
"Srxn1_2.2" 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 "Sim2" "Andr" 1 "Srxn1"
"Srxn1_2.3" 0.069883 0.0632667025 0.0767427925 0.069883 0.0632667025 0.0767427925 0.069883 0.0632667025 0.0767427925 "Sim2" "Andr" 2 "Srxn1"
"Srxn1_2.4" 0.1035615 0.0937937 0.113685125 0.1039455 0.0941998125 0.11406835 0.1034655 0.093696265 0.113586175 "Sim2" "Andr" 3 "Srxn1"
"Srxn1_2.5" 0.143715 0.1311417 0.156713 0.148003 0.135464975 0.16085485 0.1386105 0.12592105 0.151790175 "Sim2" "Andr" 4 "Srxn1"
"Srxn1_2.6" 0.193466 0.178294975 0.208922675 0.220304 0.2054949 0.235448025 0.1716315 0.15606485 0.187782075 "Sim2" "Andr" 5 "Srxn1"
"Srxn1_2.7" 0.263496 0.246193975 0.2814735 0.312966 0.29541795 0.331391575 0.2135925 0.1955246 0.23216425 "Sim2" "Andr" 6 "Srxn1"
"Srxn1_2.8" 0.3463835 0.326253125 0.367423375 0.4476025 0.425080425 0.471026175 0.258065 0.237538725 0.2790721 "Sim2" "Andr" 7 "Srxn1"
"Srxn1_2.9" 0.443531 0.419892825 0.46816335 0.570085 0.543277825 0.59851335 0.3284175 0.30569365 0.3515851 "Sim2" "Andr" 8 "Srxn1"
"Srxn1_2.10" 0.5509755 0.5240854 0.5787281 0.760012 0.72842385 0.793849475 0.372574 0.3473959 0.3983312 "Sim2" "Andr" 9 "Srxn1"
"Srxn1_2.11" 0.647762 0.618086275 0.678424125 0.939096 0.903946625 0.9764995 0.4159935 0.388391575 0.444177275 "Sim2" "Andr" 10 "Srxn1"
"Srxn1_2.12" 0.736456 0.7042412 0.769665875 1.08225 1.04496975 1.12149275 0.460602 0.430426925 0.491360075 "Sim2" "Andr" 11 "Srxn1"
"Srxn1_2.13" 0.817138 0.782674675 0.85283685 1.206065 1.16695925 1.2469705 0.512722 0.479934925 0.5460513 "Sim2" "Andr" 12 "Srxn1"
"Srxn1_2.14" 0.8921935 0.85494025 0.930297475 1.308075 1.2670495 1.35050025 0.569941 0.53420035 0.606018125 "Sim2" "Andr" 13 "Srxn1"
"Srxn1_2.15" 0.962155 0.9221378 1.00267125 1.394775 1.351429 1.439232 0.6236315 0.58475825 0.662521025 "Sim2" "Andr" 14 "Srxn1"
"Srxn1_2.16" 0.997327 0.955284525 1.04028175 1.43854 1.393339 1.48478075 0.659153 0.617778325 0.7005721 "Sim2" "Andr" 15 "Srxn1"
"Srxn1_2.17" 1.028735 0.984494675 1.0736905 1.475955 1.4287595 1.5241 0.6881255 0.6443863 0.7318219 "Sim2" "Andr" 16 "Srxn1"
"Srxn1_2.18" 1.05386 1.00732425 1.100842 1.50799 1.458529 1.55800075 0.7109015 0.6650973 0.75662655 "Sim2" "Andr" 17 "Srxn1"
"Srxn1_2.19" 1.069135 1.02079675 1.11763 1.519425 1.46846975 1.5708105 0.729615 0.682205875 0.77710625 "Sim2" "Andr" 18 "Srxn1"
"Srxn1_2.20" 1.08445 1.03439975 1.13458 1.52938 1.47697 1.58207375 0.747846 0.6987476 0.7971535 "Sim2" "Andr" 19 "Srxn1"
"Srxn1_2.21" 1.096325 1.04483975 1.14760025 1.53184 1.47884 1.5855505 0.7658175 0.71509985 0.81679725 "Sim2" "Andr" 20 "Srxn1"
"Srxn1_2.22" 1.106315 1.0536895 1.15889 1.53258 1.47845625 1.586931 0.781964 0.7297535 0.834776925 "Sim2" "Andr" 21 "Srxn1"
"Srxn1_2.23" 1.115495 1.06167925 1.16949 1.53229 1.476949 1.5877315 0.797874 0.744156375 0.852755875 "Sim2" "Andr" 22 "Srxn1"
"Srxn1_2.24" 1.123385 1.0682595 1.17861025 1.53039 1.47400925 1.58703 0.813067 0.75800375 0.869508975 "Sim2" "Andr" 23 "Srxn1"
"Srxn1_2.25" 1.13065 1.0746 1.18692025 1.527795 1.4707295 1.584941 0.8279295 0.771319875 0.88566225 "Sim2" "Andr" 24 "Srxn1"
"Srxn1_2.26" 1.137405 1.080238 1.194772 1.524845 1.46712 1.58276025 0.842093 0.78391785 0.90111715 "Sim2" "Andr" 25 "Srxn1"
"Srxn1_2.27" 1.14449 1.0860195 1.20316125 1.522755 1.4641985 1.5812705 0.8562985 0.79676205 0.9167275 "Sim2" "Andr" 26 "Srxn1"
"Srxn1_2.28" 1.15053 1.09075925 1.2103105 1.51987 1.460659 1.57916025 0.8694755 0.808680825 0.93115875 "Sim2" "Andr" 27 "Srxn1"
"Srxn1_2.29" 1.15625 1.09552875 1.21747275 1.51696 1.45701775 1.57732 0.8822755 0.820230575 0.945318025 "Sim2" "Andr" 28 "Srxn1"
"Srxn1_2.30" 1.16183 1.0999795 1.22405025 1.51367 1.45292975 1.57491525 0.894745 0.8314377 0.958960225 "Sim2" "Andr" 29 "Srxn1"
"Srxn1_2.31" 1.167155 1.10431875 1.23052325 1.510335 1.448589 1.57252175 0.906951 0.8425329 0.972472375 "Sim2" "Andr" 30 "Srxn1"
"Srxn1_2.32" 1.172335 1.10827975 1.23676125 1.506775 1.4444 1.57031075 0.918768 0.8531684 0.9857727 "Sim2" "Andr" 31 "Srxn1"
"Srxn1_2.33" 1.17734 1.1121395 1.24298075 1.503145 1.4399795 1.56786125 0.9303405 0.86365315 0.9987344 "Sim2" "Andr" 32 "Srxn1"
"Srxn1_2.34" 1.18214 1.116009 1.24929175 1.4998 1.43548475 1.565312 0.941571 0.873667425 1.0112915 "Sim2" "Andr" 33 "Srxn1"
"Srxn1_2.35" 1.186805 1.1198995 1.25536025 1.49637 1.43130725 1.56284125 0.9524895 0.883371175 1.02348025 "Sim2" "Andr" 34 "Srxn1"
"Srxn1_2.36" 1.19132 1.123378 1.26094025 1.492975 1.4268995 1.56061175 0.963155 0.89289795 1.03506125 "Sim2" "Andr" 35 "Srxn1"
"Srxn1_2.37" 1.195725 1.1267695 1.266391 1.489535 1.42247975 1.55817025 0.9734945 0.9022649 1.04646125 "Sim2" "Andr" 36 "Srxn1"
"Srxn1_2.38" 1.200035 1.13027725 1.27209125 1.486495 1.41856 1.555775 0.983633 0.91152755 1.0574215 "Sim2" "Andr" 37 "Srxn1"
"Srxn1_2.39" 1.204205 1.13359925 1.27746325 1.483315 1.4145595 1.55366325 0.993421 0.9203404 1.06841175 "Sim2" "Andr" 38 "Srxn1"
"Srxn1_2.40" 1.208295 1.1365765 1.28283 1.48011 1.41077775 1.551356 1.003 0.929047725 1.07919075 "Sim2" "Andr" 39 "Srxn1"
"Srxn1_2.41" 1.21229 1.1395265 1.28759175 1.47695 1.4068795 1.54954025 1.01225 0.9375409 1.0892225 "Sim2" "Andr" 40 "Srxn1"
"Srxn1_2.42" 1.21625 1.14251625 1.292331 1.47397 1.403188 1.5473515 1.02139 0.945664275 1.09909 "Sim2" "Andr" 41 "Srxn1"
"Srxn1_2.43" 1.220045 1.145427 1.29690025 1.471 1.399509 1.5452455 1.03027 0.95350095 1.1085715 "Sim2" "Andr" 42 "Srxn1"
"Srxn1_2.44" 1.2238 1.148089 1.30145225 1.4681 1.39587625 1.54334125 1.03895 0.961362625 1.11812 "Sim2" "Andr" 43 "Srxn1"
"Srxn1_2.45" 1.227345 1.1510065 1.30599025 1.465355 1.3920265 1.541601 1.047295 0.968911825 1.12732225 "Sim2" "Andr" 44 "Srxn1"
