"time" "Simulation" "dose1" "dose2" "Nrf2_observed" "Nrf2max_observed" "Nrf2min_observed" "Nrf2_SD" "Srxn1_observed" "Srxn1_SD" "medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Chemical" "Times" "variables"
"Srxn1_1.24" 23 "Simu1" 0.35 0.35 0.0882949002047399 0.170578609805707 0.0212505874098193 0.0758214612060847 1.54009540287382 0.214355850597634 1.93844 1.90403 1.9770905 3.01325 2.96821475 3.0620725 0.9125685 0.8777556 0.952097275 "Sul" 23 "Srxn1"
"Srxn1_1.25" 24 "Simu1" 0.35 0.35 0.0816501890579242 0.183156569524535 0.00106823767120467 0.0928300271922918 1.44740118218 0.234634416426113 1.930615 1.8957975 1.97037 2.988315 2.943627 3.036845 0.9211405 0.885140325 0.962127425 "Sul" 24 "Srxn1"
"Srxn1_1.26" 25 "Simu1" 0.35 0.35 0.096347621822092 0.168670545373686 0.0135200524155636 0.0781068470410262 1.38764513562744 0.236218695471699 1.92303 1.88755775 1.9635215 2.963785 2.91908975 3.012794 0.9296625 0.89229525 0.972083575 "Sul" 25 "Srxn1"
"Srxn1_1.27" 26 "Simu1" 0.35 0.35 0.0949786795829743 0.182027090423385 0.00890630326538489 0.0865645205560204 1.18412218735629 0.363244102840028 1.91543 1.87926 1.9566205 2.93959 2.89542875 2.9886715 0.9380445 0.899412875 0.981736075 "Sul" 26 "Srxn1"
"Srxn1_1.28" 27 "Simu1" 0.35 0.35 0.0779018201661818 0.152464034308671 0 0.0762868610293672 1.109771175485 0.368865953968736 1.908125 1.87127 1.9502805 2.91584 2.87166825 2.964822 0.946301 0.9064473 0.991236 "Sul" 27 "Srxn1"
"Srxn1_1.29" 28 "Simu1" 0.35 0.35 0.0895723853197273 0.165836454142622 0 0.0837153859612104 1.07105994540511 0.362185692089543 1.90097 1.8631695 1.9439025 2.892505 2.848448 2.9417005 0.9543845 0.913349375 1.00072225 "Sul" 28 "Srxn1"
"Srxn1_1.30" 29 "Simu1" 0.35 0.35 0.0886274485627041 0.153762769617308 0.0187744366440838 0.0676177119180975 1.05284629971027 0.339781888478694 1.893795 1.8551095 1.93768125 2.869485 2.825527 2.9186265 0.9624315 0.920129725 1.0100205 "Sul" 29 "Srxn1"
"Srxn1_1.31" 30 "Simu1" 0.35 0.35 0.0949843157827482 0.174579972031056 0.0251139314907033 0.0752061168035559 0.967336168521085 0.337265558342081 1.88682 1.84719975 1.9317005 2.84687 2.80274925 2.89621025 0.9702795 0.926691175 1.01894125 "Sul" 30 "Srxn1"
"Srxn1_1.32" 31 "Simu1" 0.35 0.35 0.0902383748245515 0.178270672812488 0.030273693327372 0.0778885088173063 0.899446509953701 0.319567420372509 1.880035 1.83929975 1.925762 2.82461 2.780348 2.87406525 0.9779835 0.93329365 1.02798375 "Sul" 31 "Srxn1"
"Srxn1_1.33" 32 "Simu1" 0.35 0.35 0.0797591136230044 0.139339768411123 0.0163282218982557 0.0615960906813328 0.842903682076036 0.377793711368508 1.873395 1.83153675 1.92005175 2.802815 2.75791825 2.85170325 0.9855595 0.939802 1.0369505 "Sul" 32 "Srxn1"
"Srxn1_2.1" 0 "Simu2" 0.75 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Sul" 0 "Srxn1"
"Srxn1_2.2" 1 "Simu2" 0.75 0.75 0.0743471090457677 0.152938153684788 0 0.0765573507582239 0.0313684804717027 0.0465108094914951 0.0231879 0.0211505925 0.0254426 0.0231879 0.0211505925 0.0254426 0.0231879 0.0211505925 0.0254426 "Sul" 1 "Srxn1"
"Srxn1_2.3" 2 "Simu2" 0.75 0.75 0.450585670864325 0.482911938849096 0.418270062155819 0.0323209396649038 0.0291355202978075 0.0464922646676179 0.06421175 0.0596210825 0.0704394975 0.08343105 0.0781878625 0.0943679 0.04601025 0.0419753725 0.0504742125 "Sul" 2 "Srxn1"
"Srxn1_2.4" 3 "Simu2" 0.75 0.75 0.534197443244587 0.668146604421088 0.396213485050274 0.136011451881511 0.0354066864859037 0.0431268770330225 0.2475605 0.2413488 0.255145025 0.278049 0.27113295 0.28956165 0.2177265 0.212033825 0.2241464 "Sul" 3 "Srxn1"
"Srxn1_2.5" 4 "Simu2" 0.75 0.75 0.538065737297214 0.711320090574134 0.39805368633907 0.159256861714594 0.12118278142523 0.0714379394667275 0.516622 0.5086398 0.525946225 0.609744 0.600799925 0.621888075 0.4224875 0.415021825 0.431025175 "Sul" 4 "Srxn1"
"Srxn1_2.6" 5 "Simu2" 0.75 0.75 0.475716420852403 0.636031915740653 0.344106525730887 0.148064570125889 0.461108673348812 0.122962794658883 0.834512 0.8243743 0.845888425 1.023995 1.01282975 1.03751025 0.662746 0.65344055 0.67342105 "Sul" 5 "Srxn1"
"Srxn1_2.7" 6 "Simu2" 0.75 0.75 0.399513976224617 0.518463184151322 0.294232613637084 0.112738390468583 1.14080948625397 0.249859433218581 1.15144 1.13905925 1.164941 1.44149 1.427799 1.45668025 0.8969775 0.8857169 0.9096944 "Sul" 6 "Srxn1"
"Srxn1_2.8" 7 "Simu2" 0.75 0.75 0.35877873277008 0.49750304581156 0.244067435188024 0.128412892135572 1.94186165397911 0.254221474580682 1.44236 1.42792975 1.457881 1.81262 1.79654 1.82960075 1.11593 1.10281925 1.13062075 "Sul" 7 "Srxn1"
"Srxn1_2.9" 8 "Simu2" 0.75 0.75 0.318329740492437 0.436089545315992 0.208218229984833 0.114128026321959 2.47857344950723 0.222346461412206 1.72104 1.7048195 1.73865025 2.19385 2.1756195 2.21285 1.31038 1.29546 1.3270705 "Sul" 8 "Srxn1"
"Srxn1_2.10" 9 "Simu2" 0.75 0.75 0.343045433881324 0.429194021431127 0.274468150490903 0.0788453348775237 3.12520626959086 0.167414285002917 1.980155 1.96215925 1.99951075 2.543535 2.5233 2.564582 1.484665 1.46809925 1.50322025 "Sul" 9 "Srxn1"
"Srxn1_2.11" 10 "Simu2" 0.75 0.75 0.311332963687369 0.370586662220558 0.219460325070578 0.0806708676303011 3.1370434177361 0.18678971211431 2.27144 2.251658 2.29275075 2.90126 2.87930925 2.924252 1.723325 1.7049795 1.7440005 "Sul" 10 "Srxn1"
"Srxn1_2.12" 11 "Simu2" 0.75 0.75 0.275010777067494 0.304498371142472 0.227349486647915 0.0416617333269745 3.22785411440532 0.280828656373817 2.54209 2.52064825 2.565186 3.216965 3.193116 3.241632 1.91858 1.89867925 1.94125175 "Sul" 11 "Srxn1"
"Srxn1_2.13" 12 "Simu2" 0.75 0.75 0.279288106649056 0.312325987644071 0.243413336472403 0.034543803033955 3.33382078795002 0.242045907036193 2.784765 2.76177975 2.8098215 3.476305 3.45141575 3.50265 2.125625 2.10412 2.15010275 "Sul" 12 "Srxn1"
"Srxn1_2.14" 13 "Simu2" 0.75 0.75 0.245264043848785 0.271102021879157 0.226087544190246 0.0232348288346434 3.38889857762488 0.319875273516708 3.035415 3.0110075 3.06230225 3.74821 3.72185975 3.776032 2.351515 2.32853825 2.377973 "Sul" 13 "Srxn1"
"Srxn1_2.15" 14 "Simu2" 0.75 0.75 0.222684808904702 0.259083284110043 0.186078100935112 0.0365030370416545 3.48724513813302 0.357748848680211 3.254845 3.22904 3.28351175 3.982465 3.9549 4.01180275 2.56282 2.53825975 2.590994 "Sul" 14 "Srxn1"
"Srxn1_2.16" 15 "Simu2" 0.75 0.75 0.201689295393068 0.239267653319725 0.151204734675961 0.0454279315274837 3.57813556055909 0.27278298119527 3.45299 3.42602 3.48341175 4.20631 4.1775195 4.23693525 2.73172 2.7060395 2.76141125 "Sul" 15 "Srxn1"
"Srxn1_2.17" 16 "Simu2" 0.75 0.75 0.191577461916476 0.213786421733615 0.148844577931729 0.0370173522354782 3.53359391514917 0.323526045668989 3.624675 3.59685925 3.655691 4.40919 4.37947975 4.4411115 2.815145 2.78753775 2.84441075 "Sul" 16 "Srxn1"
"Srxn1_2.18" 17 "Simu2" 0.75 0.75 0.186175313955827 0.208880981383661 0.153247113842688 0.0291917271717217 3.51103972035298 0.336336714351109 3.75658 3.72752975 3.78789025 4.5721 4.54233875 4.60373325 2.840055 2.806949 2.8751765 "Sul" 17 "Srxn1"
"Srxn1_2.19" 18 "Simu2" 0.75 0.75 0.172616100964027 0.204913068634017 0.113697075491298 0.0511042055264774 3.4597355182593 0.270675396835833 3.811495 3.77416875 3.8486515 4.68216 4.649669 4.71621225 2.836915 2.800109 2.8759015 "Sul" 18 "Srxn1"
"Srxn1_2.20" 19 "Simu2" 0.75 0.75 0.169585404819606 0.20539681937269 0.140228921711237 0.0330599958616208 3.47017161220664 0.427663931838185 3.79111 3.751679 3.83180025 4.70723 4.664659 4.74918 2.81505 2.7787385 2.85419 "Sul" 19 "Srxn1"
"Srxn1_2.21" 20 "Simu2" 0.75 0.75 0.165928768171316 0.210061762031152 0.13520716919103 0.0391880294449273 3.36255693181914 0.46540023912966 3.75721 3.71796 3.798712 4.67992 4.633709 4.7279155 2.79364 2.7575465 2.83321125 "Sul" 20 "Srxn1"
"Srxn1_2.22" 21 "Simu2" 0.75 0.75 0.162399790812802 0.191889746038318 0.121222669183014 0.0367546096665334 3.36818449467489 0.560195845570522 3.721015 3.68246 3.76237075 4.636395 4.589897 4.68621075 2.7722 2.7362595 2.8123805 "Sul" 21 "Srxn1"
"Srxn1_2.23" 22 "Simu2" 0.75 0.75 0.146064345216959 0.180661368817969 0.112223557043617 0.0342251725946262 3.36045766456883 0.627885681935249 3.684835 3.64709875 3.7257165 4.58631 4.54129775 4.63524425 2.750895 2.71509925 2.79184175 "Sul" 22 "Srxn1"
"Srxn1_2.24" 23 "Simu2" 0.75 0.75 0.14877611396613 0.185476804867334 0.128382552813977 0.0318493369612672 3.26298771183499 0.646297831251341 3.649105 3.612088 3.69034025 4.53653 4.492728 4.58435325 2.730185 2.69428875 2.7711775 "Sul" 23 "Srxn1"
"Srxn1_2.25" 24 "Simu2" 0.75 0.75 0.141741914712211 0.174707196048282 0.124310325166788 0.0285645380523936 3.20071442179745 0.710697694078068 3.6141 3.57700825 3.65517125 4.4871 4.44453875 4.53417425 2.70972 2.673659 2.75088025 "Sul" 24 "Srxn1"
"Srxn1_2.26" 25 "Simu2" 0.75 0.75 0.153518444886998 0.19528622381681 0.128839816239762 0.0363704627824444 2.99986736364742 0.676894909483307 3.579525 3.54242375 3.62078175 4.438805 4.3965195 4.484953 2.689695 2.6532995 2.730531 "Sul" 25 "Srxn1"
"Srxn1_2.27" 26 "Simu2" 0.75 0.75 0.134078041138651 0.181131000688344 0.0944275126261533 0.0438231753696936 2.9312890240041 0.699959332057779 3.54555 3.508019 3.586581 4.39102 4.34917825 4.43685475 2.670065 2.63350925 2.711422 "Sul" 26 "Srxn1"
"Srxn1_2.28" 27 "Simu2" 0.75 0.75 0.130445992972234 0.178553768433753 0.102927522497042 0.0418063616987293 2.82861384524115 0.756807170246499 3.512105 3.4746995 3.55295275 4.34407 4.3023755 4.38979 2.65072 2.61348925 2.69276725 "Sul" 27 "Srxn1"
"Srxn1_2.29" 28 "Simu2" 0.75 0.75 0.133365042335398 0.164603857531641 0.11036489114902 0.0280423440008924 2.69250599296144 0.694935498722042 3.479445 3.44135975 3.52071225 4.297915 4.25619925 4.34328075 2.6317 2.59405975 2.67436125 "Sul" 28 "Srxn1"
"Srxn1_2.30" 29 "Simu2" 0.75 0.75 0.122083173078532 0.148785216787627 0.0823551766165439 0.0350783999510154 2.63882894421516 0.744049430865621 3.44726 3.40878675 3.488483 4.252655 4.21123 4.29804075 2.61301 2.57458925 2.65634225 "Sul" 29 "Srxn1"
"Srxn1_2.31" 30 "Simu2" 0.75 0.75 0.11291386107882 0.133569282581615 0.0844857727930007 0.0254481530760523 2.46473343303578 0.655125787502567 3.415595 3.37639775 3.45747575 4.208205 4.16643925 4.253111 2.59462 2.55532975 2.63826075 "Sul" 30 "Srxn1"
"Srxn1_2.32" 31 "Simu2" 0.75 0.75 0.100359590775615 0.126067955763873 0.0839207149381049 0.022550832559868 2.33833192806286 0.628261209196307 3.38422 3.34450875 3.42714 4.16433 4.12252975 4.20903075 2.576505 2.535859 2.62097025 "Sul" 31 "Srxn1"
"Srxn1_2.33" 32 "Simu2" 0.75 0.75 0.101654621233261 0.13839736393954 0.0827106422428011 0.0318253002451069 2.18129364155549 0.622040250939916 3.353665 3.31287875 3.3970915 4.12114 4.0790385 4.16623025 2.558545 2.5172995 2.60372075 "Sul" 32 "Srxn1"
"Srxn1_3.1" 0 "Simu3" 1.62 1.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Sul" 0 "Srxn1"
"Srxn1_3.2" 1 "Simu3" 1.62 1.62 0.102896739617648 0.234485815832629 0 0.119847140521726 0 0 0.0231879 0.0211505925 0.0254426 0.0231879 0.0211505925 0.0254426 0.0231879 0.0211505925 0.0254426 "Sul" 1 "Srxn1"
"Srxn1_3.3" 2 "Simu3" 1.62 1.62 0.747875930411026 0.861695054282246 0.571871895857668 0.154594916239858 0 0 0.0712617 0.0664508 0.07908431 0.102984 0.09706538 0.1190969 0.04601025 0.0419753725 0.0504742125 "Sul" 2 "Srxn1"
"Srxn1_3.4" 3 "Simu3" 1.62 1.62 0.909104661804075 1.13655670909761 0.612979453257292 0.268459099334899 0.0142025684254413 0.0126269239368252 0.3611485 0.354625925 0.3697212 0.433454 0.425801925 0.450021075 0.2729525 0.2673256 0.279314075 "Sul" 3 "Srxn1"
"Srxn1_3.5" 4 "Simu3" 1.62 1.62 0.957814113678337 1.20863103914104 0.633471036947528 0.294545120857631 0.152847265036387 0.0616911543717269 0.8046875 0.795773925 0.814867525 0.983421 0.97306875 1.0001105 0.5786725 0.571056975 0.587251525 "Sul" 4 "Srxn1"
"Srxn1_3.6" 5 "Simu3" 1.62 1.62 0.937692057173333 1.20184142567634 0.610628106172741 0.300586062231353 0.803812868510447 0.163761886718979 1.35569 1.34365925 1.3684105 1.67396 1.6597295 1.69174075 0.9493015 0.939302975 0.960097975 "Sul" 5 "Srxn1"
"Srxn1_3.7" 6 "Simu3" 1.62 1.62 0.838620121793011 1.10238644950196 0.548883155812574 0.27766405883805 2.01418765755625 0.312332831155826 1.96374 1.9485 1.979141 2.44841 2.43002925 2.46889 1.35175 1.33941 1.36502 "Sul" 6 "Srxn1"
"Srxn1_3.8" 7 "Simu3" 1.62 1.62 0.751097813924107 1.01455361814788 0.465152443116292 0.275390174544002 3.23434474236418 0.284319524239052 2.55736 2.53899875 2.5754805 3.223715 3.20144925 3.24686025 1.746495 1.73185975 1.76202275 "Sul" 7 "Srxn1"
"Srxn1_3.9" 8 "Simu3" 1.62 1.62 0.679123484352349 0.966504654891967 0.378971698904784 0.29397459081799 4.34830586182876 0.290234416024002 3.124105 3.102759 3.14475075 3.98601 3.96014 4.01216025 2.10293 2.08623925 2.1207215 "Sul" 8 "Srxn1"
"Srxn1_3.10" 9 "Simu3" 1.62 1.62 0.699245310672325 0.904516561531317 0.506433943365836 0.199333587849558 5.56789976738888 0.992706929249397 3.66128 3.6373395 3.68430125 4.74965 4.7201795 4.7787905 2.40667 2.388098 2.42642 "Sul" 9 "Srxn1"
"Srxn1_3.11" 10 "Simu3" 1.62 1.62 0.643667560861191 0.845605138583043 0.431414206954878 0.207288068613386 6.07912653154631 1.0988148381224 4.23825 4.21173875 4.2637205 5.490385 5.45818825 5.52203275 2.83415 2.81325825 2.85624025 "Sul" 10 "Srxn1"
"Srxn1_3.12" 11 "Simu3" 1.62 1.62 0.5900933440742 0.78190714146961 0.386664774175285 0.197877005817595 6.4349625066557 1.1518353100248 4.78291 4.754419 4.8105905 6.200615 6.16576875 6.2344425 3.20584 3.1829985 3.22977125 "Sul" 11 "Srxn1"
"Srxn1_3.13" 12 "Simu3" 1.62 1.62 0.564258804955353 0.780921426627784 0.308194570790485 0.238813808976172 6.78825453897609 1.22469292533989 5.289195 5.25880925 5.31882025 6.86714 6.82998925 6.9032315 3.54431 3.51957825 3.5701905 "Sul" 12 "Srxn1"
"Srxn1_3.14" 13 "Simu3" 1.62 1.62 0.495437785173908 0.644486008818545 0.298133988380978 0.17814707623253 6.95517653669577 1.24587432171869 5.77918 5.746819 5.810303 7.54474 7.50525875 7.582871 3.81116 3.78510975 3.83891025 "Sul" 13 "Srxn1"
"Srxn1_3.15" 14 "Simu3" 1.62 1.62 0.440583578742688 0.572325479786711 0.253770395350559 0.166264758922718 7.15470921608125 1.20982900518015 6.205905 6.1720485 6.23892175 8.093195 8.052417 8.13284075 4.071465 4.04394975 4.10109025 "Sul" 14 "Srxn1"
"Srxn1_3.16" 15 "Simu3" 1.62 1.62 0.384903985179581 0.491141112015089 0.218063031340731 0.146278937040799 7.17575241456887 1.07256582058291 6.581305 6.5458385 6.615473 8.573115 8.530805 8.613885 4.288745 4.260236 4.31974 "Sul" 15 "Srxn1"
"Srxn1_3.17" 16 "Simu3" 1.62 1.62 0.359193998141808 0.48179222483494 0.178592579378278 0.159705303509395 7.35962323029384 1.19637496510725 6.90014 6.86370725 6.9357705 8.97102 8.927628 9.01304175 4.466635 4.4373395 4.49863175 "Sul" 16 "Srxn1"
"Srxn1_3.18" 17 "Simu3" 1.62 1.62 0.346105848078913 0.441306618411187 0.198700584753365 0.129454253341899 7.45620320436209 1.14490844282843 7.192565 7.155359 7.228864 9.36099 9.31629625 9.40351975 4.55162 4.5219065 4.58249025 "Sul" 17 "Srxn1"
"Srxn1_3.19" 18 "Simu3" 1.62 1.62 0.326713494381885 0.399188145659407 0.194202498028275 0.114926284988509 7.63851369434514 1.14965189049427 7.47023 7.43198825 7.50737075 9.70725 9.66151 9.750227 4.633325 4.59441925 4.67060075 "Sul" 18 "Srxn1"
"Srxn1_3.20" 19 "Simu3" 1.62 1.62 0.309843106075594 0.406363352381335 0.169885483558818 0.124078804998212 7.64534973068687 1.26945622746063 7.720355 7.6819995 7.7581615 10.0061 9.9598085 10.049805 4.631805 4.58482975 4.679023 "Sul" 19 "Srxn1"
"Srxn1_3.21" 20 "Simu3" 1.62 1.62 0.290131431522014 0.363348669871172 0.163888539783273 0.109794698468162 7.6855785788763 1.26970346878651 7.91305 7.8769285 7.9489205 10.3086 10.2619 10.352705 4.58465 4.53840875 4.63233025 "Sul" 20 "Srxn1"
"Srxn1_3.22" 21 "Simu3" 1.62 1.62 0.274962918578355 0.363422533300734 0.11975504835978 0.134851614796418 7.7112308569444 1.54303684708078 7.95501 7.9111465 7.99692 10.5169 10.4755 10.5574 4.535255 4.49036925 4.581812 "Sul" 21 "Srxn1"
"Srxn1_3.23" 22 "Simu3" 1.62 1.62 0.252383506650852 0.333591418410686 0.106567237969043 0.126553050000456 7.70193433892769 1.49406470129188 7.884045 7.83632975 7.93194425 10.6257 10.5794975 10.67 4.486015 4.44273925 4.53138025 "Sul" 22 "Srxn1"
"Srxn1_3.24" 23 "Simu3" 1.62 1.62 0.227310060246672 0.301542718279748 0.0838149234176083 0.124295279035875 7.64359006187528 1.4329491802559 7.784725 7.7389085 7.83132125 10.538 10.4846975 10.5912 4.437605 4.39531825 4.48252425 "Sul" 23 "Srxn1"
"Srxn1_3.25" 24 "Simu3" 1.62 1.62 0.226536711931977 0.297817271913823 0.0910597095788707 0.117379980429023 7.52551796206683 1.50423715686473 7.68394 7.64126775 7.728793 10.39835 10.3481975 10.4498025 4.389975 4.3482865 4.4344805 "Sul" 24 "Srxn1"
"Srxn1_3.26" 25 "Simu3" 1.62 1.62 0.217218112445501 0.297658164741137 0.0771771927074036 0.121725766816872 7.42108240054011 1.80205229647431 7.58454 7.54346925 7.62794125 10.2566 10.2089975 10.3064025 4.34293 4.3019985 4.387062 "Sul" 25 "Srxn1"
"Srxn1_3.27" 26 "Simu3" 1.62 1.62 0.209446264073234 0.301038728102718 0.072249956938008 0.121020074088039 7.24534049405932 1.83431704933578 7.48653 7.44697 7.5289005 10.11655 10.0717975 10.1636025 4.29673 4.25606925 4.3407345 "Sul" 26 "Srxn1"
"Srxn1_3.28" 27 "Simu3" 1.62 1.62 0.197763261353714 0.27515742675344 0.0443262966201996 0.132882027217891 7.15208993735373 1.95816985837013 7.390345 7.351847 7.4311905 9.97871 9.935399 10.0233 4.251385 4.21085975 4.2952605 "Sul" 27 "Srxn1"
"Srxn1_3.29" 28 "Simu3" 1.62 1.62 0.186054835776198 0.254376633688477 0.0565267667830729 0.112231003619045 6.86888385589605 1.74627585501053 7.295775 7.257279 7.335681 9.84284 9.80033875 9.8855605 4.20678 4.16643975 4.2501515 "Sul" 28 "Srxn1"
"Srxn1_3.30" 29 "Simu3" 1.62 1.62 0.183646273581811 0.261781045785346 0.0644205028430814 0.104900660617943 6.71342303059159 1.90460533180785 7.202625 7.164158 7.24242025 9.70926 9.66652775 9.75050325 4.16307 4.12275975 4.206032 "Sul" 29 "Srxn1"
