"medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Simulation" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 0 0 0 0 0 0 0 0 "Sim1" "CDDO" 0 "Srxn1"
"Srxn1_1.2" 0.0231925 0.0211709 0.025533285 0.0231925 0.0211709 0.025533285 0.0231925 0.0211709 0.025533285 "Sim1" "CDDO" 1 "Srxn1"
"Srxn1_1.3" 0.04601515 0.0420106225 0.0506589425 0.04601515 0.0420106225 0.0506589425 0.04601515 0.0420106225 0.0506589425 "Sim1" "CDDO" 2 "Srxn1"
"Srxn1_1.4" 0.06848165 0.062517255 0.0753787 0.0684818 0.062517555 0.075379 0.06848165 0.062517255 0.0753787 "Sim1" "CDDO" 3 "Srxn1"
"Srxn1_1.5" 0.319688 0.2836905 0.35516965 0.3948065 0.35735295 0.42883075 0.2593435 0.22574885 0.2934773 "Sim1" "CDDO" 4 "Srxn1"
"Srxn1_1.6" 0.7053645 0.676275675 0.7330077 0.821404 0.791672875 0.846513025 0.580211 0.552517575 0.607879925 "Sim1" "CDDO" 5 "Srxn1"
"Srxn1_1.7" 0.996596 0.976436875 1.0159905 1.13734 1.11709975 1.15542025 0.845897 0.82630895 0.86566505 "Sim1" "CDDO" 6 "Srxn1"
"Srxn1_1.8" 1.20512 1.18729825 1.22307025 1.372275 1.3535485 1.39083 1.01999 1.00252975 1.03819025 "Sim1" "CDDO" 7 "Srxn1"
"Srxn1_1.9" 1.414275 1.395229 1.43375 1.613 1.59305 1.63364 1.21436 1.19639975 1.23345225 "Sim1" "CDDO" 8 "Srxn1"
"Srxn1_1.10" 1.626695 1.6062595 1.64782025 1.89548 1.87370975 1.91798025 1.38766 1.368479 1.40807025 "Sim1" "CDDO" 9 "Srxn1"
"Srxn1_1.11" 1.837245 1.81568825 1.8600105 2.183605 2.160288 2.207732 1.55721 1.53686 1.579221 "Sim1" "CDDO" 10 "Srxn1"
"Srxn1_1.12" 2.061205 2.03843975 2.08530025 2.4288 2.40414625 2.45413275 1.765695 1.74396925 1.78922 "Sim1" "CDDO" 11 "Srxn1"
"Srxn1_1.13" 2.2962 2.27202975 2.3217915 2.6861 2.66038675 2.71281 1.98619 1.9630195 2.01129 "Sim1" "CDDO" 12 "Srxn1"
"Srxn1_1.14" 2.535545 2.5103895 2.56271125 2.96453 2.9375695 2.99261 2.207125 2.18229 2.2337635 "Sim1" "CDDO" 13 "Srxn1"
"Srxn1_1.15" 2.782385 2.75582825 2.810611 3.239275 3.21121975 3.26838125 2.439985 2.413669 2.4680905 "Sim1" "CDDO" 14 "Srxn1"
"Srxn1_1.16" 3.024125 2.99620825 3.05365075 3.50223 3.4731995 3.532392 2.666395 2.63875775 2.695911 "Sim1" "CDDO" 15 "Srxn1"
"Srxn1_1.17" 3.273965 3.24462925 3.30489 3.779535 3.74955825 3.810971 2.89614 2.86712925 2.92714 "Sim1" "CDDO" 16 "Srxn1"
"Srxn1_1.18" 3.522875 3.492597 3.55494 4.06771 4.03644975 4.10034025 3.102875 3.072349 3.13501225 "Sim1" "CDDO" 17 "Srxn1"
"Srxn1_1.19" 3.780705 3.74924925 3.81399125 4.36815 4.3359795 4.40183 3.322025 3.2904695 3.35592275 "Sim1" "CDDO" 18 "Srxn1"
"Srxn1_1.20" 4.06689 4.0340475 4.10123125 4.69711 4.66396 4.73205025 3.579 3.5463665 3.6142245 "Sim1" "CDDO" 19 "Srxn1"
"Srxn1_1.21" 4.34195 4.3082695 4.37741075 5.004275 4.97040775 5.040351 3.82975 3.79586975 3.86599125 "Sim1" "CDDO" 20 "Srxn1"
"Srxn1_1.22" 4.62045 4.585529 4.65729025 5.31812 5.28351875 5.3548505 4.08393 4.04890525 4.1215215 "Sim1" "CDDO" 21 "Srxn1"
"Srxn1_1.23" 4.909245 4.873098 4.94698275 5.6195 5.58381875 5.65701225 4.358655 4.32222875 4.3973805 "Sim1" "CDDO" 22 "Srxn1"
"Srxn1_1.24" 5.191215 5.1543985 5.22995125 5.91749 5.88074875 5.955382 4.60957 4.57192975 4.64947375 "Sim1" "CDDO" 23 "Srxn1"
"Srxn1_1.25" 5.48717 5.44926525 5.5270815 6.250485 6.212577 6.28974025 4.877525 4.83892975 4.91846 "Sim1" "CDDO" 24 "Srxn1"
"Srxn1_1.26" 5.724555 5.68531725 5.76586275 6.491755 6.45304925 6.53235 5.105485 5.06568875 5.14811175 "Sim1" "CDDO" 25 "Srxn1"
"Srxn1_1.27" 6.029755 5.98919375 6.072857 6.83783 6.7977595 6.8796745 5.387745 5.3464795 5.43216475 "Sim1" "CDDO" 26 "Srxn1"
"Srxn1_1.28" 6.127855 6.08672675 6.171562 6.9309 6.890609 6.97329075 5.491035 5.44918925 5.5360255 "Sim1" "CDDO" 27 "Srxn1"
"Srxn1_1.29" 6.099265 6.06142775 6.14038075 6.947005 6.90888875 6.9872225 5.44217 5.40246925 5.48478025 "Sim1" "CDDO" 28 "Srxn1"
"Srxn1_1.30" 6.06161 6.022629 6.10519225 6.964375 6.927618 7.00416125 5.38182 5.3427985 5.424231 "Sim1" "CDDO" 29 "Srxn1"
"Srxn1_1.31" 6.08598 6.04257 6.133831 7.03427 6.9974495 7.07447475 5.321665 5.28305575 5.36390025 "Sim1" "CDDO" 30 "Srxn1"
"Srxn1_1.32" 6.0996 6.04547 6.157083 7.104905 7.0675 7.14577225 5.25997 5.22099875 5.30278075 "Sim1" "CDDO" 31 "Srxn1"
"Srxn1_1.33" 6.08052 6.013948 6.15134125 7.14864 7.107788 7.19181325 5.200995 5.16140825 5.244834 "Sim1" "CDDO" 32 "Srxn1"
"Srxn1_1.34" 6.091015 6.0065835 6.17572375 7.22534 7.17995975 7.27078675 5.14315 5.10316875 5.18805 "Sim1" "CDDO" 33 "Srxn1"
"Srxn1_1.35" 6.0539 5.95770175 6.1520645 7.32484 7.2751685 7.37303475 5.084315 5.0435185 5.13079575 "Sim1" "CDDO" 34 "Srxn1"
"Srxn1_1.36" 6.022745 5.9137585 6.13618 7.44698 7.39306675 7.4970915 5.026555 4.9848595 5.07402175 "Sim1" "CDDO" 35 "Srxn1"
"Srxn1_1.37" 5.9717 5.8561895 6.0951835 7.52698 7.45676425 7.58499075 4.969645 4.926719 5.018051 "Sim1" "CDDO" 36 "Srxn1"
"Srxn1_1.38" 5.914675 5.7945095 6.04549625 7.60223 7.51052425 7.66942025 4.913725 4.86945 4.9630035 "Sim1" "CDDO" 37 "Srxn1"
"Srxn1_1.39" 5.8514 5.73001525 5.985215 7.7207 7.61070925 7.79661125 4.85868 4.81302 4.9093105 "Sim1" "CDDO" 38 "Srxn1"
"Srxn1_1.40" 5.78706 5.66473975 5.9216805 7.733755 7.59357375 7.83343875 4.80457 4.7577185 4.85625025 "Sim1" "CDDO" 39 "Srxn1"
"Srxn1_1.41" 5.718755 5.5982065 5.852206 7.65579 7.5094825 7.7663625 4.751015 4.70257825 4.804063 "Sim1" "CDDO" 40 "Srxn1"
"Srxn1_1.42" 5.655395 5.534643 5.78998 7.753405 7.5718955 7.88926125 4.69843 4.64848875 4.7530925 "Sim1" "CDDO" 41 "Srxn1"
"Srxn1_1.43" 5.588875 5.46936225 5.721436 7.66078 7.4790735 7.799883 4.64674 4.59537825 4.70281375 "Sim1" "CDDO" 42 "Srxn1"
"Srxn1_1.44" 5.52309 5.4052 5.65248175 7.577145 7.391869 7.724725 4.59587 4.542937 4.653321 "Sim1" "CDDO" 43 "Srxn1"
"Srxn1_1.45" 5.45821 5.3419625 5.58612125 7.48143 7.29734075 7.6277 4.54581 4.491259 4.6046915 "Sim1" "CDDO" 44 "Srxn1"
"Srxn1_1.46" 5.3946 5.2799095 5.519672 7.38733 7.203667 7.531941 4.496275 4.44044825 4.5574325 "Sim1" "CDDO" 45 "Srxn1"
"Srxn1_1.47" 5.331955 5.21885925 5.45412375 7.293355 7.11113625 7.436931 4.447945 4.390398 4.51025225 "Sim1" "CDDO" 46 "Srxn1"
"Srxn1_1.48" 5.270085 5.15794225 5.3907855 7.20089 7.021387 7.34291175 4.400245 4.341006 4.4640225 "Sim1" "CDDO" 47 "Srxn1"
"Srxn1_1.49" 5.209615 5.09765525 5.32842025 7.109365 6.933408 7.248255 4.35331 4.2926375 4.4184475 "Sim1" "CDDO" 48 "Srxn1"
"Srxn1_2.1" 0 0 0 0 0 0 0 0 0 "Sim2" "CDDO" 0 "Srxn1"
"Srxn1_2.2" 0.0231925 0.0211709 0.025533285 0.0231925 0.0211709 0.025533285 0.0231925 0.0211709 0.025533285 "Sim2" "CDDO" 1 "Srxn1"
"Srxn1_2.3" 0.04601515 0.0420106225 0.0506589425 0.04601515 0.0420106225 0.0506589425 0.04601515 0.0420106225 0.0506589425 "Sim2" "CDDO" 2 "Srxn1"
"Srxn1_2.4" 0.0693581 0.0632867925 0.0763068775 0.08701475 0.0739914025 0.1103369 0.06851815 0.0625481925 0.0754082175 "Sim2" "CDDO" 3 "Srxn1"
"Srxn1_2.5" 0.6842465 0.673845775 0.695055075 0.798955 0.78446975 0.82024335 0.6203835 0.6049877 0.63235215 "Sim2" "CDDO" 4 "Srxn1"
"Srxn1_2.6" 1.286805 1.26876875 1.30298125 1.47708 1.4623 1.49179 1.17351 1.15916 1.18723025 "Sim2" "CDDO" 5 "Srxn1"
"Srxn1_2.7" 1.81099 1.77224975 1.845632 2.028105 1.99682 2.06222025 1.65347 1.62106925 1.679081 "Sim2" "CDDO" 6 "Srxn1"
"Srxn1_2.8" 2.21033 2.157809 2.25943025 2.48368 2.437976 2.534526 2.012905 1.96831825 2.05155025 "Sim2" "CDDO" 7 "Srxn1"
"Srxn1_2.9" 2.583865 2.52638925 2.639471 2.9386 2.88681975 2.99725175 2.33031 2.28174975 2.37384175 "Sim2" "CDDO" 8 "Srxn1"
"Srxn1_2.10" 2.95137 2.89299975 3.008681 3.37931 3.32644975 3.440111 2.66077 2.61117975 2.70618275 "Sim2" "CDDO" 9 "Srxn1"
"Srxn1_2.11" 3.31973 3.26197825 3.3773145 3.80897 3.7556665 3.86980775 2.99898 2.94947225 3.04485475 "Sim2" "CDDO" 10 "Srxn1"
"Srxn1_2.12" 3.68765 3.6303985 3.744841 4.239715 4.185256 4.30071 3.29225 3.24316875 3.33824425 "Sim2" "CDDO" 11 "Srxn1"
"Srxn1_2.13" 4.086955 4.0304665 4.14418125 4.70589 4.6509245 4.7665755 3.608 3.5592995 3.653432 "Sim2" "CDDO" 12 "Srxn1"
"Srxn1_2.14" 4.474505 4.418358 4.5313915 5.17998 5.12562475 5.240213 3.942735 3.89429 3.9885405 "Sim2" "CDDO" 13 "Srxn1"
"Srxn1_2.15" 4.854745 4.798769 4.9111435 5.642035 5.58759875 5.701929 4.267725 4.21966875 4.31386375 "Sim2" "CDDO" 14 "Srxn1"
"Srxn1_2.16" 5.24179 5.1862875 5.29795175 6.083055 6.02904625 6.1427615 4.60933 4.56131975 4.65561125 "Sim2" "CDDO" 15 "Srxn1"
"Srxn1_2.17" 5.629765 5.5750595 5.6855805 6.532625 6.47905975 6.591136 4.94279 4.89489775 4.98875025 "Sim2" "CDDO" 16 "Srxn1"
"Srxn1_2.18" 6.02193 5.96729 6.0774535 7.008165 6.955121 7.066111 5.24759 5.199856 5.2936345 "Sim2" "CDDO" 17 "Srxn1"
"Srxn1_2.19" 6.40621 6.35273525 6.46118125 7.460115 7.4079095 7.51715 5.559135 5.51165925 5.60532075 "Sim2" "CDDO" 18 "Srxn1"
"Srxn1_2.20" 6.81601 6.76281925 6.8704555 7.95285 7.90139925 8.009671 5.86112 5.8145325 5.90726025 "Sim2" "CDDO" 19 "Srxn1"
"Srxn1_2.21" 7.232065 7.17953675 7.28548025 8.4403 8.3892795 8.4959435 6.187875 6.14165925 6.2340525 "Sim2" "CDDO" 20 "Srxn1"
"Srxn1_2.22" 7.66326 7.61068 7.7159025 8.93794 8.887708 8.992653 6.502305 6.4564095 6.54836175 "Sim2" "CDDO" 21 "Srxn1"
"Srxn1_2.23" 8.1009 8.049419 8.153651 9.441055 9.39124775 9.49579025 6.79735 6.751999 6.842772 "Sim2" "CDDO" 22 "Srxn1"
"Srxn1_2.24" 8.501465 8.4508075 8.5539215 9.93847 9.8883795 9.9916415 7.065945 7.0209195 7.11126075 "Sim2" "CDDO" 23 "Srxn1"
"Srxn1_2.25" 8.90937 8.85854875 8.96130225 10.4476 10.3976975 10.4998 7.355215 7.30995525 7.40045 "Sim2" "CDDO" 24 "Srxn1"
"Srxn1_2.26" 9.25522 9.204539 9.30630125 10.8543 10.805795 10.9064 7.588585 7.54313975 7.633632 "Sim2" "CDDO" 25 "Srxn1"
"Srxn1_2.27" 9.603765 9.55363625 9.65468025 11.3309 11.2828 11.3823 7.83415 7.78902725 7.8794505 "Sim2" "CDDO" 26 "Srxn1"
"Srxn1_2.28" 9.747695 9.69795525 9.798111 11.4913 11.4443975 11.5421 7.96107 7.9168595 8.006875 "Sim2" "CDDO" 27 "Srxn1"
"Srxn1_2.29" 9.83214 9.78357425 9.881872 11.58875 11.5422975 11.638805 7.992655 7.94943775 8.03759075 "Sim2" "CDDO" 28 "Srxn1"
"Srxn1_2.30" 9.93178 9.8835995 9.98166175 11.7124 11.667 11.762605 8.014865 7.9721385 8.059362 "Sim2" "CDDO" 29 "Srxn1"
"Srxn1_2.31" 10.0252 9.97712575 10.0756 11.8221 11.7763 11.8729 8.04925 8.006706 8.09324 "Sim2" "CDDO" 30 "Srxn1"
"Srxn1_2.32" 10.1075 10.0598975 10.1582025 11.9336 11.8869975 11.984905 7.982525 7.93706775 8.02938125 "Sim2" "CDDO" 31 "Srxn1"
"Srxn1_2.33" 10.2071 10.1592 10.258205 12.0719 12.024095 12.1237025 7.88991 7.84285275 7.93997275 "Sim2" "CDDO" 32 "Srxn1"
"Srxn1_2.34" 10.30295 10.2545975 10.3544 12.2247 12.176495 12.2770025 7.78885 7.74073925 7.8390215 "Sim2" "CDDO" 33 "Srxn1"
"Srxn1_2.35" 10.393 10.3442 10.444905 12.3722 12.3225 12.4268075 7.69265 7.643304 7.74401225 "Sim2" "CDDO" 34 "Srxn1"
"Srxn1_2.36" 10.4677 10.4179 10.5189 12.52055 12.4690975 12.5768025 7.59293 7.54281 7.64474275 "Sim2" "CDDO" 35 "Srxn1"
"Srxn1_2.37" 10.5544 10.5038 10.605405 12.6931 12.6395975 12.7514 7.49531 7.44372925 7.547891 "Sim2" "CDDO" 36 "Srxn1"
"Srxn1_2.38" 10.5814 10.5273975 10.635 12.8525 12.7967 12.9128025 7.39889 7.34613775 7.45299025 "Sim2" "CDDO" 37 "Srxn1"
"Srxn1_2.39" 10.5957 10.5258975 10.659405 12.97065 12.9134975 13.031205 7.304195 7.24961625 7.35958175 "Sim2" "CDDO" 38 "Srxn1"
"Srxn1_2.40" 10.5757 10.4767975 10.656905 13.0847 13.026595 13.1445 7.21114 7.154765 7.268211 "Sim2" "CDDO" 39 "Srxn1"
"Srxn1_2.41" 10.56685 10.436585 10.673705 13.2351 13.1758975 13.2960075 7.119405 7.0617675 7.1787215 "Sim2" "CDDO" 40 "Srxn1"
"Srxn1_2.42" 10.4497 10.309995 10.5707075 13.3189 13.258595 13.381605 7.028935 6.96968525 7.08944525 "Sim2" "CDDO" 41 "Srxn1"
"Srxn1_2.43" 10.3243 10.17829 10.4554075 13.4172 13.344585 13.4853 6.940105 6.87922975 7.0023505 "Sim2" "CDDO" 42 "Srxn1"
