"medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Simulation" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 0 0 0 0 0 0 0 0 "Sim1" "Andr" 0 "Srxn1"
"Srxn1_1.2" 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 "Sim1" "Andr" 1 "Srxn1"
"Srxn1_1.3" 0.069883 0.0632667025 0.0767427925 0.069883 0.0632667025 0.0767427925 0.069883 0.0632667025 0.0767427925 "Sim1" "Andr" 2 "Srxn1"
"Srxn1_1.4" 0.103458 0.093689245 0.11357825 0.103458 0.093689245 0.11357825 0.103458 0.093689245 0.11357825 "Sim1" "Andr" 3 "Srxn1"
"Srxn1_1.5" 0.1362975 0.12350085 0.149589425 0.137195 0.1243947 0.150444125 0.13618 0.1233829 0.1494723 "Sim1" "Andr" 4 "Srxn1"
"Srxn1_1.6" 0.171259 0.155711525 0.18745405 0.1773805 0.161928975 0.19324345 0.168035 0.1523107 0.184402575 "Sim1" "Andr" 5 "Srxn1"
"Srxn1_1.7" 0.2051835 0.186906925 0.22416105 0.217138 0.19908775 0.235619375 0.199071 0.1804873 0.218428 "Sim1" "Andr" 6 "Srxn1"
"Srxn1_1.8" 0.239179 0.218198375 0.260791375 0.263392 0.243022925 0.2843435 0.229325 0.208002275 0.251508725 "Sim1" "Andr" 7 "Srxn1"
"Srxn1_1.9" 0.274105 0.25065885 0.298226275 0.322296 0.29955475 0.3454842 0.258777 0.234803325 0.283721275 "Sim1" "Andr" 8 "Srxn1"
"Srxn1_1.10" 0.308758 0.282897375 0.335394175 0.3743865 0.3492252 0.4003132 0.2874955 0.260932675 0.31510955 "Sim1" "Andr" 9 "Srxn1"
"Srxn1_1.11" 0.3420545 0.3137388 0.371207925 0.422917 0.395425075 0.45131505 0.315418 0.28638905 0.345619 "Sim1" "Andr" 10 "Srxn1"
"Srxn1_1.12" 0.3793355 0.3485097 0.41100105 0.4799775 0.4497926 0.510878025 0.342605 0.311191175 0.375279575 "Sim1" "Andr" 11 "Srxn1"
"Srxn1_1.13" 0.412425 0.379092675 0.4466084 0.523627 0.49079755 0.556817225 0.3691175 0.335336425 0.404243 "Sim1" "Andr" 12 "Srxn1"
"Srxn1_1.14" 0.442901 0.40721085 0.479658325 0.561572 0.52614985 0.597178125 0.3949165 0.35889815 0.432363275 "Sim1" "Andr" 13 "Srxn1"
"Srxn1_1.15" 0.4683745 0.43044265 0.507402175 0.594439 0.556701875 0.632492225 0.420043 0.381903675 0.459660175 "Sim1" "Andr" 14 "Srxn1"
"Srxn1_1.16" 0.494637 0.454488575 0.535818475 0.6268105 0.586657825 0.667276075 0.444553 0.404281 0.486296275 "Sim1" "Andr" 15 "Srxn1"
"Srxn1_1.17" 0.519269 0.477043375 0.56255215 0.655516 0.613097825 0.698380125 0.4684105 0.42609715 0.512250175 "Sim1" "Andr" 16 "Srxn1"
"Srxn1_1.18" 0.542405 0.4981804 0.587776275 0.676899 0.6325355 0.72141255 0.491622 0.4473131 0.537489125 "Sim1" "Andr" 17 "Srxn1"
"Srxn1_1.19" 0.5644615 0.518261175 0.6117403 0.697274 0.651085225 0.743823775 0.514222 0.468128775 0.56202615 "Sim1" "Andr" 18 "Srxn1"
"Srxn1_1.20" 0.5854855 0.537531175 0.634717875 0.7157135 0.66776515 0.7642253 0.536272 0.48836435 0.5859224 "Sim1" "Andr" 19 "Srxn1"
"Srxn1_1.21" 0.6059445 0.5562238 0.6569701 0.733258 0.683666775 0.783836075 0.557731 0.508004875 0.60921425 "Sim1" "Andr" 20 "Srxn1"
"Srxn1_1.22" 0.62561 0.574399925 0.6783106 0.7497565 0.698241675 0.802138075 0.5786125 0.527208 0.632004325 "Sim1" "Andr" 21 "Srxn1"
"Srxn1_1.23" 0.644921 0.591985075 0.699224125 0.766446 0.7133824 0.8203446 0.599003 0.54602015 0.654101025 "Sim1" "Andr" 22 "Srxn1"
"Srxn1_1.24" 0.6637265 0.608983925 0.719642025 0.782379 0.7279258 0.83771725 0.618881 0.56412075 0.67559465 "Sim1" "Andr" 23 "Srxn1"
"Srxn1_1.25" 0.681936 0.62567625 0.7395369 0.7976125 0.741666075 0.854307275 0.638205 0.581746525 0.696515725 "Sim1" "Andr" 24 "Srxn1"
"Srxn1_1.26" 0.704357 0.6466523 0.76357335 0.827001 0.7697464 0.88513715 0.6570355 0.5990079 0.7168769 "Sim1" "Andr" 25 "Srxn1"
"Srxn1_1.27" 0.7473875 0.68830535 0.808031225 0.889805 0.830865975 0.94919095 0.684318 0.6248028 0.745516575 "Sim1" "Andr" 26 "Srxn1"
"Srxn1_1.28" 0.7637635 0.703180875 0.82589645 0.903044 0.8429393 0.9638119 0.701895 0.64093005 0.76469075 "Sim1" "Andr" 27 "Srxn1"
"Srxn1_1.29" 0.7794835 0.7174599 0.843090675 0.916378 0.8548229 0.978697125 0.7190955 0.656568 0.7832601 "Sim1" "Andr" 28 "Srxn1"
"Srxn1_1.30" 0.795082 0.7317382 0.85998105 0.9309075 0.868230375 0.994807975 0.735831 0.672009625 0.801243225 "Sim1" "Andr" 29 "Srxn1"
"Srxn1_1.31" 0.8098865 0.745108825 0.87594705 0.9422185 0.8780766 1.00739 0.7520705 0.686944625 0.8187893 "Sim1" "Andr" 30 "Srxn1"
"Srxn1_1.32" 0.824265 0.75811435 0.8914731 0.95326 0.88790585 1.0195325 0.7679695 0.70161275 0.8359603 "Sim1" "Andr" 31 "Srxn1"
"Srxn1_1.33" 0.838238 0.770943275 0.9065453 0.9638325 0.897397775 1.0314505 0.7834295 0.715792775 0.8526741 "Sim1" "Andr" 32 "Srxn1"
"Srxn1_1.34" 0.852159 0.78377355 0.92167345 0.977076 0.90944535 1.045801 0.798409 0.7295636 0.86896635 "Sim1" "Andr" 33 "Srxn1"
"Srxn1_1.35" 0.865724 0.7963415 0.936334925 0.988255 0.91972795 1.0581865 0.8130705 0.7428923 0.884802275 "Sim1" "Andr" 34 "Srxn1"
"Srxn1_1.36" 0.8798645 0.8092779 0.95173445 1.00234 0.932742225 1.0735815 0.827395 0.755873975 0.900231275 "Sim1" "Andr" 35 "Srxn1"
"Srxn1_1.37" 0.89313 0.821464925 0.965827275 1.01607 0.945534625 1.08827225 0.841269 0.768552725 0.915253275 "Sim1" "Andr" 36 "Srxn1"
"Srxn1_1.38" 0.905765 0.8331123 0.979628125 1.028895 0.957359975 1.10206175 0.854841 0.7810587 0.92987925 "Sim1" "Andr" 37 "Srxn1"
"Srxn1_1.39" 0.91853 0.8447951 0.993677325 1.04102 0.968531075 1.1150105 0.868037 0.793349675 0.944128325 "Sim1" "Andr" 38 "Srxn1"
"Srxn1_1.40" 0.930991 0.856159125 1.007183 1.052905 0.9794275 1.12802125 0.8808935 0.80526195 0.957982225 "Sim1" "Andr" 39 "Srxn1"
"Srxn1_1.41" 0.9430015 0.8671909 1.020165 1.06271 0.988104175 1.138841 0.8933515 0.81659485 0.97149405 "Sim1" "Andr" 40 "Srxn1"
"Srxn1_1.42" 0.954136 0.877510925 1.03238075 1.071015 0.995598275 1.1478605 0.9055855 0.82794075 0.9846879 "Sim1" "Andr" 41 "Srxn1"
"Srxn1_1.43" 0.964962 0.887382225 1.0441205 1.079745 1.00327975 1.157273 0.917479 0.838855325 0.997689425 "Sim1" "Andr" 42 "Srxn1"
"Srxn1_1.44" 0.975419 0.8969703 1.05554225 1.087655 1.0104255 1.16605025 0.929043 0.849528875 1.010174 "Sim1" "Andr" 43 "Srxn1"
"Srxn1_1.45" 0.985617 0.906194325 1.0665955 1.095255 1.01703925 1.174461 0.9403055 0.860024025 1.022312 "Sim1" "Andr" 44 "Srxn1"
"Srxn1_1.46" 0.9955495 0.915368525 1.07754025 1.102905 1.0240835 1.18302775 0.951317 0.87025985 1.03412125 "Sim1" "Andr" 45 "Srxn1"
"Srxn1_1.47" 1.005265 0.924302875 1.0881015 1.11066 1.0309395 1.19184025 0.9619865 0.88019195 1.04555075 "Sim1" "Andr" 46 "Srxn1"
"Srxn1_1.48" 1.01459 0.93304445 1.098361 1.11783 1.0374495 1.2000215 0.9724125 0.889833 1.05700075 "Sim1" "Andr" 47 "Srxn1"
"Srxn1_1.49" 1.023715 0.94134745 1.10844 1.124785 1.04365875 1.20789075 0.98258 0.8990948 1.06817075 "Sim1" "Andr" 48 "Srxn1"
"Srxn1_2.1" 0 0 0 0 0 0 0 0 0 "Sim2" "Andr" 0 "Srxn1"
"Srxn1_2.2" 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 "Sim2" "Andr" 1 "Srxn1"
"Srxn1_2.3" 0.069883 0.0632667025 0.0767427925 0.069883 0.0632667025 0.0767427925 0.069883 0.0632667025 0.0767427925 "Sim2" "Andr" 2 "Srxn1"
"Srxn1_2.4" 0.103458 0.093689245 0.11357825 0.103458 0.093689245 0.11357825 0.103458 0.093689245 0.11357825 "Sim2" "Andr" 3 "Srxn1"
"Srxn1_2.5" 0.1377495 0.125019025 0.1509682 0.1390555 0.126372875 0.152211225 0.136362 0.123567675 0.149654375 "Sim2" "Andr" 4 "Srxn1"
"Srxn1_2.6" 0.1887925 0.173522975 0.2043204 0.1964245 0.181382925 0.21188515 0.184133 0.16887895 0.199802975 "Sim2" "Andr" 5 "Srxn1"
"Srxn1_2.7" 0.262798 0.245457925 0.28077205 0.2736995 0.2562799 0.291716525 0.251695 0.234192 0.269596275 "Sim2" "Andr" 6 "Srxn1"
"Srxn1_2.8" 0.3432115 0.3230999 0.3642258 0.3816675 0.361000575 0.403360025 0.3174005 0.297420975 0.338112475 "Sim2" "Andr" 7 "Srxn1"
"Srxn1_2.9" 0.421758 0.39870865 0.446002175 0.470509 0.446310425 0.4956491 0.3906075 0.367970625 0.414352125 "Sim2" "Andr" 8 "Srxn1"
"Srxn1_2.10" 0.5166115 0.490196975 0.543992 0.58833 0.560364225 0.617336325 0.456916 0.43161085 0.48336505 "Sim2" "Andr" 9 "Srxn1"
"Srxn1_2.11" 0.5969835 0.567917125 0.626896175 0.6801325 0.649566825 0.71187215 0.516362 0.48842925 0.545324075 "Sim2" "Andr" 10 "Srxn1"
"Srxn1_2.12" 0.6824295 0.650884925 0.71519215 0.8134685 0.780289825 0.847857 0.571079 0.5406984 0.602554625 "Sim2" "Andr" 11 "Srxn1"
"Srxn1_2.13" 0.756867 0.722755 0.791753175 0.9136845 0.878315775 0.950386175 0.6224955 0.589902525 0.6562459 "Sim2" "Andr" 12 "Srxn1"
"Srxn1_2.14" 0.809817 0.77357255 0.847037025 0.971079 0.93340195 1.0098515 0.6674415 0.63252855 0.70393635 "Sim2" "Andr" 13 "Srxn1"
"Srxn1_2.15" 0.8523445 0.8137301 0.89201665 1.0319 0.99154775 1.07273 0.702492 0.665271975 0.740901825 "Sim2" "Andr" 14 "Srxn1"
"Srxn1_2.16" 0.8856125 0.84494505 0.9275862 1.07331 1.030819 1.1162315 0.732801 0.69327675 0.773379 "Sim2" "Andr" 15 "Srxn1"
"Srxn1_2.17" 0.913999 0.8711484 0.957727625 1.10928 1.06452975 1.1546905 0.758625 0.71714255 0.801032825 "Sim2" "Andr" 16 "Srxn1"
"Srxn1_2.18" 0.934795 0.890032575 0.980374 1.13307 1.08651925 1.18010175 0.7785915 0.735268125 0.82276645 "Sim2" "Andr" 17 "Srxn1"
"Srxn1_2.19" 0.950643 0.90408915 0.997842925 1.151775 1.103377 1.20093 0.795727 0.750520225 0.84157715 "Sim2" "Andr" 18 "Srxn1"
"Srxn1_2.20" 0.966772 0.91889045 1.015671 1.16987 1.11919775 1.220475 0.812721 0.765842775 0.860230375 "Sim2" "Andr" 19 "Srxn1"
"Srxn1_2.21" 0.979424 0.9300994 1.0295915 1.17857 1.1267395 1.23048025 0.828388 0.779777225 0.87767365 "Sim2" "Andr" 20 "Srxn1"
"Srxn1_2.22" 0.9927065 0.94156365 1.04421 1.191315 1.1379565 1.2446215 0.8439295 0.793554875 0.89512115 "Sim2" "Andr" 21 "Srxn1"
"Srxn1_2.23" 1.004505 0.95204275 1.057381 1.19996 1.14534775 1.254362 0.858752 0.80696795 0.91130275 "Sim2" "Andr" 22 "Srxn1"
"Srxn1_2.24" 1.01568 0.96198015 1.069761 1.2089 1.15308875 1.26459075 0.872507 0.818992675 0.926411125 "Sim2" "Andr" 23 "Srxn1"
"Srxn1_2.25" 1.025545 0.970336575 1.081171 1.214445 1.15752 1.2714 0.8857695 0.830754 0.9415448 "Sim2" "Andr" 24 "Srxn1"
"Srxn1_2.26" 1.07287 1.01627 1.1299225 1.29229 1.23482 1.35030075 0.9139525 0.857433775 0.971004425 "Sim2" "Andr" 25 "Srxn1"
"Srxn1_2.27" 1.11059 1.0528 1.1690205 1.336735 1.277846 1.395691 0.9400645 0.8822006 0.99852545 "Sim2" "Andr" 26 "Srxn1"
"Srxn1_2.28" 1.11805 1.05905875 1.17763 1.341405 1.281706 1.401121 0.951062 0.89192885 1.0109515 "Sim2" "Andr" 27 "Srxn1"
"Srxn1_2.29" 1.125295 1.06497975 1.18601225 1.346995 1.28636 1.40770375 0.9617345 0.90141515 1.0229425 "Sim2" "Andr" 28 "Srxn1"
"Srxn1_2.30" 1.13304 1.07158975 1.19479125 1.35505 1.29355975 1.41703025 0.9722025 0.910499325 1.034746 "Sim2" "Andr" 29 "Srxn1"
"Srxn1_2.31" 1.14321 1.08084 1.20603275 1.370015 1.30752825 1.43288975 0.9822935 0.9194443 1.04644075 "Sim2" "Andr" 30 "Srxn1"
"Srxn1_2.32" 1.15073 1.08716975 1.21509 1.37991 1.31637925 1.4441 0.9920635 0.9281725 1.0575225 "Sim2" "Andr" 31 "Srxn1"
"Srxn1_2.33" 1.157985 1.09335825 1.22369125 1.38638 1.32204975 1.4513305 1.00178 0.936735975 1.068503 "Sim2" "Andr" 32 "Srxn1"
"Srxn1_2.34" 1.16451 1.09875975 1.23153025 1.393795 1.32854975 1.45975125 1.011045 0.94512685 1.07917275 "Sim2" "Andr" 33 "Srxn1"
"Srxn1_2.35" 1.170465 1.1038095 1.2386305 1.39788 1.331739 1.464683 1.0202 0.953120575 1.089561 "Sim2" "Andr" 34 "Srxn1"
"Srxn1_2.36" 1.17601 1.1084475 1.24506975 1.40063 1.3336985 1.4687315 1.0291 0.96088645 1.099611 "Sim2" "Andr" 35 "Srxn1"
"Srxn1_2.37" 1.181725 1.1132395 1.2520515 1.406625 1.33882825 1.47583425 1.037755 0.968269575 1.10952075 "Sim2" "Andr" 36 "Srxn1"
"Srxn1_2.38" 1.18788 1.11833925 1.2595325 1.418365 1.3493575 1.48830175 1.046135 0.9755105 1.11899 "Sim2" "Andr" 37 "Srxn1"
"Srxn1_2.39" 1.19461 1.1239795 1.26734075 1.43368 1.36335925 1.50445475 1.05433 0.982460925 1.12824075 "Sim2" "Andr" 38 "Srxn1"
"Srxn1_2.40" 1.20023 1.12844 1.27386225 1.439875 1.368538 1.5113815 1.062415 0.989388325 1.13712425 "Sim2" "Andr" 39 "Srxn1"
"Srxn1_2.41" 1.205905 1.13325925 1.2805815 1.45001 1.37797 1.52239175 1.070135 0.996059425 1.14585025 "Sim2" "Andr" 40 "Srxn1"
"Srxn1_2.42" 1.21136 1.13772875 1.286972 1.455525 1.38234975 1.5287105 1.07774 1.00283975 1.15441025 "Sim2" "Andr" 41 "Srxn1"
"Srxn1_2.43" 1.216365 1.14161725 1.292881 1.459095 1.384918 1.533162 1.0851 1.009338 1.16281125 "Sim2" "Andr" 42 "Srxn1"
"Srxn1_2.44" 1.22138 1.14575875 1.29840075 1.46358 1.3887295 1.53878025 1.09229 1.0156595 1.17081275 "Sim2" "Andr" 43 "Srxn1"
"Srxn1_2.45" 1.225445 1.149019 1.3033065 1.463215 1.38764975 1.53928 1.099335 1.02184875 1.1788515 "Sim2" "Andr" 44 "Srxn1"
