"medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Simulation" "Chemical" "Times" "variables"
"Srxn1_1.38" 7.642615 7.5784895 7.7084915 11.099 11.0251 11.1781 3.502615 3.40057875 3.6118725 "Sim1" "Cddo" 37 "Srxn1"
"Srxn1_1.39" 7.544445 7.481658 7.6089955 10.9572 10.8837975 11.036505 3.47011 3.369489 3.57712675 "Sim1" "Cddo" 38 "Srxn1"
"Srxn1_1.40" 7.447535 7.38595975 7.51050475 10.8098 10.7378 10.8869 3.43778 3.33945975 3.5431705 "Sim1" "Cddo" 39 "Srxn1"
"Srxn1_1.41" 7.352165 7.2914295 7.41392025 10.6613 10.5907 10.7367025 3.40623 3.309978 3.51004025 "Sim1" "Cddo" 40 "Srxn1"
"Srxn1_1.42" 7.25814 7.19765775 7.31900075 10.5151 10.4446975 10.5893 3.375085 3.281208 3.4775505 "Sim1" "Cddo" 41 "Srxn1"
"Srxn1_1.43" 7.165625 7.10574725 7.2267505 10.3708 10.3008975 10.4439 3.34457 3.2522085 3.44531675 "Sim1" "Cddo" 42 "Srxn1"
"Srxn1_1.44" 7.074745 7.0147485 7.1351815 10.2286 10.1586975 10.300605 3.31451 3.22384925 3.41376075 "Sim1" "Cddo" 43 "Srxn1"
"Srxn1_1.45" 6.98514 6.92488775 7.04571575 10.0888 10.0186 10.1609 3.28496 3.1956975 3.38253125 "Sim1" "Cddo" 44 "Srxn1"
"Srxn1_1.46" 6.89709 6.836469 6.95803025 9.95136 9.87995925 10.0231025 3.25584 3.16777975 3.35158025 "Sim1" "Cddo" 45 "Srxn1"
"Srxn1_1.47" 6.810245 6.74910975 6.87134075 9.81604 9.74456675 9.8873815 3.227125 3.14021875 3.32090925 "Sim1" "Cddo" 46 "Srxn1"
"Srxn1_1.48" 6.725035 6.66285925 6.78589 9.68276 9.60992975 9.754943 3.198955 3.11298725 3.291111 "Sim1" "Cddo" 47 "Srxn1"
"Srxn1_1.49" 6.64104 6.5779595 6.70221025 9.551525 9.47739875 9.624801 3.17097 3.08641925 3.26162425 "Sim1" "Cddo" 48 "Srxn1"
"Srxn1_2.1" 0 0 0 0 0 0 0 0 0 "Sim2" "Cddo" 0 "Srxn1"
"Srxn1_2.2" 0.0231916 0.0211461 0.0254448 0.0231916 0.0211461 0.0254448 0.0231916 0.0211461 0.0254448 "Sim2" "Cddo" 1 "Srxn1"
"Srxn1_2.3" 0.0460154 0.04195778 0.050478405 0.0460154 0.04195778 0.050478405 0.0460154 0.04195778 0.050478405 "Sim2" "Cddo" 2 "Srxn1"
"Srxn1_2.4" 0.0686255 0.0625564575 0.075356925 0.0746023 0.0669284725 0.0862478025 0.06847725 0.0624379975 0.0751139025 "Sim2" "Cddo" 3 "Srxn1"
"Srxn1_2.5" 0.5907095 0.570939625 0.604696175 0.8087035 0.798292925 0.8207043 0.323299 0.287111725 0.358600225 "Sim2" "Cddo" 4 "Srxn1"
"Srxn1_2.6" 1.1458 1.13191975 1.1591705 1.53188 1.5127695 1.55141075 0.712595 0.68357795 0.740316075 "Sim2" "Cddo" 5 "Srxn1"
"Srxn1_2.7" 1.58478 1.556949 1.6062205 2.07778 2.03733 2.118621 1.012515 0.99226785 1.032181 "Sim2" "Cddo" 6 "Srxn1"
