"time" "Simulation" "dose1" "dose2" "Nrf2_observed" "Nrf2max_observed" "Nrf2min_observed" "Nrf2_SD" "Srxn1_observed" "Srxn1_SD" "medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 "Simu1" 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "CDDO" 0 "Srxn1"
"Srxn1_1.2" 1 "Simu1" 0.01 0 0.0969037940696356 0.171819684941376 0 0.0879948972873906 0.028695212431862 0.049701565865967 0.02317835 0.0211405925 0.0254431375 0.02317835 0.0211405925 0.0254431375 0.02317835 0.0211405925 0.0254431375 "CDDO" 1 "Srxn1"
"Srxn1_1.3" 2 "Simu1" 0.01 0 0.177794965145891 0.319766678729444 0 0.162865469700575 0.026862881939331 0.0465278763566456 0.04598505 0.0419526275 0.05047424 0.04598505 0.0419526275 0.05047424 0.04598505 0.0419526275 0.05047424 "CDDO" 2 "Srxn1"
"Srxn1_1.4" 3 "Simu1" 0.01 0 0.308221278649969 0.410585875079208 0.195604078647556 0.107856989153539 0.0251502455717676 0.0435615031531357 0.0684457 0.0624308325 0.0751038075 0.0703578 0.0641018575 0.0776038175 0.06844125 0.0624261 0.07509912 "CDDO" 3 "Srxn1"
"Srxn1_1.5" 4 "Simu1" 0.01 0 0.374685168765699 0.456319425019501 0.259391414528224 0.102688274317946 0.0552492370833442 0.0587466070725636 0.3214245 0.284904675 0.35672025 0.5003645 0.4656574 0.526415 0.1492025 0.124106075 0.17636705 "CDDO" 4 "Srxn1"
"Srxn1_1.6" 5 "Simu1" 0.01 0 0.366885686189851 0.454888205448125 0.271881434233465 0.0917040771895425 0.227693888482404 0.0887622579342322 0.7060025 0.6767226 0.73373095 0.96116 0.93559825 0.9799711 0.4224825 0.401884475 0.44484045 "CDDO" 5 "Srxn1"
"Srxn1_1.7" 6 "Simu1" 0.01 0 0.344146835552084 0.38587514050073 0.267749067346238 0.0662564793181152 0.639442509948447 0.170917955605443 1.014255 0.993976275 1.0335805 1.33617 1.31894925 1.35332075 0.658593 0.643441325 0.6748135 "CDDO" 6 "Srxn1"
"Srxn1_1.8" 7 "Simu1" 0.01 0 0.346627922541784 0.426303263272818 0.236089145590224 0.0987915300668321 1.1504229607049 0.3398896387815 1.25624 1.23828975 1.2751205 1.60178 1.58023975 1.6226015 0.854183 0.83986365 0.8701618 "CDDO" 7 "Srxn1"
"Srxn1_1.9" 8 "Simu1" 0.01 0 0.361808912315984 0.419504863182098 0.270839718813808 0.0797224108651376 1.69140270501954 0.302332867924911 1.486895 1.46729 1.5072765 1.879145 1.853968 1.9033925 1.01839 1.002278 1.03605225 "CDDO" 8 "Srxn1"
"Srxn1_1.10" 9 "Simu1" 0.01 0 0.395752727922546 0.551280485151899 0.232742703982602 0.159400651643621 2.12662997867622 1.03912172049797 1.73306 1.711638 1.75521325 2.158725 2.131917 2.18478025 1.209755 1.19213975 1.2294805 "CDDO" 9 "Srxn1"
