"time" "Simulation" "dose1" "dose2" "Nrf2_observed" "Nrf2max_observed" "Nrf2min_observed" "Nrf2_SD" "Srxn1_observed" "Srxn1_SD" "medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 "Simu1" 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "ETA" 0 "Srxn1"
"Srxn1_1.2" 1 "Simu1" 1 1 0.077456474442253 0.155143413731501 0.0327705029620649 0.0675320681587422 0.000140475016591202 0.000243309865930042 0.03545165 0.0320865025 0.038796 0.03545165 0.0320865025 0.038796 0.03545165 0.0320865025 0.038796 "ETA" 1 "Srxn1"
"Srxn1_1.3" 2 "Simu1" 1 1 0.0638467617620027 0.122510918146088 0.015663552052956 0.0541892756240908 0 0 0.07344805 0.0668473125 0.08000336 0.08363085 0.07695893 0.090218055 0.0706342 0.0639961175 0.0771852125 "ETA" 2 "Srxn1"
"Srxn1_1.4" 3 "Simu1" 1 1 0.0769294526358063 0.127748892819921 0.03842589214063 0.0459174289564699 0 0 0.113015 0.10333695 0.1227041 0.137986 0.127774575 0.14829515 0.1046485 0.094847295 0.114305025 "ETA" 3 "Srxn1"
"Srxn1_1.5" 4 "Simu1" 1 1 0.0824689570894906 0.156325379527633 0.0364225392506602 0.0646082041499498 0.000500748064606066 0.000867321089689489 0.1649425 0.151781425 0.17797835 0.2174725 0.201926275 0.23392775 0.142538 0.12975595 0.155330425 "ETA" 4 "Srxn1"
"Srxn1_1.6" 5 "Simu1" 1 1 0.0943137318555057 0.179753301723332 0.0467396158395975 0.0741519022321947 0.0142619807332477 0.0161229975235784 0.23526 0.2181409 0.252979125 0.353552 0.3296979 0.378828625 0.1838565 0.168021425 0.1994062 "ETA" 5 "Srxn1"
"Srxn1_1.7" 6 "Simu1" 1 1 0.0789847594976047 0.149950757924022 0.0391455121769322 0.0616125522687343 0.0646830175775451 0.0439033298990573 0.3298215 0.308593475 0.35134425 0.536014 0.507282 0.564602 0.2374965 0.218617725 0.2560676 "ETA" 6 "Srxn1"
"Srxn1_1.8" 7 "Simu1" 1 1 0.0549304872603967 0.124692053990885 0.01131767709486 0.0610430621492759 0.107274793500007 0.0856060864007934 0.411861 0.388264925 0.435560125 0.682533 0.653279775 0.710578725 0.286944 0.26526135 0.308193 "ETA" 7 "Srxn1"
"Srxn1_1.9" 8 "Simu1" 1 1 0.072184693131797 0.130096323350021 0.011279983705608 0.0594646914898497 0.20085513611343 0.1700362744614 0.4702575 0.444520825 0.495831475 0.796822 0.7674418 0.82573655 0.317645 0.293254525 0.3413841 "ETA" 8 "Srxn1"
"Srxn1_1.10" 9 "Simu1" 1 1 0.14019274105291 0.210948728744419 0.0508043428362157 0.0816818898285487 0.322563104446921 0.265085432953759 0.5415775 0.513650975 0.5692812 0.9119535 0.88132905 0.942419325 0.3475955 0.320690825 0.37383715 "ETA" 9 "Srxn1"
"Srxn1_1.11" 10 "Simu1" 1 1 0.0689344079082957 0.12602518794926 0.0237012505337086 0.0521823672664348 0.254179283732334 0.240141337261004 0.674643 0.64447825 0.704373825 1.10341 1.07088925 1.13605 0.4043765 0.375103325 0.433063175 "ETA" 10 "Srxn1"
"Srxn1_1.12" 11 "Simu1" 1 1 0.0630432762888777 0.123424457357792 0.0144392339156661 0.055438889590935 0.25704474247161 0.24787889495843 0.7386785 0.706574675 0.770553925 1.21034 1.1756395 1.2448205 0.4389575 0.4073308 0.470005175 "ETA" 11 "Srxn1"
"Srxn1_1.13" 12 "Simu1" 1 1 0.0889474228400002 0.165150224030949 0.0151826630451524 0.075013501260733 0.259135184915528 0.236559779587553 0.795443 0.7613837 0.829353 1.312655 1.2762495 1.34891025 0.4666845 0.432820775 0.499947775 "ETA" 12 "Srxn1"
"Srxn1_1.14" 13 "Simu1" 1 1 0.0755641299094263 0.120217763646601 0.0307206914163027 0.0447488380165658 0.252676410392377 0.223067072478369 0.87489 0.838775475 0.910658575 1.45648 1.418138 1.49452125 0.4940095 0.457840825 0.529470175 "ETA" 13 "Srxn1"
