"medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Simulation" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 0 0 0 0 0 0 0 0 "Sim1" "ETA" 0 "Srxn1"
"Srxn1_1.2" 0.03545165 0.0320865025 0.038796 0.03545165 0.0320865025 0.038796 0.03545165 0.0320865025 0.038796 "Sim1" "ETA" 1 "Srxn1"
"Srxn1_1.3" 0.0700343 0.0634104925 0.0766026 0.07041925 0.0637845225 0.0769796475 0.06998405 0.0633647375 0.0765561 "Sim1" "ETA" 2 "Srxn1"
"Srxn1_1.4" 0.1037435 0.093971065 0.11342775 0.1046605 0.09486251 0.114318 0.103616 0.09385258 0.113309525 "Sim1" "ETA" 3 "Srxn1"
"Srxn1_1.5" 0.1368785 0.124068725 0.149572275 0.1406865 0.12788165 0.153408025 0.136378 0.12357175 0.149094325 "Sim1" "ETA" 4 "Srxn1"
"Srxn1_1.6" 0.1736735 0.15787775 0.189284075 0.205584 0.189443 0.22165945 0.1682715 0.1525488 0.183930775 "Sim1" "ETA" 5 "Srxn1"
"Srxn1_1.7" 0.217517 0.198900925 0.236034325 0.304834 0.28510205 0.324584675 0.199343 0.18073345 0.2178438 "Sim1" "ETA" 6 "Srxn1"
"Srxn1_1.8" 0.262921 0.241463875 0.2841365 0.4075325 0.385234875 0.42957605 0.229607 0.208183525 0.250888025 "Sim1" "ETA" 7 "Srxn1"
"Srxn1_1.9" 0.315344 0.29136855 0.339264075 0.5317095 0.5075439 0.55573815 0.259084 0.235044225 0.2830152 "Sim1" "ETA" 8 "Srxn1"
"Srxn1_1.10" 0.363277 0.3367599 0.3897292 0.642826 0.61633185 0.669070775 0.287797 0.261165775 0.314309175 "Sim1" "ETA" 9 "Srxn1"
"Srxn1_1.11" 0.415578 0.38658095 0.4443721 0.7712155 0.742565125 0.79983865 0.315781 0.2865733 0.344793125 "Sim1" "ETA" 10 "Srxn1"
"Srxn1_1.12" 0.458391 0.426947925 0.489517875 0.8683965 0.837458975 0.899196075 0.3430285 0.311383 0.374397 "Sim1" "ETA" 11 "Srxn1"
"Srxn1_1.13" 0.506907 0.473085325 0.54027015 0.9907615 0.957464725 1.02372175 0.369539 0.3356384 0.40324905 "Sim1" "ETA" 12 "Srxn1"
"Srxn1_1.14" 0.551913 0.515802925 0.58746285 1.104335 1.06899875 1.13953025 0.395369 0.3592455 0.4314 "Sim1" "ETA" 13 "Srxn1"
"Srxn1_1.15" 0.587365 0.5491178 0.62505255 1.18381 1.14645925 1.22095175 0.420519 0.382189875 0.458843 "Sim1" "ETA" 14 "Srxn1"
"Srxn1_1.16" 0.6316555 0.591305525 0.671511275 1.30364 1.26412875 1.3427005 0.44504 0.40459795 0.485430425 "Sim1" "ETA" 15 "Srxn1"
"Srxn1_1.17" 0.6649425 0.6224986 0.70677125 1.380795 1.33944925 1.42174075 0.468904 0.4264708 0.5112542 "Sim1" "ETA" 16 "Srxn1"
"Srxn1_1.18" 0.7012025 0.656755375 0.744973075 1.47524 1.43214925 1.51792075 0.492165 0.4476418 0.536482275 "Sim1" "ETA" 17 "Srxn1"
"Srxn1_1.19" 0.732104 0.6856184 0.7778601 1.54889 1.50412 1.5933425 0.5148175 0.468385425 0.561034 "Sim1" "ETA" 18 "Srxn1"
"Srxn1_1.20" 0.7655745 0.717184975 0.81327145 1.611705 1.56538875 1.65778025 0.53688 0.488646 0.5849052 "Sim1" "ETA" 19 "Srxn1"
"Srxn1_1.21" 0.789719 0.739589575 0.839152675 1.658535 1.6108785 1.70608025 0.5583395 0.50858195 0.608088625 "Sim1" "ETA" 20 "Srxn1"
"Srxn1_1.22" 0.8159795 0.76421455 0.86701685 1.714465 1.665057 1.7637905 0.5792735 0.527719075 0.630674775 "Sim1" "ETA" 21 "Srxn1"
"Srxn1_1.23" 0.8406295 0.787050525 0.893182525 1.772535 1.721369 1.82348 0.5996445 0.546358775 0.6528513 "Sim1" "ETA" 22 "Srxn1"
"Srxn1_1.24" 0.857946 0.802905525 0.91203055 1.789085 1.736509 1.84103075 0.619489 0.5645467 0.6742661 "Sim1" "ETA" 23 "Srxn1"
"Srxn1_1.25" 0.8805045 0.823833675 0.93610165 1.8404 1.7861995 1.89406125 0.638882 0.582268 0.695069525 "Sim1" "ETA" 24 "Srxn1"
"Srxn1_1.26" 0.9001865 0.84192275 0.957233175 1.87583 1.82016875 1.93037175 0.657694 0.599637 0.715163 "Sim1" "ETA" 25 "Srxn1"
"Srxn1_1.27" 0.9169895 0.85736975 0.975424225 1.896145 1.83937 1.951643 0.6761265 0.616450625 0.7348948 "Sim1" "ETA" 26 "Srxn1"
"Srxn1_1.28" 0.929326 0.86837855 0.989000025 1.88777 1.83007825 1.94394475 0.694034 0.632830525 0.75421 "Sim1" "ETA" 27 "Srxn1"
"Srxn1_1.29" 0.941347 0.879167475 1.00205025 1.87939 1.82079875 1.93633 0.7114055 0.64875965 0.772833 "Sim1" "ETA" 28 "Srxn1"
"Srxn1_1.30" 0.95431 0.890985975 1.0163925 1.88183 1.82258725 1.93978075 0.7283335 0.6643484 0.79099815 "Sim1" "ETA" 29 "Srxn1"
"Srxn1_1.31" 0.9662075 0.9017532 1.029282 1.8786 1.8183695 1.9376105 0.744885 0.67973925 0.8086677 "Sim1" "ETA" 30 "Srxn1"
"Srxn1_1.32" 0.976983 0.9113937 1.041041 1.86857 1.80713975 1.9283515 0.7609845 0.6946744 0.826038825 "Sim1" "ETA" 31 "Srxn1"
"Srxn1_1.33" 0.987282 0.9204965 1.05264075 1.857035 1.79485675 1.91768275 0.776622 0.709067225 0.84283225 "Sim1" "ETA" 32 "Srxn1"
"Srxn1_1.34" 0.997396 0.929417925 1.063773 1.8473 1.784009 1.90907025 0.791924 0.723031125 0.859145375 "Sim1" "ETA" 33 "Srxn1"
"Srxn1_1.35" 1.007005 0.937743125 1.07440025 1.835315 1.77107875 1.89778025 0.8067935 0.7365788 0.875097575 "Sim1" "ETA" 34 "Srxn1"
"Srxn1_1.36" 1.0163 0.945975725 1.08489125 1.823495 1.75826 1.886993 0.821339 0.749845 0.890690075 "Sim1" "ETA" 35 "Srxn1"
"Srxn1_1.37" 1.02625 0.9547705 1.0958125 1.819205 1.752856 1.88375125 0.835422 0.762686 0.9058695 "Sim1" "ETA" 36 "Srxn1"
"Srxn1_1.38" 1.035815 0.963105325 1.106153 1.813705 1.7463685 1.87938075 0.849168 0.775200775 0.920554175 "Sim1" "ETA" 37 "Srxn1"
"Srxn1_1.39" 1.04545 0.971759225 1.116781 1.811025 1.74239775 1.87781125 0.86253 0.78753485 0.934985425 "Sim1" "ETA" 38 "Srxn1"
"Srxn1_1.40" 1.05442 0.979707625 1.126803 1.805365 1.736004 1.87324075 0.875533 0.799621425 0.9490472 "Sim1" "ETA" 39 "Srxn1"
"Srxn1_1.41" 1.063585 0.98795505 1.136831 1.80292 1.73269925 1.87178125 0.8882675 0.811282525 0.962691375 "Sim1" "ETA" 40 "Srxn1"
"Srxn1_1.42" 1.07195 0.99540105 1.14599575 1.796925 1.7257195 1.86660725 0.900647 0.822789325 0.975973175 "Sim1" "ETA" 41 "Srxn1"
"Srxn1_1.43" 1.080395 1.00281925 1.15526075 1.793095 1.721089 1.86369125 0.912719 0.8340265 0.989025 "Sim1" "ETA" 42 "Srxn1"
"Srxn1_1.44" 1.088665 1.01024975 1.1645905 1.789565 1.71657975 1.86090375 0.9243975 0.844875375 1.0017925 "Sim1" "ETA" 43 "Srxn1"
"Srxn1_1.45" 1.09635 1.017068 1.17328175 1.782765 1.70891825 1.8548305 0.9358255 0.85524615 1.0139745 "Sim1" "ETA" 44 "Srxn1"
"Srxn1_1.46" 1.103515 1.02325 1.18130325 1.77299 1.6983285 1.8457355 0.946977 0.865513025 1.02591025 "Sim1" "ETA" 45 "Srxn1"
"Srxn1_1.47" 1.110455 1.02939975 1.189082 1.763915 1.68842525 1.8376805 0.957777 0.8754574 1.0375205 "Sim1" "ETA" 46 "Srxn1"
"Srxn1_1.48" 1.117395 1.0355485 1.1968635 1.756535 1.68029 1.8311815 0.968319 0.8853104 1.04897075 "Sim1" "ETA" 47 "Srxn1"
"Srxn1_1.49" 1.12399 1.04139775 1.20441025 1.74798 1.67091725 1.8235315 0.978654 0.894794375 1.060171 "Sim1" "ETA" 48 "Srxn1"
