"medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Simulation" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 0 0 0 0 0 0 0 0 "Sim1" "Sul" 0 "Srxn1"
"Srxn1_1.2" 0.02322115 0.0211585975 0.0254429075 0.02322115 0.0211585975 0.0254429075 0.02322115 0.0211585975 0.0254429075 "Sim1" "Sul" 1 "Srxn1"
"Srxn1_1.3" 0.113817 0.10728555 0.13267025 0.215285 0.204565675 0.26144965 0.0460728 0.04197868 0.0504784 "Sim1" "Sul" 2 "Srxn1"
"Srxn1_1.4" 0.374002 0.3659598 0.392830275 0.7807225 0.76821795 0.826077675 0.131931 0.125987875 0.13842415 "Sim1" "Sul" 3 "Srxn1"
"Srxn1_1.5" 0.6893065 0.679448625 0.7080275 1.48275 1.46668925 1.52809075 0.2468165 0.239125875 0.255240025 "Sim1" "Sul" 4 "Srxn1"
"Srxn1_1.6" 1.04591 1.03413 1.06519275 2.298155 2.2778595 2.34389425 0.3647825 0.355366375 0.3753113 "Sim1" "Sul" 5 "Srxn1"
"Srxn1_1.7" 1.415945 1.40192 1.43595075 3.168705 3.14398825 3.214355 0.466946 0.4557602 0.479449475 "Sim1" "Sul" 6 "Srxn1"
"Srxn1_1.8" 1.803345 1.78708925 1.82436 4.108845 4.07950975 4.15429975 0.5581965 0.54520385 0.572611325 "Sim1" "Sul" 7 "Srxn1"
"Srxn1_1.9" 2.20424 2.1858095 2.2260705 5.14283 5.1087095 5.19064325 0.615919 0.601675725 0.631938625 "Sim1" "Sul" 8 "Srxn1"
"Srxn1_1.10" 2.57926 2.55867 2.60338125 6.11598 6.07908725 6.16414175 0.680093 0.6639849 0.698038675 "Sim1" "Sul" 9 "Srxn1"
"Srxn1_1.11" 2.72233 2.70050925 2.74758 6.26466 6.22860225 6.3119105 0.8093385 0.791104425 0.8294855 "Sim1" "Sul" 10 "Srxn1"
"Srxn1_1.12" 2.702235 2.67991925 2.72816375 6.26495 6.2293065 6.31068225 0.819693 0.799845225 0.841409375 "Sim1" "Sul" 11 "Srxn1"
"Srxn1_1.13" 2.68225 2.65936975 2.70872025 6.26961 6.23428 6.31452225 0.829819 0.808331225 0.853209025 "Sim1" "Sul" 12 "Srxn1"
"Srxn1_1.14" 2.664095 2.64051 2.69121025 6.320915 6.28599775 6.36634025 0.83976 0.8166966 0.864846175 "Sim1" "Sul" 13 "Srxn1"
"Srxn1_1.15" 2.64484 2.61998975 2.67312125 6.346915 6.31188725 6.39189125 0.8495595 0.824869675 0.8763123 "Sim1" "Sul" 14 "Srxn1"
"Srxn1_1.16" 2.625835 2.60015975 2.65524125 6.3653 6.3305245 6.4094215 0.8592035 0.832961775 0.88764195 "Sim1" "Sul" 15 "Srxn1"
"Srxn1_1.17" 2.607125 2.58028925 2.637961 6.336665 6.29955825 6.381863 0.868643 0.84090725 0.89864205 "Sim1" "Sul" 16 "Srxn1"
"Srxn1_1.18" 2.588815 2.56074925 2.620821 6.39453 6.3553375 6.440402 0.8780045 0.84870255 0.90954265 "Sim1" "Sul" 17 "Srxn1"
"Srxn1_1.19" 2.570775 2.5414795 2.60391225 6.38241 6.331264 6.43668175 0.8872605 0.856382325 0.920364325 "Sim1" "Sul" 18 "Srxn1"
"Srxn1_1.20" 2.552975 2.52245 2.58709425 6.315555 6.26172325 6.37332825 0.896333 0.863900925 0.931022875 "Sim1" "Sul" 19 "Srxn1"
"Srxn1_1.21" 2.535455 2.503589 2.57089 6.243765 6.18745975 6.3034735 0.9052425 0.871462225 0.941616225 "Sim1" "Sul" 20 "Srxn1"
"Srxn1_1.22" 2.51832 2.48523975 2.554923 6.171345 6.11355925 6.23228025 0.914011 0.878762675 0.95183605 "Sim1" "Sul" 21 "Srxn1"
"Srxn1_1.23" 2.5012 2.4669895 2.53927425 6.09756 6.03928625 6.1580935 0.9226165 0.886024925 0.962020575 "Sim1" "Sul" 22 "Srxn1"
"Srxn1_1.24" 2.484505 2.4490195 2.5238035 6.02436 5.96528975 6.08452125 0.931101 0.893286475 0.97193455 "Sim1" "Sul" 23 "Srxn1"
"Srxn1_1.25" 2.468105 2.43107 2.50835925 5.95198 5.89280025 6.010621 0.9394525 0.900306475 0.981793925 "Sim1" "Sul" 24 "Srxn1"
"Srxn1_1.26" 2.45207 2.41376975 2.4932935 5.88026 5.82039575 5.938531 0.94764 0.9071878 0.99151005 "Sim1" "Sul" 25 "Srxn1"
"Srxn1_1.27" 2.43611 2.39639975 2.4790635 5.80967 5.7500165 5.867842 0.955713 0.914037475 1.00108075 "Sim1" "Sul" 26 "Srxn1"
"Srxn1_1.28" 2.42051 2.379359 2.4646635 5.740085 5.68037975 5.7984405 0.963682 0.920751875 1.01055225 "Sim1" "Sul" 27 "Srxn1"
"Srxn1_1.29" 2.405085 2.36258 2.450378 5.671905 5.611478 5.73056175 0.9714745 0.927272675 1.019826 "Sim1" "Sul" 28 "Srxn1"
"Srxn1_1.30" 2.38985 2.346009 2.43649 5.604675 5.54353925 5.66348025 0.979155 0.933771875 1.028965 "Sim1" "Sul" 29 "Srxn1"
"Srxn1_1.31" 2.374925 2.329824 2.42260375 5.53871 5.47642975 5.5985445 0.9867025 0.940146975 1.037961 "Sim1" "Sul" 30 "Srxn1"
"Srxn1_1.32" 2.360375 2.31353825 2.40923 5.47348 5.410816 5.53369325 0.994099 0.9462969 1.04653725 "Sim1" "Sul" 31 "Srxn1"
"Srxn1_1.33" 2.34591 2.29759825 2.3962645 5.409535 5.34570875 5.4706235 1.00143 0.952332075 1.05507175 "Sim1" "Sul" 32 "Srxn1"
"Srxn1_2.1" 0 0 0 0 0 0 0 0 0 "Sim2" "Sul" 0 "Srxn1"
"Srxn1_2.2" 0.02322115 0.0211585975 0.0254429075 0.02322115 0.0211585975 0.0254429075 0.02322115 0.0211585975 0.0254429075 "Sim2" "Sul" 1 "Srxn1"
"Srxn1_2.3" 0.0708272 0.06593482 0.0785300775 0.0888517 0.08318669 0.10100815 0.0460728 0.04197868 0.0504784 "Sim2" "Sul" 2 "Srxn1"
"Srxn1_2.4" 0.2638015 0.257300825 0.272324625 0.3228625 0.315714775 0.335485475 0.214632 0.208945875 0.2210213 "Sim2" "Sul" 3 "Srxn1"
"Srxn1_2.5" 0.531737 0.523575925 0.54165705 0.6712415 0.6622959 0.684233425 0.4189785 0.411615775 0.42735485 "Sim2" "Sul" 4 "Srxn1"
"Srxn1_2.6" 0.844941 0.834841625 0.8566374 1.05691 1.046018 1.07111125 0.642417 0.633238875 0.6528912 "Sim2" "Sul" 5 "Srxn1"
"Srxn1_2.7" 1.165555 1.1534595 1.17911025 1.445415 1.4321295 1.461002 0.8640405 0.85296295 0.87656505 "Sim2" "Sul" 6 "Srxn1"
"Srxn1_2.8" 1.4728 1.45872 1.488352 1.804935 1.789549 1.8222305 1.074225 1.0612995 1.08871025 "Sim2" "Sul" 7 "Srxn1"
"Srxn1_2.9" 1.75412 1.73832975 1.77154025 2.1473 2.129909 2.16634225 1.260785 1.2461595 1.27724 "Sim2" "Sul" 8 "Srxn1"
"Srxn1_2.10" 2.00038 1.9824885 2.02028025 2.451835 2.43251 2.47319075 1.42322 1.40656925 1.44194025 "Sim2" "Sul" 9 "Srxn1"
"Srxn1_2.11" 2.24362 2.2234295 2.26598 2.726485 2.70514975 2.74993 1.65312 1.6341495 1.67436475 "Sim2" "Sul" 10 "Srxn1"
"Srxn1_2.12" 2.27625 2.2560695 2.29819025 2.85017 2.82759 2.87530225 1.64996 1.62986975 1.67243175 "Sim2" "Sul" 11 "Srxn1"
"Srxn1_2.13" 2.27922 2.25919875 2.3018405 2.96307 2.93912975 2.9899415 1.646855 1.62547975 1.67061 "Sim2" "Sul" 12 "Srxn1"
"Srxn1_2.14" 2.301955 2.27856825 2.32713275 3.11031 3.0849295 3.13880075 1.64384 1.6208095 1.66901075 "Sim2" "Sul" 13 "Srxn1"
"Srxn1_2.15" 2.290605 2.2665395 2.316711 3.217905 3.19120625 3.247861 1.64083 1.61665 1.667431 "Sim2" "Sul" 14 "Srxn1"
"Srxn1_2.16" 2.277465 2.2530295 2.304491 3.33478 3.30665975 3.36605125 1.637895 1.6123095 1.66590175 "Sim2" "Sul" 15 "Srxn1"
"Srxn1_2.17" 2.264635 2.23936 2.2927805 3.45043 3.42135975 3.482481 1.634885 1.60787975 1.664521 "Sim2" "Sul" 16 "Srxn1"
"Srxn1_2.18" 2.25173 2.22572975 2.28086125 3.54037 3.5131885 3.57025025 1.63195 1.60369825 1.66305375 "Sim2" "Sul" 17 "Srxn1"
"Srxn1_2.19" 2.239075 2.21227925 2.26931075 3.625945 3.59792825 3.65623025 1.629025 1.59958875 1.66172025 "Sim2" "Sul" 18 "Srxn1"
"Srxn1_2.20" 2.22643 2.1991475 2.25758175 3.68975 3.64842925 3.728363 1.62632 1.5955295 1.6602505 "Sim2" "Sul" 19 "Srxn1"
"Srxn1_2.21" 2.214155 2.18595775 2.2461415 3.689025 3.638248 3.73966025 1.623625 1.591588 1.65905 "Sim2" "Sul" 20 "Srxn1"
"Srxn1_2.22" 2.202095 2.172989 2.234671 3.65466 3.60469975 3.70530475 1.620885 1.5876395 1.65786025 "Sim2" "Sul" 21 "Srxn1"
"Srxn1_2.23" 2.190255 2.1598995 2.22386025 3.62033 3.5709975 3.67076325 1.61818 1.583656 1.65656175 "Sim2" "Sul" 22 "Srxn1"
"Srxn1_2.24" 2.178535 2.1470385 2.213252 3.587555 3.53797 3.6384205 1.6155 1.57968 1.65539075 "Sim2" "Sul" 23 "Srxn1"
"Srxn1_2.25" 2.16704 2.1343675 2.20276 3.55436 3.5045175 3.60490075 1.61287 1.57576 1.65430225 "Sim2" "Sul" 24 "Srxn1"
"Srxn1_2.26" 2.15562 2.1217895 2.19280775 3.52129 3.4709995 3.57132025 1.610385 1.5719095 1.653192 "Sim2" "Sul" 25 "Srxn1"
"Srxn1_2.27" 2.144395 2.109538 2.18315425 3.48833 3.4377445 3.537781 1.60782 1.56807975 1.6521115 "Sim2" "Sul" 26 "Srxn1"
"Srxn1_2.28" 2.133425 2.09747825 2.17333075 3.456015 3.40555525 3.5051115 1.60538 1.56449925 1.651041 "Sim2" "Sul" 27 "Srxn1"
"Srxn1_2.29" 2.12259 2.08532875 2.163851 3.42403 3.3735995 3.47342075 1.602985 1.560977 1.64986325 "Sim2" "Sul" 28 "Srxn1"
"Srxn1_2.30" 2.11201 2.0734695 2.15418175 3.392645 3.34188925 3.4421415 1.600645 1.55733975 1.64888175 "Sim2" "Sul" 29 "Srxn1"
"Srxn1_2.31" 2.101565 2.061759 2.1447615 3.361905 3.31086725 3.41104075 1.598275 1.553719 1.647812 "Sim2" "Sul" 30 "Srxn1"
