"time" "Simulation" "dose1" "dose2" "Nrf2_observed" "Nrf2max_observed" "Nrf2min_observed" "Nrf2_SD" "Srxn1_observed" "Srxn1_SD" "medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 "Simu1" 0.1 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Andr" 0 "Srxn1"
"Srxn1_1.2" 1 "Simu1" 0.1 0.1 0.0365592048272522 0.080343379137727 0 0.0406560546640013 0.00455682374803401 0.00789265025273135 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 "Andr" 1 "Srxn1"
"Srxn1_1.3" 2 "Simu1" 0.1 0.1 0.00390556274125312 0.0117166882237594 0 0.00676463309999839 0 0 0.07026895 0.0636710175 0.07711789 0.0717083 0.0651264725 0.0785171825 0.069883 0.0632667025 0.0767427925 "Andr" 2 "Srxn1"
"Srxn1_1.4" 3 "Simu1" 0.1 0.1 0.0383247522221812 0.0794941243399867 0 0.0398233329583079 0 0 0.1038435 0.094092665 0.113982025 0.105313 0.0955771175 0.115374225 0.103458 0.093689245 0.11357825 "Andr" 3 "Srxn1"
"Srxn1_1.5" 4 "Simu1" 0.1 0.1 0.040423274859613 0.0632713144571989 0 0.0351067155850862 0 0 0.137679 0.124923725 0.1509003 0.142734 0.1301635 0.155785675 0.13618 0.1233829 0.1494723 "Andr" 4 "Srxn1"
"Srxn1_1.6" 5 "Simu1" 0.1 0.1 0.0515882661769616 0.115788476416331 0 0.0589155214479072 0.0196044852596801 0.0339559645260011 0.1715165 0.1559418 0.18767605 0.1793245 0.163894825 0.19523415 0.168035 0.1523107 0.184402575 "Andr" 5 "Srxn1"
"Srxn1_1.7" 6 "Simu1" 0.1 0.1 0.0359921104791706 0.0692275580513186 0 0.0346960097305784 0.0862589655254466 0.0599562014449025 0.2076465 0.189383825 0.226494275 0.2339545 0.21627995 0.252069225 0.199071 0.1804873 0.218428 "Andr" 6 "Srxn1"
"Srxn1_1.8" 7 "Simu1" 0.1 0.1 0.0366911816631011 0.0699392120104743 0 0.0350965071253361 0.191920631002405 0.0791785863750381 0.2413725 0.220449725 0.262866175 0.2761315 0.255955325 0.296815575 0.229325 0.208002275 0.251508725 "Andr" 7 "Srxn1"
"Srxn1_1.9" 8 "Simu1" 0.1 0.1 0.0631241364814096 0.101094371396279 0 0.0550414121822523 0.269022298541306 0.145695779627004 0.275676 0.252358925 0.29974915 0.321521 0.298809 0.3446282 0.258777 0.234803325 0.283721275 "Andr" 8 "Srxn1"
"Srxn1_1.10" 9 "Simu1" 0.1 0.1 0.0779870021223359 0.127291539624838 0 0.0683212766824247 0.331311583757579 0.177748421467099 0.320294 0.294483 0.346668375 0.386262 0.361240125 0.412208275 0.2874955 0.260932675 0.31510955 "Andr" 9 "Srxn1"
"Srxn1_1.11" 10 "Simu1" 0.1 0.1 0.0809820267112898 0.150343042514947 0 0.0758422278750387 0.341357758557848 0.207461732973935 0.3718995 0.343557025 0.400687375 0.4684775 0.440959925 0.4970284 0.315418 0.28638905 0.345619 "Andr" 10 "Srxn1"
"Srxn1_1.12" 11 "Simu1" 0.1 0.1 0.0711893090257495 0.109942953976063 0 0.061732629218725 0.358529512543967 0.218248417582644 0.4217805 0.3908014 0.453340475 0.561867 0.5312455 0.5934061 0.342605 0.311191175 0.375279575 "Andr" 11 "Srxn1"
"Srxn1_1.13" 12 "Simu1" 0.1 0.1 0.0571878953278885 0.10887675229805 0 0.0546462840903893 0.365152268659605 0.243600744918032 0.462496 0.429039525 0.49651535 0.618616 0.58542795 0.652513125 0.3691175 0.335336425 0.404243 "Andr" 12 "Srxn1"
