"time" "Simulation" "dose1" "dose2" "Nrf2_observed" "Nrf2max_observed" "Nrf2min_observed" "Nrf2_SD" "Srxn1_observed" "Srxn1_SD" "medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 "Simu1" 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "Andr" 0 "Srxn1"
"Srxn1_1.2" 1 "Simu1" 0.1 0 0 0 0 0 0 0 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 0.03540175 0.032048215 0.0388876375 "Andr" 1 "Srxn1"
"Srxn1_1.3" 2 "Simu1" 0.1 0 0 0 0 0 0 0 0.069883 0.0632667025 0.0767427925 0.069883 0.0632667025 0.0767427925 0.069883 0.0632667025 0.0767427925 "Andr" 2 "Srxn1"
"Srxn1_1.4" 3 "Simu1" 0.1 0 0.0119098350390472 0.0357295051171416 0 0.0206284393973938 0 0 0.103458 0.093689245 0.11357825 0.103458 0.093689245 0.11357825 0.103458 0.093689245 0.11357825 "Andr" 3 "Srxn1"
"Srxn1_1.5" 4 "Simu1" 0.1 0 0.0500831830314351 0.0827525807109641 0 0.044038929866572 0.00269160659017544 0.00466199936817108 0.1362975 0.12350085 0.149589425 0.137195 0.1243947 0.150444125 0.13618 0.1233829 0.1494723 "Andr" 4 "Srxn1"
"Srxn1_1.6" 5 "Simu1" 0.1 0 0.0385900681089265 0.068602049698552 0 0.0350962673508182 0.0258246894084676 0.0338591146200284 0.171259 0.155711525 0.18745405 0.1773805 0.161928975 0.19324345 0.168035 0.1523107 0.184402575 "Andr" 5 "Srxn1"
"Srxn1_1.7" 6 "Simu1" 0.1 0 0.0368605762946538 0.078972629113109 0 0.0397473589250807 0.051617773625682 0.0456179873952303 0.2051835 0.186906925 0.22416105 0.217138 0.19908775 0.235619375 0.199071 0.1804873 0.218428 "Andr" 6 "Srxn1"
"Srxn1_1.8" 7 "Simu1" 0.1 0 0.0389626491341931 0.0960620986848184 0 0.0505340414764352 0.131658050886782 0.0626158979667499 0.239179 0.218198375 0.260791375 0.263392 0.243022925 0.2843435 0.229325 0.208002275 0.251508725 "Andr" 7 "Srxn1"
"Srxn1_1.9" 8 "Simu1" 0.1 0 0.037912245966052 0.0799236191686437 0 0.0401191769398327 0.177959898214575 0.0595383811174125 0.274105 0.25065885 0.298226275 0.322296 0.29955475 0.3454842 0.258777 0.234803325 0.283721275 "Andr" 8 "Srxn1"
"Srxn1_1.10" 9 "Simu1" 0.1 0 0.0362396262502308 0.0748217184681677 0 0.0374658210738779 0.225535384204931 0.0645820728062604 0.308758 0.282897375 0.335394175 0.3743865 0.3492252 0.4003132 0.2874955 0.260932675 0.31510955 "Andr" 9 "Srxn1"
"Srxn1_1.11" 10 "Simu1" 0.1 0 0.0521206570534154 0.095773831298166 0 0.0484451276107171 0.249228814196585 0.122924370707878 0.3420545 0.3137388 0.371207925 0.422917 0.395425075 0.45131505 0.315418 0.28638905 0.345619 "Andr" 10 "Srxn1"
"Srxn1_1.12" 11 "Simu1" 0.1 0 0.0467304241653805 0.0805670939921375 0 0.0418025218652303 0.256808027002114 0.150292039875295 0.3793355 0.3485097 0.41100105 0.4799775 0.4497926 0.510878025 0.342605 0.311191175 0.375279575 "Andr" 11 "Srxn1"
"Srxn1_1.13" 12 "Simu1" 0.1 0 0.045632466432853 0.079029851922336 0 0.0409109065896211 0.245803025681785 0.147234129293229 0.412425 0.379092675 0.4466084 0.523627 0.49079755 0.556817225 0.3691175 0.335336425 0.404243 "Andr" 12 "Srxn1"
"Srxn1_1.14" 13 "Simu1" 0.1 0 0.0268552882315294 0.0768128401862143 0 0.0433051849807721 0.276152607212867 0.168892410815133 0.442901 0.40721085 0.479658325 0.561572 0.52614985 0.597178125 0.3949165 0.35889815 0.432363275 "Andr" 13 "Srxn1"
