"iter"	"buildSrxn1Base.1."	"degradSrxn1.1."	"Km_NRF2_ACETYLATED_SRXN1.1."	"hill_Srxn1.1."	"Vmax_buildSrxn1.1."	"Km_Srxn1.1."	"hill_acetylated_SRXN1.1."	"r.1."	"decay.1."	"r.1.1."	"decay.1.1."	"r.1.2."	"decay.1.2."	"r.1.3."	"decay.1.3."	"r.1.4."	"decay.1.4."	"LnPrior"	"LnData"	"LnPosterior"
4997242	0.0253193	0.016484	0.0149785	1.00251	130282	107094	9.9074	2.91541	0.0147132	10.775	0.145837	0.648728	0.289889	1.09982	0.123225	1.20267	0.100946	-14.63178	-12890.82	-12905.45
4997243	0.0253193	0.016484	0.0150238	1.00251	130502	107314	9.94378	2.89761	0.154871	10.775	0.145389	0.648728	0.28816	1.09982	0.123225	1.23426	0.101098	-16.17989	-12892.18	-12908.36
4997244	0.0253193	0.0164539	0.0150238	1.00251	130374	107265	9.85719	3.11705	0.156	12.4515	0.145951	0.648728	0.28816	1.09982	0.123225	1.21117	0.101098	-17.51226	-12889.53	-12907.04
4997245	0.0253193	0.0164539	0.0150238	1.00251	130374	107206	9.72875	1.4824	0.0479788	12.4515	0.146835	0.641811	0.28816	1.09982	0.123225	1.20265	0.100949	-16.09793	-12893.01	-12909.1
4997246	0.0253193	0.0164479	0.0150238	1.00251	130484	107189	9.91759	1.60345	0.0479788	11.6498	0.146201	0.641811	0.28816	1.09926	0.123283	1.20265	0.100949	-14.00768	-12891.09	-12905.1
4997247	0.0253193	0.0164075	0.0150238	1.00253	130484	107189	9.84853	1.60345	0.260288	11.3096	0.146201	0.641811	0.28816	1.11777	0.123283	1.2092	0.100872	-14.41607	-12892.15	-12906.57
4997248	0.0253193	0.0164075	0.0150238	1.00249	130484	107189	9.87586	1.60345	0.104147	12.1613	0.146648	0.641811	0.28816	1.11777	0.123283	1.2092	0.101507	-14.69271	-12893.56	-12908.26
4997249	0.0253193	0.0164075	0.0150238	1.00249	130484	107347	9.9252	1.60345	0.410015	11.9978	0.146648	0.641811	0.288025	1.11777	0.123283	1.2092	0.101507	-19.52327	-12891.06	-12910.58
4997250	0.0253193	0.0164186	0.0150238	1.00249	130484	107347	9.92611	1.60345	0.410015	9.32337	0.146615	0.641811	0.288025	1.11529	0.123283	1.2092	0.101251	-16.83283	-12889.57	-12906.4
4997251	0.0253193	0.0164186	0.0148906	1.00249	130484	107347	9.82031	0.319934	0.28073	10.3079	0.146615	0.641811	0.288025	1.11529	0.123283	1.2092	0.101251	-17.46597	-12890.31	-12907.78
4997252	0.0253193	0.0165277	0.0148906	1.00241	130550	107251	9.82031	3.07069	0.182682	9.77463	0.147174	0.641811	0.288025	1.11529	0.123206	1.2092	0.101251	-13.69309	-12894.28	-12907.98
4997253	0.0253193	0.0165277	0.0148906	1.00241	130550	107251	9.87604	3.07069	0.179466	9.77463	0.147174	0.641811	0.288025	1.11529	0.123206	1.18735	0.101251	-13.72512	-12894.34	-12908.07
4997254	0.0244412	0.0165277	0.0148906	1.00241	130550	107251	9.86949	1.87598	0.00999697	9.38254	0.147174	0.641811	0.288025	1.11529	0.123206	1.24353	0.100978	-12.53723	-12896.13	-12908.67
4997255	0.0244412	0.0165277	0.0148906	1.00241	130531	107225	9.85388	1.87598	0.00999697	9.38254	0.147174	0.641811	0.288025	1.11529	0.123072	1.24353	0.101224	-11.9309	-12895.46	-12907.39
4997256	0.0244412	0.0165016	0.0148906	1.00241	130395	107123	9.71598	1.87598	0.0680422	9.38254	0.147174	0.641811	0.288025	1.1071	0.123072	1.2329	0.101224	-11.30628	-12895.91	-12907.22
4997257	0.0244412	0.0165016	0.0148906	1.00241	130395	107123	9.71598	1.87598	0.0897853	9.38254	0.147174	0.641811	0.289957	1.1071	0.123072	1.2329	0.101224	-11.3819	-12896.16	-12907.54
4997258	0.0244412	0.0163434	0.0150418	1.00241	130395	107123	9.71598	1.87598	0.0538636	11.722	0.147174	0.641811	0.289957	1.1071	0.123072	1.2329	0.101224	-13.51691	-12896.69	-12910.2
4997259	0.0244412	0.016287	0.0148896	1.00261	130395	107123	9.78959	5.30717	0.258287	11.722	0.147077	0.641811	0.288902	1.12147	0.123072	1.23755	0.1018	-16.0501	-12895.58	-12911.63
4997260	0.0244412	0.0162744	0.0148896	1.00261	130395	107096	9.9327	2.57503	0.0390469	11.722	0.14765	0.641811	0.288902	1.12147	0.123072	1.23755	0.101466	-13.77612	-12893.59	-12907.37
4997261	0.0244412	0.0162744	0.0148896	1.00261	130395	107096	9.9327	2.21471	0.0390469	11.0495	0.147652	0.641811	0.288902	1.08512	0.124138	1.22774	0.101466	-13.12078	-12895.13	-12908.25
4997262	0.0244412	0.0162675	0.0148896	1.00261	130395	107134	9.9327	2.21471	0.0390469	11.3663	0.146724	0.641811	0.288902	1.08512	0.124138	1.20001	0.101466	-13.75667	-12893.47	-12907.23
4997263	0.0244412	0.0162675	0.0148896	1.00271	130395	107134	9.9327	2.21471	0.13615	8.87911	0.147216	0.641811	0.288902	1.09474	0.124138	1.20001	0.101127	-12.14567	-12891.68	-12903.82
4997264	0.0244412	0.0162675	0.0148896	1.00271	130395	107134	9.9327	2.98082	0.13615	8.87911	0.147216	0.641811	0.288902	1.09474	0.124138	1.20001	0.101043	-12.40236	-12892.3	-12904.7
4997265	0.0244412	0.0163502	0.0148896	1.00251	130388	107134	9.9327	3.47557	0.0534834	8.87911	0.146962	0.641811	0.288902	1.13753	0.124138	1.23119	0.101043	-11.99654	-12894.81	-12906.81
4997266	0.0238862	0.0163718	0.0148896	1.00251	130388	107134	9.89833	3.47557	0.0534834	8.87911	0.147257	0.641811	0.288902	1.08415	0.124138	1.23119	0.101199	-11.97921	-12895.35	-12907.33
4997267	0.0238862	0.0163188	0.0148896	1.00251	130388	107134	9.89833	3.81436	0.00265872	8.87911	0.146352	0.641811	0.291328	1.08415	0.122496	1.23119	0.101112	-12.04886	-12899.17	-12911.22
4997268	0.0238862	0.0163208	0.0148896	1.00278	130332	107134	9.89833	3.71743	0.00265872	8.87911	0.146352	0.641811	0.285688	1.08415	0.122756	1.23623	0.101112	-13.50117	-12898.82	-12912.32
4997269	0.0238862	0.0164553	0.0148896	1.00278	130663	107134	9.89833	2.84185	0.00265872	8.87911	0.146352	0.641811	0.285688	1.08415	0.122756	1.24691	0.101112	-12.3933	-12901.39	-12913.79
4997270	0.0235054	0.0164076	0.0148896	1.00278	130234	107048	9.89833	0.382105	0.122884	8.87911	0.146352	0.641811	0.286982	1.11401	0.122756	1.23521	0.101112	-15.09266	-12896.53	-12911.62
4997271	0.0235054	0.0162674	0.0148896	1.00278	130311	107048	9.89833	4.20812	0.358131	7.7482	0.146352	0.641811	0.286982	1.11401	0.122756	1.24163	0.101112	-14.62328	-12896.69	-12911.31
4997272	0.0235054	0.0163458	0.0148896	1.00278	130311	107048	9.90191	4.20812	0.0808156	8.09347	0.145803	0.651619	0.286982	1.11401	0.122756	1.2257	0.101112	-13.67602	-12896.39	-12910.06
4997273	0.0235054	0.0163458	0.0149839	1.00278	130466	107130	9.90191	4.12663	0.169136	8.09347	0.145703	0.651619	0.286982	1.11401	0.122756	1.2257	0.101112	-12.40655	-12895.42	-12907.83
4997274	0.0235054	0.0163481	0.0149839	1.00278	130471	107130	9.9808	4.55851	0.156774	8.09347	0.146224	0.638622	0.289157	1.13515	0.122756	1.2257	0.101112	-12.84565	-12895.75	-12908.6
4997275	0.0235054	0.0163481	0.0149839	1.00278	130471	106967	9.9808	4.55851	0.306664	10.8442	0.146224	0.638622	0.289157	1.13515	0.122756	1.2257	0.101112	-14.67372	-12894.11	-12908.78
4997276	0.0239461	0.0163645	0.0149839	1.00268	130471	107090	9.9808	4.55851	0.468345	10.8442	0.146224	0.638622	0.289157	1.13515	0.122756	1.2257	0.101063	-15.1188	-12892.67	-12907.79
4997277	0.0239461	0.0163645	0.0149839	1.00268	130471	107090	9.9808	3.16759	0.468345	9.45003	0.146224	0.642572	0.28945	1.09063	0.122756	1.23837	0.101063	-13.2693	-12893.69	-12906.96
4997278	0.0239461	0.0164594	0.0149839	1.00258	130573	107090	9.9808	3.16759	0.468345	9.45003	0.146224	0.642572	0.287865	1.09063	0.122756	1.23837	0.100984	-13.08823	-12894.3	-12907.38
4997279	0.025174	0.0164594	0.0149839	1.00258	130573	107090	9.9808	3.16759	0.468345	9.61342	0.146323	0.642572	0.287865	1.09582	0.122756	1.23837	0.101214	-13.2215	-12894.13	-12907.35
4997280	0.0251056	0.0164594	0.0149839	1.00258	130391	107090	9.9808	3.16759	0.445308	9.61342	0.146448	0.642572	0.287865	1.09582	0.123919	1.25996	0.101214	-13.72776	-12895.49	-12909.22
4997281	0.0251056	0.0164594	0.0149839	1.00258	130391	107143	9.9808	3.16759	0.445308	10.6374	0.146448	0.642572	0.287865	1.09582	0.123919	1.2154	0.101337	-14.9739	-12891.54	-12906.52
4997282	0.0251056	0.0164594	0.0148646	1.00258	130391	107206	9.9808	3.32235	0.442703	7.36341	0.146171	0.642572	0.287865	1.08973	0.123919	1.2154	0.101352	-13.85626	-12892.74	-12906.6
4997283	0.0250818	0.0164594	0.0147431	1.00279	130391	107223	9.9808	3.32235	0.400271	9.30026	0.146171	0.642572	0.289544	1.08271	0.123919	1.2154	0.101352	-15.55059	-12890.71	-12906.26
4997284	0.0250818	0.0164594	0.0147857	1.00261	130391	107223	9.9808	3.32235	0.403974	8.89892	0.146773	0.648625	0.291341	1.09109	0.123919	1.2154	0.101352	-14.8746	-12890.66	-12905.53
4997285	0.0250818	0.0164594	0.0147857	1.00261	130391	107261	9.9808	1.49039	0.0726769	8.81348	0.146773	0.648625	0.291341	1.09109	0.123915	1.2154	0.101352	-13.78156	-12890.76	-12904.54
4997286	0.0250818	0.0164594	0.0147857	1.00261	130391	107223	9.9808	3.38527	0.0726769	9.4924	0.146773	0.648625	0.289263	1.09109	0.123915	1.20097	0.101352	-13.96686	-12888.54	-12902.51
4997287	0.0250818	0.0164594	0.0147857	1.00261	130546	107107	9.9808	3.38527	0.0726769	12.7339	0.146773	0.648625	0.290761	1.09109	0.123915	1.19805	0.101352	-14.47014	-12892.24	-12906.71
4997288	0.0250818	0.0164594	0.0147857	1.00261	130546	107087	9.9808	3.63536	0.127915	12.7339	0.147112	0.648625	0.290761	1.09127	0.123915	1.19805	0.101352	-14.58607	-12892.79	-12907.37
4997289	0.0250818	0.0165161	0.0146531	1.00269	130392	107087	9.9686	0.842886	0.254975	14.061	0.147112	0.642624	0.290761	1.09127	0.123915	1.2241	0.101352	-18.35744	-12891.13	-12909.49
4997290	0.0241436	0.0165161	0.0146531	1.00269	130392	107087	9.9686	2.54661	0.52221	14.061	0.147112	0.661933	0.291491	1.09695	0.122992	1.2241	0.101352	-18.68974	-12892.43	-12911.12
4997291	0.0241436	0.0165311	0.0146531	1.0028	130612	107087	9.9686	3.30055	0.52221	12.0204	0.146084	0.661933	0.291491	1.09827	0.12314	1.2241	0.101822	-16.35458	-12894.36	-12910.71
4997292	0.0241436	0.0165311	0.0146531	1.0028	130523	107087	9.9686	2.48258	0.52221	11.2368	0.146084	0.661933	0.291693	1.09827	0.12314	1.2241	0.101875	-15.03228	-12894.52	-12909.55
4997293	0.0241436	0.0164279	0.0146531	1.00286	130585	107233	9.9686	1.3622	0.542763	10.3925	0.146084	0.661933	0.291693	1.09827	0.12314	1.19043	0.101875	-16.67122	-12891.87	-12908.54
4997294	0.0241436	0.0164609	0.0146531	1.00286	130585	107233	9.9686	1.3622	0.542763	10.3925	0.146084	0.662941	0.291693	1.09827	0.12314	1.19043	0.101875	-16.67128	-12892.08	-12908.75
4997295	0.0241436	0.0164609	0.0146342	1.00286	130585	107233	9.9686	1.3622	0.609488	10.3925	0.145728	0.662941	0.291693	1.09313	0.12314	1.19043	0.101875	-17.02513	-12894.33	-12911.36
4997296	0.0241436	0.0164595	0.0145905	1.00286	130585	107233	9.9686	0.939962	0.609488	11.0185	0.145728	0.662941	0.291693	1.09002	0.123087	1.19043	0.101875	-17.81337	-12894.84	-12912.65
4997297	0.0241436	0.0165638	0.0145905	1.00293	130585	107233	9.9686	1.32172	0.609488	9.78265	0.145728	0.662941	0.290457	1.1117	0.123087	1.19043	0.101875	-16.63394	-12894.92	-12911.55
4997298	0.0241436	0.0165638	0.0145433	1.00293	130585	107233	9.9686	1.32172	0.653732	8.77822	0.147271	0.659174	0.290541	1.1117	0.12346	1.1864	0.101377	-15.99649	-12894.34	-12910.34
4997299	0.0241436	0.0165638	0.0145433	1.00279	130585	107039	9.94841	0.316926	0.653732	8.77822	0.147271	0.659174	0.292216	1.1117	0.12346	1.1864	0.101602	-13.78216	-12892.38	-12906.16
4997300	0.0241436	0.0165638	0.0145433	1.00279	130585	107039	9.90412	0.316926	0.681012	8.13155	0.147271	0.659174	0.292216	1.1117	0.123908	1.1864	0.102146	-13.32441	-12895.4	-12908.73
4997301	0.0241436	0.0165638	0.0145162	1.00279	130585	107039	9.90412	0.316926	0.655195	8.13155	0.147329	0.659174	0.292216	1.09281	0.123908	1.18675	0.10152	-13.17105	-12893.84	-12907.01
4997302	0.0241436	0.0165249	0.0144363	1.00303	130585	107039	9.90412	0.316926	0.280096	8.13155	0.147329	0.653661	0.292216	1.09281	0.123908	1.18675	0.101664	-11.9681	-12892.49	-12904.46
4997303	0.0241436	0.0165249	0.0144363	1.00303	130556	107039	9.9764	0.666566	0.280096	8.99809	0.147329	0.653661	0.292216	1.09281	0.123908	1.18675	0.101664	-12.5618	-12891.26	-12903.83
4997304	0.0241436	0.0163573	0.0144363	1.00303	130556	107039	9.9764	2.30806	0.196256	7.77785	0.147329	0.653661	0.292216	1.09281	0.123908	1.18675	0.101664	-11.38886	-12891.28	-12902.67
4997305	0.0225286	0.0163573	0.0144363	1.00303	130556	107039	9.9764	0.360919	0.0782441	7.77785	0.147572	0.653661	0.292216	1.1029	0.123908	1.18935	0.101664	-10.78673	-12891.99	-12902.78
4997306	0.0225286	0.0163552	0.0144363	1.00303	130440	106968	9.9764	0.360919	0.0320413	7.77785	0.147429	0.653661	0.292216	1.1029	0.125234	1.18595	0.101664	-11.04146	-12894.35	-12905.39
4997307	0.0225286	0.0163552	0.0144363	1.00303	130380	106968	9.95643	1.92763	0.0320413	9.47251	0.147429	0.653661	0.291838	1.1029	0.125234	1.18595	0.102269	-12.96987	-12894.42	-12907.39
4997308	0.0254633	0.0163552	0.0144363	1.00324	130380	106968	9.81262	1.92763	0.0320413	9.47251	0.147429	0.653661	0.291838	1.1029	0.125234	1.18595	0.102269	-13.49239	-12892.98	-12906.47
4997309	0.0254633	0.0163552	0.0141802	1.00335	130380	106968	9.6168	2.4977	0.0320413	12.6175	0.147429	0.653661	0.29177	1.1029	0.125234	1.13466	0.102269	-16.78788	-12896.29	-12913.07
4997310	0.0254633	0.0164085	0.0141802	1.00338	130483	106968	9.43843	1.48861	0.154612	10.7684	0.147929	0.653661	0.29177	1.1029	0.125234	1.13466	0.102269	-14.48293	-12898.64	-12913.12
4997311	0.0254633	0.0164085	0.014267	1.00338	130483	106968	9.43843	1.48861	0.395239	10.7684	0.147929	0.653661	0.29177	1.1029	0.125234	1.20208	0.102182	-15.47553	-12897.79	-12913.27
4997312	0.0254633	0.0164085	0.014267	1.00338	130575	106968	9.99054	1.48861	0.51499	10.7684	0.147929	0.627863	0.29177	1.1029	0.123755	1.20208	0.102182	-16.55705	-12891.43	-12907.98
4997313	0.0254633	0.016314	0.0142478	1.00338	130575	106968	9.90708	1.48861	0.51499	10.2634	0.147929	0.632463	0.292153	1.08677	0.123755	1.20208	0.102182	-15.98848	-12891.61	-12907.6
4997314	0.0254633	0.0163035	0.0142478	1.00338	130575	106968	9.90708	1.18907	0.51499	9.41894	0.14755	0.635173	0.292153	1.08677	0.124051	1.20208	0.102182	-15.23417	-12891.33	-12906.56
4997315	0.0254633	0.0164692	0.0142478	1.00335	130415	106905	9.90811	1.18907	0.405885	9.41894	0.14755	0.635173	0.289808	1.08677	0.124051	1.21426	0.102182	-15.56102	-12892.83	-12908.39
4997316	0.0254633	0.0164692	0.0142478	1.00335	130415	107007	9.90811	2.02884	0.199177	9.41894	0.147191	0.635173	0.289808	1.08216	0.124511	1.21426	0.1022	-13.88751	-12893.4	-12907.28
4997317	0.0254633	0.0164692	0.0142478	1.00337	130415	107007	9.90811	0.573709	0.199177	9.83294	0.147333	0.635173	0.289917	1.08216	0.124511	1.21426	0.1022	-14.53493	-12893.81	-12908.35
4997318	0.0254633	0.0164692	0.0142299	1.00337	130554	107055	9.90366	0.634551	0.199177	9.44249	0.147695	0.637948	0.289917	1.08216	0.124511	1.19238	0.10245	-13.67498	-12893.16	-12906.83
4997319	0.0254633	0.0164692	0.0142909	1.00337	130671	106897	9.88914	1.7594	0.152632	9.44249	0.147695	0.637948	0.291152	1.08216	0.124351	1.19238	0.102501	-15.35335	-12893.3	-12908.66
4997320	0.0254633	0.0164582	0.014376	1.00316	130671	106897	9.88914	0.504041	0.152632	7.99474	0.147695	0.637948	0.291152	1.08216	0.124351	1.18927	0.102497	-13.56168	-12897.01	-12910.57
4997321	0.0254633	0.0165412	0.014376	1.00316	130556	106897	9.97252	0.504041	0.239875	7.99474	0.147695	0.637948	0.291152	1.11552	0.124351	1.18927	0.102497	-12.83853	-12895.41	-12908.25
4997322	0.0254633	0.0165113	0.014376	1.00302	130513	106912	9.97252	0.728034	0.0186155	7.78093	0.147695	0.637948	0.291152	1.08919	0.124351	1.18927	0.102284	-11.16363	-12893.24	-12904.41
4997323	0.0254633	0.0166139	0.014376	1.00302	130513	106912	9.97252	0.714214	0.213231	7.78093	0.147695	0.637948	0.291152	1.09913	0.123577	1.17529	0.102284	-11.85735	-12894.99	-12906.84
4997324	0.0254633	0.0165488	0.014376	1.00302	130437	106912	9.97221	0.957371	0.403715	7.78093	0.147695	0.637948	0.291152	1.09913	0.124843	1.17529	0.102112	-12.96504	-12892.16	-12905.12
4997325	0.0254633	0.0164888	0.014376	1.00302	130437	106912	9.97221	0.957371	0.0790948	10.2031	0.147695	0.637948	0.291777	1.09913	0.124339	1.21908	0.102112	-13.82618	-12890.64	-12904.47
4997326	0.0252175	0.0164888	0.014376	1.00302	130437	106948	9.97221	0.122661	0.0790948	10.2031	0.147695	0.637948	0.291777	1.09913	0.124339	1.2032	0.102112	-13.77873	-12889.56	-12903.34
4997327	0.0247103	0.0164888	0.014376	1.00302	130437	106948	9.61466	0.122661	0.0790948	9.149	0.14715	0.637948	0.291777	1.09913	0.123787	1.16189	0.102112	-12.39515	-12894.36	-12906.76
4997328	0.0247103	0.0164888	0.014376	1.00302	130404	106948	9.71767	2.00929	0.0113899	8.92667	0.14715	0.637948	0.291777	1.09913	0.123787	1.16189	0.102112	-12.13176	-12893.04	-12905.17
4997329	0.0247103	0.0165193	0.014376	1.00302	130390	106948	9.8375	2.78139	0.17026	9.75195	0.14715	0.637948	0.291777	1.09913	0.123787	1.17783	0.102112	-13.7343	-12890.96	-12904.69
4997330	0.0247103	0.0165193	0.014376	1.00302	130541	106948	9.8375	3.23417	0.17026	9.75195	0.14715	0.637948	0.29242	1.09913	0.123787	1.17783	0.102112	-13.14904	-12892.75	-12905.9
4997331	0.0247103	0.0164739	0.014376	1.00302	130541	106948	9.8375	2.45901	0.166759	8.90797	0.14715	0.655388	0.29242	1.09913	0.123787	1.17783	0.102112	-12.23791	-12892.92	-12905.16
4997332	0.0247103	0.0164841	0.014376	1.00302	130541	107146	9.74309	2.45901	0.166759	8.90797	0.14715	0.655388	0.29242	1.09913	0.123787	1.17783	0.101704	-12.47517	-12892.03	-12904.5
4997333	0.0247103	0.0164652	0.014376	1.00295	130503	107146	9.74309	1.946	0.166759	8.44127	0.147714	0.655388	0.29242	1.09913	0.123787	1.17783	0.101704	-11.79256	-12892.88	-12904.67
4997334	0.0247103	0.016406	0.0144813	1.00295	130503	107146	9.74309	1.30754	0.0420425	8.77986	0.147714	0.655388	0.29242	1.09913	0.123787	1.15722	0.10173	-11.57357	-12893.05	-12904.62
4997335	0.0247103	0.016406	0.0145157	1.00285	130350	107146	9.95978	0.199397	0.225237	8.77986	0.146462	0.658482	0.29242	1.09913	0.123787	1.15722	0.10173	-13.70666	-12890.86	-12904.57
4997336	0.0251821	0.0164008	0.0145157	1.00285	130260	107146	9.95978	0.385412	0.271457	8.77986	0.147015	0.658482	0.29242	1.09913	0.123787	1.19578	0.10173	-15.74403	-12887.96	-12903.7
4997337	0.0251821	0.0164021	0.0145157	1.00285	130260	107146	9.95978	0.385412	0.271457	8.77986	0.147015	0.658482	0.292345	1.09913	0.123787	1.18233	0.10173	-15.74283	-12887.81	-12903.55
4997338	0.0241116	0.0162718	0.0145157	1.00291	130260	107146	9.95978	1.05049	0.271457	8.77986	0.147015	0.658482	0.292345	1.09913	0.124732	1.18233	0.101761	-15.7424	-12887.72	-12903.46
4997339	0.0241116	0.0162718	0.0145157	1.00291	130299	107119	9.95978	0.925722	0.271457	8.77986	0.147015	0.658482	0.292345	1.09913	0.123474	1.18233	0.101761	-14.5504	-12888.2	-12902.75
4997340	0.0241116	0.0162718	0.0145157	1.00291	130299	107119	9.95978	2.01739	0.389812	8.77986	0.147015	0.649699	0.292345	1.09913	0.123474	1.18233	0.101761	-15.07568	-12888.22	-12903.3
4997341	0.0233816	0.0162718	0.0145157	1.00291	130299	107125	9.99866	2.09567	0.284895	8.77986	0.147015	0.649287	0.292345	1.09913	0.123496	1.18233	0.101813	-14.71385	-12887.93	-12902.65
4997342	0.0233816	0.016219	0.0145157	1.003	130306	107125	9.99866	3.39249	0.284895	8.77986	0.1475	0.649287	0.292345	1.09129	0.123496	1.18233	0.101813	-15.35449	-12887.59	-12902.94
4997343	0.0233816	0.0161486	0.0145157	1.003	130306	107125	9.99866	3.39249	0.339762	10.1472	0.1475	0.649287	0.290748	1.09129	0.124095	1.20734	0.101813	-16.50494	-12886.39	-12902.89
4997344	0.0233816	0.0162693	0.0145157	1.00277	130306	107125	9.99866	4.15475	0.339762	10.1472	0.1475	0.648878	0.289514	1.09129	0.124095	1.20734	0.101879	-16.34949	-12889.08	-12905.43
4997345	0.0230453	0.0163205	0.0145157	1.00277	130314	107125	9.99866	4.09178	0.339762	10.1472	0.1475	0.648878	0.289696	1.09129	0.123001	1.21714	0.101879	-16.12635	-12890.37	-12906.5
4997346	0.0237034	0.0163205	0.0145157	1.00288	130314	107125	9.99866	2.93742	0.339762	10.1472	0.1475	0.648878	0.289696	1.12763	0.123112	1.21714	0.101879	-15.82249	-12890.19	-12906.01
4997347	0.0237034	0.0162526	0.0148185	1.00288	130374	107125	9.99866	2.93742	0.339762	10.3172	0.1475	0.648878	0.291522	1.10603	0.123112	1.21714	0.10109	-14.95373	-12893.56	-12908.51
4997348	0.0237034	0.0162639	0.0148185	1.00288	130583	107153	9.96179	0.616717	0.275398	10.3172	0.1475	0.648878	0.291522	1.10603	0.123112	1.21714	0.10109	-14.32311	-12893.39	-12907.72
4997349	0.0237034	0.0162639	0.0146751	1.00288	130617	107216	9.96179	0.344138	0.275398	10.621	0.147052	0.648878	0.289002	1.10603	0.123112	1.21714	0.101125	-16.03781	-12893.68	-12909.72
4997350	0.0237034	0.0162481	0.014825	1.00288	130624	107216	9.96179	2.04547	0.275398	10.621	0.147052	0.648878	0.289749	1.13954	0.123112	1.21714	0.101125	-15.64194	-12891.44	-12907.08
4997351	0.0237034	0.0162481	0.014825	1.00288	130529	107223	9.96179	2.17642	0.271992	10.621	0.146279	0.648878	0.289749	1.13954	0.123112	1.21291	0.101125	-15.17781	-12891.78	-12906.96
4997352	0.0237034	0.0162481	0.0148868	1.00288	130455	107223	9.88625	2.28264	0.271992	9.80894	0.146279	0.648878	0.289409	1.07691	0.123615	1.20911	0.101125	-14.59591	-12892.58	-12907.18
4997353	0.0255701	0.0162481	0.0149672	1.00288	130502	107223	9.88625	1.4564	0.271992	9.73407	0.146153	0.648878	0.289409	1.08369	0.123615	1.20911	0.101125	-14.37613	-12891.4	-12905.78
4997354	0.0255701	0.0162817	0.0149672	1.00288	130502	107223	9.88625	1.22754	0.280738	10.0119	0.146153	0.648878	0.289409	1.07468	0.123615	1.20911	0.101125	-14.7104	-12892.09	-12906.8
4997355	0.0248552	0.0162817	0.0149839	1.00288	130502	107223	9.88625	0.784604	0.412722	10.9206	0.146153	0.665595	0.290523	1.07468	0.122709	1.20911	0.101181	-16.36872	-12892.31	-12908.68
4997356	0.0248552	0.0162268	0.0149839	1.00288	130502	107223	9.88625	3.76206	0.307437	8.93556	0.146491	0.665595	0.290523	1.07468	0.122709	1.20911	0.101371	-14.59212	-12892.54	-12907.13
4997357	0.0249273	0.0162268	0.0149839	1.00288	130502	107064	9.88625	2.13349	0.171894	8.93556	0.146491	0.657523	0.290523	1.07468	0.122709	1.20911	0.101241	-11.55254	-12893.93	-12905.48
4997358	0.0234647	0.0162268	0.0149839	1.00288	130502	107064	9.86519	2.13349	0.117845	8.93556	0.146491	0.658398	0.288662	1.09405	0.123336	1.20911	0.101241	-11.31897	-12892.41	-12903.73
4997359	0.0234647	0.0162268	0.0149839	1.00288	130502	107064	9.76566	0.34358	0.117845	9.8056	0.146491	0.658398	0.288662	1.09405	0.123336	1.21693	0.101241	-12.25036	-12893.46	-12905.71
4997360	0.0234647	0.0161494	0.0149839	1.00304	130502	107064	9.76566	0.379969	0.0447098	9.8056	0.147126	0.658398	0.288662	1.09405	0.124012	1.22171	0.101241	-12.41161	-12895.79	-12908.2
4997361	0.0234647	0.0161494	0.0149839	1.00297	130502	107064	9.88602	1.79219	0.0447098	9.8056	0.146792	0.658398	0.288732	1.1033	0.124012	1.22171	0.101241	-12.01785	-12892.94	-12904.96
4997362	0.0234647	0.0161541	0.0149839	1.00297	130502	107064	9.77313	4.64268	0.0447098	9.60184	0.147115	0.658398	0.289949	1.1033	0.122941	1.22699	0.101241	-13.10348	-12892.96	-12906.07
4997363	0.0234647	0.0161541	0.0149847	1.00297	130502	107064	9.86659	4.24378	0.0447098	9.60184	0.147115	0.642047	0.288397	1.1033	0.122941	1.22699	0.101241	-12.80833	-12892.89	-12905.7
4997364	0.0234647	0.0160346	0.0150219	1.00297	130502	107064	9.86659	4.4142	0.0447098	9.60184	0.14695	0.642047	0.288397	1.1033	0.122941	1.22699	0.101241	-12.95813	-12892.65	-12905.61
4997365	0.0234647	0.0160346	0.0150219	1.00297	130502	107058	9.94413	4.4142	0.149879	10.089	0.14695	0.642047	0.288397	1.1033	0.123072	1.19781	0.101241	-13.66802	-12891.17	-12904.84
4997366	0.0234647	0.0160346	0.0150219	1.00297	130518	107058	9.94413	4.86506	0.149879	10.089	0.14695	0.642047	0.288397	1.1033	0.123072	1.19781	0.101311	-14.08653	-12891.5	-12905.59
4997367	0.0234647	0.0161043	0.0150219	1.00297	130518	107058	9.94413	4.86506	0.149879	11.1963	0.14695	0.642047	0.289965	1.13563	0.124461	1.19781	0.101245	-14.78434	-12895.4	-12910.18
4997368	0.0234647	0.0161043	0.0150219	1.00281	130518	107133	9.94413	4.86506	0.374666	9.35951	0.14695	0.642047	0.287621	1.13563	0.124461	1.22177	0.101245	-14.61963	-12895.79	-12910.41
4997369	0.0234647	0.0160675	0.0150219	1.00281	130518	107133	9.94413	4.00161	0.0505753	8.93363	0.14695	0.654367	0.288561	1.13563	0.124461	1.22177	0.101354	-12.28918	-12895.91	-12908.2
4997370	0.0234647	0.0160711	0.0150219	1.00306	130518	107133	9.76408	4.00161	0.0338746	7.48826	0.14695	0.654367	0.290224	1.13842	0.124938	1.22177	0.101354	-12.1093	-12901.54	-12913.65
4997371	0.0234647	0.0160669	0.0147073	1.00306	130518	107133	9.75802	4.00161	0.00786143	10.5459	0.14695	0.65085	0.29137	1.11321	0.123551	1.22177	0.101354	-13.72842	-12892.93	-12906.65
