"iter"	"buildSrxn1Base.1."	"degradSrxn1.1."	"Km_NRF2_ACETYLATED_SRXN1.1."	"hill_Srxn1.1."	"Vmax_buildSrxn1.1."	"Km_Srxn1.1."	"hill_acetylated_SRXN1.1."	"r.1."	"decay.1."	"r.1.1."	"decay.1.1."	"r.1.2."	"decay.1.2."	"r.1.3."	"decay.1.3."	"r.1.4."	"decay.1.4."	"LnPrior"	"LnData"	"LnPosterior"
4995587	0.0226412	0.0160619	0.0135266	1.00359	130424	107214	9.8749	1.03188	0.109006	7.56924	0.149213	0.641049	0.294191	1.11129	0.125947	1.15038	0.103418	-14.31671	-12890.91	-12905.22
4995588	0.0226412	0.0160995	0.0135266	1.00359	130424	107144	9.8749	1.03188	0.221739	9.15933	0.149213	0.641049	0.294191	1.06072	0.126378	1.15038	0.103418	-15.00325	-12888.96	-12903.96
4995589	0.0216739	0.0160159	0.0135266	1.00387	130370	107144	9.8749	1.42205	0.221739	9.15933	0.149213	0.641049	0.294191	1.10738	0.126345	1.15038	0.103418	-16.60639	-12889.85	-12906.46
4995590	0.0216739	0.0159482	0.0135266	1.00378	130370	107144	9.8749	2.69191	0.221739	9.15933	0.149213	0.641049	0.294191	1.10738	0.126345	1.17536	0.103418	-16.45376	-12888.98	-12905.44
4995591	0.0216739	0.015915	0.0135266	1.00378	130370	107171	9.8749	2.96532	0.221739	10.2728	0.149213	0.641049	0.294191	1.10259	0.126345	1.1277	0.103418	-17.75264	-12889.1	-12906.85
4995592	0.0216739	0.0160683	0.0135266	1.00378	130370	107171	9.9224	4.44623	0.221739	10.2728	0.149213	0.641049	0.294191	1.10259	0.126345	1.16407	0.103418	-18.6268	-12888.93	-12907.56
4995593	0.0216739	0.0159142	0.0135266	1.00378	130435	107119	9.89681	5.46074	0.221739	12.3877	0.149213	0.622636	0.294191	1.08086	0.126345	1.14845	0.103418	-19.76015	-12887.66	-12907.42
4995594	0.0216739	0.0160267	0.0135266	1.00366	130317	107047	9.99144	4.26925	0.221739	12.7536	0.149825	0.619498	0.294191	1.09357	0.126345	1.14845	0.103338	-20.059	-12885.89	-12905.95
4995595	0.0216739	0.0160267	0.0135963	1.00366	130240	107047	9.99144	3.23087	0.59141	10.9431	0.149825	0.629997	0.294191	1.09357	0.125472	1.139	0.103505	-21.56035	-12887.16	-12908.72
4995596	0.0237526	0.0161042	0.0135963	1.0036	130240	107086	9.99144	3.23087	0.914624	8.16813	0.149825	0.629997	0.294191	1.0914	0.125764	1.139	0.10349	-21.58501	-12887.11	-12908.69
4995597	0.0237526	0.0161042	0.0135963	1.0036	130231	107113	9.99144	1.33512	0.295976	8.04744	0.149825	0.634405	0.294191	1.06948	0.125764	1.139	0.103081	-17.81778	-12887.26	-12905.08
4995598	0.0237526	0.0161042	0.0135963	1.0036	130231	107051	9.99144	1.8784	0.295976	8.04744	0.149825	0.634405	0.294191	1.06948	0.125764	1.1445	0.103081	-17.58484	-12887.57	-12905.15
4995599	0.0236612	0.0162137	0.0135963	1.00356	130341	107051	9.96195	2.33593	0.344099	8.04744	0.149825	0.634405	0.294191	1.08491	0.125999	1.14348	0.103081	-15.24322	-12888.1	-12903.35
4995600	0.0236612	0.0162118	0.0135963	1.00355	130445	107015	9.96195	2.30087	0.344099	9.16816	0.149825	0.634405	0.292736	1.08491	0.125999	1.14348	0.10305	-14.71263	-12891.77	-12906.49
4995601	0.0236612	0.0161881	0.0135963	1.00366	130445	107087	9.96195	0.118903	0.344099	9.16816	0.149825	0.627575	0.292399	1.08491	0.125999	1.14348	0.103364	-15.43223	-12888.99	-12904.42
4995602	0.0236611	0.0161649	0.0135963	1.00366	130445	107057	9.96195	0.413957	0.344099	9.16816	0.149825	0.626592	0.292399	1.06947	0.126616	1.14348	0.103364	-15.21227	-12889.83	-12905.05
4995603	0.0236611	0.0161782	0.0135963	1.00362	130445	107177	9.95404	1.16892	0.123413	6.99031	0.149608	0.626592	0.296254	1.09278	0.126616	1.14348	0.103364	-13.36176	-12892.45	-12905.81
4995604	0.0232429	0.0160937	0.0135963	1.00356	130445	107195	9.95404	1.16892	0.123413	8.52001	0.149608	0.626592	0.292404	1.09278	0.126433	1.1399	0.103294	-14.56932	-12888.54	-12903.11
4995605	0.0232429	0.0161369	0.0136308	1.00356	130445	107241	9.95404	1.4825	0.345107	9.15856	0.149608	0.626592	0.292383	1.09385	0.126825	1.16937	0.103294	-16.84246	-12887.32	-12904.16
4995606	0.0233476	0.0161369	0.0136308	1.00343	130445	107313	9.95404	0.360516	0.345107	8.52621	0.149608	0.626592	0.29529	1.09385	0.126825	1.15767	0.103294	-17.73614	-12886.77	-12904.51
4995607	0.0233476	0.0159168	0.0136628	1.00365	130445	107315	9.95404	0.360516	0.345107	8.52621	0.149608	0.626592	0.29529	1.10707	0.12663	1.15767	0.103582	-18.53277	-12887.64	-12906.17
4995608	0.0233476	0.0159168	0.0136628	1.00365	130337	107141	9.9291	2.1651	0.345107	8.52621	0.149608	0.626592	0.29529	1.10707	0.12663	1.18535	0.102975	-16.4302	-12887.84	-12904.27
4995609	0.0233476	0.0159918	0.0136628	1.00357	130391	107165	9.9291	0.306993	0.345107	8.52621	0.149784	0.650629	0.29529	1.10518	0.127431	1.18535	0.103262	-15.68812	-12890.1	-12905.79
4995610	0.0237787	0.0160869	0.0135649	1.00357	130268	107111	9.94736	0.996197	0.345107	8.52621	0.149784	0.624895	0.29529	1.10518	0.127287	1.18535	0.103225	-17.31595	-12888.19	-12905.5
4995611	0.0237787	0.0160869	0.0136491	1.00357	130484	107149	9.94736	1.50046	0.228511	7.36025	0.149784	0.624895	0.29529	1.10518	0.127287	1.18535	0.103225	-13.32045	-12891.25	-12904.57
4995612	0.0237787	0.0161342	0.0136491	1.00357	130548	107149	9.94736	0.543313	0.16981	8.66052	0.149784	0.624895	0.29529	1.05554	0.126928	1.18535	0.103225	-14.12749	-12890.47	-12904.59
4995613	0.0237787	0.0161109	0.0135448	1.00357	130548	107149	9.94736	0.543313	0.16981	8.66052	0.149784	0.624895	0.29529	1.05554	0.12718	1.18535	0.103306	-14.1268	-12890.2	-12904.33
4995614	0.0237787	0.0161109	0.0135448	1.00357	130514	107149	9.93091	2.01445	0.16981	9.53929	0.149784	0.624895	0.29529	1.0808	0.127013	1.18535	0.103306	-14.7206	-12887.49	-12902.22
4995615	0.0237787	0.0161109	0.0135915	1.00357	130514	107149	9.93091	3.36828	0.16981	10.6641	0.150582	0.638001	0.29529	1.11364	0.127003	1.18779	0.103306	-15.95499	-12892.14	-12908.09
4995616	0.0237787	0.0160871	0.0135915	1.00357	130514	107081	9.93091	3.36828	0.16981	11.4593	0.150582	0.638001	0.29529	1.11626	0.127428	1.18779	0.103306	-16.07277	-12894.12	-12910.2
4995617	0.0235784	0.0159934	0.0136624	1.00373	130482	107056	9.93091	3.36828	0.16981	8.0129	0.150582	0.638001	0.29529	1.07487	0.126517	1.18779	0.103306	-14.16379	-12890.56	-12904.72
4995618	0.0235784	0.0158983	0.0136624	1.00365	130482	107088	9.93091	0.854021	0.16981	8.00642	0.150582	0.638001	0.29529	1.0971	0.126359	1.18779	0.103333	-13.26934	-12891.34	-12904.61
4995619	0.0235784	0.0158983	0.0136624	1.0038	130482	107088	9.93091	0.681119	0.16981	10.3087	0.150582	0.633565	0.29529	1.0987	0.126359	1.18779	0.103333	-15.99015	-12888.06	-12904.05
4995620	0.0235784	0.0158983	0.0136624	1.00376	130482	107088	9.93091	1.39209	0.16981	10.3087	0.150128	0.633565	0.29529	1.0987	0.126359	1.18779	0.103333	-15.62055	-12886.98	-12902.6
4995621	0.0235784	0.0159698	0.0136624	1.00376	130370	107088	9.78373	2.23739	0.16981	10.4347	0.150128	0.633565	0.294409	1.07375	0.126433	1.18779	0.103218	-16.58253	-12888.08	-12904.66
4995622	0.0235784	0.0159698	0.0136624	1.00376	130490	107088	9.78373	2.23739	0.16981	10.4347	0.150128	0.633565	0.294409	1.07375	0.126433	1.18779	0.103218	-15.55526	-12888.6	-12904.15
4995623	0.0235402	0.0159698	0.0137259	1.00375	130490	107026	9.78373	2.23739	0.16981	6.55688	0.150128	0.633565	0.294409	1.10213	0.126433	1.18779	0.103218	-12.69423	-12893.88	-12906.58
4995624	0.0235402	0.0159698	0.0137259	1.00385	130490	107026	9.81784	2.04293	0.16981	6.55688	0.150128	0.637768	0.29553	1.10213	0.126433	1.18718	0.102975	-12.96362	-12893.83	-12906.8
4995625	0.0235402	0.0158884	0.0137259	1.00383	130490	107165	9.81784	0.058738	0.16981	6.65871	0.150128	0.637768	0.295003	1.10213	0.126433	1.18718	0.10297	-13.55173	-12891.87	-12905.43
4995626	0.0235402	0.0158506	0.0137259	1.00383	130490	107165	9.81784	0.058738	0.235982	8.41192	0.150128	0.637768	0.295003	1.10213	0.126433	1.18718	0.103137	-15.26225	-12887.93	-12903.19
4995627	0.0235402	0.0158506	0.0137259	1.00383	130522	107173	9.8881	2.05564	0.226339	8.41192	0.150128	0.637768	0.295003	1.10213	0.126255	1.18718	0.102927	-15.24246	-12887.89	-12903.13
4995628	0.0235402	0.0159186	0.0137259	1.00383	130522	107156	9.8881	3.20585	0.0661817	9.19621	0.149845	0.645079	0.295003	1.10213	0.126372	1.18718	0.102619	-15.37428	-12890.11	-12905.49
4995629	0.0235402	0.0159186	0.0137259	1.00383	130522	107110	9.90622	4.29966	0.178192	9.19621	0.149585	0.645079	0.295003	1.10213	0.126372	1.18718	0.102733	-16.09709	-12888.87	-12904.97
4995630	0.0235402	0.0159186	0.0137259	1.00383	130539	107213	9.90622	4.29966	0.178192	9.19621	0.149122	0.645079	0.295003	1.09537	0.12603	1.17759	0.102733	-17.46297	-12887.66	-12905.12
4995631	0.0235402	0.0159578	0.0137259	1.00383	130539	107213	9.90622	3.1888	0.0538983	8.40959	0.149122	0.645079	0.295003	1.09537	0.126431	1.17759	0.10334	-15.75133	-12887.14	-12902.89
4995632	0.0235402	0.0159578	0.0137259	1.00383	130539	107213	9.90622	0.983688	0.0538983	8.40959	0.149122	0.640728	0.294151	1.07195	0.12618	1.17759	0.103351	-15.22922	-12887.39	-12902.62
4995633	0.0235402	0.0159578	0.0137259	1.00383	130539	107213	9.76728	0.983688	0.0538983	8.41877	0.149122	0.640728	0.294151	1.07195	0.12618	1.17759	0.103351	-15.13827	-12888.93	-12904.07
4995634	0.0235402	0.0159187	0.0137259	1.00383	130539	107213	9.91511	3.23387	0.0538983	9.79251	0.149122	0.640728	0.294151	1.09062	0.12533	1.14326	0.103437	-16.69591	-12888.55	-12905.24
4995635	0.0235402	0.0160566	0.0137259	1.00383	130539	107213	9.91511	2.669	0.0538983	9.79251	0.149122	0.640728	0.293831	1.09062	0.125173	1.11207	0.102694	-16.49913	-12890.84	-12907.34
4995636	0.0235402	0.0160727	0.0137259	1.00383	130538	107085	9.80205	3.74124	0.0538983	9.74096	0.149122	0.630735	0.293831	1.09062	0.126151	1.14683	0.102544	-15.35892	-12890.35	-12905.71
4995637	0.0235402	0.0160246	0.0137259	1.00383	130538	107194	9.80205	3.74124	0.0538983	9.36908	0.149122	0.630735	0.293831	1.11616	0.126151	1.12573	0.102544	-16.28368	-12893.4	-12909.68
4995638	0.0234081	0.0160246	0.0137259	1.00383	130538	107194	9.80205	5.0566	0.0538983	9.36908	0.149122	0.630735	0.293831	1.11616	0.126151	1.12573	0.102544	-17.52351	-12893.38	-12910.91
4995639	0.0230602	0.0160206	0.0137259	1.00381	130538	107162	9.80205	5.0566	0.141863	7.30533	0.149315	0.630735	0.293831	1.09551	0.126151	1.12573	0.102544	-16.55795	-12893.69	-12910.25
4995640	0.0240635	0.0160875	0.0137259	1.00381	130490	107207	9.80205	3.28925	0.218469	8.46165	0.148588	0.630735	0.293831	1.11452	0.126151	1.12573	0.102544	-16.20872	-12894.13	-12910.34
4995641	0.0240635	0.016141	0.0137219	1.00381	130490	107182	9.80205	3.28925	0.0809163	8.21724	0.148588	0.640702	0.293831	1.11801	0.126151	1.12573	0.102544	-15.15406	-12895.03	-12910.18
4995642	0.0240635	0.016141	0.0137219	1.00381	130490	107221	9.80205	1.22936	0.152812	7.5725	0.148588	0.653634	0.294198	1.11801	0.125411	1.15769	0.102677	-14.94512	-12894.84	-12909.78
4995643	0.0240635	0.016141	0.0137219	1.00378	130572	107221	9.80205	2.12316	0.152812	7.5725	0.148588	0.653634	0.294198	1.11801	0.126372	1.18924	0.102677	-15.13957	-12896.29	-12911.43
4995644	0.0240635	0.016141	0.0137328	1.00371	130572	107129	9.96037	2.12316	0.152812	7.5725	0.148588	0.64935	0.294198	1.07987	0.125846	1.18924	0.102959	-13.69849	-12889.97	-12903.67
4995645	0.0240635	0.0160892	0.0137328	1.00371	130572	107129	9.96037	1.00785	0.152812	7.5725	0.148588	0.64935	0.294198	1.07507	0.12677	1.18924	0.102959	-13.50731	-12892.33	-12905.84
4995646	0.0240635	0.0160974	0.0137328	1.0038	130601	107129	9.96037	1.00785	0.152812	7.5725	0.148588	0.64935	0.294198	1.07507	0.12677	1.18924	0.102959	-14.05624	-12891.61	-12905.66
4995647	0.0240635	0.0160974	0.0137328	1.0039	130601	107141	9.96037	0.64965	0.152812	7.5725	0.148588	0.635971	0.294198	1.07507	0.12677	1.18924	0.102959	-14.52714	-12890.76	-12905.28
4995648	0.0240635	0.0161719	0.0137328	1.00376	130601	107105	9.96037	2.23214	0.152812	8.38911	0.148588	0.635971	0.294198	1.08023	0.12677	1.18924	0.102959	-14.42921	-12889.06	-12903.49
4995649	0.0240635	0.0160843	0.0137328	1.00376	130601	107105	9.98346	0.96623	0.152812	8.02763	0.148588	0.635971	0.294198	1.07798	0.126706	1.14499	0.102959	-14.03779	-12890.17	-12904.2
4995650	0.0230966	0.0161541	0.0137328	1.00369	130404	107105	9.98346	1.54503	0.0611658	8.02763	0.148588	0.635971	0.291966	1.07884	0.124617	1.14499	0.102901	-13.7498	-12889.84	-12903.59
4995651	0.0230966	0.0161541	0.013759	1.00369	130404	106971	9.98346	1.54503	0.0611658	8.02763	0.148588	0.635971	0.291966	1.06155	0.124808	1.19532	0.102634	-13.66859	-12893.46	-12907.13
4995652	0.0230251	0.0161541	0.0137867	1.00369	130404	107026	9.98346	1.54503	0.182159	9.40059	0.150188	0.627351	0.291966	1.06155	0.12628	1.19532	0.102634	-15.01077	-12898.37	-12913.39
4995653	0.0230489	0.0160153	0.0137867	1.00356	130404	107165	9.87026	1.54503	0.182159	8.96768	0.150188	0.627351	0.292656	1.06155	0.12628	1.19532	0.102634	-15.02645	-12893.27	-12908.29
4995654	0.0230489	0.0158376	0.0137867	1.00356	130404	107165	9.87026	3.86888	0.182159	8.96768	0.150188	0.627351	0.292656	1.06155	0.12643	1.19532	0.102634	-15.89877	-12894.53	-12910.43
4995655	0.0230489	0.0158376	0.0137867	1.00356	130404	107165	9.87026	4.49473	0.182159	9.70266	0.150188	0.627351	0.292656	1.09893	0.12643	1.19532	0.102641	-16.84206	-12892.64	-12909.48
4995656	0.0211092	0.0158376	0.0137867	1.00356	130431	107136	9.87308	4.5829	0.182159	9.70266	0.150188	0.624239	0.292656	1.09893	0.12643	1.19532	0.102701	-16.3275	-12892.49	-12908.82
4995657	0.0211092	0.0158376	0.0137867	1.00359	130529	107136	9.87308	5.66399	0.182159	9.72305	0.14967	0.621539	0.292656	1.11055	0.125448	1.18905	0.102701	-17.37057	-12893.02	-12910.39
4995658	0.0211092	0.0158523	0.0137867	1.00359	130529	107052	9.87308	4.73557	0.182159	7.9012	0.14967	0.621539	0.292656	1.11055	0.125563	1.16635	0.102701	-14.89523	-12895.64	-12910.53
4995659	0.0211092	0.0158523	0.0137867	1.00359	130511	107112	9.87308	1.58272	0.182159	7.9012	0.14967	0.622626	0.292656	1.11055	0.125563	1.15695	0.102701	-13.12821	-12894.07	-12907.2
4995660	0.0211092	0.0158523	0.0137867	1.00368	130511	107112	9.87308	0.306768	0.182159	7.9012	0.14967	0.622626	0.292656	1.10793	0.126289	1.15695	0.102701	-13.48127	-12892.75	-12906.23
4995661	0.0211092	0.0158523	0.0137867	1.00368	130511	107069	9.87308	0.306768	0.182159	7.9012	0.14967	0.622626	0.292656	1.10793	0.125804	1.15695	0.102701	-13.22815	-12892.97	-12906.2
4995662	0.0219758	0.0158523	0.0138955	1.00368	130511	107157	9.87308	0.306768	0.182159	9.64063	0.14967	0.622626	0.292656	1.10793	0.125195	1.15695	0.10306	-15.55972	-12889.41	-12904.97
4995663	0.0219758	0.0158523	0.0138479	1.00368	130511	107157	9.87308	1.88297	0.30714	8.39229	0.14967	0.615794	0.292342	1.08385	0.125195	1.15695	0.10306	-14.78801	-12890.51	-12905.29
4995664	0.0219758	0.0158523	0.013937	1.00359	130551	107160	9.87308	1.39408	0.30714	9.31282	0.148697	0.615794	0.292342	1.10521	0.125195	1.15695	0.10269	-15.28113	-12893.36	-12908.64
4995665	0.0219758	0.0159951	0.0138056	1.00359	130595	107239	9.87308	1.39408	0.30714	9.31282	0.148697	0.615794	0.292342	1.10521	0.125195	1.1646	0.103188	-16.84788	-12890.98	-12907.83
4995666	0.0219758	0.0159951	0.0138056	1.00359	130595	107135	9.87308	1.39408	0.30714	9.31282	0.148697	0.615794	0.292876	1.10521	0.125195	1.1646	0.103188	-15.24285	-12892.47	-12907.72
4995667	0.0219758	0.0160258	0.0138056	1.00367	130595	107101	9.91062	1.89188	0.30714	7.83849	0.148697	0.615794	0.292876	1.12337	0.125195	1.15812	0.103188	-14.15317	-12894.9	-12909.06
4995668	0.0221615	0.0160258	0.0138056	1.00371	130709	107181	9.91062	1.89188	0.30714	7.83849	0.148697	0.614728	0.292876	1.13092	0.125195	1.15812	0.102742	-16.7508	-12896.07	-12912.82
4995669	0.022455	0.0160839	0.0138056	1.00371	130709	107181	9.91446	2.06701	0.455024	7.83849	0.148697	0.612081	0.292876	1.13092	0.125195	1.15812	0.102673	-17.47018	-12896.92	-12914.39
4995670	0.022455	0.0160839	0.0138056	1.00371	130709	107181	9.75804	0.193212	0.455024	7.83849	0.148697	0.624784	0.292876	1.09446	0.125195	1.15812	0.103119	-17.30207	-12891.1	-12908.4
4995671	0.022455	0.0161754	0.0138056	1.00354	130709	107181	9.75804	0.193212	0.455024	7.83849	0.148697	0.630639	0.292876	1.08852	0.125195	1.15812	0.103119	-16.69884	-12890.92	-12907.61
4995672	0.022455	0.0161751	0.0138056	1.00354	130709	107126	9.75804	0.193212	0.455024	7.83849	0.148697	0.63153	0.292876	1.09418	0.125195	1.15812	0.103119	-16.02553	-12891.61	-12907.64
4995673	0.022455	0.0161751	0.0138056	1.00354	130689	107228	9.80199	0.193212	0.455024	7.83849	0.148697	0.640221	0.292876	1.09418	0.124936	1.17148	0.102977	-17.17514	-12889.83	-12907.01
4995674	0.0223129	0.0161751	0.013784	1.00354	130689	107228	9.80199	1.35591	0.455024	9.23421	0.148697	0.629288	0.292876	1.09418	0.124936	1.17148	0.102977	-18.21267	-12889	-12907.21
4995675	0.0223129	0.0161751	0.013784	1.00354	130546	107228	9.99645	1.70902	0.412606	9.23421	0.148697	0.634295	0.292876	1.07231	0.125047	1.17148	0.102977	-16.69094	-12886.76	-12903.45
4995676	0.0223129	0.0160014	0.013784	1.00362	130385	107228	9.98903	1.62406	0.596332	9.23421	0.148697	0.634295	0.292876	1.06312	0.1253	1.17148	0.102645	-18.70901	-12887.51	-12906.22
4995677	0.0234928	0.0160014	0.013784	1.00362	130385	107251	9.98974	1.62406	0.596332	9.23421	0.148551	0.616619	0.292876	1.06526	0.126802	1.17148	0.103692	-19.18821	-12895.11	-12914.3
4995678	0.0234928	0.0160014	0.013784	1.0035	130385	107173	9.93243	1.62406	0.596332	8.45868	0.148551	0.616619	0.292876	1.07654	0.126802	1.17148	0.103692	-16.70083	-12896.49	-12913.19
4995679	0.0234928	0.016157	0.013784	1.00347	130590	107173	9.95568	2.01964	0.596332	10.3956	0.148551	0.616619	0.292876	1.0843	0.125553	1.17148	0.103642	-17.7071	-12893.82	-12911.53
4995680	0.0234928	0.0161549	0.0137787	1.00358	130590	107192	9.9593	2.91011	0.237389	11.1662	0.148551	0.616619	0.292876	1.0843	0.125169	1.17148	0.103642	-17.46822	-12893.36	-12910.83
4995681	0.0234928	0.016206	0.0137787	1.00358	130468	107192	9.9593	2.68133	0.237389	9.25041	0.148551	0.637061	0.292876	1.09514	0.125169	1.17429	0.102768	-15.66452	-12886.4	-12902.07
4995682	0.0234928	0.016206	0.0138391	1.00358	130468	107232	9.88935	3.10052	0.237389	9.25041	0.148551	0.637061	0.292876	1.09514	0.125169	1.16084	0.102768	-16.50823	-12887.13	-12903.64
4995683	0.0234928	0.016206	0.0138391	1.00347	130378	107185	9.88935	1.28798	0.237389	10.6509	0.148551	0.637061	0.292876	1.08217	0.124199	1.14777	0.102979	-17.14897	-12888.77	-12905.92
4995684	0.0232625	0.0161928	0.0138391	1.00338	130378	107185	9.88935	1.28798	0.237389	10.6509	0.148551	0.637061	0.292876	1.07991	0.124199	1.14777	0.102979	-16.86884	-12888.99	-12905.86
4995685	0.0238034	0.0161928	0.0138391	1.00341	130378	107197	9.88935	1.28798	0.237389	10.6509	0.148551	0.632423	0.292876	1.08028	0.124199	1.14777	0.103209	-17.14485	-12890.58	-12907.72
4995686	0.0238034	0.0162063	0.0138391	1.00341	130378	107197	9.88935	0.587176	0.128504	7.20596	0.148979	0.632423	0.292755	1.1087	0.124355	1.14777	0.102693	-13.77624	-12891.58	-12905.36
4995687	0.0238034	0.0162063	0.0138391	1.0035	130378	107152	9.88935	0.73898	0.128504	7.20596	0.148979	0.634789	0.292755	1.1087	0.124993	1.13344	0.102693	-13.44214	-12891.05	-12904.5
4995688	0.0238034	0.0160568	0.0138365	1.0035	130378	107200	9.99549	2.48867	0.128504	7.20596	0.148979	0.623632	0.292755	1.1087	0.124993	1.13344	0.102693	-14.61641	-12890.73	-12905.35
4995689	0.0235456	0.0161595	0.0138365	1.0035	130378	107200	9.99549	2.72376	0.128504	7.20596	0.148979	0.639521	0.292755	1.10202	0.124993	1.16924	0.102969	-14.73076	-12887.73	-12902.46
4995690	0.0235456	0.0161595	0.0138365	1.0035	130311	107188	9.95118	1.77773	0.128504	7.20596	0.148979	0.639521	0.292755	1.10858	0.124677	1.16924	0.102888	-15.25698	-12889.33	-12904.58
4995691	0.0235456	0.0161595	0.0138365	1.00341	130352	107188	9.95118	2.02375	0.405149	7.20596	0.149242	0.639472	0.292755	1.10858	0.124677	1.16924	0.102888	-15.39798	-12889.58	-12904.98
4995692	0.0235456	0.0161622	0.013885	1.00341	130352	107188	9.95118	2.29932	0.2958	7.67253	0.149242	0.639472	0.294162	1.10634	0.124677	1.16924	0.102888	-15.28799	-12888.5	-12903.78
4995693	0.0237091	0.0160504	0.013885	1.00341	130352	107188	9.93995	2.29932	0.2958	7.67253	0.149242	0.639472	0.293901	1.102	0.124677	1.16924	0.102888	-15.2812	-12887.73	-12903.01
4995694	0.0237091	0.0161054	0.013885	1.00341	130454	107167	9.93995	2.16755	0.2958	10.276	0.149242	0.639472	0.293901	1.102	0.124677	1.16924	0.103264	-15.76306	-12889.42	-12905.18
4995695	0.0237091	0.0161054	0.013885	1.00339	130454	107204	9.93995	2.16755	0.2958	7.89133	0.149242	0.638573	0.293901	1.102	0.12529	1.16924	0.103264	-14.4347	-12889.02	-12903.46
4995696	0.0237091	0.0161054	0.013885	1.00339	130413	107191	9.93995	0.773523	0.0692178	9.26567	0.149242	0.632475	0.293901	1.08391	0.12529	1.16924	0.103264	-14.72804	-12887.9	-12902.63
4995697	0.0237858	0.0161054	0.0137422	1.00339	130413	107117	9.93995	1.62998	0.136721	9.64785	0.149242	0.621943	0.293901	1.08391	0.12529	1.16924	0.102638	-14.29966	-12891.4	-12905.7
4995698	0.0237858	0.0161858	0.0137422	1.00359	130413	107067	9.93995	2.50018	0.136721	9.64785	0.149242	0.636633	0.293901	1.09334	0.12529	1.16924	0.102906	-14.73883	-12886.18	-12900.91
4995699	0.0237858	0.0161858	0.0137422	1.00359	130413	107080	9.97993	2.50018	0.136721	9.64785	0.149242	0.633009	0.293033	1.09334	0.125988	1.16924	0.102607	-14.8231	-12887.26	-12902.08
4995700	0.0237858	0.0161858	0.0137422	1.00356	130374	107065	9.62088	0.428997	0.140863	9.64785	0.149387	0.633009	0.293033	1.11333	0.125988	1.21696	0.103155	-15.08775	-12895.25	-12910.34
4995701	0.0237858	0.0161495	0.0137422	1.00355	130374	107054	9.81272	0.428997	0.140863	9.64785	0.149387	0.624895	0.293033	1.11333	0.126082	1.16612	0.103082	-15.13502	-12888.84	-12903.97
4995702	0.0237858	0.0161131	0.0137422	1.00355	130374	107024	9.81272	1.70341	0.140863	9.64785	0.149387	0.624895	0.293033	1.0562	0.126082	1.16612	0.103082	-14.87247	-12889.72	-12904.59
4995703	0.0237858	0.0161131	0.0137422	1.00361	130374	107043	9.8204	0.999842	0.140863	9.64785	0.149197	0.624895	0.293033	1.0562	0.1248	1.16612	0.102927	-15.16203	-12890.9	-12906.06
4995704	0.0237858	0.0161859	0.0137422	1.00353	130443	107197	9.89924	1.24082	0.140863	9.64785	0.149197	0.624895	0.293033	1.06935	0.125001	1.17734	0.102927	-15.5041	-12887.77	-12903.28
4995705	0.0237858	0.0161859	0.0137422	1.00353	130480	107104	9.89924	1.24082	0.140863	9.64785	0.149197	0.625541	0.293033	1.09787	0.125001	1.17734	0.103159	-14.20353	-12887.94	-12902.15
4995706	0.0237858	0.0161859	0.013667	1.00353	130480	107153	9.8072	1.24082	0.140863	9.64785	0.149197	0.629925	0.294924	1.08856	0.124992	1.15676	0.103159	-14.61418	-12889.18	-12903.8
4995707	0.0237858	0.0161859	0.013667	1.00353	130480	107153	9.8072	1.19437	0.140863	9.64785	0.149234	0.629925	0.294924	1.08856	0.126282	1.15676	0.103159	-14.62119	-12887.48	-12902.1
4995708	0.0226914	0.0161306	0.013667	1.00353	130480	107215	9.8072	2.50367	0.140863	9.64785	0.149234	0.629925	0.294924	1.05895	0.126282	1.13386	0.103159	-15.60317	-12889.85	-12905.45
4995709	0.0226914	0.0161306	0.013667	1.00359	130480	107258	9.64475	2.50367	0.140863	9.50015	0.149234	0.629925	0.294924	1.05509	0.126871	1.18069	0.103159	-16.45125	-12893.58	-12910.03
4995710	0.0254113	0.0161306	0.013667	1.00348	130480	107230	9.64475	4.48093	0.140863	8.05519	0.149532	0.629925	0.294924	1.09197	0.127158	1.18069	0.103159	-15.97325	-12894.16	-12910.14
4995711	0.0254113	0.0161306	0.013667	1.00367	130628	107248	9.64475	3.80142	0.140863	9.57111	0.149532	0.629925	0.294924	1.09227	0.125691	1.18069	0.103159	-17.73627	-12891.99	-12909.73
4995712	0.0254113	0.0162348	0.013667	1.00367	130628	107231	9.89132	2.53164	0.140863	9.57111	0.149532	0.633938	0.294924	1.09227	0.125569	1.16341	0.103159	-16.98217	-12889.65	-12906.63
4995713	0.0243122	0.0160775	0.013667	1.00367	130628	107227	9.89132	4.07372	0.0358212	9.33507	0.149532	0.627694	0.294924	1.09227	0.125569	1.17824	0.103159	-17.14896	-12887.63	-12904.78
4995714	0.0223557	0.0158931	0.013667	1.00391	130628	107045	9.91877	3.2825	0.0358212	9.33507	0.149532	0.627694	0.294943	1.09227	0.125569	1.17824	0.103296	-15.6149	-12887.56	-12903.18
4995715	0.0223557	0.0158931	0.013667	1.00405	130624	107061	9.91877	2.15131	0.284267	9.33507	0.149532	0.627694	0.294943	1.09083	0.125569	1.16443	0.103296	-16.69047	-12887.48	-12904.17
4995716	0.0223557	0.0158344	0.013667	1.00405	130624	107023	9.99691	2.15131	0.284267	9.33507	0.149532	0.627694	0.294943	1.1025	0.125569	1.16443	0.103296	-16.70774	-12886.95	-12903.66
