"time" "Simulation" "dose1" "dose2" "Nrf2_observed" "Nrf2max_observed" "Nrf2min_observed" "Nrf2_SD" "Srxn1_observed" "Srxn1_SD" "medianM" "LCLM" "UCLM" "medianH" "LCLH" "UCLH" "medianL" "LCLL" "UCLL" "Chemical" "Times" "variables"
"Srxn1_1.1" 0 "Simu1" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 "ETA" 0 "Srxn1"
"Srxn1_1.2" 1 "Simu1" 1 0 0.0848750986934435 0.204181701694327 0 0.10635642055538 0.000886921989113963 0.00153619394749543 0.03545165 0.0320865025 0.038796 0.03545165 0.0320865025 0.038796 0.03545165 0.0320865025 0.038796 "ETA" 1 "Srxn1"
"Srxn1_1.3" 2 "Simu1" 1 0 0.052937214919542 0.158811644758626 0 0.09168994585184 0 0 0.0741869 0.0675888775 0.0807636125 0.09321845 0.0863777475 0.100015 0.06998405 0.0633647375 0.0765561 "ETA" 2 "Srxn1"
"Srxn1_1.4" 3 "Simu1" 1 0 0.0534403713482146 0.160321114044644 0 0.0925614383504558 0 0 0.111877 0.102168975 0.12158655 0.1602155 0.14912485 0.1718171 0.103616 0.09385258 0.113309525 "ETA" 3 "Srxn1"
"Srxn1_1.5" 4 "Simu1" 1 0 0.0590229878502831 0.177068963550849 0 0.102230813771211 0 0 0.154169 0.14127375 0.1668533 0.2610155 0.2425917 0.281104275 0.136378 0.12357175 0.149094325 "ETA" 4 "Srxn1"
"Srxn1_1.6" 5 "Simu1" 1 0 0.0678948963343976 0.203684689003193 0 0.117597410025799 0 0 0.2083005 0.192031425 0.22449305 0.417524 0.389372875 0.447789875 0.1682715 0.1525488 0.183930775 "ETA" 5 "Srxn1"
"Srxn1_1.7" 6 "Simu1" 1 0 0.0574520298857361 0.172356089657208 0 0.0995098347600605 0.0101608686453664 0.0130869822939366 0.2789205 0.25935795 0.29871515 0.625085 0.5918856 0.657569775 0.199343 0.18073345 0.2178438 "ETA" 6 "Srxn1"
"Srxn1_1.8" 7 "Simu1" 1 0 0.0589604261467463 0.174507198400269 0 0.10007348049141 0.0405246699742735 0.0486838797811672 0.342351 0.319924475 0.36470855 0.791607 0.75917295 0.822664525 0.229607 0.208183525 0.250888025 "ETA" 7 "Srxn1"
"Srxn1_1.9" 8 "Simu1" 1 0 0.0586325596933459 0.175897679080038 0 0.10155457236669 0.0620260875662814 0.0784445025437086 0.4059225 0.38115625 0.430375125 0.949989 0.9188218 0.980785075 0.259084 0.235044225 0.2830152 "ETA" 8 "Srxn1"
"Srxn1_1.10" 9 "Simu1" 1 0 0.0849263000804058 0.201644395643958 0 0.104513895098623 0.144039286998074 0.0924584951980786 0.467763 0.44069455 0.494447075 1.10395 1.0719295 1.13569025 0.287797 0.261165775 0.314309175 "ETA" 9 "Srxn1"
"Srxn1_1.11" 10 "Simu1" 1 0 0.0454933516887238 0.136480055066171 0 0.078796796531469 0.0818268628712168 0.0765508836729029 0.5512925 0.521979975 0.580281925 1.28164 1.2478795 1.3154805 0.315781 0.2865733 0.344793125 "ETA" 10 "Srxn1"
"Srxn1_1.12" 11 "Simu1" 1 0 0.0414589992375305 0.124376997712591 0 0.0718090931103622 0.0902926692852587 0.0924177890072583 0.5977605 0.566193625 0.628923875 1.39381 1.35809975 1.4293015 0.3430285 0.311383 0.374397 "ETA" 11 "Srxn1"
"Srxn1_1.13" 12 "Simu1" 1 0 0.0576963004682615 0.173088901404785 0 0.0999329238197889 0.0887493662718628 0.082682699549551 0.6393705 0.605742375 0.672768125 1.4924 1.45482975 1.529522 0.369539 0.3356384 0.40324905 "ETA" 12 "Srxn1"
"Srxn1_1.14" 13 "Simu1" 1 0 0.047016182662267 0.141048547986801 0 0.0814344171489854 0.102682729242107 0.0875312389506689 0.6937325 0.657916925 0.72907915 1.639975 1.60043775 1.6789205 0.395369 0.3592455 0.4314 "ETA" 13 "Srxn1"
"Srxn1_1.15" 14 "Simu1" 1 0 0.0448418397875954 0.134525519362786 0 0.0776683448169788 0.110965094485358 0.094311475288801 0.736381 0.69832845 0.773682425 1.74994 1.70886775 1.79060125 0.420519 0.382189875 0.458843 "ETA" 14 "Srxn1"
"Srxn1_1.16" 15 "Simu1" 1 0 0.0435273348674295 0.130582004602289 0 0.0753915555084522 0.115828386982367 0.124574697370349 0.77521 0.735208875 0.81448205 1.84973 1.80738725 1.89189125 0.44504 0.40459795 0.485430425 "ETA" 15 "Srxn1"
"Srxn1_1.17" 16 "Simu1" 1 0 0.0520874735115024 0.156262420534507 0 0.0902181505598202 0.103239182977206 0.115770910422911 0.811209 0.7691011 0.852359625 1.94089 1.89712975 1.98432 0.468904 0.4264708 0.5112542 "ETA" 16 "Srxn1"
