"iter"	"ks_Srxn1"	"kd_Srxn1"	"Ka_Srxn1"	"hill_Srxn1"	"Vmax_Srxn1"	"Km_Srxn1"	"hillact_Srxn1"	"r_Andro"	"decay_Andro"	"LnPrior"	"LnData"	"LnPosterior"
4999676	0.0223488	0.0157528	0.0146981	1.00356	130620	107107	9.99462	0.647491	0.29005	-13.9556	-12890.34	-12904.3
4999677	0.0223488	0.0157782	0.0146636	1.0035	130620	107313	9.99462	0.647491	0.29005	-17.92195	-12890.96	-12908.88
4999678	0.0223488	0.0158515	0.0146636	1.0035	130620	107313	9.99462	0.647491	0.29005	-17.87123	-12891.93	-12909.8
4999679	0.0241139	0.0158515	0.0146636	1.00354	130425	107018	9.99462	0.647491	0.292159	-14.12355	-12889.35	-12903.47
4999680	0.0242706	0.0158515	0.0146636	1.00335	130425	107158	9.99462	0.647491	0.292159	-13.33641	-12888.36	-12901.69
4999681	0.0242706	0.0158515	0.0145229	1.00344	130425	107158	9.99462	0.647491	0.292159	-13.69093	-12886.72	-12900.41
4999682	0.0242706	0.0158515	0.014573	1.0034	130425	107158	9.88445	0.647491	0.291175	-13.4534	-12887.79	-12901.24
4999683	0.0242706	0.0158515	0.014573	1.0034	130425	107158	9.7825	0.644618	0.291175	-13.24041	-12889.01	-12902.25
4999684	0.0237158	0.0158515	0.0144621	1.00346	130425	107158	9.7825	0.644618	0.291175	-13.6594	-12889.07	-12902.73
4999685	0.0237158	0.0158515	0.0144621	1.00343	130425	107158	9.7825	0.644618	0.291175	-15.38011	-12893.58	-12908.96
4999686	0.0237158	0.0158867	0.0143868	1.00343	130425	107158	9.75883	0.644618	0.291175	-15.99546	-12890.42	-12906.42
4999687	0.0237158	0.0159261	0.0143868	1.00328	130425	107158	9.74484	0.644618	0.291175	-13.59375	-12892.11	-12905.71
4999688	0.0229506	0.0159261	0.0143868	1.00338	130425	107158	9.83485	0.644618	0.291175	-14.64025	-12890.67	-12905.31
4999689	0.0232746	0.0158551	0.0144046	1.00336	130425	107158	9.83485	0.635708	0.290814	-15.51707	-12889.31	-12904.83
4999690	0.0232746	0.0158868	0.0142048	1.0036	130425	107158	9.83485	0.635708	0.291862	-16.53539	-12888.51	-12905.05
4999691	0.0236891	0.0159446	0.0142048	1.0036	130425	107158	9.83485	0.635708	0.291862	-18.2673	-12888.26	-12906.52
4999692	0.0236891	0.0159007	0.0142048	1.00359	130425	107158	9.92184	0.635708	0.292052	-21.29758	-12887.91	-12909.21
4999693	0.0236891	0.0159007	0.0142048	1.00359	130425	107158	9.92184	0.635708	0.292052	-17.22026	-12886.11	-12903.33
4999694	0.0236891	0.0159007	0.0142048	1.00366	130425	107158	9.92184	0.635708	0.292052	-17.60974	-12887.65	-12905.26
4999695	0.0236891	0.0159648	0.0142048	1.00366	130576	107158	9.92184	0.635708	0.292052	-16.28046	-12886.5	-12902.78
4999696	0.0236891	0.0159816	0.0142048	1.00366	130576	107158	9.92184	0.635708	0.292052	-17.27545	-12886.43	-12903.71
4999697	0.0236891	0.0159835	0.0142048	1.00368	130576	107158	9.91921	0.635708	0.292052	-17.16283	-12886.57	-12903.74
4999698	0.0236891	0.0159835	0.0142048	1.00361	130576	107158	9.91921	0.635708	0.290599	-16.92292	-12887.58	-12904.5
4999699	0.0236891	0.0159835	0.0142048	1.00352	130576	107256	9.91921	0.640735	0.290599	-16.53091	-12887.78	-12904.31
4999700	0.0236891	0.0160216	0.0142048	1.00352	130576	107084	9.85852	0.640735	0.290599	-13.96869	-12890.6	-12904.57
4999701	0.0236891	0.0161566	0.0142048	1.00352	130576	107084	9.85852	0.640735	0.290855	-14.23753	-12888.94	-12903.18
4999702	0.0236891	0.0161566	0.0142048	1.00352	130576	107084	9.85852	0.640735	0.293023	-14.23862	-12888.5	-12902.74
4999703	0.0236891	0.0161566	0.014211	1.0036	130576	107084	9.85852	0.640735	0.293023	-15.56916	-12889.87	-12905.44
4999704	0.0236891	0.0160916	0.0141159	1.00353	130576	107084	9.80375	0.640735	0.293023	-14.91694	-12889.74	-12904.66
4999705	0.0236891	0.0160907	0.0141793	1.00356	130576	107084	9.85609	0.640735	0.291811	-12.40621	-12891.32	-12903.73
4999706	0.0236891	0.0160907	0.0141619	1.00356	130576	107035	9.85609	0.640735	0.291811	-12.30299	-12889.92	-12902.23
4999707	0.0236891	0.0160907	0.0141619	1.00367	130576	107035	9.85609	0.640735	0.291811	-14.41402	-12889.58	-12903.99
4999708	0.0236891	0.0160907	0.0141619	1.00367	130576	107013	9.85609	0.647164	0.291811	-16.19575	-12893.79	-12909.99
4999709	0.0236891	0.016121	0.0141619	1.00376	130571	106902	9.85609	0.647164	0.291811	-17.28964	-12894.94	-12912.23
4999710	0.0236891	0.016121	0.0141619	1.00377	130571	106902	9.85609	0.647164	0.291811	-17.32668	-12892.6	-12909.93
4999711	0.0236891	0.016121	0.0141619	1.00377	130633	106902	9.85609	0.644747	0.291811	-15.49349	-12892.2	-12907.69
4999712	0.0236891	0.016121	0.0141619	1.00377	130633	107134	9.90487	0.644747	0.291241	-14.85451	-12891.97	-12906.82
4999713	0.0236891	0.016121	0.0141619	1.00377	130518	107027	9.97123	0.649368	0.291241	-13.70456	-12891.21	-12904.91
4999714	0.0232699	0.016121	0.0141619	1.00377	130518	107027	9.97123	0.642788	0.292104	-13.70351	-12890.9	-12904.6
4999715	0.0232699	0.016121	0.0141619	1.00364	130518	107027	9.97123	0.642788	0.292104	-12.19373	-12890.79	-12902.98
4999716	0.0232699	0.016121	0.0141109	1.00364	130518	106992	9.74301	0.642788	0.292104	-12.18024	-12892.45	-12904.63
4999717	0.0232939	0.016121	0.0141109	1.00362	130518	106992	9.89348	0.642788	0.292104	-13.06483	-12889.22	-12902.28
4999718	0.0232939	0.016121	0.0141109	1.00362	130518	106992	9.89348	0.642788	0.292104	-14.94509	-12887.88	-12902.82
4999719	0.0237644	0.0161363	0.0141289	1.00352	130518	106992	9.90433	0.642788	0.292104	-14.50911	-12888.27	-12902.78
4999720	0.0237644	0.0161363	0.0141289	1.00352	130518	107204	9.90433	0.642788	0.292104	-15.54717	-12887.03	-12902.58
4999721	0.0237644	0.0161363	0.0141289	1.00347	130518	107204	9.8333	0.642788	0.292104	-15.98944	-12887.36	-12903.35
4999722	0.0237644	0.0161363	0.0141289	1.00347	130518	107204	9.8333	0.642788	0.292104	-16.936	-12890.06	-12907
4999723	0.0237644	0.0161363	0.0141289	1.00351	130518	107204	9.8333	0.642788	0.292104	-16.06259	-12890.76	-12906.82
4999724	0.0237644	0.0161082	0.0141289	1.00351	130518	107204	9.8333	0.642788	0.292104	-15.90439	-12891.1	-12907
4999725	0.0236174	0.0161082	0.0141289	1.00345	130518	107204	9.8333	0.642788	0.291914	-14.56541	-12890.17	-12904.73
4999726	0.0236174	0.0161082	0.0141289	1.00345	130518	107204	9.8333	0.642788	0.292873	-15.66641	-12889.22	-12904.88
4999727	0.023877	0.0161082	0.0141289	1.00346	130518	107204	9.95888	0.642788	0.292873	-15.76836	-12887.53	-12903.3
4999728	0.023877	0.0160541	0.0141289	1.00346	130518	107204	9.95888	0.638311	0.292873	-15.4648	-12887.07	-12902.53
4999729	0.023877	0.0160541	0.0141289	1.00346	130518	107204	9.95888	0.64069	0.292873	-13.54303	-12887.01	-12900.55
4999730	0.023877	0.0160085	0.0141289	1.00352	130518	107204	9.95888	0.64069	0.292873	-13.90764	-12886.99	-12900.9
4999731	0.023877	0.0159989	0.0141289	1.00357	130518	107204	9.95888	0.64069	0.292873	-13.91096	-12886.84	-12900.75
4999732	0.023877	0.0159849	0.0141289	1.00357	130518	107204	9.95888	0.653937	0.293245	-15.54825	-12887.01	-12902.56
4999733	0.0226914	0.0159464	0.0141289	1.00357	130518	106985	9.95888	0.653937	0.293245	-14.69282	-12888.17	-12902.86
4999734	0.0226914	0.0159464	0.0142434	1.00357	130518	106985	9.95888	0.652203	0.293245	-14.64476	-12887.53	-12902.17
4999735	0.0226914	0.0158843	0.0142434	1.00357	130518	106985	9.89012	0.652203	0.293245	-12.32725	-12890.71	-12903.04
4999736	0.0226914	0.0159496	0.0142434	1.00357	130518	106985	9.91104	0.652203	0.293245	-14.26126	-12887.97	-12902.23
4999737	0.0226914	0.0159825	0.0142434	1.00357	130411	106985	9.95665	0.643019	0.293245	-14.90887	-12888.08	-12902.99
4999738	0.0226914	0.0159271	0.0142875	1.00357	130512	106985	9.95665	0.643019	0.293245	-18.18799	-12888.49	-12906.67
4999739	0.0226914	0.0159271	0.0141936	1.00357	130512	106985	9.95665	0.643019	0.293245	-16.24649	-12886.7	-12902.94
4999740	0.0239755	0.0159271	0.0141936	1.00368	130512	106985	9.95665	0.643019	0.293245	-16.61772	-12886.41	-12903.03
4999741	0.0239755	0.0159513	0.0141936	1.00368	130512	106985	9.95665	0.643019	0.293319	-16.58333	-12887.43	-12904.01
4999742	0.0239755	0.0159334	0.0141936	1.00368	130512	106985	9.95665	0.643019	0.293319	-14.94413	-12888.1	-12903.04
4999743	0.0245922	0.0159334	0.0142139	1.00376	130512	106985	9.82553	0.643019	0.293319	-13.47675	-12890.74	-12904.22
4999744	0.0245922	0.0159334	0.0142139	1.00376	130391	106973	9.82553	0.643019	0.293319	-14.18227	-12889.42	-12903.6
4999745	0.0245922	0.0158647	0.0142139	1.0038	130408	106973	9.82553	0.646881	0.293319	-14.23427	-12888.45	-12902.68
4999746	0.0245922	0.0158932	0.0142139	1.0038	130408	106973	9.8527	0.646881	0.293319	-14.09182	-12888.07	-12902.16
4999747	0.0245922	0.0158932	0.0141654	1.00385	130408	106973	9.8527	0.646881	0.293319	-13.57022	-12891.72	-12905.29
4999748	0.0245922	0.0158932	0.0141654	1.00385	130408	106973	9.97228	0.646881	0.293319	-13.14315	-12892.08	-12905.22
4999749	0.0245922	0.015942	0.0140735	1.00385	130408	107098	9.97228	0.646881	0.293319	-15.67841	-12892.91	-12908.59
4999750	0.0245922	0.015942	0.0140735	1.00368	130408	107098	9.97228	0.646881	0.293319	-13.63258	-12892.98	-12906.61
4999751	0.0245922	0.015942	0.0141707	1.00368	130341	107098	9.94302	0.646881	0.293319	-15.58154	-12886.81	-12902.39
4999752	0.0245922	0.015942	0.0141707	1.00377	130341	107098	9.94302	0.646881	0.293319	-15.75128	-12887.04	-12902.8
4999753	0.0245922	0.015942	0.0141201	1.00377	130341	107098	9.94302	0.646881	0.293319	-15.73294	-12887.27	-12903
4999754	0.0245922	0.015942	0.0141201	1.00369	130341	107098	9.94302	0.639764	0.293319	-15.77641	-12886.88	-12902.66
4999755	0.0245922	0.015942	0.0141201	1.00369	130341	107109	9.87737	0.639764	0.293319	-16.43796	-12887.32	-12903.75
4999756	0.0245922	0.0160011	0.0141201	1.00369	130341	107109	9.87737	0.639764	0.293319	-16.79789	-12887.89	-12904.69
4999757	0.0245922	0.0160011	0.0139837	1.00369	130341	107109	9.87737	0.639764	0.293319	-16.81903	-12887.67	-12904.49
4999758	0.0245922	0.0160011	0.0139837	1.0037	130341	107109	9.87737	0.639764	0.293319	-16.71108	-12888.5	-12905.21
4999759	0.0245922	0.0160182	0.0139837	1.0037	130341	107109	9.85931	0.639764	0.293319	-16.69522	-12889.5	-12906.2
4999760	0.0245922	0.0159739	0.0139837	1.0037	130341	106991	9.85931	0.639764	0.293319	-16.49311	-12889.15	-12905.65
4999761	0.0245922	0.0159739	0.0139837	1.0037	130341	107053	9.85931	0.639764	0.293319	-15.01234	-12890.28	-12905.29
4999762	0.0231608	0.0158383	0.0139837	1.0039	130341	107053	9.88527	0.628602	0.293319	-15.97363	-12889.28	-12905.26
4999763	0.0231608	0.0158383	0.0139873	1.0039	130341	107053	9.88527	0.622599	0.293319	-16.22051	-12890.09	-12906.31
4999764	0.0231608	0.0158066	0.0139873	1.0039	130341	107053	9.88527	0.622599	0.293319	-16.58931	-12890.71	-12907.3
4999765	0.0231608	0.0158066	0.0139873	1.00386	130341	107053	9.88527	0.619265	0.292626	-17.60326	-12890.23	-12907.84
4999766	0.02461	0.0158066	0.0139873	1.00387	130536	107053	9.91793	0.630036	0.292626	-15.68727	-12894.61	-12910.29
4999767	0.02461	0.0158559	0.0139873	1.00387	130536	107053	9.80395	0.630036	0.292626	-14.12885	-12891.9	-12906.03
4999768	0.02461	0.0159073	0.0139873	1.00387	130536	107053	9.91776	0.630036	0.292626	-14.49971	-12889.4	-12903.9
4999769	0.02461	0.0159896	0.0139873	1.00368	130317	107053	9.91776	0.630036	0.292626	-16.12027	-12887.05	-12903.17
4999770	0.02461	0.0159896	0.0139083	1.00368	130317	107053	9.96631	0.617973	0.292626	-18.49394	-12888.27	-12906.76
4999771	0.0245817	0.0159451	0.0139083	1.00368	130317	107053	9.96631	0.614662	0.292626	-22.19831	-12889.56	-12911.76
4999772	0.0245817	0.0159451	0.0139083	1.00368	130444	107053	9.96631	0.614662	0.292626	-22.1514	-12888.79	-12910.94
4999773	0.0245817	0.0159717	0.0139083	1.00368	130444	107053	9.96631	0.614662	0.292626	-20.31103	-12888.67	-12908.98
4999774	0.0245817	0.0159717	0.0139083	1.00381	130444	107053	9.96631	0.614662	0.292626	-20.51621	-12890.91	-12911.43
4999775	0.0245817	0.0159952	0.0139083	1.00381	130444	107053	9.96631	0.614662	0.292043	-20.3525	-12889.94	-12910.29
4999776	0.0245817	0.0159952	0.0138915	1.00381	130444	107053	9.96631	0.614662	0.292043	-20.38345	-12888.3	-12908.68
4999777	0.0245817	0.0159952	0.0138171	1.00392	130444	107053	9.96631	0.621378	0.292043	-17.40326	-12887.33	-12904.73
4999778	0.0245817	0.0159952	0.0138171	1.00392	130444	107053	9.96631	0.621378	0.292043	-17.65142	-12887.16	-12904.81
4999779	0.0245817	0.0160773	0.0138171	1.00392	130520	107053	9.9984	0.621378	0.292043	-19.16632	-12889.28	-12908.45
4999780	0.0245817	0.0160434	0.0138171	1.00392	130520	107053	9.97009	0.632603	0.292043	-19.76526	-12888.27	-12908.03
4999781	0.0245817	0.0160434	0.0138171	1.00394	130520	107053	9.97009	0.632603	0.292043	-19.84507	-12888.15	-12908
4999782	0.0245817	0.0160434	0.0138171	1.00394	130520	107053	9.92289	0.632077	0.292043	-19.59108	-12889.05	-12908.64
4999783	0.0245817	0.0160434	0.0137957	1.00405	130520	107053	9.92289	0.632077	0.292043	-15.20824	-12889.51	-12904.72
4999784	0.0245817	0.0160267	0.0137957	1.0041	130486	107053	9.92289	0.632077	0.292043	-15.78213	-12891.12	-12906.9
4999785	0.0245817	0.0160075	0.0137957	1.00393	130428	107053	9.92289	0.633574	0.294697	-14.15577	-12890.08	-12904.23
4999786	0.0245817	0.0160075	0.0137957	1.00393	130428	107053	9.92289	0.633574	0.294697	-14.1279	-12888.55	-12902.68
4999787	0.0241046	0.0160075	0.0137957	1.00393	130428	107053	9.92289	0.65081	0.295779	-14.1214	-12889.17	-12903.29
4999788	0.0241046	0.0159781	0.0137957	1.0038	130428	107053	9.92289	0.65081	0.295779	-15.07489	-12888.95	-12904.02
4999789	0.0227208	0.0159781	0.0137957	1.0038	130334	107053	9.92289	0.65081	0.295779	-16.39179	-12889.28	-12905.67
4999790	0.0227208	0.015926	0.0137957	1.0038	130334	107053	9.92289	0.655573	0.295779	-17.58613	-12888.81	-12906.4
4999791	0.0227208	0.016006	0.0137957	1.00381	130334	106974	9.91999	0.655573	0.295779	-17.79546	-12889.46	-12907.26
4999792	0.0227208	0.0159617	0.0137957	1.00381	130334	106974	9.91999	0.655573	0.295779	-18.13951	-12888.62	-12906.76
4999793	0.0227208	0.0158279	0.0137957	1.00385	130334	106974	9.91999	0.655573	0.295121	-18.23071	-12887.73	-12905.96
4999794	0.0227208	0.0158279	0.0137957	1.00385	130483	106974	9.91999	0.622891	0.291951	-17.17427	-12890.07	-12907.24
4999795	0.0219315	0.0158279	0.0137957	1.00385	130483	107185	9.91999	0.622891	0.291951	-17.91523	-12890.43	-12908.35
4999796	0.0219315	0.0157882	0.0137957	1.00385	130483	107069	9.91999	0.621972	0.293057	-16.46424	-12889.38	-12905.85
4999797	0.0232852	0.0157882	0.0137957	1.00382	130483	107069	9.91999	0.621972	0.293057	-14.11153	-12891.66	-12905.77
4999798	0.0232852	0.0160582	0.0137957	1.00378	130483	107069	9.91999	0.621972	0.293057	-14.0479	-12891.94	-12905.99
4999799	0.0232852	0.0159747	0.0137957	1.00378	130483	107069	9.91999	0.621972	0.293657	-14.43986	-12890.97	-12905.41
4999800	0.0232852	0.0159747	0.0137957	1.00378	130483	107069	9.91999	0.621972	0.293657	-15.48767	-12890.15	-12905.64
4999801	0.0232852	0.0159747	0.0136943	1.00378	130483	107069	9.928	0.621972	0.293657	-15.76051	-12888.06	-12903.82
4999802	0.0232852	0.0159671	0.0136943	1.00384	130483	107069	9.928	0.621972	0.295775	-15.02314	-12889.63	-12904.65
4999803	0.0239374	0.0160438	0.0136272	1.00385	130483	107069	9.928	0.621972	0.295775	-15.17433	-12889.17	-12904.34
4999804	0.0239374	0.015909	0.0136963	1.00395	130483	107069	9.928	0.621972	0.295775	-14.85026	-12889.25	-12904.1
4999805	0.0239374	0.015909	0.0136963	1.00395	130483	107069	9.928	0.65276	0.295775	-14.79661	-12887.23	-12902.02
4999806	0.0239374	0.0159871	0.0136963	1.00377	130483	107069	9.928	0.65276	0.295775	-12.46589	-12892.33	-12904.8
4999807	0.0239374	0.0159871	0.0136963	1.00387	130483	107069	9.9114	0.65276	0.294722	-12.54563	-12895.58	-12908.12
4999808	0.0239374	0.0161276	0.0136899	1.00387	130483	107069	9.9114	0.65276	0.294722	-12.84986	-12893.74	-12906.59
4999809	0.0239374	0.0159792	0.0136899	1.00387	130419	107069	9.9114	0.65276	0.296895	-14.68645	-12890.93	-12905.61
4999810	0.0239374	0.0159792	0.0136755	1.00383	130242	107069	9.9114	0.65276	0.296895	-18.28478	-12890.67	-12908.95
4999811	0.0239374	0.0158622	0.0136755	1.00383	130242	107069	9.9114	0.65276	0.296895	-17.69108	-12891.23	-12908.92
4999812	0.0239374	0.0158685	0.0136755	1.00381	130339	107069	9.9114	0.65276	0.296895	-17.93366	-12892.56	-12910.49
4999813	0.0239374	0.0158685	0.0137906	1.00381	130339	107069	9.71172	0.65059	0.296895	-16.48699	-12893.69	-12910.17
4999814	0.0233332	0.0158685	0.0137906	1.00375	130404	107069	9.71172	0.65059	0.296895	-13.91051	-12891.58	-12905.49
4999815	0.0233332	0.015886	0.0138507	1.00368	130533	107069	9.71172	0.65059	0.294788	-13.11781	-12894.46	-12907.58
4999816	0.0233332	0.015886	0.0138507	1.00368	130533	107069	9.71172	0.65059	0.294788	-12.1656	-12895.31	-12907.47
4999817	0.0233332	0.015886	0.0138507	1.00368	130474	107008	9.81578	0.65059	0.294788	-12.27487	-12894.68	-12906.95
4999818	0.0233332	0.015886	0.0138507	1.00375	130474	107008	9.81578	0.65059	0.294788	-14.05661	-12892.52	-12906.57
4999819	0.0233332	0.015889	0.0138507	1.00371	130444	107008	9.59458	0.65059	0.294788	-13.97507	-12894.74	-12908.72
4999820	0.0233332	0.015889	0.0138471	1.00385	130444	107008	9.72171	0.648764	0.294788	-14.56682	-12890.92	-12905.49
4999821	0.0233332	0.015889	0.0138471	1.00385	130444	107008	9.63409	0.648764	0.294788	-13.67674	-12892.08	-12905.76
4999822	0.0233332	0.0159174	0.0136976	1.00385	130444	107008	9.75625	0.648764	0.294788	-13.19367	-12892.67	-12905.87
4999823	0.0233332	0.0159174	0.0136976	1.00413	130444	107008	9.75625	0.648764	0.294788	-14.24039	-12892.65	-12906.89
4999824	0.0233332	0.0158925	0.0136976	1.00414	130444	107008	9.75625	0.648764	0.294788	-16.0385	-12889.51	-12905.55
4999825	0.0233332	0.0159036	0.0135543	1.00414	130524	107008	9.75625	0.648764	0.294788	-15.05398	-12890.96	-12906.02
4999826	0.0226384	0.0159036	0.0135543	1.00414	130524	107008	9.7835	0.648764	0.294788	-15.07291	-12891.33	-12906.41
4999827	0.0226384	0.0159036	0.0135543	1.00414	130524	107008	9.87788	0.654005	0.294788	-16.45913	-12890.67	-12907.12
4999828	0.0226384	0.0159916	0.0135543	1.00414	130524	107008	9.87788	0.654005	0.294788	-16.9701	-12891.02	-12907.99
4999829	0.0226384	0.0159916	0.0135543	1.00414	130524	107008	9.87788	0.647235	0.294788	-16.40325	-12890.33	-12906.73
4999830	0.0226384	0.0159916	0.0135543	1.00406	130452	107024	9.87788	0.647235	0.294788	-18.006	-12889.65	-12907.65
4999831	0.0226384	0.0158301	0.0136251	1.00406	130452	107024	9.98148	0.647235	0.294788	-17.8703	-12886.84	-12904.71
4999832	0.0234634	0.0159767	0.0136251	1.00406	130452	106947	9.98148	0.647235	0.294788	-19.43031	-12886.9	-12906.33
4999833	0.0245124	0.0159396	0.0138206	1.00406	130452	106947	9.80839	0.647235	0.294788	-16.70843	-12892.21	-12908.91
4999834	0.0245124	0.0159396	0.0138206	1.00415	130452	106947	9.80839	0.64151	0.294788	-17.08541	-12893.28	-12910.37
4999835	0.0245124	0.0159396	0.0138206	1.00415	130452	106947	9.59693	0.627664	0.294788	-17.2814	-12897.11	-12914.39
4999836	0.0245124	0.0159396	0.0138206	1.00415	130452	106947	9.59693	0.627664	0.294788	-17.27758	-12894.89	-12912.17
4999837	0.0245124	0.0159396	0.0137011	1.00415	130452	106947	9.59693	0.627664	0.29537	-18.1176	-12896.03	-12914.15
4999838	0.0245124	0.0159396	0.0137011	1.00415	130452	107034	9.86073	0.627664	0.29537	-17.11135	-12892.26	-12909.37
4999839	0.0248262	0.0159396	0.0137011	1.00415	130494	107034	9.86073	0.656797	0.29537	-16.96709	-12893.87	-12910.84
4999840	0.0248262	0.0159396	0.013701	1.00415	130494	107034	9.87623	0.656797	0.29616	-19.4429	-12893.3	-12912.74
4999841	0.0248262	0.015876	0.013701	1.00415	130494	107034	9.98421	0.649702	0.29616	-17.86243	-12888.03	-12905.89
4999842	0.0230131	0.015876	0.013701	1.00415	130494	107034	9.98421	0.649702	0.29616	-16.98166	-12888.04	-12905.02
4999843	0.0230131	0.015876	0.013701	1.00415	130494	107034	9.98421	0.649702	0.294688	-14.7079	-12888.99	-12903.7
4999844	0.0230131	0.0157028	0.013701	1.0042	130494	107034	9.98421	0.649702	0.294688	-16.20202	-12887.28	-12903.48
4999845	0.0230131	0.0157028	0.0136705	1.0042	130494	107222	9.98901	0.646777	0.295522	-18.00168	-12885.61	-12903.62
4999846	0.0230131	0.0157028	0.0136705	1.00405	130494	107222	9.98901	0.646777	0.295522	-17.4078	-12885.7	-12903.11
4999847	0.0230131	0.0157722	0.0136705	1.0039	130494	107148	9.98901	0.646777	0.298349	-15.71504	-12889.89	-12905.6
4999848	0.0230131	0.0157731	0.0136705	1.00387	130459	107148	9.93123	0.646777	0.298349	-15.68174	-12891.33	-12907.01
4999849	0.0227293	0.0157731	0.01368	1.00387	130459	107148	9.93123	0.646777	0.298349	-15.68217	-12890.93	-12906.61
4999850	0.0227293	0.0157731	0.01368	1.00387	130459	107148	9.86191	0.646777	0.298349	-16.00174	-12890.18	-12906.18
4999851	0.0227293	0.0157731	0.01368	1.00402	130459	106978	9.91356	0.646777	0.298349	-16.09342	-12889.71	-12905.8
4999852	0.0227293	0.0157731	0.01368	1.00402	130459	107048	9.99439	0.646777	0.298863	-15.39612	-12890.22	-12905.62
4999853	0.0227293	0.0157731	0.0136748	1.00402	130459	107048	9.99439	0.654067	0.298863	-17.50994	-12890.35	-12907.86
4999854	0.0227293	0.0157318	0.0136748	1.00401	130459	106992	9.99439	0.654067	0.298863	-17.53643	-12890.46	-12908
4999855	0.0227293	0.0157318	0.0136748	1.00408	130459	106992	9.99439	0.654067	0.298863	-17.4959	-12889.03	-12906.52
4999856	0.021959	0.0157318	0.0136748	1.00405	130459	106992	9.99439	0.669184	0.298863	-17.36262	-12889.95	-12907.31
4999857	0.0217131	0.0156895	0.0136748	1.00411	130459	106992	9.99439	0.669184	0.298863	-17.61504	-12889.67	-12907.29
4999858	0.0217131	0.0156918	0.0137739	1.00389	130459	106992	9.99439	0.669184	0.298863	-17.96499	-12892.49	-12910.45
4999859	0.0217131	0.0156918	0.0137739	1.00398	130459	106992	9.99439	0.653362	0.29907	-18.30827	-12894.03	-12912.34
4999860	0.0217131	0.015652	0.0137739	1.00398	130459	106992	9.99439	0.661968	0.296896	-16.12889	-12889.82	-12905.95
4999861	0.0217131	0.0157146	0.0137739	1.00398	130459	107012	9.99439	0.658952	0.296896	-15.99414	-12890.12	-12906.12
4999862	0.0217131	0.0157146	0.0137739	1.00398	130386	107012	9.95855	0.658952	0.296896	-17.11108	-12890.12	-12907.23
4999863	0.0217131	0.0156119	0.0137739	1.00398	130386	107012	9.90031	0.658952	0.296896	-16.36767	-12889.79	-12906.16
4999864	0.0212071	0.0156119	0.0137739	1.00398	130386	107012	9.86837	0.658952	0.296896	-14.97713	-12890.92	-12905.9
4999865	0.0219182	0.0156119	0.0137739	1.00403	130386	107012	9.79924	0.658952	0.296896	-15.15212	-12890.59	-12905.74
4999866	0.0219182	0.0155747	0.0137739	1.00423	130386	107012	9.76006	0.658952	0.296896	-16.64327	-12890.2	-12906.85
4999867	0.0231449	0.0155747	0.0139256	1.00421	130439	107012	9.48592	0.658952	0.296896	-15.85505	-12894.36	-12910.22
4999868	0.022233	0.0155747	0.0138398	1.00421	130439	107012	9.48592	0.658952	0.296896	-15.84278	-12895.24	-12911.08
4999869	0.022233	0.0154671	0.0138398	1.00425	130439	107012	9.71527	0.658952	0.296039	-15.76699	-12890.81	-12906.58
4999870	0.022233	0.0155098	0.0138398	1.00428	130439	107012	9.71527	0.658952	0.296039	-18.79718	-12889.24	-12908.04
4999871	0.0224241	0.0155098	0.0138262	1.00428	130439	107012	9.91199	0.658952	0.296039	-18.84087	-12887.43	-12906.28
4999872	0.0224241	0.0155098	0.0138262	1.00428	130439	107012	9.91199	0.657371	0.296039	-18.13168	-12886.92	-12905.05
4999873	0.0224241	0.0155098	0.0138262	1.00428	130439	107012	9.91199	0.657371	0.296039	-18.36995	-12888.52	-12906.89
4999874	0.0224241	0.0155308	0.0138262	1.00432	130439	107012	9.91199	0.657371	0.296039	-18.44275	-12887.97	-12906.42
4999875	0.0224241	0.0155308	0.0138262	1.00441	130436	107012	9.70375	0.657371	0.296039	-18.10361	-12891.92	-12910.03
4999876	0.0224241	0.0155308	0.0138262	1.00441	130436	107036	9.70375	0.657371	0.296039	-18.47235	-12890.91	-12909.39
4999877	0.0224241	0.0155308	0.0138262	1.00441	130436	107036	9.69986	0.657371	0.296039	-17.70431	-12891.55	-12909.26
4999878	0.0224241	0.0154669	0.013956	1.00441	130436	106878	9.83597	0.657371	0.296039	-19.1848	-12890.83	-12910.01
4999879	0.0224241	0.0155592	0.013956	1.00435	130436	106878	9.86898	0.657371	0.296039	-20.22725	-12889.97	-12910.19
4999880	0.0224241	0.0155592	0.013956	1.00434	130436	106907	9.86898	0.657371	0.295062	-18.95659	-12890.67	-12909.62
4999881	0.0224241	0.0155592	0.013956	1.00423	130436	106907	9.86898	0.657371	0.295062	-22.05795	-12889.27	-12911.33
4999882	0.021084	0.0155278	0.013956	1.00423	130436	106907	9.79422	0.657371	0.295062	-22.66254	-12892.69	-12915.36
4999883	0.021084	0.0155705	0.013956	1.00423	130436	106907	9.83559	0.657371	0.295336	-19.20133	-12891.56	-12910.77
4999884	0.021084	0.0155801	0.013956	1.00423	130436	106907	9.83559	0.668503	0.295336	-19.42297	-12891.94	-12911.36
4999885	0.021084	0.015575	0.0139346	1.00428	130436	106907	9.97203	0.642965	0.295336	-19.91495	-12893.69	-12913.6
4999886	0.021084	0.0155511	0.0139881	1.00416	130436	106810	9.97203	0.642965	0.295336	-21.01031	-12895.31	-12916.32
