"iter"	"r.1.2."	"decay.1.2."	"buildSrxn1Base.1."	"degradSrxn1.1."	"Km_NRF2_ACETYLATED_SRXN1.1."	"hill_Srxn1.1."	"Vmax_buildSrxn1.1."	"Km_Srxn1.1."	"hill_acetylated_SRXN1.1."	"LnPrior"	"LnData"	"LnPosterior"
796181	0.974838	0.120178	0.0375749	0.0264139	0.0101031	1.00022	137604	96974.4	1.01094	-87.90606	-3122.234	-3210.14
797167	0.963443	0.124674	0.03365	0.0258351	0.0100048	1.00002	137952	96423.7	1.00153	-94.41976	-3103.127	-3197.546
796481	0.909678	0.123045	0.0397041	0.0272391	0.0100012	1.00001	137768	96625	1.02149	-91.47226	-3113.607	-3205.08
798215	1.04558	0.122404	0.0355451	0.0268348	0.010004	1.00002	139071	96333.8	1.01593	-104.2401	-3098.382	-3202.622
798501	0.961715	0.122121	0.0377292	0.026344	0.0100334	1.00004	137319	96585.4	1.00882	-88.94359	-3111.204	-3200.148
799699	0.985196	0.125464	0.0367107	0.026557	0.0100138	1.00001	138459	96002.5	1.00105	-104.4232	-3095.04	-3199.463
799983	0.96474	0.124781	0.0388788	0.0266361	0.010014	1.00004	138043	96130.9	1.0041	-98.98496	-3100.852	-3199.837
798761	0.954483	0.124218	0.0340942	0.02601	0.0100074	1.00004	137311	96484.2	1.01785	-90.75459	-3110.72	-3201.475
795364	0.957249	0.121673	0.0353187	0.0257508	0.0100136	1.00008	137496	97262.6	1.0194	-84.79527	-3119.441	-3204.236
798287	0.978444	0.121497	0.0398793	0.0267586	0.0100022	1	138025	96932	1.00819	-90.90959	-3112.605	-3203.515
796880	0.931357	0.120881	0.0361359	0.0273608	0.0100353	1.00009	137539	96743.4	1.00209	-88.59093	-3115.821	-3204.412
795349	0.918398	0.123561	0.0335267	0.0262733	0.0100095	1.00002	138761	97178.1	1.00717	-93.21124	-3107.834	-3201.045
798338	0.992719	0.124893	0.0374312	0.0262792	0.0100159	1.00006	138229	96588.5	1.00897	-98.03638	-3104.171	-3202.208
797912	0.987547	0.122146	0.0370035	0.0266315	0.0100123	1.00004	138580	97465.5	1.01035	-89.65132	-3109.601	-3199.252
795895	0.98237	0.121603	0.0366755	0.027029	0.0100581	1.00009	137741	95626.6	1.00764	-104.0787	-3099.577	-3203.656
795950	0.934294	0.123041	0.0357559	0.0262593	0.0100014	1.00006	138016	97944.8	1.01029	-80.30633	-3121.73	-3202.036
