"iter"	"ks_Srxn1"	"kd_Srxn1"	"Ka_Srxn1"	"hill_Srxn1"	"Vmax_Srxn1"	"Km_Srxn1"	"hillact_Srxn1"	"r_Eta"	"decay_Eta"	"LnPrior"	"LnData"	"LnPosterior"
4997327	0.0234201	0.0161679	0.0137473	1.00328	130242	107132	9.99389	1.09099	0.125768	-16.52118	-12886.94	-12903.47
4997328	0.0234201	0.0161679	0.0137998	1.00328	130242	107132	9.96216	1.0904	0.125768	-18.05187	-12885.93	-12903.98
4997329	0.0234201	0.0160592	0.0137998	1.00333	130242	107237	9.96216	1.08898	0.125768	-19.80826	-12884.72	-12904.53
4997330	0.0234201	0.0160592	0.0138	1.00333	130270	107237	9.96216	1.08898	0.125768	-19.41469	-12884.6	-12904.02
4997331	0.0234201	0.0160132	0.013847	1.00326	130270	107096	9.99032	1.08898	0.125768	-17.36544	-12888.39	-12905.76
4997332	0.0234201	0.0160757	0.013847	1.00335	130270	107096	9.99032	1.11038	0.125768	-17.62269	-12886.47	-12904.09
4997333	0.0234201	0.0160757	0.013847	1.00328	130270	107155	9.99032	1.09749	0.125768	-17.95947	-12885.61	-12903.57
4997334	0.023339	0.0160803	0.013847	1.00326	130270	107155	9.99032	1.09749	0.126212	-15.31184	-12886.86	-12902.18
4997335	0.023339	0.0160803	0.0138682	1.00326	130270	107061	9.99032	1.09749	0.126212	-14.60235	-12888.19	-12902.79
4997336	0.0227485	0.0160803	0.0138682	1.00332	130270	107061	9.99032	1.09749	0.126212	-14.7911	-12888.56	-12903.35
4997337	0.0227485	0.0160803	0.0138188	1.00347	130270	107061	9.99032	1.07986	0.126212	-15.71078	-12886.79	-12902.5
4997338	0.0227485	0.0160803	0.0138188	1.00347	130270	107061	9.99032	1.11595	0.125257	-16.27559	-12889.94	-12906.22
4997339	0.0227485	0.0160803	0.0138188	1.00343	130188	106975	9.99032	1.11595	0.125759	-18.63798	-12890.71	-12909.34
4997340	0.0227485	0.0162416	0.0137327	1.00343	130188	106949	9.99032	1.11595	0.125845	-17.78062	-12893.1	-12910.88
4997341	0.0227485	0.0162416	0.0137479	1.00334	130188	107163	9.99032	1.07567	0.12538	-17.81147	-12888.67	-12906.48
4997342	0.0227485	0.0162416	0.0137479	1.00329	130188	107163	9.99032	1.07493	0.12538	-17.4939	-12888.57	-12906.06
4997343	0.0227485	0.0162416	0.0137447	1.00329	130470	107190	9.84872	1.07558	0.126136	-12.41846	-12895.39	-12907.81
4997344	0.0227485	0.0162499	0.0137447	1.00329	130252	107190	9.84872	1.06819	0.126079	-16.20323	-12891.01	-12907.21
4997345	0.0238269	0.0162499	0.0138403	1.00329	130252	107111	9.84872	1.08947	0.126079	-15.43838	-12893.46	-12908.89
4997346	0.0233028	0.0162148	0.0138403	1.00329	130306	107136	9.84872	1.08947	0.125976	-14.366	-12889.35	-12903.71
4997347	0.0233028	0.0161435	0.0138403	1.00329	130306	107104	9.84872	1.09572	0.125976	-14.09535	-12889.18	-12903.27
4997348	0.0232935	0.0161435	0.0138403	1.00335	130438	107148	9.76284	1.08563	0.125976	-12.67381	-12889.52	-12902.19
4997349	0.0232935	0.0161435	0.0140616	1.00317	130438	107018	9.76284	1.08563	0.125777	-11.84101	-12893.46	-12905.3
4997350	0.0225716	0.0161435	0.0140616	1.00317	130438	107052	9.77458	1.08563	0.125435	-11.74171	-12893.22	-12904.96
4997351	0.0225716	0.0161692	0.0140616	1.00327	130408	107123	9.98178	1.0727	0.126076	-13.64501	-12893.31	-12906.95
4997352	0.0228823	0.0161692	0.0140616	1.00324	130408	107206	9.9204	1.0727	0.126076	-14.08223	-12891.92	-12906
4997353	0.0228823	0.0161692	0.0140616	1.00324	130408	107206	9.9204	1.0727	0.126076	-13.93954	-12893.73	-12907.67
4997354	0.0228823	0.0161692	0.0140616	1.00324	130414	107258	9.96354	1.0727	0.125438	-15.61945	-12888.39	-12904.01
4997355	0.024131	0.0163501	0.0140616	1.00324	130618	107258	9.96354	1.06724	0.125451	-15.63127	-12889.28	-12904.92
4997356	0.024131	0.0163099	0.0140616	1.00324	130618	107236	9.96783	1.0902	0.125451	-14.05011	-12887.71	-12901.76
4997357	0.024131	0.0163835	0.0140616	1.00316	130618	107236	9.59421	1.10147	0.125451	-13.52084	-12892.17	-12905.69
4997358	0.024131	0.0162917	0.0140209	1.00316	130618	107236	9.59421	1.10147	0.125451	-13.51921	-12893.2	-12906.72
4997359	0.024131	0.0163326	0.0140209	1.00318	130428	107217	9.77341	1.06651	0.125451	-13.18884	-12892.14	-12905.33
4997360	0.024131	0.0163326	0.0140209	1.00325	130428	107256	9.99061	1.0627	0.125451	-14.7587	-12891.24	-12906
4997361	0.024131	0.0163326	0.0140831	1.00323	130495	107140	9.86703	1.10684	0.125451	-12.14754	-12890.92	-12903.07
4997362	0.024131	0.0162743	0.0140831	1.00323	130586	107140	9.86703	1.10314	0.124966	-12.20725	-12890.86	-12903.07
4997363	0.024131	0.0162743	0.0140831	1.00323	130267	107140	9.86703	1.0925	0.124966	-15.48218	-12886.78	-12902.26
4997364	0.0235797	0.0162743	0.0140831	1.00309	130343	107077	9.86703	1.09049	0.124833	-13.87569	-12890.07	-12903.95
4997365	0.0221208	0.0163149	0.0140831	1.00309	130343	107089	9.92271	1.10665	0.124833	-13.48649	-12890.08	-12903.57
4997366	0.0221208	0.0162236	0.0140956	1.00317	130343	107055	9.92271	1.10665	0.12482	-15.38328	-12887.81	-12903.2
4997367	0.0221208	0.0161834	0.0140956	1.00317	130310	107055	9.92271	1.08234	0.125416	-16.72909	-12890.41	-12907.14
4997368	0.0221208	0.0161834	0.0140956	1.00313	130310	107034	9.92271	1.11296	0.124767	-15.84488	-12891.03	-12906.87
4997369	0.0217576	0.0162148	0.0140956	1.00311	130378	107034	9.92271	1.11296	0.124767	-14.9238	-12890.65	-12905.57
4997370	0.0220048	0.0163326	0.0140956	1.00311	130378	107074	9.93643	1.09247	0.124767	-15.01416	-12891.26	-12906.28
4997371	0.0220048	0.0163052	0.0140956	1.00312	130405	106916	9.93643	1.09247	0.124639	-15.72419	-12891.73	-12907.45
4997372	0.0220048	0.016368	0.0140956	1.00312	130390	106916	9.93643	1.09282	0.124639	-17.31607	-12893.35	-12910.66
4997373	0.0221568	0.016368	0.0140956	1.00312	130390	106916	9.95857	1.10334	0.124639	-17.39488	-12890.45	-12907.85
4997374	0.0234512	0.0164603	0.0140956	1.00319	130498	107002	9.95857	1.09546	0.124639	-14.95239	-12889.01	-12903.97
4997375	0.0234512	0.0164603	0.0140956	1.00319	130498	107002	9.96078	1.09546	0.123777	-14.81005	-12890.49	-12905.3
4997376	0.0234512	0.0164603	0.0140956	1.00319	130498	107107	9.96078	1.09546	0.123957	-14.25476	-12889.57	-12903.82
4997377	0.0234512	0.0163817	0.0140956	1.00327	130498	107124	9.96078	1.09271	0.123957	-14.97257	-12890.2	-12905.18
4997378	0.0236867	0.0163522	0.0140956	1.00329	130498	107124	9.96078	1.09271	0.124357	-15.05632	-12888.47	-12903.53
4997379	0.0239315	0.0163522	0.0140956	1.00329	130515	107004	9.96078	1.09271	0.124357	-14.7341	-12888.71	-12903.44
4997380	0.0239315	0.0163454	0.0140956	1.00328	130515	106989	9.86412	1.1058	0.124145	-15.23904	-12890.74	-12905.98
4997381	0.0240939	0.0163454	0.0140956	1.00328	130515	106989	9.86412	1.1058	0.124074	-13.88348	-12891.28	-12905.16
4997382	0.0240939	0.0165285	0.0140956	1.00327	130515	106989	9.86412	1.1058	0.124656	-13.82925	-12892.88	-12906.71
4997383	0.0240939	0.0165285	0.0140956	1.0032	130515	106863	9.76735	1.09459	0.124656	-14.33355	-12893.51	-12907.84
4997384	0.0240939	0.0165285	0.0140956	1.0032	130548	107002	9.72726	1.10086	0.124976	-12.7041	-12891.35	-12904.06
4997385	0.0240939	0.0165929	0.0140956	1.00316	130548	106990	9.72726	1.10086	0.124976	-12.64492	-12892.39	-12905.03
4997386	0.0240939	0.0165929	0.0140854	1.00311	130548	106990	9.66012	1.08318	0.124976	-11.95138	-12892.88	-12904.83
4997387	0.0240939	0.0165745	0.0140854	1.00311	130468	106990	9.70089	1.08318	0.124976	-11.95535	-12891.99	-12903.95
4997388	0.0241876	0.0164462	0.0142136	1.00297	130468	107167	9.70089	1.08318	0.124976	-12.00614	-12890.89	-12902.9
4997389	0.0240561	0.0164462	0.0142136	1.00297	130508	107167	9.70089	1.10631	0.124976	-10.75715	-12892.74	-12903.5
4997390	0.0237505	0.0164389	0.0142136	1.00297	130508	107167	9.70089	1.10631	0.124976	-11.56697	-12891.49	-12903.06
4997391	0.0241116	0.016526	0.0142136	1.00297	130508	107145	9.70089	1.11891	0.124976	-11.30105	-12893.14	-12904.44
4997392	0.0241116	0.0164663	0.0142136	1.00281	130508	107284	9.70089	1.08991	0.124764	-13.21556	-12890.72	-12903.93
4997393	0.0232275	0.0164663	0.0142136	1.00281	130367	107205	9.70089	1.08991	0.125041	-12.62915	-12893.18	-12905.81
4997394	0.0232275	0.0164934	0.0142136	1.00273	130367	107084	9.67694	1.08991	0.124738	-11.20151	-12895.24	-12906.45
4997395	0.0232275	0.0165697	0.0142136	1.00273	130371	107084	9.75793	1.08991	0.124472	-11.1766	-12893.17	-12904.35
4997396	0.0232275	0.0165697	0.0142136	1.00278	130371	107084	9.76491	1.09882	0.124472	-11.29926	-12894.3	-12905.6
4997397	0.0232275	0.0166109	0.0142136	1.0028	130366	106949	9.77311	1.09332	0.124472	-11.94435	-12894.24	-12906.18
4997398	0.0237256	0.0166296	0.0142134	1.0028	130261	106949	9.9737	1.09332	0.124472	-14.76905	-12890.96	-12905.73
4997399	0.0237256	0.0166296	0.0142134	1.0028	130283	106963	9.9737	1.09332	0.124036	-14.28809	-12891.51	-12905.8
4997400	0.0246929	0.0165319	0.0142134	1.0028	130283	107107	9.9737	1.09608	0.124045	-16.03175	-12890.2	-12906.23
4997401	0.0246929	0.0164601	0.0142134	1.0028	130283	107107	9.9737	1.08005	0.125632	-16.33466	-12892.77	-12909.1
4997402	0.0246929	0.0164067	0.0142134	1.00274	130296	107200	9.9737	1.08005	0.125008	-17.1875	-12891.1	-12908.28
4997403	0.0246929	0.0164067	0.0141774	1.00274	130296	107211	9.87013	1.08315	0.125008	-15.47129	-12892.24	-12907.71
4997404	0.0246929	0.0164247	0.0141774	1.00274	130296	107163	9.87013	1.08315	0.125008	-13.35966	-12893.77	-12907.13
4997405	0.0246929	0.0166139	0.0141774	1.00259	130278	107174	9.87013	1.08315	0.125008	-13.55801	-12892.67	-12906.23
4997406	0.0246929	0.0166597	0.0141774	1.00259	130278	107174	9.86793	1.08315	0.124299	-13.51922	-12892.48	-12906
4997407	0.0246929	0.0165775	0.0141774	1.00259	130470	107174	9.86793	1.088	0.124299	-11.15884	-12895.7	-12906.86
4997408	0.0241985	0.0167138	0.0141774	1.00259	130545	107213	9.86793	1.0676	0.123876	-12.60987	-12894.88	-12907.49
4997409	0.0241985	0.0167138	0.0141774	1.00259	130545	107208	9.97597	1.0676	0.124559	-11.71516	-12892.83	-12904.54
4997410	0.0241985	0.0165628	0.0141774	1.00259	130545	107280	9.97597	1.12215	0.124559	-13.15244	-12895.33	-12908.48
4997411	0.0241985	0.0165705	0.0141774	1.0026	130545	107280	9.97597	1.12215	0.124559	-13.19609	-12893.82	-12907.01
4997412	0.0227705	0.0165705	0.0141774	1.00268	130490	107315	9.97283	1.12215	0.124023	-13.97908	-12890.86	-12904.84
4997413	0.0227705	0.0165705	0.0141774	1.00276	130521	107315	9.97283	1.10164	0.124023	-13.37726	-12891.01	-12904.39
4997414	0.0227705	0.0165705	0.0141774	1.00276	130547	107213	9.97283	1.10164	0.124023	-11.25691	-12892.48	-12903.74
4997415	0.0227705	0.0165705	0.0141774	1.00276	130597	107113	9.96326	1.10164	0.124478	-10.89721	-12894.38	-12905.27
4997416	0.02309	0.016688	0.0142119	1.00287	130597	106946	9.96326	1.11606	0.124083	-11.34526	-12897.53	-12908.88
4997417	0.0243652	0.0166581	0.0142119	1.00287	130603	107001	9.96326	1.11606	0.124083	-11.33244	-12893.2	-12904.54
4997418	0.0243652	0.0166999	0.0142119	1.00293	130542	107043	9.85351	1.1309	0.123727	-10.34415	-12897.05	-12907.39
4997419	0.0254709	0.0166999	0.0142119	1.00281	130542	107043	9.85351	1.12399	0.12479	-9.803619	-12896.45	-12906.26
4997420	0.0254709	0.0166999	0.0142119	1.00281	130531	107013	9.95121	1.12399	0.12479	-10.79601	-12898.08	-12908.87
4997421	0.0254709	0.0166999	0.0142119	1.00281	130531	107013	9.95121	1.12399	0.12479	-10.02993	-12899.72	-12909.75
4997422	0.0254709	0.0166999	0.0142119	1.00281	130531	107090	9.95121	1.11731	0.124449	-10.41561	-12898.75	-12909.16
4997423	0.0254709	0.0166176	0.0142119	1.00281	130531	107082	9.79463	1.11731	0.124449	-12.26994	-12897.36	-12909.63
4997424	0.0244691	0.0166176	0.0142119	1.00281	130531	107082	9.66312	1.11731	0.124449	-12.15712	-12897.17	-12909.33
4997425	0.0244691	0.0165439	0.014229	1.00281	130665	107220	9.61484	1.11731	0.124938	-13.78029	-12897.03	-12910.81
4997426	0.0244691	0.0165439	0.0142708	1.00281	130576	107220	9.64853	1.11828	0.124223	-12.86906	-12896.57	-12909.44
4997427	0.0244691	0.0165439	0.0142708	1.00271	130576	107201	9.96955	1.11337	0.125404	-11.48231	-12893.8	-12905.29
4997428	0.0244691	0.0165789	0.0142708	1.00271	130576	107225	9.96955	1.11337	0.125404	-12.28086	-12892.11	-12904.39
4997429	0.0244691	0.0165436	0.0142708	1.00271	130576	107225	9.96955	1.07529	0.125404	-11.73192	-12893.82	-12905.55
4997430	0.0244691	0.0166078	0.0142708	1.00271	130478	107302	9.96955	1.09251	0.125404	-14.08962	-12891.61	-12905.7
4997431	0.0244691	0.0166078	0.0142708	1.00264	130478	107303	9.96955	1.10857	0.125364	-13.97928	-12890.14	-12904.12
4997432	0.0244691	0.0166078	0.0142708	1.00261	130478	107260	9.87978	1.10928	0.125364	-12.76377	-12891.6	-12904.37
4997433	0.0244691	0.0166007	0.0142708	1.00261	130478	107275	9.78851	1.11319	0.125364	-13.55828	-12892.44	-12906
4997434	0.0244691	0.0166007	0.0142708	1.00261	130396	107140	9.78851	1.11012	0.124946	-11.99687	-12893.61	-12905.61
4997435	0.0247645	0.0166007	0.0142229	1.00269	130396	107246	9.92683	1.11012	0.124946	-13.72308	-12889.07	-12902.8
4997436	0.0247645	0.0166492	0.0142229	1.00267	130270	107304	9.88589	1.11012	0.124946	-17.61491	-12889.23	-12906.85
4997437	0.0247645	0.0166612	0.0142229	1.00259	130270	107304	9.88589	1.11012	0.124946	-18.72411	-12889	-12907.72
4997438	0.0247645	0.0166612	0.0142229	1.00249	130270	107229	9.88589	1.11012	0.125111	-16.49734	-12894.63	-12911.13
4997439	0.0247645	0.016589	0.0140751	1.00249	130320	107171	9.93219	1.1049	0.125513	-14.99643	-12894.4	-12909.39
4997440	0.0247645	0.016589	0.0141195	1.00249	130320	107381	9.98617	1.09758	0.125226	-18.99874	-12889.29	-12908.29
4997441	0.0247645	0.016589	0.0141195	1.00249	130320	107473	9.95729	1.09758	0.125008	-22.59457	-12888.75	-12911.35
4997442	0.0247645	0.0165966	0.0141195	1.00249	130320	107473	9.95729	1.10326	0.125008	-22.0388	-12888.92	-12910.96
4997443	0.0247645	0.0165966	0.0141195	1.00241	130320	107473	9.98443	1.08652	0.125008	-21.71421	-12889.45	-12911.17
4997444	0.0247645	0.0166469	0.0141195	1.00241	130320	107346	9.98443	1.08652	0.125008	-17.90158	-12891.29	-12909.19
4997445	0.0247645	0.0166387	0.0141195	1.00268	130320	107346	9.98443	1.10708	0.124748	-18.47122	-12886.9	-12905.37
4997446	0.0247645	0.0166387	0.0141932	1.00268	130601	107346	9.98253	1.10708	0.124748	-16.60278	-12888.89	-12905.5
4997447	0.0247645	0.0167213	0.0141932	1.00268	130601	107220	9.98253	1.10708	0.124753	-13.12044	-12890.17	-12903.29
4997448	0.0247645	0.0167213	0.0141932	1.00282	130619	107220	9.98253	1.09239	0.124753	-14.49924	-12889.24	-12903.74
4997449	0.0247645	0.0166661	0.0141932	1.00282	130435	107220	9.98253	1.09239	0.124261	-14.03032	-12888.22	-12902.25
4997450	0.0247645	0.0166661	0.0141932	1.0026	130327	107220	9.85582	1.09239	0.124243	-14.40987	-12889.33	-12903.74
4997451	0.0237013	0.0166661	0.0141932	1.0026	130344	107220	9.94236	1.09239	0.124138	-14.01262	-12888.32	-12902.33
4997452	0.0237013	0.0166661	0.0141932	1.0026	130335	107182	9.94236	1.09155	0.123815	-13.54151	-12889.37	-12902.91
4997453	0.0237013	0.0166661	0.0141932	1.0026	130324	107149	9.94236	1.09155	0.124739	-13.26534	-12889.72	-12902.98
4997454	0.0234051	0.0166661	0.0141932	1.0026	130324	107149	9.9637	1.09155	0.124739	-12.23415	-12890.95	-12903.18
4997455	0.0234051	0.0166661	0.0141932	1.00255	130324	107149	9.9637	1.0951	0.124739	-12.78295	-12890.9	-12903.69
4997456	0.0234051	0.0166661	0.0141932	1.00255	130324	107149	9.90257	1.0951	0.125483	-12.74734	-12892.89	-12905.63
4997457	0.0238107	0.0166661	0.0141842	1.00255	130324	107230	9.90257	1.0951	0.123228	-14.26059	-12893.61	-12907.87
4997458	0.0237677	0.0166645	0.0141842	1.00259	130324	107230	9.95789	1.07783	0.125546	-14.41165	-12891.84	-12906.25
4997459	0.0246019	0.0165855	0.0141842	1.00259	130324	107230	9.95789	1.09327	0.124364	-15.21339	-12889.27	-12904.48
4997460	0.0246019	0.0167095	0.0141194	1.00259	130324	107245	9.95789	1.0521	0.124364	-16.08593	-12892.39	-12908.47
4997461	0.0246019	0.0165836	0.0142326	1.00259	130324	107211	9.83435	1.0521	0.124364	-16.05334	-12893.7	-12909.75
4997462	0.0246019	0.0165836	0.0142326	1.00259	130324	107211	9.98354	1.0521	0.124364	-15.99764	-12892.55	-12908.55
4997463	0.0246019	0.0165836	0.0143019	1.00259	130239	107220	9.97741	1.05086	0.124364	-18.62836	-12892.92	-12911.55
4997464	0.0246019	0.0165831	0.014266	1.00259	130239	107089	9.97741	1.10212	0.12434	-16.99754	-12889.57	-12906.57
4997465	0.0246019	0.016564	0.014266	1.00265	130239	107137	9.97741	1.10212	0.12434	-17.55492	-12888.42	-12905.98
4997466	0.0246019	0.016564	0.014266	1.00265	130277	107137	9.8732	1.09432	0.12434	-14.57493	-12889.86	-12904.44
4997467	0.024219	0.016564	0.0143054	1.00265	130150	107084	9.8732	1.09432	0.123343	-17.37495	-12891.41	-12908.78
4997468	0.024219	0.0165693	0.0143054	1.00265	130189	107048	9.93931	1.10906	0.123343	-16.19311	-12891.42	-12907.62
4997469	0.0247405	0.0165693	0.0143054	1.00274	130189	107048	9.93931	1.10906	0.123343	-16.18808	-12891.47	-12907.66
4997470	0.0247405	0.0165659	0.014334	1.00274	130346	106985	9.94717	1.1026	0.123343	-12.12761	-12893.26	-12905.38
4997471	0.0247405	0.0165248	0.014334	1.00274	130378	106973	9.94717	1.1026	0.124757	-11.71342	-12895.3	-12907.01
4997472	0.0247405	0.0165248	0.014334	1.00329	130378	106973	9.94717	1.09026	0.124821	-13.24946	-12896.93	-12910.18
4997473	0.0247405	0.0163659	0.014334	1.00309	130378	106973	9.94717	1.09029	0.125262	-13.82028	-12891.18	-12905
4997474	0.0243548	0.0163659	0.014334	1.00309	130339	106930	9.99231	1.09029	0.125262	-16.23686	-12890.93	-12907.17
4997475	0.0244752	0.0163659	0.0143284	1.00309	130307	107003	9.99231	1.09029	0.125262	-15.46133	-12891.16	-12906.62
4997476	0.0244752	0.0163658	0.0143284	1.00317	130307	106960	9.99231	1.10411	0.125262	-15.33839	-12891.3	-12906.64
4997477	0.0244752	0.0163658	0.0143284	1.00317	130307	106960	9.99231	1.08877	0.124245	-15.83447	-12890.21	-12906.04
4997478	0.0233998	0.0163658	0.0143284	1.00311	130307	106993	9.99231	1.0858	0.124245	-15.79741	-12890.51	-12906.31
4997479	0.0233998	0.0163632	0.0143284	1.00311	130483	106946	9.96086	1.1129	0.124245	-13.90111	-12893.52	-12907.42
4997480	0.0230978	0.0163632	0.0143023	1.00311	130308	107057	9.84925	1.10753	0.123864	-16.59684	-12893.12	-12909.72
4997481	0.0230978	0.0164117	0.0142066	1.00309	130308	107103	9.72187	1.10753	0.123118	-17.49306	-12896.9	-12914.39
4997482	0.0230978	0.0163389	0.0142066	1.00309	130492	107103	9.93731	1.10753	0.123118	-15.847	-12892.74	-12908.59
4997483	0.0225946	0.0163389	0.0142299	1.00309	130492	107103	9.81111	1.10753	0.124104	-15.89298	-12891.01	-12906.9
4997484	0.0225946	0.0163078	0.0142299	1.00309	130361	107103	9.81111	1.07578	0.124104	-16.92352	-12891.53	-12908.45
4997485	0.0236767	0.0163078	0.0142299	1.00309	130361	107103	9.81111	1.06563	0.124104	-16.98998	-12891.53	-12908.52
4997486	0.0235243	0.0163241	0.0142299	1.00305	130382	106966	9.81111	1.09083	0.125204	-15.04275	-12891.93	-12906.97
4997487	0.0235243	0.0163241	0.0142299	1.00305	130382	106966	9.81111	1.08236	0.124997	-15.2367	-12892.06	-12907.3
4997488	0.0235243	0.016338	0.0143059	1.00305	130436	106966	9.81111	1.08236	0.124536	-14.65251	-12891.62	-12906.28
4997489	0.0235243	0.0162985	0.0143059	1.00314	130436	106895	9.81111	1.12515	0.125385	-15.74562	-12893.95	-12909.7
4997490	0.0235243	0.0164105	0.0143059	1.00314	130527	106895	9.81111	1.12515	0.125197	-16.34182	-12895.3	-12911.64
4997491	0.0235243	0.0163778	0.0143059	1.00314	130527	106895	9.99784	1.12633	0.125131	-14.18414	-12893.5	-12907.68
4997492	0.0235243	0.0163778	0.0143059	1.00338	130527	106895	9.99784	1.12633	0.124425	-14.18897	-12890.87	-12905.06
4997493	0.0235243	0.0163406	0.0141744	1.00338	130527	106945	9.99784	1.12633	0.124425	-13.61044	-12892.86	-12906.47
4997494	0.0235243	0.0163406	0.0141744	1.00338	130527	106962	9.99784	1.12614	0.124425	-13.27626	-12893.95	-12907.23
4997495	0.0231402	0.0162219	0.0141744	1.00338	130473	107135	9.9182	1.12614	0.124425	-13.78784	-12892.07	-12905.86
4997496	0.0231402	0.0162219	0.0141744	1.00331	130489	107135	9.9447	1.12614	0.124425	-12.62251	-12891.71	-12904.33
4997497	0.0239278	0.0162219	0.0141396	1.00334	130489	107135	9.9447	1.12391	0.124425	-14.80664	-12888.73	-12903.53
4997498	0.02369	0.016155	0.0142809	1.00335	130489	107078	9.9447	1.11783	0.124425	-14.41038	-12889.8	-12904.21
4997499	0.023963	0.016155	0.0142228	1.00336	130489	106984	9.9447	1.11783	0.125739	-14.42809	-12890.7	-12905.13
4997500	0.023963	0.016155	0.0142228	1.00346	130489	106984	9.99324	1.08788	0.125739	-14.57273	-12890.37	-12904.94
4997501	0.023963	0.0162097	0.0142228	1.00346	130489	106963	9.99324	1.08788	0.125677	-14.79487	-12889.07	-12903.87
4997502	0.0243488	0.0161606	0.0142228	1.00346	130326	106963	9.99324	1.07115	0.124878	-16.69833	-12887.99	-12904.68
4997503	0.0243488	0.0161606	0.0142228	1.00346	130326	107045	9.97764	1.07115	0.124878	-16.20303	-12887.92	-12904.12
4997504	0.0243488	0.0161606	0.0142427	1.00346	130304	107045	9.97764	1.08957	0.124878	-16.11137	-12887.54	-12903.65
4997505	0.0243488	0.0159825	0.0142427	1.00346	130304	107045	9.94852	1.09971	0.124878	-16.97888	-12885.75	-12902.73
4997506	0.0243488	0.0159825	0.0142427	1.00346	130270	107090	9.94852	1.09971	0.125575	-18.04189	-12886.82	-12904.86
4997507	0.0243636	0.0159825	0.0141142	1.00346	130270	107090	9.96129	1.09971	0.125752	-18.20825	-12887.32	-12905.53
4997508	0.0241763	0.0159825	0.0141142	1.00346	130360	107132	9.90646	1.09971	0.125752	-17.42664	-12888.12	-12905.54
4997509	0.0241763	0.0160549	0.0141142	1.00346	130360	107147	9.90646	1.09971	0.1245	-19.74604	-12885.92	-12905.67
4997510	0.0241763	0.0160424	0.014268	1.00346	130360	107147	9.7854	1.09971	0.1245	-19.66173	-12890.04	-12909.7
4997511	0.0248719	0.0160424	0.014135	1.00346	130360	107123	9.7854	1.09971	0.125266	-14.15737	-12890.37	-12904.53
4997512	0.0239273	0.0158919	0.014135	1.00347	130327	107133	9.77017	1.09298	0.125266	-13.70778	-12889.93	-12903.64
4997513	0.0239273	0.0158375	0.014135	1.00347	130327	107206	9.67851	1.07822	0.125152	-14.64375	-12891.6	-12906.24
4997514	0.0239273	0.0158322	0.0143752	1.00337	130467	107206	9.73862	1.07471	0.125443	-13.66862	-12893.17	-12906.84
4997515	0.0221507	0.0158322	0.0143752	1.00337	130467	107063	9.98277	1.07471	0.125443	-12.38202	-12893.19	-12905.57
4997516	0.0221507	0.0158092	0.0143333	1.00339	130467	107144	9.98277	1.09281	0.125559	-13.08595	-12890.18	-12903.26
4997517	0.0237539	0.0158092	0.0143333	1.00339	130467	107204	9.98277	1.09689	0.125559	-16.43845	-12888.5	-12904.94
4997518	0.0237539	0.0159579	0.0143333	1.00339	130467	107222	9.98277	1.09833	0.124542	-17.05884	-12885.36	-12902.42
4997519	0.0237539	0.0159579	0.0143333	1.00339	130467	107053	9.98277	1.09833	0.124378	-17.16841	-12888.24	-12905.41
4997520	0.0237539	0.0160941	0.0143333	1.00339	130467	107112	9.89328	1.09282	0.124448	-17.70427	-12889.41	-12907.11
4997521	0.0239404	0.0161188	0.0143333	1.00339	130468	107088	9.89328	1.10619	0.124386	-20.50108	-12890.28	-12910.78
4997522	0.0251491	0.0161188	0.0143333	1.00339	130468	107088	9.89328	1.09378	0.125403	-14.82318	-12889.5	-12904.32
4997523	0.0251491	0.0161188	0.0143333	1.00339	130468	107088	9.89328	1.09378	0.125186	-14.19671	-12888.9	-12903.1
4997524	0.0247626	0.0160048	0.0143333	1.00344	130468	107088	9.90872	1.09378	0.125186	-13.51842	-12890.52	-12904.03
4997525	0.0247626	0.0160359	0.0143333	1.0034	130468	107088	9.90872	1.09378	0.124134	-13.40119	-12890.42	-12903.82
4997526	0.0247424	0.0160359	0.0144097	1.00338	130468	107179	9.89567	1.09378	0.124134	-14.29427	-12888.77	-12903.06
4997527	0.0247424	0.0160359	0.0144097	1.00333	130443	107148	9.89567	1.09894	0.124134	-13.38346	-12889.12	-12902.5
4997528	0.0247424	0.0160359	0.0144097	1.00333	130443	107056	9.92489	1.10551	0.124999	-13.08155	-12889.36	-12902.44
4997529	0.0247424	0.0160359	0.0144097	1.00333	130497	107119	9.92489	1.10551	0.124999	-13.32039	-12889.16	-12902.48
4997530	0.0236318	0.0160359	0.0144097	1.00333	130591	107119	9.87481	1.0958	0.124999	-13.53605	-12891.17	-12904.7
4997531	0.0236318	0.0159006	0.0144097	1.00333	130453	107130	9.87481	1.0958	0.124999	-13.5468	-12889.42	-12902.96
4997532	0.0236318	0.0159006	0.0144097	1.00333	130453	107259	9.97542	1.0958	0.123611	-15.57671	-12888.54	-12904.12
4997533	0.0236318	0.0158977	0.0144097	1.00333	130453	107259	9.91766	1.0958	0.124424	-16.96062	-12887.54	-12904.5
4997534	0.0236318	0.0158977	0.0144177	1.00338	130453	107240	9.91766	1.09983	0.124424	-18.19591	-12887.45	-12905.64
4997535	0.0242476	0.0159034	0.0144177	1.00327	130453	107173	9.91766	1.09664	0.124735	-18.36536	-12889.65	-12908.01
4997536	0.0242476	0.0160902	0.0144177	1.00327	130607	107037	9.78129	1.09664	0.123892	-17.44124	-12893.9	-12911.34
4997537	0.0239942	0.0161885	0.0144177	1.00327	130605	107037	9.89874	1.09815	0.124224	-17.12222	-12891.22	-12908.35
