"iter"	"ks_Srxn1"	"kd_Srxn1"	"Ka_Srxn1"	"hill_Srxn1"	"Vmax_Srxn1"	"Km_Srxn1"	"hillact_Srxn1"	"r_Eta"	"decay_Eta"	"LnPrior"	"LnData"	"LnPosterior"
4998803	0.0228195	0.0164979	0.0137454	1.00327	130373	106988	9.99638	1.11095	0.125873	-16.96025	-12890.38	-12907.34
4998804	0.0228195	0.0163276	0.0137616	1.00332	130373	107108	9.9841	1.11095	0.125873	-15.86852	-12888.18	-12904.05
4998805	0.0228195	0.0163005	0.0137616	1.00332	130373	107108	9.99486	1.11095	0.125873	-15.87607	-12888.52	-12904.39
4998806	0.0228195	0.0163005	0.0137616	1.00332	130373	107017	9.99486	1.11095	0.125873	-15.43815	-12889.91	-12905.35
4998807	0.0228195	0.0161105	0.0138822	1.00332	130429	107190	9.99486	1.08055	0.125873	-15.64742	-12887.62	-12903.27
4998808	0.0228195	0.0160701	0.0139354	1.00332	130429	107190	9.98881	1.12682	0.125873	-14.63882	-12889.35	-12903.98
4998809	0.0228195	0.0160416	0.0139354	1.00336	130429	107193	9.98881	1.12682	0.125873	-14.80031	-12892.62	-12907.42
4998810	0.0228195	0.0161423	0.0139354	1.00336	130429	107193	9.98881	1.12682	0.125873	-14.75149	-12892.68	-12907.43
4998811	0.0228195	0.0161423	0.0139965	1.00336	130429	107193	9.98881	1.12682	0.125873	-14.2756	-12893.29	-12907.56
4998812	0.0228195	0.0161423	0.0139965	1.00336	130429	107199	9.98881	1.12682	0.125873	-14.98161	-12893.08	-12908.06
4998813	0.0228195	0.0161423	0.0139965	1.00313	130500	107272	9.96442	1.0813	0.125873	-16.77596	-12891.02	-12907.79
4998814	0.0228195	0.0161423	0.0139965	1.0032	130500	107202	9.96442	1.0813	0.125873	-14.60302	-12890.33	-12904.94
4998815	0.0228195	0.0161784	0.0139965	1.0032	130500	107202	9.96442	1.0813	0.125873	-14.58868	-12890.01	-12904.6
4998816	0.0228195	0.0162342	0.0139965	1.0032	130500	107118	9.96442	1.0813	0.124734	-14.81164	-12890.44	-12905.25
4998817	0.0228195	0.0162342	0.0139965	1.0032	130436	107100	9.97372	1.0813	0.125374	-14.95412	-12890.92	-12905.87
4998818	0.0228195	0.0162342	0.0139965	1.00308	130436	107100	9.96458	1.0813	0.125374	-14.24736	-12891.6	-12905.85
4998819	0.0228195	0.0162146	0.0139912	1.00308	130436	107100	9.99708	1.08709	0.125374	-12.92682	-12891.22	-12904.15
4998820	0.0228249	0.0162681	0.0139912	1.00308	130436	107100	9.99708	1.08709	0.125512	-13.77559	-12890.07	-12903.85
4998821	0.0228249	0.0161243	0.0139912	1.00308	130436	107068	9.97127	1.0812	0.125512	-12.31378	-12897.75	-12910.06
4998822	0.0228249	0.0161243	0.0139912	1.00308	130340	107068	9.97127	1.0812	0.126461	-13.37786	-12896.41	-12909.79
4998823	0.0228249	0.0161243	0.0138873	1.00323	130462	107068	9.97127	1.09352	0.125466	-14.73047	-12889.4	-12904.13
4998824	0.0228249	0.0161243	0.0138873	1.00339	130403	107068	9.93079	1.09146	0.125466	-15.53846	-12890.6	-12906.14
4998825	0.0228249	0.0161243	0.0138873	1.00343	130403	107068	9.93079	1.0749	0.125466	-14.21422	-12890.81	-12905.03
4998826	0.0228249	0.0161243	0.0138873	1.00336	130403	107068	9.98672	1.10788	0.125062	-12.56065	-12889.59	-12902.15
4998827	0.0228249	0.0161243	0.0138873	1.00336	130403	107068	9.99783	1.10788	0.125476	-12.51394	-12889.64	-12902.15
4998828	0.0228249	0.0160882	0.0138873	1.00336	130403	107077	9.99783	1.10788	0.125476	-12.94459	-12888.72	-12901.66
4998829	0.0228249	0.0160882	0.0139546	1.00347	130403	107094	9.99783	1.10788	0.125526	-13.68293	-12887.46	-12901.15
4998830	0.0228249	0.0160862	0.0139546	1.00347	130403	107048	9.99783	1.10788	0.125526	-13.53028	-12886.47	-12900
4998831	0.0228249	0.0160862	0.0139546	1.00347	130403	107058	9.99783	1.10788	0.125526	-14.21399	-12886.37	-12900.58
4998832	0.0228249	0.0160553	0.0139546	1.00347	130346	107114	9.99783	1.10788	0.125526	-14.92054	-12885.81	-12900.73
4998833	0.0228249	0.0159259	0.0139546	1.00347	130346	107114	9.89058	1.09657	0.124837	-15.07529	-12888.38	-12903.46
4998834	0.0228249	0.0161293	0.0139546	1.00347	130346	107018	9.85735	1.09657	0.12434	-14.66535	-12892.02	-12906.69
4998835	0.0228249	0.0161293	0.0139546	1.00347	130346	107018	9.85735	1.09657	0.126039	-13.97653	-12891.55	-12905.53
4998836	0.0228249	0.0160774	0.0139546	1.00339	130348	107004	9.85735	1.09657	0.125527	-14.21789	-12891.98	-12906.19
4998837	0.0228249	0.0161614	0.0139546	1.00339	130409	107098	9.96039	1.09257	0.125527	-17.77721	-12888.59	-12906.37
4998838	0.0247619	0.0161614	0.0139546	1.00339	130489	107270	9.86719	1.09257	0.125527	-20.49257	-12886.86	-12907.35
4998839	0.0247619	0.0162033	0.0139546	1.00339	130489	107270	9.86719	1.09257	0.12528	-19.07074	-12886.67	-12905.74
4998840	0.0242538	0.0162033	0.0139546	1.00339	130489	107270	9.9399	1.09257	0.125219	-18.47578	-12885.55	-12904.02
4998841	0.0242538	0.0162033	0.0139546	1.00339	130489	107270	9.98533	1.11133	0.125219	-15.96608	-12888.68	-12904.65
4998842	0.0242538	0.0162033	0.0139546	1.00339	130489	107241	9.98533	1.10908	0.125219	-14.39712	-12888.21	-12902.61
4998843	0.0242538	0.0162033	0.0139546	1.00339	130693	107306	9.98533	1.10908	0.125219	-17.50325	-12889.57	-12907.07
4998844	0.0242538	0.0161919	0.0139546	1.00351	130693	107292	9.97691	1.10908	0.125561	-17.50761	-12888.56	-12906.07
4998845	0.0242538	0.0160756	0.0139656	1.00374	130693	107072	9.97691	1.10908	0.125035	-15.33608	-12888.71	-12904.05
4998846	0.0244262	0.0160462	0.0139656	1.00374	130565	107117	9.97691	1.08777	0.124713	-14.50392	-12888.59	-12903.1
4998847	0.0244262	0.0159678	0.013984	1.00374	130565	107063	9.96614	1.09705	0.124713	-14.18231	-12888.99	-12903.17
4998848	0.0244872	0.0159678	0.013984	1.00374	130550	107034	9.96614	1.09705	0.125974	-13.52248	-12889.07	-12902.59
4998849	0.0244872	0.0159045	0.013984	1.00374	130550	107034	9.96614	1.09322	0.126238	-13.64066	-12889.48	-12903.13
4998850	0.0227418	0.015883	0.013828	1.00374	130439	107034	9.96614	1.06306	0.125151	-13.86401	-12888.5	-12902.36
4998851	0.0227418	0.0158602	0.013828	1.00374	130439	107034	9.90918	1.10111	0.12592	-13.7876	-12887.37	-12901.15
4998852	0.0227418	0.0160078	0.0137284	1.00374	130439	106973	9.90918	1.10111	0.125758	-13.98853	-12888.06	-12902.04
4998853	0.0227418	0.0160078	0.0137284	1.00374	130439	106973	9.90918	1.07676	0.125758	-14.60614	-12887.91	-12902.51
4998854	0.0227418	0.0160078	0.0137284	1.00374	130459	107061	9.85834	1.07676	0.126141	-15.60341	-12887.58	-12903.18
4998855	0.0227418	0.0160078	0.0137284	1.00374	130459	107061	9.85834	1.07676	0.126141	-13.00051	-12889.45	-12902.45
4998856	0.0227418	0.0159943	0.0135297	1.00374	130414	107045	9.8602	1.10127	0.126141	-13.74731	-12888.74	-12902.48
4998857	0.0227418	0.0159943	0.0134884	1.00374	130414	107045	9.94715	1.10127	0.125914	-14.23772	-12890.55	-12904.78
4998858	0.0226235	0.0160048	0.0135256	1.00374	130414	107039	9.94715	1.10127	0.126498	-14.24282	-12888.36	-12902.6
4998859	0.0226235	0.0160048	0.0135256	1.00374	130360	107153	9.94715	1.08718	0.126007	-15.57029	-12886.56	-12902.13
4998860	0.0226235	0.0160048	0.0135587	1.00374	130360	107180	9.94715	1.08718	0.126007	-16.03584	-12885.83	-12901.86
4998861	0.0226235	0.0159756	0.0135587	1.00374	130360	107180	9.95025	1.08782	0.126007	-14.44052	-12888.64	-12903.08
4998862	0.0220053	0.0159756	0.0135038	1.00393	130662	107180	9.90891	1.08782	0.126133	-15.5658	-12890.48	-12906.04
4998863	0.0220053	0.0159865	0.0135038	1.00393	130662	107097	9.95869	1.10071	0.126032	-15.20668	-12889.67	-12904.87
4998864	0.0220053	0.0159865	0.0135038	1.00391	130662	107097	9.95869	1.09486	0.126982	-14.55085	-12890.32	-12904.87
4998865	0.0220053	0.0159865	0.0135038	1.00391	130662	107207	9.95869	1.09486	0.125499	-16.33324	-12888.63	-12904.96
4998866	0.0220053	0.0159865	0.0135038	1.00391	130683	107207	9.95869	1.09486	0.125662	-16.54201	-12888.64	-12905.18
4998867	0.0220053	0.0160572	0.0135038	1.00391	130635	107063	9.95869	1.09486	0.125662	-15.01833	-12889.31	-12904.33
4998868	0.0220053	0.0160552	0.0134995	1.0038	130635	107050	9.99121	1.09486	0.125662	-13.5943	-12890.56	-12904.16
4998869	0.0220053	0.0160767	0.0134995	1.0038	130490	107050	9.99372	1.09486	0.125803	-12.91946	-12888.59	-12901.51
4998870	0.0219564	0.0160714	0.0134995	1.0038	130490	107050	9.89461	1.0614	0.125803	-13.99505	-12888.24	-12902.23
4998871	0.0219564	0.0160714	0.0134917	1.0038	130490	107050	9.89461	1.0614	0.12681	-14.23587	-12890.44	-12904.67
4998872	0.0219564	0.0160714	0.0134919	1.00378	130432	107050	9.89461	1.0614	0.12681	-14.33159	-12889.98	-12904.31
4998873	0.0219564	0.0160714	0.0134919	1.00363	130432	107050	9.99433	1.06025	0.12681	-13.86721	-12888.55	-12902.42
4998874	0.0231775	0.0160324	0.0134919	1.00363	130402	107050	9.89838	1.06573	0.12681	-14.13461	-12888.95	-12903.09
4998875	0.0231775	0.0160324	0.0134919	1.00363	130402	107050	9.90451	1.07561	0.12681	-14.1802	-12888.06	-12902.24
4998876	0.0231775	0.0160324	0.0134728	1.00363	130363	107003	9.90451	1.07561	0.12681	-14.72628	-12889.32	-12904.05
4998877	0.0231775	0.0161258	0.0134728	1.00357	130363	107003	9.90267	1.07561	0.127348	-14.5162	-12889.2	-12903.71
4998878	0.0231775	0.0161258	0.0134728	1.00338	130363	107003	9.90267	1.10542	0.127348	-13.5077	-12894.16	-12907.67
4998879	0.022232	0.0161258	0.0134728	1.00338	130363	107281	9.81367	1.10542	0.127348	-16.5182	-12890.82	-12907.34
4998880	0.022232	0.0161258	0.0134207	1.00338	130363	107281	9.7611	1.10542	0.127043	-16.10048	-12889.48	-12905.58
4998881	0.022232	0.0161543	0.0134207	1.00338	130401	107250	9.7611	1.09468	0.127043	-14.90714	-12888.66	-12903.57
4998882	0.022232	0.0161543	0.0134207	1.00338	130401	107250	9.856	1.09468	0.126217	-14.95822	-12887.67	-12902.63
4998883	0.022232	0.0161385	0.0134207	1.00338	130443	107242	9.80998	1.09468	0.126217	-16.07097	-12890.27	-12906.34
4998884	0.022232	0.0161712	0.0134207	1.00338	130443	107242	9.97814	1.09763	0.125915	-16.29812	-12888.95	-12905.25
4998885	0.022232	0.0162671	0.0134207	1.00338	130443	107068	9.97814	1.09763	0.126923	-13.11077	-12893.62	-12906.73
4998886	0.0231428	0.0162498	0.0134207	1.00338	130443	107068	9.97814	1.09763	0.126923	-13.90404	-12894.52	-12908.42
4998887	0.0231428	0.0162498	0.0134207	1.00338	130443	107068	9.97814	1.09763	0.127144	-13.90426	-12893.65	-12907.56
4998888	0.0231428	0.0162498	0.0134207	1.00338	130443	107068	9.74778	1.08195	0.127144	-13.96714	-12895.83	-12909.8
4998889	0.0231428	0.0162498	0.0134207	1.00338	130443	107201	9.73186	1.09646	0.125682	-15.33532	-12894.93	-12910.26
4998890	0.0231428	0.0162929	0.0134207	1.00338	130583	107246	9.76346	1.09646	0.125206	-15.59453	-12899.39	-12914.99
4998891	0.0231428	0.0162929	0.0134207	1.00354	130668	107132	9.75577	1.09646	0.127147	-14.68864	-12893.95	-12908.64
4998892	0.0231428	0.0162929	0.0134207	1.00354	130668	107132	9.53964	1.08814	0.126662	-14.86264	-12893.91	-12908.77
4998893	0.0231428	0.0162929	0.0134207	1.00354	130668	107132	9.53964	1.08814	0.126165	-14.70528	-12896.4	-12911.1
4998894	0.0231428	0.0162948	0.0134207	1.00374	130668	107132	9.53964	1.07845	0.126165	-15.39334	-12893.53	-12908.93
4998895	0.0231428	0.0161958	0.0134207	1.00374	130668	107040	9.41284	1.07877	0.126165	-15.90849	-12895.87	-12911.78
4998896	0.0231428	0.0161958	0.0134505	1.00374	130668	107040	9.42026	1.07877	0.126165	-15.50899	-12898.39	-12913.9
4998897	0.0231428	0.0161958	0.0134505	1.00374	130339	106922	9.47595	1.07877	0.126165	-16.54052	-12897.3	-12913.84
4998898	0.0231428	0.0161958	0.0134505	1.00374	130314	106922	9.56465	1.08836	0.126029	-17.728	-12896.83	-12914.56
4998899	0.0231428	0.0161958	0.0134798	1.00374	130314	106994	9.87739	1.08836	0.126148	-17.4772	-12890.29	-12907.77
4998900	0.0231428	0.016176	0.0134798	1.00374	130465	107134	9.99423	1.08836	0.125909	-16.63215	-12886.19	-12902.83
4998901	0.0231428	0.016176	0.0134535	1.00374	130465	107134	9.99423	1.08836	0.125909	-15.40592	-12886.19	-12901.6
4998902	0.0231428	0.0161585	0.0134513	1.00374	130465	107134	9.97692	1.08836	0.125909	-15.39296	-12887.11	-12902.5
4998903	0.0234257	0.0161585	0.0134513	1.00374	130465	107134	9.97692	1.08836	0.125909	-15.12936	-12887.25	-12902.38
4998904	0.0234257	0.0161585	0.0134513	1.00374	130465	107033	9.82683	1.08836	0.125909	-14.50206	-12889.72	-12904.23
4998905	0.0234257	0.0161585	0.0135705	1.00374	130465	107036	9.82683	1.08836	0.1269	-14.74133	-12889.53	-12904.27
4998906	0.0234257	0.0161416	0.0135249	1.00374	130465	107036	9.82683	1.08836	0.1269	-14.64586	-12888.69	-12903.33
4998907	0.0234257	0.0161275	0.0135249	1.00374	130465	107107	9.82683	1.08836	0.1269	-14.80164	-12889.48	-12904.28
4998908	0.0234257	0.0161275	0.0135249	1.00374	130537	107107	9.81424	1.08836	0.126759	-14.62324	-12889.76	-12904.39
4998909	0.0234257	0.0159938	0.0135544	1.00374	130537	107107	9.8826	1.08836	0.126286	-13.95552	-12888.08	-12902.04
4998910	0.0234257	0.0159752	0.0135633	1.00374	130578	107262	9.8603	1.08836	0.126286	-18.37948	-12886.42	-12904.8
4998911	0.0232946	0.0159752	0.0135633	1.00374	130578	107208	9.98447	1.08836	0.126581	-17.49722	-12886.41	-12903.91
4998912	0.0232946	0.0159752	0.0135633	1.00374	130584	107208	9.96752	1.08836	0.126581	-17.97221	-12886.89	-12904.86
4998913	0.0232946	0.0159752	0.0135633	1.00374	130395	107208	9.80914	1.08042	0.126581	-17.94387	-12888.01	-12905.95
4998914	0.0232946	0.0158793	0.0135633	1.00374	130395	107161	9.80914	1.08042	0.127272	-16.95544	-12889.81	-12906.77
4998915	0.0232946	0.0158793	0.0134591	1.00374	130395	107161	9.89568	1.08042	0.127272	-18.12358	-12887.7	-12905.83
4998916	0.0227096	0.0159454	0.0133675	1.00374	130475	107122	9.89568	1.08042	0.127631	-15.13925	-12889.86	-12905
4998917	0.0227096	0.0159454	0.0133675	1.00374	130475	107122	9.87291	1.08042	0.127631	-15.23805	-12889.76	-12905
4998918	0.0227096	0.0159454	0.0133675	1.00374	130404	107122	9.87291	1.08042	0.126278	-14.76877	-12888.5	-12903.26
4998919	0.0218181	0.0159454	0.0133675	1.00374	130404	107122	9.80269	1.08042	0.126278	-14.27204	-12889.38	-12903.66
4998920	0.0218181	0.0159454	0.0133675	1.00374	130404	107122	9.79251	1.08042	0.126278	-14.23585	-12889.12	-12903.35
4998921	0.0218181	0.0159454	0.0133648	1.00374	130473	107127	9.95855	1.08042	0.126278	-13.97892	-12887.94	-12901.92
4998922	0.0218181	0.0159454	0.0133648	1.00374	130473	107150	9.95855	1.08042	0.126278	-14.29644	-12887.24	-12901.53
4998923	0.0218181	0.0161091	0.0133648	1.00368	130473	107150	9.95855	1.08042	0.126278	-14.05144	-12887.35	-12901.4
4998924	0.0218646	0.0161185	0.0133648	1.00368	130473	107244	9.95855	1.08042	0.125893	-18.66501	-12887.49	-12906.16
4998925	0.0218646	0.0160507	0.0133648	1.00368	130473	107244	9.95855	1.10235	0.126883	-15.8884	-12886.5	-12902.39
4998926	0.0218646	0.0160876	0.0133648	1.00368	130473	107114	9.93074	1.09508	0.126883	-14.29488	-12887.46	-12901.75
4998927	0.0218646	0.0160876	0.0133648	1.00368	130391	107114	9.93749	1.08512	0.126883	-15.21914	-12886.03	-12901.25
4998928	0.0218646	0.0161304	0.0133648	1.00368	130390	106999	9.84273	1.08512	0.126958	-14.84813	-12890.36	-12905.21
4998929	0.0218646	0.016174	0.0133648	1.00368	130455	106999	9.88944	1.08512	0.126232	-13.37893	-12890.71	-12904.09
4998930	0.0218646	0.016174	0.0133648	1.00368	130455	106999	9.91935	1.09	0.126232	-13.33092	-12890.55	-12903.88
4998931	0.0218646	0.016174	0.0133648	1.00365	130455	106999	9.91935	1.09	0.126402	-13.28321	-12888.28	-12901.56
4998932	0.0218646	0.016174	0.0133648	1.00365	130455	106918	9.91935	1.08621	0.126402	-13.46447	-12890.87	-12904.34
4998933	0.0218646	0.0162166	0.0133648	1.00365	130455	106892	9.87583	1.08621	0.126402	-14.71761	-12889.95	-12904.67
4998934	0.0218646	0.0161875	0.0133648	1.00365	130455	107009	9.87583	1.08621	0.126402	-14.78188	-12888.34	-12903.12
4998935	0.0218646	0.0161875	0.0133794	1.00365	130455	107009	9.87583	1.08621	0.126402	-17.26636	-12887.31	-12904.58
4998936	0.0218646	0.0161875	0.0133909	1.00365	130407	107009	9.88458	1.08621	0.126402	-17.77673	-12887.03	-12904.81
4998937	0.0218646	0.0161383	0.0133909	1.00365	130407	107196	9.89887	1.08621	0.126402	-18.2131	-12885.65	-12903.87
4998938	0.0218646	0.0161383	0.0133909	1.00365	130407	107196	9.89887	1.08621	0.126402	-18.29504	-12885.65	-12903.95
4998939	0.0218646	0.0161372	0.0133909	1.00365	130407	107196	9.89887	1.08621	0.126402	-17.00139	-12886.94	-12903.94
4998940	0.0218646	0.0161372	0.0133909	1.00365	130563	107196	9.8968	1.08621	0.12767	-15.258	-12891.1	-12906.36
4998941	0.0219513	0.0161372	0.0133478	1.00365	130543	107196	9.94663	1.08621	0.127232	-16.3775	-12887.4	-12903.77
4998942	0.0219513	0.0162078	0.0133478	1.00365	130543	107208	9.94663	1.08621	0.127232	-16.41803	-12888.89	-12905.31
4998943	0.0219513	0.0160707	0.0133478	1.00365	130543	107208	9.90184	1.08621	0.127232	-16.37182	-12887.28	-12903.65
4998944	0.0219513	0.0160707	0.0133478	1.00364	130543	107208	9.89677	1.08621	0.127232	-17.13216	-12886.59	-12903.72
4998945	0.0219513	0.016129	0.0133478	1.00347	130524	107318	9.82174	1.08621	0.127232	-17.31163	-12891.81	-12909.13
4998946	0.0219513	0.016129	0.0133478	1.00347	130524	107055	9.77362	1.08621	0.127025	-13.20309	-12895.26	-12908.46
4998947	0.0219513	0.0162082	0.0133478	1.00347	130524	107055	9.76976	1.08621	0.127025	-13.19947	-12892.47	-12905.67
4998948	0.0219513	0.0162082	0.0133938	1.00347	130524	107149	9.99502	1.08621	0.127025	-15.67026	-12887.69	-12903.36
4998949	0.0211972	0.0162082	0.0133938	1.00347	130524	107149	9.99502	1.08621	0.127025	-16.44745	-12888.81	-12905.25
4998950	0.0211972	0.0162082	0.0133938	1.00347	130569	107149	9.99502	1.08621	0.126506	-14.67923	-12889.95	-12904.63
4998951	0.0211972	0.0162082	0.0133829	1.00347	130569	107149	9.99502	1.08621	0.126506	-14.56074	-12892.58	-12907.14
4998952	0.0211972	0.0162082	0.0133829	1.00337	130419	107149	9.99502	1.08621	0.126506	-13.8777	-12894.02	-12907.9
4998953	0.0211972	0.0161461	0.0133829	1.00337	130419	107149	9.99502	1.08621	0.126506	-14.3024	-12890.88	-12905.18
4998954	0.0211972	0.0162422	0.0133829	1.00342	130419	107149	9.99502	1.08621	0.125986	-13.60701	-12890.68	-12904.28
4998955	0.0211972	0.0162422	0.0133829	1.00342	130359	107231	9.99502	1.08621	0.125446	-15.67008	-12892.33	-12908
4998956	0.0211972	0.0162422	0.0133829	1.00342	130353	107231	9.99569	1.08621	0.126723	-15.76456	-12891.29	-12907.05
4998957	0.0211972	0.0162422	0.0133829	1.00342	130353	107026	9.99569	1.08621	0.126723	-12.72541	-12891.7	-12904.43
4998958	0.0211972	0.0162714	0.0133829	1.00343	130431	107057	9.91587	1.08621	0.127217	-12.6052	-12892.59	-12905.19
4998959	0.0236673	0.0164881	0.0133829	1.00343	130431	106997	9.99494	1.07658	0.127516	-12.31607	-12890.53	-12902.84
4998960	0.0236673	0.0163591	0.0134814	1.00343	130377	106997	9.99494	1.07256	0.127011	-12.91114	-12890.56	-12903.47
4998961	0.0236673	0.0163591	0.0134814	1.00343	130530	106997	9.99494	1.07256	0.127011	-12.43349	-12892.72	-12905.16
4998962	0.0236673	0.0163591	0.0134814	1.00343	130530	107139	9.99092	1.07788	0.127011	-13.08905	-12890.57	-12903.66
4998963	0.0236673	0.0163591	0.0134814	1.00343	130530	107139	9.99092	1.07788	0.127011	-13.47005	-12890.24	-12903.71
4998964	0.0236673	0.0164345	0.0134814	1.00343	130530	107139	9.99092	1.07788	0.127011	-13.29181	-12892.09	-12905.38
4998965	0.0236673	0.0164295	0.0134814	1.00343	130486	107139	9.99092	1.07063	0.126642	-14.1253	-12891.46	-12905.59
4998966	0.0236673	0.0164295	0.0135095	1.00343	130486	107023	9.99092	1.07063	0.126642	-12.85726	-12891.74	-12904.6
4998967	0.023207	0.0164295	0.0134248	1.00343	130486	107244	9.99092	1.07063	0.126501	-15.07305	-12893.83	-12908.9
4998968	0.0226125	0.0163242	0.0136601	1.00343	130502	107244	9.99092	1.07063	0.124887	-15.28508	-12891.18	-12906.46
4998969	0.0226125	0.0162125	0.0136601	1.00343	130502	107244	9.99092	1.06813	0.124887	-14.5843	-12892.5	-12907.08
4998970	0.0226125	0.0161842	0.0136601	1.00343	130336	107244	9.99092	1.09822	0.124887	-16.19059	-12891.64	-12907.83
4998971	0.0226125	0.016128	0.0135655	1.00343	130336	107244	9.99092	1.09822	0.124887	-16.89687	-12887.89	-12904.79
4998972	0.0226125	0.016128	0.0135655	1.00343	130340	107244	9.96969	1.09822	0.124887	-17.27419	-12889.1	-12906.37
4998973	0.0226125	0.0162066	0.0135655	1.00348	130340	106966	9.97806	1.09822	0.124887	-15.18015	-12891.09	-12906.27
4998974	0.0213553	0.0162066	0.0135655	1.00348	130340	106966	9.97806	1.09822	0.124946	-14.80756	-12892.32	-12907.13
4998975	0.0211536	0.0163367	0.0135655	1.00335	130340	106966	9.97806	1.08967	0.12658	-14.26718	-12892.24	-12906.51
4998976	0.0211536	0.0163033	0.0134542	1.00335	130493	106966	9.97806	1.08967	0.12658	-12.49198	-12892.82	-12905.31
4998977	0.0211536	0.0161983	0.0134542	1.00335	130390	106966	9.97806	1.0821	0.12658	-12.701	-12892.25	-12904.95
4998978	0.0211536	0.0163198	0.0134542	1.00335	130481	106966	9.97806	1.08396	0.12658	-11.73543	-12891.95	-12903.69
4998979	0.0211536	0.0163749	0.0134542	1.00335	130336	106966	9.96403	1.08396	0.126614	-15.19588	-12890.09	-12905.29
4998980	0.0228918	0.0163745	0.0135961	1.00335	130250	106949	9.98745	1.08396	0.126614	-17.13153	-12888.46	-12905.59
4998981	0.0228918	0.0163745	0.0135961	1.00335	130336	106949	9.87772	1.08396	0.126614	-14.31599	-12892.02	-12906.34
4998982	0.0228918	0.0162465	0.0135961	1.00347	130336	107097	9.94608	1.08396	0.126614	-14.39485	-12888.16	-12902.55
4998983	0.0228918	0.0162465	0.0135961	1.00332	130465	107097	9.94608	1.08396	0.126614	-12.61373	-12892.66	-12905.27
4998984	0.0228918	0.0163097	0.0135961	1.00332	130465	107097	9.94608	1.08396	0.126614	-12.67753	-12890.88	-12903.56
4998985	0.0215509	0.0163097	0.0135961	1.00332	130455	107045	9.93418	1.06882	0.126614	-12.45811	-12892.69	-12905.15
4998986	0.0215509	0.0163097	0.0135961	1.00332	130455	106927	9.95181	1.06882	0.126757	-13.28429	-12892.96	-12906.24
4998987	0.0215509	0.0162467	0.0135961	1.00332	130455	106927	9.95181	1.06882	0.125747	-13.29081	-12894.1	-12907.4
4998988	0.0215509	0.0162467	0.0135961	1.00332	130394	106927	9.95181	1.09087	0.125747	-13.37596	-12893.06	-12906.43
4998989	0.0215509	0.0162467	0.0136544	1.00332	130394	106964	9.95181	1.09087	0.125747	-12.39933	-12892.78	-12905.18
4998990	0.0215509	0.0161441	0.0136544	1.00332	130394	107086	9.99692	1.06378	0.125747	-12.59616	-12890.27	-12902.87
4998991	0.0215509	0.016082	0.0136544	1.00351	130501	107086	9.99692	1.06378	0.125643	-13.76815	-12889.31	-12903.08
4998992	0.0215509	0.0162091	0.0136544	1.00351	130501	107086	9.99692	1.06378	0.125656	-15.29079	-12890.34	-12905.63
4998993	0.0215509	0.0162091	0.0136544	1.00351	130501	107086	9.99692	1.10814	0.125378	-18.64016	-12892.89	-12911.53
4998994	0.0215509	0.0162091	0.0136544	1.00351	130501	107014	9.99699	1.10814	0.125378	-17.84533	-12889.61	-12907.45
4998995	0.0215509	0.0162091	0.0137182	1.00351	130573	107128	9.94605	1.10814	0.125378	-19.02435	-12889.41	-12908.44
4998996	0.0222895	0.0161894	0.0137182	1.00351	130639	107128	9.99098	1.12244	0.125378	-19.61053	-12890.24	-12909.85
4998997	0.0222895	0.0161894	0.0138375	1.00351	130549	107128	9.99098	1.09684	0.125378	-13.76415	-12888.62	-12902.38
4998998	0.0224617	0.0161894	0.0138375	1.00351	130549	107113	9.99098	1.09726	0.125378	-12.68884	-12890.35	-12903.03
4998999	0.0224617	0.0161894	0.0138375	1.00351	130439	107113	9.99098	1.09726	0.125378	-14.61691	-12888.27	-12902.89
4999000	0.0224617	0.0161991	0.0138375	1.00351	130439	107079	9.99098	1.07821	0.125378	-15.65621	-12887.49	-12903.14
4999001	0.0224617	0.0161991	0.0138375	1.00348	130439	107000	9.99098	1.11403	0.125378	-15.27747	-12888.18	-12903.45
4999002	0.0226955	0.0161991	0.0138375	1.00348	130439	107000	9.99098	1.11403	0.125378	-14.86506	-12887.91	-12902.78
4999003	0.0226955	0.0161991	0.0138375	1.00348	130439	106974	9.99098	1.11403	0.125378	-15.05515	-12890.66	-12905.71
4999004	0.022641	0.0161519	0.0138375	1.00348	130439	106974	9.93154	1.11403	0.125378	-14.69139	-12893.86	-12908.55
4999005	0.022641	0.0161519	0.0137995	1.00348	130439	106974	9.93154	1.11403	0.125596	-14.74726	-12892.54	-12907.29
4999006	0.022641	0.0161469	0.0137995	1.00348	130439	106949	9.93154	1.11403	0.125596	-14.94711	-12893.39	-12908.34
4999007	0.022641	0.0161469	0.0137995	1.00348	130439	107292	9.86151	1.11403	0.125596	-15.33351	-12895.05	-12910.38
4999008	0.022641	0.0161469	0.0137995	1.00348	130439	107292	9.86151	1.11403	0.125528	-17.26282	-12895.04	-12912.3
4999009	0.0227393	0.0161469	0.0137995	1.00327	130439	107292	9.76308	1.11403	0.125528	-16.59234	-12894.1	-12910.7
4999010	0.0227393	0.0163252	0.0137995	1.00327	130439	107292	9.8428	1.0602	0.124998	-16.66031	-12891.93	-12908.59
4999011	0.0251444	0.0164808	0.0137995	1.00306	130439	107292	9.89541	1.08358	0.124998	-14.89804	-12892.63	-12907.53
4999012	0.0251444	0.0164808	0.0139599	1.00306	130439	107211	9.95178	1.08358	0.124998	-13.16017	-12887.92	-12901.08
