"time" "Srxn1_max" "NRF2_max" "time2" "Srxn1_mean" "NRF2_mean" "time3" "Srxn1_min" "NRF2_min" "dose1" "dose2" "Simulation" "SRXN1_observed" "SRXN1_SD"
"Conti_1_11" 0 0 0 0 0 0 0 0 0 1 1 "simulation1" 0 0
"Conti_1_12" 1 0.0366147658904897 0.155143413731501 1 0.0211494614890366 0.077456474442253 1 0.020819732194282 0.0327705029620649 1 1 "simulation1" 0.000140475016591202 0.000243309865930042
"Conti_1_13" 2 0.106851450231918 0.122510918146088 2 0.0425767879360024 0.0638467617620027 2 0.0410161545427387 0.015663552052956 1 1 "simulation1" 0 0
"Conti_1_14" 3 0.146146042156541 0.127748892819921 3 0.0630033365647133 0.0769294526358063 3 0.0606090125173826 0.03842589214063 1 1 "simulation1" 0 0
"Conti_1_15" 4 0.206861041517633 0.156325379527633 4 0.0838293739955355 0.0824689570894906 4 0.0796281420398569 0.0364225392506602 1 1 "simulation1" 0.000500748064606066 0.000867321089689489
"Conti_1_16" 5 0.313640421925145 0.179753301723332 5 0.105899132266584 0.0943137318555057 5 0.0980979004325073 0.0467396158395975 1 1 "simulation1" 0.0142619807332477 0.0161229975235784
"Conti_1_17" 6 0.410574744485394 0.149950757924022 6 0.127069932670961 0.0789847594976047 6 0.116027386063021 0.0391455121769322 1 1 "simulation1" 0.0646830175775451 0.0439033298990573
"Conti_1_18" 7 0.45518450496146 0.124692053990885 7 0.144779710435552 0.0549304872603967 7 0.133367419174911 0.01131767709486 1 1 "simulation1" 0.107274793500007 0.0856060864007934
"Conti_1_19" 8 0.487060887394655 0.130096323350021 8 0.161628605906839 0.072184693131797 8 0.15018033718633 0.011279983705608 1 1 "simulation1" 0.20085513611343 0.1700362744614
"Conti_1_110" 9 0.590765419558349 0.210948728744419 9 0.195073501059165 0.14019274105291 9 0.166521482195172 0.0508043428362157 1 1 "simulation1" 0.322563104446921 0.265085432953759
"Conti_1_111" 10 0.690673544873808 0.12602518794926 10 0.22550319889194 0.0689344079082957 10 0.18238645408011 0.0237012505337086 1 1 "simulation1" 0.254179283732334 0.240141337261004
"Conti_1_112" 11 0.709698882158465 0.123424457357792 11 0.240070752731553 0.0630432762888777 11 0.197727578270537 0.0144392339156661 1 1 "simulation1" 0.25704474247161 0.24787889495843
"Conti_1_113" 12 0.761678978236726 0.165150224030949 12 0.255358984501747 0.0889474228400002 12 0.212607855597832 0.0151826630451524 1 1 "simulation1" 0.259135184915528 0.236559779587553
"Conti_1_114" 13 0.810487731977813 0.120217763646601 13 0.271089118478147 0.0755641299094263 13 0.227043027576978 0.0307206914163027 1 1 "simulation1" 0.252676410392377 0.223067072478369
"Conti_1_115" 14 0.819265588174457 0.105585160613844 14 0.284860192305384 0.0713218982673225 14 0.24105775531584 0.039730262248308 1 1 "simulation1" 0.231911405138669 0.207150799183072
"Conti_1_116" 15 0.835129127180141 0.130544756586773 15 0.298223564026135 0.0744164860642684 15 0.254655239620093 0.0338322948121381 1 1 "simulation1" 0.236447301059835 0.185953616165615
"Conti_1_117" 16 0.845210421577545 0.0902304415255729 16 0.31134079353715 0.0745452304001687 16 0.267848623270808 0.0431830097308231 1 1 "simulation1" 0.23704924554226 0.181111834835722
"Conti_1_118" 17 0.848340756229377 0.113568470543919 17 0.324680763916192 0.0844128226366214 17 0.280713439328828 0.0505656978663634 1 1 "simulation1" 0.246832682963561 0.183241669187422
"Conti_1_119" 18 0.861036684942911 0.118440347105796 18 0.338093575927635 0.0802944307646577 18 0.293147450807077 0.0315859299475847 1 1 "simulation1" 0.25914316881007 0.177270227068517
"Conti_1_120" 19 0.86962052975017 0.105581474157575 19 0.350906935389738 0.0828894593198487 19 0.305189841620186 0.0461937055743058 1 1 "simulation1" 0.26703020123641 0.214088642793498
"Conti_1_121" 20 0.874326394731767 0.107287113645715 20 0.363497304612194 0.081359660384277 20 0.316918191418186 0.0452993351461989 1 1 "simulation1" 0.286911854630456 0.226315439486581
"Conti_1_122" 21 0.876763369027392 0.0980690937931095 21 0.375068840852103 0.0748306906812384 21 0.328260528117884 0.0383600508184013 1 1 "simulation1" 0.265018437286327 0.237047711470198
"Conti_1_123" 22 0.884630950505354 0.123880034662166 22 0.3862733260855 0.0813548966380911 22 0.339234109889051 0.0326867532644359 1 1 "simulation1" 0.282961760754787 0.251873160827526
"Conti_1_124" 23 0.900783736700222 0.120564525392288 23 0.397729867408018 0.0817342505323118 23 0.349871806722296 0.0320982112899888 1 1 "simulation1" 0.297895758378141 0.263401837734726
"Conti_1_125" 24 0.919991493381129 0.130921180953685 24 0.408344578694065 0.0754143478496615 24 0.360186264324066 0.0231978071526316 1 1 "simulation1" 0.315200964087692 0.277276128992288
"Conti_1_126" 25 0.935587687098102 0.113415942586457 25 0.418287733823825 0.0760338707635576 25 0.37019270375784 0.0339201077855181 1 1 "simulation1" 0.315612076726627 0.274953007379777
"Conti_1_127" 26 0.938698655840426 0.102777425885219 26 0.427654981356702 0.0697291540263547 26 0.37989565908719 0.00542669072510193 1 1 "simulation1" 0.322994455470266 0.288577466687032
"Conti_1_128" 27 0.942749562593621 0.11551957506582 27 0.436434120847914 0.0689225914447176 27 0.389305536882139 0.0157654699997026 1 1 "simulation1" 0.290600627207233 0.26869571487231
"Conti_1_129" 28 0.953468829563214 0.12022288014529 28 0.444934653468567 0.068896275777377 28 0.398432784705081 0.00318089945983108 1 1 "simulation1" 0.308582238521445 0.277681984115544
"Conti_1_130" 29 0.964217267540765 0.115507835283743 29 0.453112857754754 0.0659994123136619 29 0.407285162470186 0.00678557689332687 1 1 "simulation1" 0.272605904527187 0.245878405314723
"Conti_1_131" 30 0.965120461493423 0.0916051778721669 30 0.46075959115802 0.0587364504204057 30 0.415871991736675 0.0115494786553153 1 1 "simulation1" 0.247482927895294 0.219351374480464
"Conti_1_132" 31 0.960997041359828 0.0928348602977269 31 0.468045230116911 0.0602353941654729 31 0.42420156925821 0.0248858222014819 1 1 "simulation1" 0.256332489304771 0.233332905288249
"Conti_1_133" 32 0.959525859984164 0.104811988864696 32 0.47534407415469 0.0690732561214546 32 0.43228162068085 0.0142063213005483 1 1 "simulation1" 0.236267707029909 0.21809117673518
"Conti_2.15_2.151" 0 0 0 0 0 0 0 0 0 2.15 2.15 "simulation2" 0 0
"Conti_2.15_2.152" 1 0.0504247974168416 0.171541272645725 1 0.0209574106697565 0.0646656129222227 1 0.0208181256650988 0 2.15 2.15 "simulation2" 0 0
"Conti_2.15_2.153" 2 0.164925916199222 0.172533411260367 2 0.0417290448474223 0.0659241987964593 2 0.0410108798352633 0 2.15 2.15 "simulation2" 0 0
"Conti_2.15_2.154" 3 0.280790658974506 0.180028395330241 3 0.0624136384344111 0.0805624414867262 3 0.0605963988651711 0 2.15 2.15 "simulation2" 0.000806585228684868 0.00139704659671675
"Conti_2.15_2.155" 4 0.428633428816875 0.207445054782323 4 0.0844438062512496 0.0908531734607023 4 0.0795942026294409 0 2.15 2.15 "simulation2" 0.00878247591809778 0.0152116945063955
"Conti_2.15_2.156" 5 0.602772647496289 0.211635273648129 5 0.106682073395756 0.0891095498372791 5 0.0980214964843565 0 2.15 2.15 "simulation2" 0.0407482501010965 0.0530024858023781
"Conti_2.15_2.157" 6 0.767783869697442 0.204194369297461 6 0.127927933731303 0.0891904780105807 6 0.115895443730863 0 2.15 2.15 "simulation2" 0.133617179348608 0.0393643936138802
"Conti_2.15_2.158" 7 0.902949546530598 0.18728120543568 7 0.148465424865353 0.0883053449835636 7 0.133232660663031 0 2.15 2.15 "simulation2" 0.258761841201545 0.0296866894799898
"Conti_2.15_2.159" 8 1.02732955360081 0.197366082628918 8 0.168029025298708 0.0868376176242947 8 0.150049237256778 0 2.15 2.15 "simulation2" 0.336838060646382 0.0520518671256229
"Conti_2.15_2.1510" 9 1.16766092075151 0.205985901562618 9 0.188022604429562 0.0946600225929848 9 0.166360812253017 0 2.15 2.15 "simulation2" 0.520057202412291 0.167081885078543
"Conti_2.15_2.1511" 10 1.31377153795091 0.207555892144585 10 0.206725642005359 0.0816431127964903 10 0.182182554048416 0 2.15 2.15 "simulation2" 0.492255599096282 0.181108425438277
"Conti_2.15_2.1512" 11 1.44420389143142 0.194924814093018 11 0.224060270528773 0.08796812972321 11 0.197529172278372 0 2.15 2.15 "simulation2" 0.545692737019015 0.201894902385819
"Conti_2.15_2.1513" 12 1.55605608039686 0.193033715470126 12 0.240576597331862 0.0778581062608251 12 0.212414934285319 0 2.15 2.15 "simulation2" 0.531293265018779 0.186244078858351
"Conti_2.15_2.1514" 13 1.666790510041 0.196758817186125 13 0.256195118529945 0.0844600340978433 13 0.226853679905284 0 2.15 2.15 "simulation2" 0.546668707133306 0.208573287731524
"Conti_2.15_2.1515" 14 1.78683804711825 0.204423049099979 14 0.27253940816669 0.089050304024032 14 0.240858833141375 0 2.15 2.15 "simulation2" 0.540877969166141 0.216922536840609
"Conti_2.15_2.1516" 15 1.89550849464337 0.18796611270832 15 0.288461854976546 0.0842617432648291 15 0.254443414556589 0 2.15 2.15 "simulation2" 0.537782704987112 0.244212100738378
"Conti_2.15_2.1517" 16 1.96520563014809 0.170376036028582 16 0.302020840121501 0.066759819302211 16 0.267620053822705 0 2.15 2.15 "simulation2" 0.542913884502368 0.247612570589063
"Conti_2.15_2.1518" 17 2.02905246707323 0.181916034413706 17 0.31478531998216 0.0773289390982043 17 0.280401001357235 0 2.15 2.15 "simulation2" 0.562722882197323 0.258943352787661
"Conti_2.15_2.1519" 18 2.09276090722721 0.170017550308387 18 0.327600903202396 0.0745464086899109 18 0.292798139700756 0 2.15 2.15 "simulation2" 0.583952369662516 0.283411197122133
"Conti_2.15_2.1520" 19 2.12879025833914 0.158483865812423 19 0.339949040476893 0.0774044913994623 19 0.304822994611208 0.0053740039948138 2.15 2.15 "simulation2" 0.579213611483686 0.286896738023511
"Conti_2.15_2.1521" 20 2.17457092030554 0.180237185407735 20 0.352839730600701 0.0854309764578298 20 0.316486745646907 0 2.15 2.15 "simulation2" 0.598001350250353 0.313382857300621
"Conti_2.15_2.1522" 21 2.24819533581097 0.184413479089595 21 0.364918891390906 0.0715479664580791 21 0.327800236577221 0 2.15 2.15 "simulation2" 0.614781233670376 0.326633049854944
"Conti_2.15_2.1523" 22 2.29284143476631 0.153336119527665 22 0.375636577406421 0.0682893730419046 22 0.338773985775732 0 2.15 2.15 "simulation2" 0.573466643711765 0.341565478047488
"Conti_2.15_2.1524" 23 2.28523825885529 0.129307199975498 23 0.385565935343994 0.0541821271084986 23 0.349418195557026 0 2.15 2.15 "simulation2" 0.576880842645211 0.352438786064376
"Conti_2.15_2.1525" 24 2.28686019605481 0.160718317210774 24 0.395237342756737 0.0690490705986148 24 0.359742761938899 0 2.15 2.15 "simulation2" 0.620256449839568 0.344473507057678
"Conti_2.15_2.1526" 25 2.3022295796958 0.146239273901796 25 0.404826367738747 0.0625590053020899 25 0.369757283743591 0 2.15 2.15 "simulation2" 0.614452979973702 0.348593988947598
