"iter" "buildSrxn1Base.1." "degradSrxn1.1." "Kact.1." "hill.1." "Vmax_buildSrxn1.1." "Km.1." "hill_act.1." "fraction_x.1." "fraction_x.1.1." "fraction_x.1.2." "fraction_x.1.3." "fraction_x.1.4." "LnPrior" "LnData" "LnPosterior"
"1" 0 0.0243688 0.0204134 0.0312493 2.87303 128129 108161 5.58131 0.190521 0.498835 0.0913611 0.928041 0.592663 -11.52459 -252146.9 -252158.4
"2" 490001 0.0210965 0.0303671 0.0379466 1.00074 136047 98735.3 5.16412 0.0426007 0.259857 0.562316 0.227432 0.140316 -57.14759 -11566.36 -11623.51
"3" 490002 0.0210965 0.0303671 0.0379466 1.00102 135757 98731.5 5.16412 0.0426007 0.258369 0.562316 0.221411 0.140316 -55.61178 -11569.2 -11624.81
"4" 490003 0.0210965 0.0303671 0.0374036 1.00091 135535 98557.5 5.09115 0.015009 0.258369 0.562316 0.221411 0.136803 -55.93455 -11567.9 -11623.83
"5" 490004 0.0210965 0.0303671 0.0374036 1.00091 135535 98777.6 5.09115 0.161528 0.258369 0.562316 0.221411 0.136803 -54.29561 -11568.79 -11623.08
"6" 490005 0.0212275 0.0303671 0.0374036 1.00088 135535 98732.7 5.18573 0.161528 0.258369 0.562316 0.221411 0.137399 -54.62088 -11571.05 -11625.68
"7" 490006 0.0212275 0.0303671 0.0374036 1.00088 135535 98637.6 5.18573 0.00991874 0.259628 0.562316 0.221411 0.137399 -55.21012 -11570.53 -11625.74
"8" 490007 0.0211922 0.0303677 0.0374036 1.00088 135591 98637.6 5.09073 0.00991874 0.262218 0.562316 0.221411 0.137399 -55.5398 -11569.15 -11624.69
"9" 490008 0.0212999 0.0303677 0.0374036 1.00088 135591 98637.6 5.09568 0.00991874 0.263496 0.559214 0.221411 0.137399 -55.53 -11570.65 -11626.18
"10" 490009 0.0213036 0.0303677 0.0374036 1.00088 135591 98637.6 5.09568 0.204947 0.262993 0.560362 0.224522 0.137399 -55.83036 -11569.03 -11624.87
"11" 490010 0.0213027 0.0305073 0.0374036 1.00088 135591 98637.6 5.09568 0.204947 0.262993 0.560362 0.224522 0.137399 -55.85053 -11570.46 -11626.31
"12" 490011 0.0212137 0.0305073 0.0374556 1.00088 135591 98542.3 5.09568 0.204947 0.259846 0.560362 0.233407 0.138706 -56.6562 -11566.15 -11622.8
"13" 490012 0.0212206 0.0305178 0.0380815 1.00088 135838 98570.2 5.19176 0.204947 0.259846 0.560362 0.235574 0.138706 -57.66792 -11566.91 -11624.57
"14" 490013 0.0210432 0.0305178 0.0380815 1.00088 135838 98570.2 5.19176 0.314854 0.259846 0.560362 0.235574 0.14125 -57.97212 -11565.54 -11623.51
"15" 490014 0.0211921 0.0304166 0.0394967 1.00088 135935 98570.2 5.22298 0.314854 0.259846 0.56132 0.235574 0.14125 -58.47024 -11567.05 -11625.52
"16" 490015 0.0211921 0.0304166 0.0394844 1.00088 135935 98570.2 5.22298 0.348933 0.259846 0.56132 0.235574 0.14125 -58.58444 -11567.02 -11625.6
"17" 490016 0.0211863 0.0304166 0.0391223 1.00082 135935 98570.2 5.22298 0.471272 0.26308 0.56132 0.223369 0.14125 -59.08356 -11567.79 -11626.88
"18" 490017 0.0211863 0.0304166 0.0391223 1.00082 136154 98570.2 5.22298 0.434763 0.26308 0.56132 0.223369 0.14252 -60.13078 -11566.33 -11626.46
"19" 490018 0.0211863 0.0304166 0.038666 1.00082 136154 98433.4 5.08911 0.434763 0.26308 0.56132 0.223369 0.14252 -61.35563 -11563.74 -11625.09
"20" 490019 0.0212302 0.0304152 0.038666 1.00082 136154 98433.4 5.08911 0.463133 0.26308 0.56132 0.223369 0.14252 -61.47925 -11564.14 -11625.62
"21" 490020 0.0212302 0.0306096 0.0386321 1.00082 136154 98433.4 5.08676 0.463133 0.26308 0.56132 0.237531 0.141472 -61.49651 -11561.03 -11622.53
"22" 490021 0.0210995 0.0304957 0.0391022 1.00082 136154 98433.4 5.08676 0.512816 0.26308 0.56132 0.237531 0.141472 -61.71809 -11560.18 -11621.9
"23" 490022 0.0210995 0.0304957 0.0386003 1.00082 135809 98433.4 5.0273 0.671574 0.26308 0.56132 0.237531 0.140687 -60.74688 -11561.41 -11622.16
"24" 490023 0.0210013 0.0304957 0.0392735 1.00082 135809 98459.1 5.0273 0.393344 0.261351 0.56132 0.234106 0.14016 -59.12752 -11561.33 -11620.46
"25" 490024 0.0210013 0.0304957 0.0392735 1.00082 135809 98459.1 5.00199 0.393344 0.25969 0.56132 0.228879 0.14016 -59.14435 -11561.7 -11620.84
"26" 490025 0.0210013 0.0304957 0.0392735 1.00082 135809 98459.1 5.00199 0.197542 0.25969 0.559952 0.233324 0.14016 -58.54082 -11561.09 -11619.63
"27" 490026 0.0211149 0.0304957 0.0392735 1.00082 135809 98459.1 5.00199 0.247678 0.25969 0.559952 0.232518 0.14016 -58.66115 -11561.86 -11620.52
"28" 490027 0.0212081 0.0304957 0.0384789 1.00082 135633 98459.1 5.00199 0.197015 0.259882 0.559952 0.232518 0.138254 -57.61223 -11562.54 -11620.15
"29" 490028 0.0212572 0.0304957 0.037299 1.00082 135633 98459.1 5.00199 0.113939 0.25852 0.559952 0.232518 0.141346 -57.44585 -11564.68 -11622.12
"30" 490029 0.0212572 0.0304957 0.0369528 1.00082 135633 98406.3 5.00199 0.436784 0.25852 0.559952 0.232518 0.141346 -58.83372 -11566.11 -11624.95
"31" 490030 0.0211937 0.0304957 0.0377827 1.00105 135633 98406.3 5.00199 0.52987 0.25852 0.559952 0.232518 0.141346 -59.27605 -11563.66 -11622.93
"32" 490031 0.0210839 0.0304957 0.0379462 1.00105 135633 98206 5.02211 0.427566 0.25852 0.559952 0.232518 0.141683 -60.54151 -11560.86 -11621.4
"33" 490032 0.0211426 0.0304957 0.0379462 1.00105 135633 98206 5.02211 0.427566 0.25852 0.559952 0.228388 0.141683 -60.54366 -11561.05 -11621.6
"34" 490033 0.0210685 0.0304957 0.0379462 1.00105 135633 98206 5.05465 0.291309 0.25852 0.559938 0.225129 0.140021 -60.03656 -11561.17 -11621.2
"35" 490034 0.0211271 0.0304957 0.0372349 1.00122 135698 98206 5.05465 0.361183 0.25852 0.559938 0.225129 0.140021 -60.60038 -11562.08 -11622.68
