"time" "Srxn1_max" "NRF2_max" "time2" "Srxn1_mean" "NRF2_mean" "time3" "Srxn1_min" "NRF2_min" "dose1" "dose2" "Simulation" "SRXN1_observed" "SRXN1_SD"
"Rep_0.1_01" 0 0 0 0 0 0 0 0 0 0.1 0 "simulation1" 0 0
"Rep_0.1_02" 1 0.0214257007824656 0.0439405265812641 1 0.02082408534727 0.0219702632906321 1 0.0208181256650988 0 0.1 0 "simulation1" 0.00579525717898305 0.00738864074545717
"Rep_0.1_03" 2 0.0420930497030368 0 2 0.0410242018712779 0 2 0.0410108798352633 0 0.1 0 "simulation1" 0.00376671086804115 0.00652413460086913
"Rep_0.1_04" 3 0.0616465186337296 0 3 0.0606102392738201 0 3 0.0605963988651711 0 0.1 0 "simulation1" 0.00279875304127745 0.00484758246533047
"Rep_0.1_05" 4 0.0806127880865591 0 4 0.0796085069940956 0 4 0.0795942026294409 0 0.1 0 "simulation1" 0.00278040344553418 0.00481580003320477
"Rep_0.1_06" 5 0.0990095032868762 0 5 0.0980360120171962 0 5 0.0980214964843565 0 0.1 0 "simulation1" 0.00904589305530514 0.015667946371623
"Rep_0.1_07" 6 0.116853769423539 0 6 0.115909002242254 0 6 0.115895443730863 0 0.1 0 "simulation1" 0.0162515357995415 0.0281484857058304
"Rep_0.1_08" 7 0.134162199364764 0 7 0.133245782103534 0 7 0.133232660663031 0 0.1 0 "simulation1" 0.0515686117813886 0.0482515719294568
"Rep_0.1_09" 8 0.150956520691435 0 8 0.15006194552251 0 8 0.150049237256778 0 0.1 0 "simulation1" 0.0837242234091107 0.0674296453450137
"Rep_0.1_010" 9 0.182252517001054 0.0959234516963127 9 0.167199858153977 0.0479617258481563 9 0.166360812253017 0 0.1 0 "simulation1" 0.181373341204971 0.210090476564144
"Rep_0.1_011" 10 0.212314875470422 0 10 0.183804720632882 0 10 0.182182554048416 0 0.1 0 "simulation1" 0.114459436874546 0.140857496129804
"Rep_0.1_012" 11 0.226756798644415 0 11 0.199102570103111 0 11 0.197529172278372 0 0.1 0 "simulation1" 0.119165909115878 0.200662194957616
"Rep_0.1_013" 12 0.24076463946392 0 12 0.213941010919752 0 12 0.212414934285319 0 0.1 0 "simulation1" 0.145723572596532 0.175738421439
"Rep_0.1_014" 13 0.254352032237806 0 13 0.228333912378997 0 13 0.226853679905284 0 0.1 0 "simulation1" 0.17124940286806 0.183299210546909
"Rep_0.1_015" 14 0.267531400599877 0 14 0.242294597494268 0 14 0.240858833141375 0 0.1 0 "simulation1" 0.179446505271657 0.173540076346221
"Rep_0.1_016" 15 0.280314995369251 0 15 0.255836059890006 0 15 0.254443414556589 0 0.1 0 "simulation1" 0.198254932510475 0.183392011939709
"Rep_0.1_017" 16 0.2927147242713 0 16 0.268970884489895 0 16 0.267620053822705 0 0.1 0 "simulation1" 0.207911813893889 0.181807744809742
"Rep_0.1_018" 17 0.304742086937387 0 17 0.281711268473081 0 17 0.280401001357235 0 0.1 0 "simulation1" 0.220648148395931 0.195490528886973
"Rep_0.1_019" 18 0.316408267813376 0 18 0.294069060043462 0 18 0.292798139700294 0 0.1 0 "simulation1" 0.211408282358635 0.185981431470418
"Rep_0.1_020" 19 0.327724115716957 0 19 0.306055749714926 0 19 0.304822994562022 0 0.1 0 "simulation1" 0.233504085780121 0.202221992635223
"Rep_0.1_021" 20 0.338700151053252 0 20 0.317682481433103 0 20 0.316486745537785 0 0.1 0 "simulation1" 0.29212727990038 0.253003372606232
"Rep_0.1_022" 21 0.349346578017796 0 21 0.328960064599055 0 21 0.327800236502037 0 0.1 0 "simulation1" 0.34319710371355 0.308495810045687
"Rep_0.1_023" 22 0.359673294945857 0 22 0.339898984320009 0 22 0.338773985689818 0 0.1 0 "simulation1" 0.346679452620962 0.301761205130414
"Rep_0.1_024" 23 0.369689902818792 0 23 0.350509410626181 0 23 0.349418195476527 0 0.1 0 "simulation1" 0.319850958105775 0.29254056511844
"Rep_0.1_025" 24 0.379405714055221 0 24 0.360801208046734 0 24 0.359742761866674 0 0.1 0 "simulation1" 0.176625106271309 0.182714931353813
"Rep_0.1_026" 25 0.388829761504877 0 25 0.37078394493536 0 25 0.369757283681161 0 0.1 0 "simulation1" 0.291758389542961 0.285501138170244
"Rep_0.1_027" 26 0.397970806773282 0 26 0.380466902315245 0 26 0.379471071490656 0 0.1 0 "simulation1" 0.124920551938063 0.118874850172857
"Rep_0.1_028" 27 0.406837348356868 0 27 0.389859082502546 0 27 0.388893156275013 0 0.1 0 "simulation1" 0.120911294416912 0.122534148210525
"Rep_0.1_029" 28 0.415437629544163 0 28 0.398969217475809 0 28 0.398032297816321 0 0.1 0 "simulation1" 0.123636070374104 0.111967473709393
"Rep_0.1_030" 29 0.423779646079382 0 29 0.407805776994037 0 29 0.406896992841258 0 0.1 0 "simulation1" 0.125852302619941 0.117106084196165
"Rep_0.1_031" 30 0.431871153596215 0 30 0.416376976471143 0 30 0.415495482921535 0 0.1 0 "simulation1" 0.109744689675567 0.108308833106261
"Rep_0.1_032" 31 0.439719674828285 0 31 0.424690784613867 0 31 0.423835762136174 0 0.1 0 "simulation1" 0.141391292916525 0.127219075586
"Rep_0.1_033" 32 0.447332506603096 0 32 0.432754930832266 0 32 0.431925584503671 0 0.1 0 "simulation1" 0.134737171674654 0.122964557027529
"Rep_0.32_01" 0 0 0 0 0 0 0 0 0 0.32 0 "simulation2" 0 0
"Rep_0.32_02" 1 0.0729111071832362 0.178763616798878 1 0.0349535134304521 0.089381808399439 1 0.0208181256650988 0 0.32 0 "simulation2" 0.00822402304840805 0.0142444257624602
"Rep_0.32_03" 2 0.154274716530809 0.0512349530906608 2 0.0717772730506354 0.0256174765453304 2 0.0410108798352633 0 0.32 0 "simulation2" 0.0065751053914674 0.0113884166031416
"Rep_0.32_04" 3 0.181220992101372 0.0774357827655153 3 0.0907121729261364 0.0387178913827577 3 0.0605964569474209 0 0.32 0 "simulation2" 0.00732512759851388 0.012687493172551
"Rep_0.32_05" 4 0.24363588255744 0.112513404996362 4 0.116123291115634 0.0656711797331079 4 0.0795982068582376 0.0188289544698541 0.32 0 "simulation2" 0.0162986642571343 0.0115991016193586
"Rep_0.32_06" 5 0.316101135169331 0.102396682489654 5 0.149439701666387 0.0616979847850518 5 0.0980445733082052 0.0209992870804501 0.32 0 "simulation2" 0.0714729781409732 0.04835579051742
"Rep_0.32_07" 6 0.365152063221619 0.0732848509517744 6 0.172440982690902 0.0469255985103787 6 0.115937469454181 0.0205663460689829 0.32 0 "simulation2" 0.205913439961221 0.125960409428465
"Rep_0.32_08" 7 0.407787208445919 0.0895417464639491 7 0.198398108807276 0.068877352069269 7 0.134319294206432 0.0482129576745889 0.32 0 "simulation2" 0.342657938834908 0.197920376521558
"Rep_0.32_09" 8 0.43663830373369 0.0573735839141724 8 0.225529083490807 0.0549995276561952 8 0.157289713040519 0.0526254713982179 0.32 0 "simulation2" 0.458287888852526 0.248174169684588
"Rep_0.32_010" 9 0.509471537373087 0.182477724524646 9 0.270773108366006 0.100479695518849 9 0.175059492786128 0.0184816665130518 0.32 0 "simulation2" 0.741374728318678 0.272523988226299
"Rep_0.32_011" 10 0.584996581322325 0.064889913971739 10 0.306178610031149 0.0324449569858695 10 0.190621258203371 0 0.32 0 "simulation2" 0.655404467817747 0.295211978742018
"Rep_0.32_012" 11 0.592445241834922 0.0404369385446733 11 0.317875306895584 0.0202184692723367 11 0.20571449664907 0 0.32 0 "simulation2" 0.720980684599556 0.369510081270612
"Rep_0.32_013" 12 0.596819083394114 0.0418812309480118 12 0.329168691125941 0.0209406154740059 12 0.220354973925468 0 0.32 0 "simulation2" 0.811967159125904 0.373907804416061
"Rep_0.32_014" 13 0.601401085133487 0.0417165420191478 13 0.340129486423766 0.0208582710095739 13 0.234555049370369 0 0.32 0 "simulation2" 0.885284797673247 0.386475887391585
"Rep_0.32_015" 14 0.606253762543053 0.0428665744016323 14 0.350763513848791 0.0214332872008162 14 0.248328916949719 0 0.32 0 "simulation2" 0.991670721170638 0.385322245733464
"Rep_0.32_016" 15 0.609355218106563 0.0162660985679359 15 0.361059784454956 0.00813304928396796 15 0.261689156289877 0 0.32 0 "simulation2" 1.03167939110938 0.429475227873459
"Rep_0.32_017" 16 0.611919020023563 0.0289402644840645 16 0.371035559916405 0.0144701322420323 16 0.274648201590442 0 0.32 0 "simulation2" 1.0695406835306 0.418996279040234
"Rep_0.32_018" 17 0.616503496487389 0.0523095780357659 17 0.380749418235403 0.0261547890178829 17 0.287218101976563 0 0.32 0 "simulation2" 1.04750881316271 0.423907313313092
"Rep_0.32_019" 18 0.626277338123835 0.0535051484130272 18 0.390275125396231 0.0267525742065136 18 0.299410526120606 0 0.32 0 "simulation2" 1.08211758727617 0.484158947896506
"Rep_0.32_020" 19 0.630362604110249 0.0235761690295033 19 0.399410523389326 0.0117880845147517 19 0.311236812654172 0 0.32 0 "simulation2" 1.06542714751801 0.48382415064177
"Rep_0.32_021" 20 0.632255901914076 0 20 0.408234125542983 0 20 0.322707958277685 0 0.32 0 "simulation2" 1.05290164569895 0.523974338037877
"Rep_0.32_022" 21 0.634130280551092 0.0293878645713225 21 0.416792722439412 0.0146939322856612 21 0.333834627686864 0 0.32 0 "simulation2" 1.04219093135002 0.534649727329128
"Rep_0.32_023" 22 0.63597909143038 0.012668624824542 22 0.425094129607137 0.006334312412271 22 0.344627165278711 0 0.32 0 "simulation2" 0.974714264457184 0.491034373035812
"Rep_0.32_024" 23 0.637699509051629 0.0123498112235322 23 0.433146192737136 0.00617490561176609 23 0.355095605218645 0 0.32 0 "simulation2" 1.01623554808542 0.531226528020939
"Rep_0.32_025" 24 0.639367428208497 0 24 0.440956411783877 0 24 0.365249680164475 0 0.32 0 "simulation2" 0.935070736340811 0.528486576068834
"Rep_0.32_026" 25 0.640985066019023 0 25 0.448532095581529 0 25 0.37509883036209 0 0.32 0 "simulation2" 0.901467535126517 0.52687571248876
"Rep_0.32_027" 26 0.642556943108818 0.0191327787704605 26 0.455880315078468 0.00956638938523025 26 0.384652212631669 0 0.32 0 "simulation2" 0.914097361455646 0.507776756578493
"Rep_0.32_028" 27 0.644101053786491 0.0207602623232493 27 0.463008143728363 0.0103801311616247 27 0.393918708822272 0 0.32 0 "simulation2" 0.907419672682295 0.46595318805132
"Rep_0.32_029" 28 0.645630733659246 0.0244229139264369 28 0.469922478994148 0.0122114569632185 28 0.402906934063022 0 0.32 0 "simulation2" 0.812464462882076 0.445452421364142
"Rep_0.32_030" 29 0.647075173973821 0.00874028185970743 29 0.476628909223591 0.00437014092985372 29 0.41162524477261 0 0.32 0 "simulation2" 0.770038518916957 0.473216285106934
"Rep_0.32_031" 30 0.648925892330684 0.0415346025876718 30 0.483138736286978 0.0207673012938359 30 0.42008174642816 0 0.32 0 "simulation2" 0.715094104564022 0.45392035746891
"Rep_0.32_032" 31 NA 0.000241960714170986 31 0.4894501103287 0.000120980357085493 31 0.428284301101014 0 0.32 0 "simulation2" 0.689660248648919 0.45444306278914
"Rep_0.32_033" 32 NA 0.0128504343290184 32 0.495569092569393 0.00642521716450919 32 0.436240534766139 0 0.32 0 "simulation2" 0.712989241695865 0.434716280435171
"Rep_1_01" 0 0 0 0 0 0 0 0 0 1 0 "simulation3" 0 0
"Rep_1_02" 1 0.0636749588149959 0.169537282521987 1 0.0277716918034093 0.0847686412609935 1 0.0208180376072276 0 1 0 "simulation3" 0.0128455803059309 0.0151007652364591
"Rep_1_03" 2 0.199498697197536 0.232703391041332 2 0.133906233485734 0.226593079056956 2 0.0893334548953297 0.220482767072579 1 0 "simulation3" 0.00935706434205581 0.0162069108501317
"Rep_1_04" 3 0.418222023137492 0.458098672524976 3 0.342523496621167 0.417061179849746 3 0.287205656042016 0.376023687174516 1 0 "simulation3" 0.0134039391936827 0.0141714856735058
"Rep_1_05" 4 0.728459254994349 0.542347262770814 4 0.630160371549914 0.501171112696255 4 0.551619846456782 0.459994962621697 1 0 "simulation3" 0.0516102023360192 0.0460534711815333
"Rep_1_06" 5 1.04284423696621 0.51713959539753 5 0.919750900698338 0.464005594299535 5 0.815963419747619 0.41087159320154 1 0 "simulation3" 0.27349238246354 0.108343063365673
"Rep_1_07" 6 1.33461928495032 0.505891335996093 6 1.18167295231903 0.446037257509675 6 1.04743526741321 0.386183179023257 1 0 "simulation3" 0.943652870152957 0.276062529960666
"Rep_1_08" 7 1.60841086319008 0.483453068584279 7 1.42252871958617 0.416944097958306 7 1.25477944630986 0.350435127332334 1 0 "simulation3" 1.38855860104579 0.0686300074797838
"Rep_1_09" 8 1.85465693808578 0.444196173487538 8 1.63526357638413 0.377110583214016 8 1.43297237038597 0.310024992940494 1 0 "simulation3" 2.18922851899848 0.38516031319031
"Rep_1_010" 9 2.07707214829074 0.417973776274156 9 1.82346044654258 0.345771606405369 9 1.58538550580829 0.273569436536582 1 0 "simulation3" 2.35620934806819 0.392898440512797
"Rep_1_011" 10 2.23004813745408 0.235213950253581 10 1.94662204782484 0.186708675444636 10 1.67919671892325 0.138203400635692 1 0 "simulation3" 2.35875085724062 0.533924347359161
