"time" "Srxn1_max" "NRF2_max" "time2" "Srxn1_mean" "NRF2_mean" "time3" "Srxn1_min" "NRF2_min" "dose1" "dose2" "Simulation" "SRXN1_observed" "SRXN1_SD"
"Rep_0.35_01" 0 0 0 0 0 0 0 0 0 0.35 0 "simulation1" 0 0
"Rep_0.35_02" 1 0.0208181481583906 0 1 0.0208181269085978 0 1 0.0208181256650988 0 0.35 0 "simulation1" 0.00337871818080306 0.00481110385443749
"Rep_0.35_03" 2 0.0696213526500203 0.185978071648563 2 0.04395162901454 0.110268140225443 2 0.0410108798352633 0 0.35 0 "simulation1" 0 0
"Rep_0.35_04" 3 0.345146420470732 0.341860342091157 3 0.142297080332678 0.179139083089288 3 0.0605963988651711 0 0.35 0 "simulation1" 0.00285855658895174 0.0049511652483752
"Rep_0.35_05" 4 0.672709744634954 0.292975742016829 4 0.272769872613998 0.155820475996487 4 0.0795942026294409 0 0.35 0 "simulation1" 0.104672359003659 0.0952860054745102
"Rep_0.35_06" 5 0.932541423779969 0.252218021084562 5 0.35313841483097 0.133082235162859 5 0.0980214964843565 0 0.35 0 "simulation1" 0.497784147750849 0.317348840019416
"Rep_0.35_07" 6 1.10892015638906 0.186464356854467 6 0.386486532606592 0.0933652723323965 6 0.115895443730863 0 0.35 0 "simulation1" 0.97727654918255 0.457586468678864
"Rep_0.35_08" 7 1.27695107242561 0.240570339873074 7 0.408059217314656 0.109012767892438 7 0.133232660663031 0 0.35 0 "simulation1" 1.40904581414409 0.590714246868735
"Rep_0.35_09" 8 1.4495180231682 0.192991441634196 8 0.430281806325468 0.0933745923718712 8 0.150049237256778 0 0.35 0 "simulation1" 1.63278484084553 0.647937868076164
"Rep_0.35_010" 9 1.56778542650748 0.183977523928446 9 0.44349498578872 0.0810319387875511 9 0.166360812253017 0 0.35 0 "simulation1" 1.81211840889348 0.755534083916328
"Rep_0.35_011" 10 1.67123856576711 0.176028108651814 10 0.454787073141228 0.0830543671244955 10 0.182182554048416 0 0.35 0 "simulation1" 1.89099018393416 0.686186215275454
"Rep_0.35_012" 11 1.75247978375211 0.162450221096104 11 0.465312361557814 0.0756789894975554 11 0.197529172278372 0 0.35 0 "simulation1" 1.85661042442434 0.687101418646795
"Rep_0.35_013" 12 1.81047842432737 0.152260658563605 12 0.473539240820283 0.0604912682635747 12 0.212414934285319 0 0.35 0 "simulation1" 1.84951281169216 0.740580663438736
"Rep_0.35_014" 13 1.83431922703443 0.129820826120867 13 0.480433604436108 0.0478192828204133 13 0.226853679905284 0 0.35 0 "simulation1" 1.79696451103792 0.680975512868358
"Rep_0.35_015" 14 1.88114542497551 0.172766238509197 14 0.487561959659497 0.0713568178985986 14 0.240858833141375 0 0.35 0 "simulation1" 1.81383039730061 0.679824970064816
"Rep_0.35_016" 15 1.92326303893873 0.125644636339602 15 0.494797493332903 0.0567560996593718 15 0.254443414556589 0 0.35 0 "simulation1" 1.88958830206873 0.721446718514574
"Rep_0.35_017" 16 1.92778262229686 0.136170458573649 16 0.501113433778784 0.0549095796252577 16 0.267620053822705 0 0.35 0 "simulation1" 1.87436331889553 0.692253591115752
"Rep_0.35_018" 17 1.95276644841447 0.147290132778829 17 0.507343395270999 0.0599929149381327 17 0.280401001357235 0 0.35 0 "simulation1" 2.0276883931446 0.855076363618585
"Rep_0.35_019" 18 2.00024133344656 0.156443608077758 18 0.513686323495297 0.0622256736885246 18 0.292798139700294 0 0.35 0 "simulation1" 2.04440126449496 0.920274609682491
"Rep_0.35_020" 19 1.99988171396959 0.0890503408411044 19 0.519342964640646 0.0370196703176637 19 0.304822994562022 0 0.35 0 "simulation1" 2.01086630301909 0.871734318189904
"Rep_0.35_021" 20 1.96871447787308 0.101536691116766 20 0.524647149589918 0.0482359037071851 20 0.316486745537785 0 0.35 0 "simulation1" 2.1316434370085 0.99416064213754
"Rep_0.35_022" 21 1.94211728411051 0.0958677128180573 21 0.529789309684439 0.0349359215808209 21 0.327800236502037 0 0.35 0 "simulation1" 2.15200839244815 0.97681949281412
"Rep_0.35_023" 22 1.9105433337552 0.0807379314019582 22 0.534742957496329 0.0428837936671717 22 0.338773985689818 0 0.35 0 "simulation1" 2.09240685595135 0.915002058935264
"Rep_0.35_024" 23 1.87783193652002 0.0835527200767771 23 0.539544991835186 0.0311779839799055 23 0.349418195476527 0 0.35 0 "simulation1" 2.05241461048674 0.943283854821046
"Rep_0.35_025" 24 1.84466376539613 0.0710513786955994 24 0.544164834082352 0.0259658876370116 24 0.359742761866674 0 0.35 0 "simulation1" 2.08970619851194 0.979794435911327
"Rep_0.35_026" 25 1.82914425971596 0.130936399959556 25 0.549009944819407 0.0668571578384379 25 0.369757283681161 0 0.35 0 "simulation1" 1.34403371711527 0.292654973476075
"Rep_0.35_027" 26 1.81372679885634 0.0697573247360521 26 0.55367444714323 0.023252441578684 26 0.379471071490656 0 0.35 0 "simulation1" 1.10030311120315 0.332509258509353
"Rep_0.35_028" 27 1.78128058542843 0.0718690169105412 27 0.557866464460162 0.0239563389701804 27 0.388893156275013 0 0.35 0 "simulation1" 1.10622237414722 0.270759782635153
"Rep_0.35_029" 28 1.75377195332421 0.0975684650139396 28 0.561940201945455 0.0325228216713132 28 0.398032297816321 0 0.35 0 "simulation1" 1.12500847331797 0.262335791822928
"Rep_0.35_030" 29 1.73461086172714 0.102257657484608 29 0.565900418558807 0.0340858858282026 29 0.406896992841258 0 0.35 0 "simulation1" 1.08228318547351 0.212838087964385
"Rep_0.35_031" 30 1.71417905994004 0.0938313676244834 30 0.569740209225079 0.0312771225414945 30 0.415495482921535 0 0.35 0 "simulation1" 1.13557925239167 0.214396958642152
"Rep_0.35_032" 31 1.69107995625663 0.0904283894392166 31 0.573458954440824 0.0301427964797389 31 0.423835762136174 0 0.35 0 "simulation1" 1.14922729588555 0.223741534477682
"Rep_0.35_033" 32 1.66569392396207 0.0771906937458072 32 0.577062412639583 0.0257302312486024 32 0.431925584503671 0 0.35 0 "simulation1" 1.14227611589774 0.299522573571886
"Rep_0.35_034" 33 1.63801513527401 0.0648140264445117 33 0.580553008344056 0.0216046754815039 33 0.439772471190965 0 0.35 0 "simulation1" 1.11120687336526 0.300381001518483
"Rep_0.35_035" 34 1.61259067541962 0.086092941361437 34 0.583939937065202 0.028697647120479 34 0.447383717505917 0 0.35 0 "simulation1" 1.09225241269464 0.266204642192586
