"time" "Srxn1_max" "NRF2_max" "time2" "Srxn1_mean" "NRF2_mean" "time3" "Srxn1_min" "NRF2_min" "dose1" "dose2" "Simulation" "SRXN1_observed" "SRXN1_SD"
"Rep_0.01_01" 0 0 0 0 0 0 0 0 0 0.01 0 "simulation1" 0 0
"Rep_0.01_02" 1 0.0208181257009619 0 1 0.0208181256671833 0 1 0.0208181256650988 0 0.01 0 "simulation1" 0.0206151052036572 0.0357064096161118
"Rep_0.01_03" 2 0.0413517527897981 0.127807609815882 2 0.0410577746822309 0.0933434088315217 2 0.0410116548528175 0.0489223729760846 0.01 0 "simulation1" 0.00635713381428761 0.0110108787568603
"Rep_0.01_04" 3 0.188079790770811 0.350356075783782 3 0.135067356286853 0.307048440067191 3 0.100213027485096 0.270704986869101 0.01 0 "simulation1" 0.00571562902079323 0.00989975986122902
"Rep_0.01_05" 4 0.601301870504431 0.419408116159029 4 0.47177350414652 0.376152319692248 4 0.333251642250791 0.309276894866879 0.01 0 "simulation1" 0.0873085223909596 0.129501865371566
"Rep_0.01_06" 5 1.01497364512766 0.378661155448677 5 0.825416734647424 0.346312491886756 5 0.592134791246674 0.31164012386266 0.01 0 "simulation1" 0.49227948750499 0.407683128825954
"Rep_0.01_07" 6 1.33142121311219 0.337100712060526 6 1.07605186269659 0.294858082062442 6 0.759545370117353 0.240769480320316 0.01 0 "simulation1" 1.13165342862661 0.671607815924398
"Rep_0.01_08" 7 1.62394380942416 0.364881776767657 7 1.28537005606987 0.31291509961402 7 0.89705681442505 0.285827701046329 0.01 0 "simulation1" 1.78510468867906 0.850466124470898
"Rep_0.01_09" 8 1.98916362155041 0.417638498835913 8 1.51176959235976 0.310625342645981 8 1.04559003847607 0.249072821603339 0.01 0 "simulation1" 2.28401808479663 0.94173901641985
"Rep_0.01_010" 9 2.38555348296601 0.409125122168378 9 1.71003470662645 0.295874550916987 9 1.12958935614896 0.234084255675644 0.01 0 "simulation1" 2.66975781070753 1.07299980208568
"Rep_0.01_011" 10 2.69152758251082 0.336792424217526 10 1.89239168301404 0.301826510895049 10 1.24117703190407 0.275662363119151 0.01 0 "simulation1" 3.03048883572715 1.13678370522736
"Rep_0.01_012" 11 2.92004662403696 0.340730701040589 11 2.08188274924377 0.305701772177425 11 1.40116499325318 0.282280417898902 0.01 0 "simulation1" 3.15837047241884 1.1754179981145
"Rep_0.01_013" 12 3.16917148940946 0.35653443383263 12 2.26659596103715 0.303256277512646 12 1.55247560401814 0.275390525838502 0.01 0 "simulation1" 3.36730978409643 1.32667662472098
"Rep_0.01_014" 13 3.41610882554027 0.344871746515581 13 2.44551757918053 0.304930553001357 13 1.70038251491249 0.282828711860979 0.01 0 "simulation1" 3.5077450507889 1.33756539858224
"Rep_0.01_015" 14 3.6213413469244 0.325860405865129 14 2.60852625026742 0.294141680668652 14 1.8386460785481 0.271180158693087 0.01 0 "simulation1" 3.81319270179206 1.51466217243182
"Rep_0.01_016" 15 3.81214260609546 0.336659423156775 15 2.75993072493624 0.298788578179037 15 1.96107894639703 0.271047456501517 0.01 0 "simulation1" 4.01190279139979 1.62188854487075
"Rep_0.01_017" 16 4.01782949239998 0.3445779517848 16 2.90793746513192 0.294873876859735 16 2.05420507506733 0.244037241073338 0.01 0 "simulation1" 4.30710889175885 1.7469155056543
"Rep_0.01_018" 17 4.23370238195684 0.355290113232437 17 3.05184699336098 0.301514984967928 17 2.12310035786145 0.255021479563186 0.01 0 "simulation1" 4.78711243253519 1.88034180917292
"Rep_0.01_019" 18 4.48169722616224 0.382180578709345 18 3.23115859409494 0.328961580063204 18 2.24369114363462 0.291778419598357 0.01 0 "simulation1" 5.03991580740598 1.87234731625962
"Rep_0.01_020" 19 4.72473381691535 0.359355710604009 19 3.42119650150808 0.316988571374978 19 2.39256046640616 0.284959457861658 0.01 0 "simulation1" 5.35972103731576 2.07107597966762
"Rep_0.01_021" 20 4.9429117828053 0.365074808852401 20 3.59264867527716 0.320034980579365 20 2.52778816588907 0.288018509390859 0.01 0 "simulation1" 5.75890659649436 2.21441206115407
"Rep_0.01_022" 21 5.15031157686134 0.353270138770749 21 3.77462828487512 0.329803631384799 21 2.68803579711373 0.308310459131913 0.01 0 "simulation1" 6.10939479794089 2.50999400891338
