"time" "Srxn1_max" "NRF2_max" "time2" "Srxn1_mean" "NRF2_mean" "time3" "Srxn1_min" "NRF2_min" "dose1" "dose2" "Simulation" "SRXN1_observed" "SRXN1_SD"
"Rep_1_01" 0 0 0 0 0 0 0 0 0 1 0 "simulation1" 0 0
"Rep_1_02" 1 0.0208187456185447 0.0274554030660362 1 0.020818126467205 0.00915180102201207 1 0.0208181256650988 0 1 0 "simulation1" 0.00516565776793867 0.00792618035764297
"Rep_1_03" 2 0.0410134464194286 0.0197475961248857 2 0.0410108830299332 0.00658253204162858 2 0.0410108798352633 0 1 0 "simulation1" 0 0
"Rep_1_04" 3 0.0606018879867637 0.0302436353215553 3 0.0605964121782945 0.0100812117738518 3 0.0605963988651711 0 1 0 "simulation1" 0 0
"Rep_1_05" 4 0.0799051566421427 0.0740413604489711 4 0.0795947950166228 0.0246804534829904 4 0.0795942026294409 0 1 0 "simulation1" 0 0
"Rep_1_06" 5 0.102152148809815 0.0979580440205445 5 0.0980272065244064 0.0326526813401815 5 0.0980214964843565 0 1 0 "simulation1" 0.00198917720309534 0.00344535598101888
"Rep_1_07" 6 0.126503137148967 0.0996842973229084 6 0.115910279546249 0.0332280991076361 6 0.115895443730863 0 1 0 "simulation1" 0.0814000660417186 0.0797380751374406
"Rep_1_08" 7 0.158984239129498 0.128146152761345 7 0.133270721916697 0.0427153842537817 7 0.133232660663031 0 1 0 "simulation1" 0.228673301726573 0.125670055043153
"Rep_1_09" 8 0.197677757803506 0.118178085859397 8 0.150122082038218 0.0393926952864657 8 0.150049237256778 0 1 0 "simulation1" 0.332053599836394 0.207185588377446
"Rep_1_010" 9 0.241546601422358 0.138477505423406 9 0.166479313316555 0.0461591684744687 9 0.166360812253017 0 1 0 "simulation1" 0.372525706609894 0.200603841387559
"Rep_1_011" 10 0.278168438546286 0.107348752918365 10 0.182335122897913 0.0357829176394549 10 0.182182554048416 0 1 0 "simulation1" 0.371944279641136 0.198460843768333
"Rep_1_012" 11 0.310497644264381 0.133529378730899 11 0.197707949012408 0.0445097929102997 11 0.197529172278372 0 1 0 "simulation1" 0.361986276370687 0.210858369992123
"Rep_1_013" 12 0.355017647814093 0.128422280204084 12 0.212644590230892 0.0428074267346945 12 0.212414934285319 0 1 0 "simulation1" 0.346879297357924 0.189089012655092
"Rep_1_014" 13 0.379125687099085 0.097746499154712 13 0.22709843866815 0.032582166384904 13 0.226853679905284 0 1 0 "simulation1" 0.292703013658783 0.202313561220348
"Rep_1_015" 14 0.409639491502217 0.139676018062405 14 0.241129789685542 0.0465586726874683 14 0.240858833141375 0 1 0 "simulation1" 0.303282353440154 0.224575915252171
"Rep_1_016" 15 0.441790070720464 0.104186627655598 15 0.254746753061301 0.0347288758851992 15 0.254443414556589 0 1 0 "simulation1" 0.227643982426153 0.282666546084044
"Rep_1_017" 16 0.464734991410467 0.125369899263489 16 0.267936929837471 0.0417899664211631 16 0.267620053822705 0 1 0 "simulation1" 0.277409721680706 0.247003358350155
"Rep_1_018" 17 0.490083149366929 0.109564039639365 17 0.280736192447668 0.037049897721438 17 0.280401001357235 0 1 0 "simulation1" 0.331235033963365 0.290303200359372
"Rep_1_019" 18 0.506289341225462 0.103703027160672 18 0.293159864135096 0.0442060134064341 18 0.292798139700294 0 1 0 "simulation1" 0.361735102520935 0.315827574397497
"Rep_1_020" 19 0.517913957880827 0.0917657883391748 19 0.305198766291895 0.0309232319466557 19 0.304822994562022 0 1 0 "simulation1" 0.417106709604076 0.324416572398531
"Rep_1_021" 20 0.529923150122346 0.107031452594457 20 0.316863139258168 0.0378149021318731 20 0.316486745537785 0 1 0 "simulation1" 0.487799920178231 0.361140864613204
"Rep_1_022" 21 0.549247992318196 0.114704947874068 21 0.328189503280215 0.0382349826246893 21 0.327800236502037 0 1 0 "simulation1" 0.574164766841566 0.484584021076506
"Rep_1_023" 22 0.5590330907357 0.0692725909796291 22 0.339160034420212 0.0234380340774294 22 0.338773985689818 0 1 0 "simulation1" 0.629073749468337 0.512983920095784
"Rep_1_024" 23 0.569897199584315 0.119011668386411 23 0.34980125369895 0.0396705561288035 23 0.349418195476527 0 1 0 "simulation1" 0.589765747430027 0.525217910627781
"Rep_1_025" 24 0.587041467057575 0.0978621173612365 24 0.360131979281223 0.0326207057870788 24 0.359742761866674 0 1 0 "simulation1" 0.589663634013302 0.506652316035999
"Rep_1_026" 25 0.594226957669094 0.079771309371545 25 0.370139973881047 0.0265904364571817 25 0.369757283681161 0 1 0 "simulation1" 0.505459249685751 0.375047152178779
"Rep_1_027" 26 0.597611024427016 0.0291090734950766 26 0.379842908207791 0.00970302449835888 26 0.379471071490656 0 1 0 "simulation1" 0.425644552566055 0.35684903537124
"Rep_1_028" 27 0.600486736165416 0.0290940169329271 27 0.389253690309837 0.00969800564430904 27 0.388893156275013 0 1 0 "simulation1" 0.405927061032504 0.342366425454884
"Rep_1_029" 28 0.60333222815815 0.0543362847188387 28 0.398382042418442 0.0181120949062796 28 0.398032297816321 0 1 0 "simulation1" 0.459873379567228 0.393553538864216
"Rep_1_030" 29 0.606163490947524 0.0428500103000243 29 0.407236428969692 0.0142833367666748 29 0.406896992841258 0 1 0 "simulation1" 0.506299670906527 0.39312694161074
"Rep_1_031" 30 0.608792746506103 0.0241907732732994 30 0.415824736262474 0.00806359109109981 30 0.415495482921535 0 1 0 "simulation1" 0.590710242643767 0.390968048299475
"Rep_1_032" 31 0.611328331065374 0.0172463609115775 31 0.424155115433123 0.00574878697052583 31 0.423835762136174 0 1 0 "simulation1" 0.646994556849729 0.432192962293105
"Rep_1_033" 32 0.613788378484199 0.0235260454788052 32 0.432235338317501 0.00784201515960174 32 0.431925584503671 0 1 0 "simulation1" 0.658370012520583 0.397902629541243
"Rep_1_034" 33 0.616174324879766 0.00982492913808575 33 0.440072914665352 0.00327497637936192 33 0.439772471190965 0 1 0 "simulation1" 0.633044683864838 0.357963105187591
"Rep_1_035" 34 0.618488486632369 0.00820449207400209 34 0.447675129789435 0.00273483069133403 34 0.447383717505917 0 1 0 "simulation1" 0.630616390984924 0.386710351650993
"Rep_1_036" 35 0.62074097968465 0.0422091579169653 35 0.455049075471477 0.0140697193056551 35 0.454766399679814 0 1 0 "simulation1" 0.612302724057815 0.413977799324218
