"time" "Srxn1_max" "NRF2_max" "time2" "Srxn1_mean" "NRF2_mean" "time3" "Srxn1_min" "NRF2_min" "dose1" "dose2" "Simulation" "SRXN1_observed" "SRXN1_SD"
"Conti_0.1_0.11" 0 0 0 0 0 0 0 0 0 0.1 0.1 "simulation1" 0 0
"Conti_0.1_0.12" 1 0.0561124548340275 0.140255659528795 1 0.0215379894730661 0.0467518865095985 1 0.0208181256650988 0 0.1 0.1 "simulation1" 0.057125329297907 0.0799737453978686
"Conti_0.1_0.13" 2 0.138244102597779 0.0840412886843023 2 0.0432863964506908 0.0280137628947674 2 0.0410108798352633 0 0.1 0.1 "simulation1" 0.0549096213179702 0.0784140422352227
"Conti_0.1_0.14" 3 0.197279567131017 0.104464975120466 3 0.0630787145496794 0.0348216583734888 3 0.0605963988651711 0 0.1 0.1 "simulation1" 0.0503744628452999 0.0730117670229702
"Conti_0.1_0.15" 4 0.273647066581654 0.121973533890252 4 0.0833778201240623 0.0445639460616565 4 0.0795942026294409 0 0.1 0.1 "simulation1" 0.0700634077245035 0.0965505429152337
"Conti_0.1_0.16" 5 0.36142306491638 0.13981715279174 5 0.104864693093472 0.0475616863256604 5 0.0980214964843565 0 0.1 0.1 "simulation1" 0.0852120005409782 0.10201920250912
"Conti_0.1_0.17" 6 0.445970321714883 0.12152835705863 6 0.124920175239325 0.0405094523528767 6 0.115895443730863 0 0.1 0.1 "simulation1" 0.144703059701494 0.137379322957175
"Conti_0.1_0.18" 7 0.517032411852525 0.116402373637508 7 0.143069808275671 0.0388007912125026 7 0.133232660663031 0 0.1 0.1 "simulation1" 0.208344461257336 0.165308474872248
"Conti_0.1_0.19" 8 0.603387999435617 0.165223507522869 8 0.163114507160273 0.0550745025076229 8 0.150049237256778 0 0.1 0.1 "simulation1" 0.266145407913785 0.188414647994321
"Conti_0.1_0.110" 9 0.697793794499029 0.143924365645379 9 0.190029949782605 0.0611906776656453 9 0.166360812253017 0 0.1 0.1 "simulation1" 0.492676142576145 0.469793439906983
"Conti_0.1_0.111" 10 0.768751129114023 0.113107887650675 10 0.210363502035066 0.0377026292168918 10 0.182182554048416 0 0.1 0.1 "simulation1" 0.420227069068308 0.408203119424691
"Conti_0.1_0.112" 11 0.834931646882963 0.133324529153203 11 0.226325814096971 0.0444415097177343 11 0.197529172278372 0 0.1 0.1 "simulation1" 0.422682011761808 0.44290682894227
"Conti_0.1_0.113" 12 0.899483200389787 0.112212180473733 12 0.241946646932404 0.0374040601579112 12 0.212414934285319 0 0.1 0.1 "simulation1" 0.408454171467982 0.416573559588833
"Conti_0.1_0.114" 13 0.955117007063274 0.116933676098808 13 0.256458670670739 0.0389778920329359 13 0.226853679905284 0 0.1 0.1 "simulation1" 0.439369835627194 0.436281120820133
"Conti_0.1_0.115" 14 1.01078809835682 0.116214094242151 14 0.270651778064593 0.0387380314140504 14 0.240858833141375 0 0.1 0.1 "simulation1" 0.45654673405584 0.429206277627319
"Conti_0.1_0.116" 15 1.07238569239094 0.135006013207147 15 0.285181788903811 0.0450020044023822 15 0.254443414556589 0 0.1 0.1 "simulation1" 0.450474927138954 0.407814946308965
"Conti_0.1_0.117" 16 1.12940282614251 0.109365957733826 16 0.299026181964935 0.0364553192446088 16 0.267620053822705 0 0.1 0.1 "simulation1" 0.412250881099715 0.376220762501185
"Conti_0.1_0.118" 17 1.17460024356296 0.110267624148978 17 0.311615910216549 0.0367558747163261 17 0.280401001357235 0 0.1 0.1 "simulation1" 0.412517250248071 0.335255710189173
"Conti_0.1_0.119" 18 1.21447057963107 0.09965709652216 18 0.323665501913027 0.0332190321740533 18 0.292798139700294 0 0.1 0.1 "simulation1" 0.470686812523232 0.31656605854171
"Conti_0.1_0.120" 19 1.25489007341474 0.113964433338325 19 0.335432036670877 0.0379881444461084 19 0.304822994562022 0 0.1 0.1 "simulation1" 0.471952640720143 0.326368412100945
