"time" "Srxn1_max" "NRF2_max" "time2" "Srxn1_mean" "NRF2_mean" "time3" "Srxn1_min" "NRF2_min" "dose1" "dose2" "Simulation" "SRXN1_observed" "SRXN1_SD"
"Conti_0.01_0.011" 0 0 0 0 0 0 0 0 0 0.01 0.01 "simulation1" 0 0
"Conti_0.01_0.012" 1 0.0239526409407851 0.170972342257674 1 0.0210541881863004 0.111812897410776 1 0.0208181256661242 0 0.01 0.01 "simulation1" 0.00168605923304642 0.00292034025620701
"Conti_0.01_0.013" 2 0.0922445312597373 0.236693910458228 2 0.0493662303593829 0.182371535901359 2 0.0410557401697412 0.0940170848248412 0.01 0.01 "simulation1" 0 0
"Conti_0.01_0.014" 3 0.364398637072903 0.396138239071704 3 0.256518489376603 0.366295530972517 3 0.172102835729603 0.345025609904069 0.01 0.01 "simulation1" 0 0
"Conti_0.01_0.015" 4 0.806352250762746 0.423102785460945 4 0.632808127188887 0.377472048473708 4 0.5145449462657 0.339501068244166 0.01 0.01 "simulation1" 0.0460336795021125 0.012070577307288
"Conti_0.01_0.016" 5 1.22394954175403 0.391843611190873 5 0.967235605190983 0.335632771402123 5 0.754642352612339 0.281097733721799 0.01 0.01 "simulation1" 0.285815399222391 0.02335921999524
"Conti_0.01_0.017" 6 1.57809419849727 0.364835321521132 6 1.23118104069455 0.31920540915947 6 0.92265286686397 0.275536361930286 0.01 0.01 "simulation1" 0.835970942566162 0.133766577500286
"Conti_0.01_0.018" 7 1.84177817044751 0.313403611862207 7 1.43554849398706 0.288951355823924 7 1.06194973519232 0.25781923153619 0.01 0.01 "simulation1" 1.34364754417711 0.265135254199165
"Conti_0.01_0.019" 8 2.07923012174912 0.350183971159793 8 1.63637082490108 0.325640084763016 8 1.19826205788901 0.283761282139027 0.01 0.01 "simulation1" 1.79539867625144 0.379609685908897
"Conti_0.01_0.0110" 9 2.42325850937027 0.418285279802752 9 1.9567824980271 0.400122962138288 9 1.46646218092898 0.373419132116341 0.01 0.01 "simulation1" 2.55056390920753 0.695642076348149
"Conti_0.01_0.0111" 10 2.75476295393845 0.350710503991053 10 2.26119611720307 0.323105918376124 10 1.72757262429756 0.289022405131513 0.01 0.01 "simulation1" 2.49430140582079 0.746528532650643
"Conti_0.01_0.0112" 11 2.99456892897655 0.341972850573409 11 2.47357555771323 0.325398357850083 11 1.9036745709624 0.3084496688195 0.01 0.01 "simulation1" 2.68006859898085 0.808192281220869
"Conti_0.01_0.0113" 12 3.26564412922063 0.381351960271499 12 2.70135215721727 0.336296370376714 12 2.10215606533334 0.306684901590154 0.01 0.01 "simulation1" 2.81154936047501 0.899829873239389
"Conti_0.01_0.0114" 13 3.54358397896156 0.354669358096461 13 2.92263249378981 0.325386748543047 13 2.28379242023119 0.300900539627545 0.01 0.01 "simulation1" 2.85732298411775 0.903504977138126
"Conti_0.01_0.0115" 14 3.75496662196933 0.327660998469522 14 3.11577128606798 0.317223188810181 14 2.46380789112296 0.308614041148846 0.01 0.01 "simulation1" 3.05381787011312 1.01019445156153
"Conti_0.01_0.0116" 15 3.94535825845264 0.339005958738139 15 3.29186728804336 0.315117440561777 15 2.62699979819235 0.291849391306673 0.01 0.01 "simulation1" 3.13399973925298 0.903634841403705
"Conti_0.01_0.0117" 16 4.15324487869719 0.345043892545556 16 3.4746382732768 0.325293858047671 16 2.78771983688338 0.309686638744685 0.01 0.01 "simulation1" 3.25244154900767 0.893502373283102
"Conti_0.01_0.0118" 17 4.32455487940599 0.313249023697198 17 3.63189588247013 0.298436717729288 17 2.94220437851198 0.29059534190372 0.01 0.01 "simulation1" 3.34615360576855 0.821099084799997
"Conti_0.01_0.0119" 18 4.47812196947931 0.332165420193412 18 3.77277809143546 0.314621678787827 18 3.08556974657521 0.304561973174247 0.01 0.01 "simulation1" 3.56337954094043 0.899528751615669
"Conti_0.01_0.0120" 19 4.62203264967476 0.314057450915685 19 3.9148265595535 0.304422697020329 19 3.2333514801898 0.296977356445438 0.01 0.01 "simulation1" 3.77198538570631 1.02047574877586
"Conti_0.01_0.0121" 20 4.84367248276785 0.412691821813655 20 4.0851954967227 0.344884150949285 20 3.36748380079633 0.297473062539557 0.01 0.01 "simulation1" 3.91189496838109 0.988173836392343
"Conti_0.01_0.0122" 21 5.14287010760473 0.40081337883847 21 4.28985934017282 0.339865539676281 21 3.49897139349989 0.297523536613694 0.01 0.01 "simulation1" 4.02257800404361 0.997972035480284
"Conti_0.01_0.0123" 22 5.40239577267914 0.388062717906012 22 4.47212488686081 0.332635401442229 22 3.62541359783623 0.295787086047411 0.01 0.01 "simulation1" 4.09479015555489 0.994215758871554
"Conti_0.01_0.0124" 23 5.67503752142737 0.420187878544309 23 4.64284713527486 0.333215576100467 23 3.72978744419075 0.280359843726193 0.01 0.01 "simulation1" 4.19571859226968 1.00882358688531
"Conti_0.01_0.0125" 24 5.93192712560591 0.379698185589229 24 4.8016744656986 0.326270047367165 24 3.81070016082845 0.278708958958353 0.01 0.01 "simulation1" 4.36480853072841 0.869683499472184
"Conti_0.01_0.0126" 25 6.13942179423811 0.373539075851511 25 4.94889551509397 0.32582183231897 25 3.8989481064655 0.286678862443782 0.01 0.01 "simulation1" 4.45056141895871 0.852826088259742
"Conti_0.01_0.0127" 26 6.31950363092216 0.353030429910975 26 5.07863887751181 0.311205100327885 26 3.97740769114197 0.272426994906418 0.01 0.01 "simulation1" 4.60169237349438 0.971413206913658
"Conti_0.01_0.0128" 27 6.44920858141549 0.3319348832086 27 5.16655111820912 0.294670832797796 27 4.03604024802339 0.27325238823009 0.01 0.01 "simulation1" 4.52630897702566 0.88157488007656
"Conti_0.01_0.0129" 28 6.58597675148451 0.361539216883648 28 5.26246962144266 0.318027831518454 28 4.12188957288549 0.294883316784619 0.01 0.01 "simulation1" 4.60634585949474 0.979459602102126
"Conti_0.01_0.0130" 29 6.74524328745863 0.358307772505483 29 5.36221836874209 0.300648711711193 29 4.19702082507919 0.266997898287056 0.01 0.01 "simulation1" 4.60626724772018 0.980804682145862
"Conti_0.01_0.0131" 30 6.92131855702462 0.383111152343826 30 5.45518462556096 0.315090543245971 30 4.24727701775853 0.275901275908708 0.01 0.01 "simulation1" 4.71072280704325 1.01668390117399
"Conti_0.01_0.0132" 31 7.07845145095669 0.346278357045061 31 5.54542100326891 0.29971672963635 31 4.30499858931151 0.272720357859593 0.01 0.01 "simulation1" 4.69309604526876 0.978376621337356
"Conti_0.01_0.0133" 32 7.21341516515485 0.36864930423145 32 5.61735785737591 0.302494942499862 32 4.3523608041694 0.268488101189261 0.01 0.01 "simulation1" 4.72795025786753 0.951454679471575
"Conti_0.02_0.021" 0 0 0 0 0 0 0 0 0 0.02 0.02 "simulation2" 0 0
"Conti_0.02_0.022" 1 0.0276215201361195 0.203980791512879 1 0.0208297987261893 0.0748870334396387 1 0.0208181292914733 0 0.02 0.02 "simulation2" 0 0
