"time" "Srxn1_max" "NRF2_max" "time2" "Srxn1_mean" "NRF2_mean" "time3" "Srxn1_min" "NRF2_min" "dose1" "dose2" "Simulation" "SRXN1_observed" "SRXN1_SD"
"Conti_0.35_0.351" 0 0 0 0 0 0 0 0 0 0.35 0.35 "simulation1" 0 0
"Conti_0.35_0.352" 1 0.020823746783004 0.0444541803865521 1 0.0208183919334054 0.0245921903157594 1 0.0208181256650988 0 0.35 0.35 "simulation1" 0.0412289580456226 0.071410650078144
"Conti_0.35_0.353" 2 0.177554732827618 0.322058224517883 2 0.080052562358603 0.183622422884868 2 0.0410108798352633 0 0.35 0.35 "simulation1" 0.0153076467134585 0.0265136218520248
"Conti_0.35_0.354" 3 0.559794611197445 0.402073379678231 3 0.269681822428773 0.215386904542838 3 0.0605963988651711 0 0.35 0.35 "simulation1" 0.0158711460101195 0.0274896312638711
"Conti_0.35_0.355" 4 0.977611019330196 0.426682889019605 4 0.474393695030209 0.221037174383317 4 0.0795942026294409 0 0.35 0.35 "simulation1" 0.0874919790506658 0.116473961005034
"Conti_0.35_0.356" 5 1.38064393093622 0.404574476260362 5 0.6682134032324 0.209921818299376 5 0.0980214964843565 0 0.35 0.35 "simulation1" 0.546495414726368 0.385399709428449
"Conti_0.35_0.357" 6 1.75685510969823 0.398709335300646 6 0.827534983608739 0.185784709255909 6 0.115895443730863 0 0.35 0.35 "simulation1" 1.12742904411563 0.604970874214477
"Conti_0.35_0.358" 7 2.09965248697577 0.363060655347948 7 0.952004315502535 0.175374268604088 7 0.133232660663031 0 0.35 0.35 "simulation1" 1.59317387508504 0.760701279522779
"Conti_0.35_0.359" 8 2.42056603782253 0.377389571447625 8 1.06721926384639 0.17694217948238 8 0.150049237256778 0 0.35 0.35 "simulation1" 1.90651394669063 0.827068234921817
"Conti_0.35_0.3510" 9 2.73384403992218 0.36788596479809 9 1.16710327983744 0.163579905539379 9 0.166360812253017 0 0.35 0.35 "simulation1" 2.12604661589525 0.939179118640608
"Conti_0.35_0.3511" 10 3.06126374722424 0.418195591114547 10 1.26780647440448 0.180429239810551 10 0.182182554048416 0 0.35 0.35 "simulation1" 2.15175304009021 0.977521801125147
"Conti_0.35_0.3512" 11 3.40594555345121 0.421393316700628 11 1.37638351481239 0.174166025996603 11 0.197529172278372 0 0.35 0.35 "simulation1" 2.22656935127424 1.058137652647
"Conti_0.35_0.3513" 12 3.73972503427462 0.416336517483434 12 1.4772007467875 0.175386561508339 12 0.212414934285319 0 0.35 0.35 "simulation1" 2.17647354802296 1.05949462510961
"Conti_0.35_0.3514" 13 4.04114023403212 0.377986913416732 13 1.55818978438382 0.15563166268824 13 0.226853679905284 0 0.35 0.35 "simulation1" 2.13272116152023 1.09375856068272
"Conti_0.35_0.3515" 14 4.30349817342803 0.359338639531411 14 1.60892920570688 0.14595087862172 14 0.240858833141375 0 0.35 0.35 "simulation1" 2.05858383242257 1.00475307180027
"Conti_0.35_0.3516" 15 4.5235178220464 0.313316976437166 15 1.6428985104483 0.136191897738998 15 0.254443414556589 0 0.35 0.35 "simulation1" 2.10054156920367 1.00904619316283
