"0.1_0" "0.32_0" "1_0" "3.16_0" "10_0" "31.62_0" "0_0.1" "0.1_0.1" "0.32_0.1" "1_0.1" "3.16_0.1" "10_0.1" "31.62_0.1" "0_0.32" "0.1_0.32" "0.32_0.32" "1_0.32" "3.16_0.32" "10_0.32" "31.62_0.32" "0_1" "0.1_1" "0.32_1" "1_1" "3.16_1" "10_1" "31.62_1" "0_3.16" "0.1_3.16" "0.32_3.16" "1_3.16" "3.16_3.16" "10_3.16" "31.62_3.16" "0_10" "0.1_10" "0.32_10" "1_10" "3.16_10" "10_10" "31.62_10" "0_31.62" "0.1_31.62" "0.32_31.62" "1_31.62" "3.16_31.62" "10_31.62" "31.62_31.62"
"1" 0 0 0.0472033202509525 0.0463450653875472 0.129996336381708 0.236261255871797 0.0187791721662376 0 0 0.0037855884428829 0.0116343178952984 0.00233100744940706 0.0407720402159607 0.0205106211303651 0.00395574618429706 0.0245996813337099 0.0247839503486354 0.0198643115939941 0.0460428422717042 0.136865830181047 0.0295411553176737 0.0368701076571071 0.0213990355506272 0.0303430055330775 0.0903301395687397 0.0509052065351991 0.0768302131150556 0.0473698523227229 0.0490102127106596 0.0434333685700849 0.0556392081623421 0.0925752362513353 0.168593395758358 0.133070513855342 0.0345818388493437 0.0373527189301464 0.0483403255456294 0.0770854527246434 0.213063834826121 0.160567635371035 0.193927262130034 0.052475704705863 0.0784241856210602 0.0522243558353846 0.135764672898423 0.147563365045873 0.271298955024825 0.258971917711128
"2" 0 0 0.172383635090807 0.636102545988534 0.990332470694489 1.17225658366842 0.00828066472193575 0 0 0.0833627470087737 0.177197398737808 0.512957477028319 0.777033216000299 0.00813272001881741 0 0.0368161568048162 0.120929493111447 0.361801678442727 0.627649257723986 0.953875420876761 0.0253684800482504 0.032090238583745 0.0267742035332821 0.137212981806205 0.473598458110798 0.742377297332394 1.00279481990984 0.0484538269777836 0.0525979922399877 0.0666663693578163 0.214891021196107 0.597250499077211 0.997605057367467 1.07713639569955 0.0163409321540959 0.0612963478880882 0.0986630897404946 0.30521871590924 0.804859557612797 1.10315006753642 1.15577816926262 0.0634755744022317 0.128225356539659 0.116509410710131 0.436081511629344 0.714480981383619 1.20116971101815 1.16330903084321
"3" 0.0119098350390472 0.0450887292862932 0.486590783085006 1.05515922723166 1.31430452745348 1.52411193483299 0.0127671113652886 0 0.0217378577547818 0.26651512166842 0.55478445033419 0.899112850459221 1.25640062521282 0.0141772594434308 0.00905055825300642 0.107082545481295 0.333572524993755 0.755893196140071 0.970150750338233 1.31610726560216 0.0346527302942956 0.0339956478067233 0.0862239991247588 0.358223144593186 0.86159890579391 1.07882283257929 1.34101025678089 0.0520215880293186 0.0736360898171471 0.108740737569464 0.47284549781865 0.97381384089884 1.26319799581868 1.42289301328137 0.0322602313802764 0.0902130630042663 0.179610913040881 0.57639755331119 1.15075116248577 1.38843735668644 1.50354043946252 0.0552448139565363 0.141645699696908 0.180345324886786 0.65108607174509 1.00175191069473 1.46427103445771 1.38308805650099
"4" 0.0500831830314351 0.127991259211531 0.631581258551468 1.14482999319538 1.40688434968698 1.68536078117743 0.0110207699921215 0.0176784193385739 0.0755163118501178 0.365530181092108 0.698916673945955 1.00439355274441 1.40570310078838 0.0258028560263072 0.0202149329563959 0.146429255919433 0.519883102681055 0.854920184430213 1.05819686275647 1.44683509715726 0.0336437904756806 0.0713184256373222 0.137208974819481 0.461775617176713 0.950653110272107 1.20043174362407 1.56407208581564 0.06121891151504 0.0821092894762432 0.15568369307735 0.589242360603898 1.05487036795113 1.37654335924332 1.61200457381409 0.0438944472639962 0.107928847290289 0.220807932483257 0.658209986776005 1.22550848643173 1.51862859583246 1.67832040345173 0.06502548585365 0.164959750140795 0.227571899433246 0.740163409145212 1.0939405606591 1.60835456941228 1.59496359403378
"5" 0.0385900681089265 0.160621011006977 0.627153033938032 1.15186460473803 1.4668271192244 1.9128383413421 0.0144113455812013 0.013817789467473 0.0878149801203232 0.348559109691431 0.714923522792582 1.0485732755206 1.52932094034759 0.021301561308108 0.02136758050195 0.163581734900097 0.532712460787886 0.856117038545563 1.11661685629247 1.6564713953518 0.0302658252384035 0.0655027043461059 0.131337075853469 0.442927948402683 0.940674359367005 1.25008202677274 1.73286088647728 0.0546125513119388 0.0777976190419708 0.164460042350361 0.530184558351488 1.04277945633603 1.47959058958988 1.75596517811031 0.0304869615158332 0.110965084389106 0.192745083738145 0.644729381618265 1.23585989510267 1.57304542805633 1.82133393168001 0.0628576547624568 0.166404323640154 0.214942563499604 0.739277225731668 1.04987828066114 1.65941632434624 1.73109644813308
"6" 0.0368605762946538 0.149323961424024 0.610819601979705 1.11753986520743 1.53223964938202 2.12145772369699 0.00423482793628064 0.0159771940745301 0.0611578455562458 0.310706100146939 0.672647075923383 1.06938460833017 1.64593117358642 0.00733652234584918 0.03120967115833 0.159331110703086 0.492086358093828 0.800424050805583 1.17720845673457 1.80091995169562 0.0360132365436901 0.0604724095547006 0.116835431069928 0.412127804579878 0.93034786481898 1.28449193738933 1.87581442364935 0.049383630655998 0.072704506682536 0.159235032318117 0.50697878579149 1.02965547081023 1.48951988299518 1.90713878489384 0.0309784361602811 0.101692451700535 0.208200138529416 0.638256223361343 1.23623073695341 1.63519779663913 2.03995778664991 0.0567876069792571 0.162207239225925 0.200103354617895 0.686472118592295 1.03010013191615 1.75008802743196 1.89167894791609
"7" 0.0389626491341931 0.131272837355758 0.594337488734678 1.12668557894031 1.60267708112922 2.23941441382044 0.0172009252801324 0.0149271514773937 0.0813245441247104 0.341111197296962 0.675019194732653 1.13363473307366 1.82950767901957 0.00502987051359497 0.0575218976323996 0.173719947029391 0.471221107263815 0.80445923960621 1.19472959328729 1.93495891330107 0.0597578055465065 0.0698895484109257 0.126540701504896 0.426782956323486 0.938973231068588 1.3058466532009 2.03931080216567 0.052640564199066 0.070459256509806 0.168568406379518 0.485176816091673 1.0374185477324 1.52017186452211 1.94815492871168 0.025615870895176 0.110104487370711 0.215326769014182 0.609666317717533 1.21371285727897 1.64966212135854 2.17809494222693 0.0554987565037177 0.162589724797766 0.206516024711602 0.662233705061705 1.00226474399319 1.73760419808236 2.00874860219215
"8" 0.037912245966052 0.146117738570589 0.557522500083985 1.0679560069988 1.51197588303304 2.31005939758045 0.0111712730764983 0.00407486076766735 0.0888715654020161 0.316750208624399 0.607611111397541 1.17138206224677 1.87998704944191 0.0104274222940005 0.0258113641906967 0.164817259607077 0.457300010675126 0.731526486150231 1.18680532553703 2.01313111744857 0.0562204817580811 0.0704585280693295 0.11807702830723 0.424063952061976 0.917560798606311 1.33037315085977 2.09406966919111 0.0521253236561383 0.0693512720171533 0.163236204195136 0.442157373547403 0.954364888771696 1.53937361093719 2.06704291209138 0.0259972956805857 0.14027828011973 0.215548015505339 0.561530669621204 1.1224584779135 1.64354113211573 2.27865060800055 0.058793751204665 0.158189472375704 0.193784202860664 0.628119394257175 0.94999697765623 1.7390673411368 2.07809795847648
"9" 0.0362396262502308 0.12894713567155 0.504873949112102 0.992890181904393 1.4404463445386 2.28315673707221 0.0189664005476816 0.000599909078869236 0.0875646079141898 0.301199752055824 0.565873669422551 1.11737912151377 1.8669381113262 0.0121070355753794 0.0507781837613558 0.157985215104166 0.411022352823381 0.698109827010758 1.14705754592195 2.0487684492558 0.0730936582224265 0.0569777065580188 0.103719414907949 0.370511187796973 0.846595587047626 1.26586182074179 2.06360352142099 0.0560508572171332 0.0802578238950414 0.150748868717342 0.426217283907308 0.904705339924965 1.449683335607 2.15907930064713 0.0252615345236178 0.104482305409848 0.201831668757063 0.532318865050551 1.02413945655621 1.55738628009466 2.2565807998199 0.0537980944457742 0.167524524984847 0.172219584242261 0.592224857644006 0.903981567643025 1.70346595722183 2.10754182630833
"10" 0.0521206570534154 0.14382007969264 0.477761095901356 0.938036140549693 1.42007312874805 2.23597190630691 0.0186889255604188 0.00392899763717225 0.0759985987392524 0.286856005187373 0.529946893167836 1.04980130322746 1.83895851490255 0.00735334542994241 0.0677884968500018 0.156251340033681 0.376104701882408 0.678219928056755 1.06749495537084 2.04703235927268 0.118845269436137 0.0809838312204526 0.10056813773469 0.365074546302423 0.822743323623693 1.19490460452476 2.08026575526645 0.0471761599882475 0.0699454688202791 0.167822278739355 0.396480984919056 0.846646462169915 1.40138101849568 2.12035537373559 0.0288588929317979 0.123894184152861 0.204277157746039 0.501899562025863 0.975644494835583 1.4740493440515 2.18665467969473 0.0558766077253103 0.1661925229245 0.177668884608286 0.542402984905671 0.848844952906111 1.57366065785382 2.10562244238115
