"iter" "CDDO,r2,32hR" "CDDO,d2,32hR" "ETA,r2,32hR" "ETA,d2,32hR" "Andr,r2,32hR" "Andr,d2,32hR" "Sul,r2,32hR" "Sul,d2,32hR" "CDDO,r2,48hR" "CDDO,d2,48hR" "ETA,r2,48hR" "ETA,d2,48hR" "Andr,r2,48hR" "Andr,d2,48hR" "Sul,r2,48hR" "Sul,d2,48hR" "kp" "kd" "Kmm" "nu" "Vm2" "Kmu" "nm" "rall" "decayall" "Sul,r1" "Sul,d2" "Andr,r1" "Andr,d2" "ETA,r1" "ETA,d2" "CDDO,r1" "CDDO,d2" "LnPrior" "LnData" "LnPosterior"
"11" 20010 3.07147 0.076256 2.99103 0.102061 4.02839 0.205918 0.00182162 0.0717005 0.556968 0.0690837 0.0316179 0.0861532 3.97024 0.124759 1.6441 0.125908 0.0227326 0.0157835 0.0137461 1.0038 130420 107079 9.93149 2.5208 0.0674565 8.89976 0.150123 0.63054 0.294722 1.0716 0.126117 1.13327 0.103146 -14.63831 -12889.26 -12903.9
"12" 20011 1.70532 0.076256 2.52464 0.102061 4.2272 0.205918 0.00182162 0.0717005 0.556968 0.0690837 0.0316179 0.0861532 0.775596 0.124759 1.40913 0.125908 0.0227326 0.0157835 0.0137461 1.00398 130522 107070 9.77371 2.5208 0.239638 8.89976 0.150316 0.634853 0.294722 1.0716 0.126117 1.13327 0.103146 -15.33777 -12890.54 -12905.88
"13" 20012 1.70532 0.076256 1.24398 0.102061 4.14181 0.205918 0.00182162 0.0717005 0.556968 0.0698269 0.0316179 0.0861532 1.82013 0.124759 1.40913 0.125908 0.0227326 0.015737 0.0136681 1.00398 130366 107070 9.95565 2.85895 0.239638 9.14817 0.150316 0.634853 0.294722 1.07849 0.126117 1.13327 0.103146 -16.88615 -12886.66 -12903.55
"14" 20013 0.826297 0.076256 1.08709 0.102061 1.68535 0.205918 0.00182162 0.0717005 0.556968 0.0698269 0.0388481 0.0861532 1.29487 0.124894 1.40913 0.125808 0.0227326 0.015737 0.0136681 1.00398 130366 107195 9.95565 2.39026 0.239638 9.87787 0.150316 0.634853 0.294722 1.09843 0.125907 1.16926 0.103131 -18.5547 -12885.07 -12903.62
"15" 20014 0.826297 0.0753981 1.09905 0.102061 1.68535 0.205918 0.00182162 0.0717005 0.556968 0.0698269 0.0374106 0.0861532 1.29487 0.124894 1.40913 0.125808 0.0227326 0.015737 0.0136195 1.00398 130366 107290 9.95565 1.08749 0.239638 9.41607 0.150316 0.64388 0.294722 1.09843 0.125907 1.15813 0.103462 -20.17467 -12885.62 -12905.79
"16" 20015 0.826297 0.0765045 1.75863 0.102061 0.892838 0.205918 0.00182162 0.0717005 0.556968 0.0698269 0.0374106 0.0861532 1.29487 0.124951 0.665725 0.125808 0.0227326 0.015737 0.0136195 1.00386 130504 107290 9.95565 1.19506 0.239638 9.41607 0.150316 0.654982 0.294722 1.08855 0.127403 1.15813 0.103462 -18.58827 -12890.01 -12908.6
"17" 20016 0.826297 0.0765045 3.02167 0.102061 1.26867 0.205918 0.00182162 0.0717005 0.556968 0.0698269 0.036635 0.0861532 2.03486 0.124951 0.665725 0.125808 0.0227326 0.015737 0.0136195 1.00407 130519 107154 9.95565 1.62932 0.239638 10.0033 0.150316 0.651472 0.294722 1.09145 0.127403 1.15813 0.103025 -17.29191 -12889.95 -12907.25
"18" 20017 1.00077 0.0765045 3.02167 0.102061 1.26867 0.205918 0.00182162 0.0717005 0.556968 0.0698269 0.036635 0.0861532 1.96649 0.124951 0.665725 0.124987 0.0227326 0.015737 0.0136195 1.0041 130519 107154 9.95565 2.86863 0.239638 10.0033 0.150482 0.651472 0.294722 1.08918 0.127403 1.18044 0.103025 -17.52594 -12890.82 -12908.34
"19" 20018 1.15807 0.0765045 3.39091 0.102061 1.26867 0.205918 0.00184075 0.0717005 0.219563 0.0698269 0.036635 0.0861532 1.42938 0.124951 0.665725 0.124987 0.0227326 0.0156047 0.0136195 1.00417 130406 107158 9.95565 1.79518 0.277764 10.0033 0.150482 0.651472 0.29585 1.1115 0.126337 1.18044 0.103374 -18.47871 -12887.04 -12905.52
"20" 20019 1.72301 0.0743392 2.69724 0.102061 3.09598 0.205918 0.00184075 0.0717005 1.60474 0.0698269 0.036635 0.0861532 4.30464 0.124951 1.5463 0.124987 0.0227326 0.0155309 0.0138184 1.00403 130316 107105 9.95565 3.41681 0.277764 10.0033 0.150592 0.651472 0.29585 1.07927 0.126337 1.18044 0.103568 -19.1347 -12888.48 -12907.62
"21" 20020 1.64945 0.0761152 3.27029 0.101095 3.09598 0.205918 0.00184075 0.0721704 1.60474 0.0698269 0.036635 0.0861532 1.31563 0.124951 1.5463 0.124987 0.0227326 0.0155309 0.0136781 1.00416 130316 107167 9.95565 3.41681 0.277764 9.18385 0.150592 0.651472 0.29585 1.07927 0.127127 1.18044 0.103065 -19.7424 -12887.41 -12907.15
"22" 20021 1.55291 0.0761152 0.512755 0.101095 2.82143 0.205918 0.00184075 0.0721704 1.60474 0.0698269 0.0423344 0.0861532 1.31563 0.124951 0.79001 0.125268 0.0227326 0.0155309 0.0136781 1.00398 130316 107193 9.98248 3.41681 0.384756 9.18385 0.150592 0.651472 0.29585 1.07927 0.125822 1.18044 0.103065 -19.90977 -12887.41 -12907.32
"23" 20022 0.963736 0.0761152 1.50188 0.101095 2.85635 0.205918 0.00184075 0.0721704 1.60474 0.0698269 0.0423344 0.0861532 1.31563 0.124951 1.65347 0.125268 0.0227326 0.0155309 0.0136781 1.00394 130293 107193 9.99799 0.0516731 0.384756 9.18385 0.150592 0.651472 0.29585 1.07927 0.125822 1.18044 0.103679 -20.06664 -12887.87 -12907.94
"24" 20023 0.963736 0.0761152 3.90759 0.101095 2.85635 0.205636 0.00214162 0.072354 0.842554 0.0698269 0.0333812 0.0861532 0.862137 0.124951 3.26311 0.125268 0.0218116 0.0155309 0.0136781 1.00394 130519 107193 9.99799 1.17131 0.170111 9.55096 0.150944 0.651472 0.29585 1.07927 0.125822 1.19056 0.103708 -16.74636 -12890.59 -12907.34
"25" 20024 1.61754 0.0761152 2.76709 0.101095 2.9661 0.205636 0.00214162 0.072354 0.842554 0.0698269 0.0333812 0.0861532 0.862137 0.124012 3.26311 0.12552 0.0213739 0.0155309 0.0136781 1.00406 130519 107121 9.99799 1.80871 0.26803 9.55096 0.150944 0.653735 0.29585 1.07927 0.126087 1.19056 0.103708 -16.65972 -12889.84 -12906.5
"26" 20025 1.61754 0.0765871 0.469634 0.102601 2.9661 0.205867 0.00214162 0.072354 0.842554 0.0698269 0.0333812 0.0861532 0.726094 0.124012 4.301 0.125138 0.0213739 0.0155309 0.0136332 1.00406 130461 107085 9.99799 1.19342 0.0194684 9.55096 0.1515 0.622288 0.29585 1.10024 0.126087 1.19056 0.103708 -15.69611 -12892.73 -12908.43
"27" 20026 1.61754 0.0765871 0.469634 0.102601 0.82309 0.205867 0.00214162 0.072354 0.842554 0.0698269 0.0333812 0.0861532 0.649269 0.124012 3.88102 0.125138 0.0214977 0.0155349 0.0136332 1.00406 130391 107085 9.99799 3.00262 0.0194684 9.55096 0.1515 0.640511 0.29585 1.10024 0.125284 1.19056 0.103708 -16.51238 -12892.53 -12909.04
"28" 20027 1.9704 0.0765871 1.71695 0.104688 0.82309 0.205361 0.00213401 0.072354 2.31544 0.0698269 0.0333812 0.0861532 3.00249 0.124173 3.88102 0.125138 0.0214977 0.0155322 0.0136332 1.00406 130391 107098 9.99799 2.5507 0.0194684 9.55096 0.1515 0.640511 0.29585 1.10024 0.125284 1.19056 0.103245 -16.44541 -12891.47 -12907.91
"29" 20028 0.921213 0.0765871 2.52858 0.104688 3.08942 0.205361 0.0032196 0.072354 1.83105 0.0698269 0.0333812 0.0861532 1.29391 0.124173 3.88102 0.125138 0.0217775 0.0155322 0.0137043 1.00394 130391 107205 9.99799 2.522 0.0194684 9.55096 0.1515 0.650825 0.29585 1.10024 0.127307 1.19056 0.103438 -17.25041 -12891.81 -12909.06
"30" 20029 2.3421 0.0765871 0.532672 0.104688 3.08942 0.205361 0.0032196 0.072354 3.31287 0.0698269 0.0422773 0.0861532 1.29391 0.124173 3.68206 0.125138 0.0225106 0.0154644 0.0137308 1.00394 130362 107238 9.99799 2.21832 0.0194684 8.47411 0.1515 0.650825 0.29585 1.06879 0.127307 1.19056 0.10356 -17.39855 -12893.1 -12910.5
"31" 20030 2.3421 0.0765871 2.77432 0.104688 1.23409 0.205361 0.0019225 0.072354 2.17745 0.0698269 0.0422773 0.0861532 1.29391 0.124173 3.68206 0.125138 0.0225106 0.0154644 0.0137308 1.00394 130362 107204 9.88007 0.193421 0.0194684 8.47411 0.1515 0.650825 0.29585 1.06879 0.12648 1.18248 0.103235 -16.71789 -12892.49 -12909.21
"32" 20031 2.92003 0.0768804 1.82985 0.103969 1.23409 0.205361 0.00142755 0.0722711 2.80988 0.0698269 0.0422773 0.0861532 2.08569 0.124173 3.68206 0.125318 0.0219411 0.0154745 0.0137308 1.00394 130362 107129 9.88007 0.912911 0.118574 8.47411 0.1515 0.650825 0.29585 1.06879 0.127771 1.18248 0.103235 -15.9081 -12895.65 -12911.56
"33" 20032 1.93615 0.0768804 0.617578 0.103969 1.23409 0.205361 0.00125182 0.0722711 3.21793 0.0698269 0.0325791 0.0860692 3.59262 0.124839 3.45995 0.125318 0.0219411 0.0154745 0.0137308 1.00396 130343 107097 9.88007 3.23909 0.468808 8.47411 0.1515 0.650825 0.29585 1.08763 0.127771 1.18248 0.1031 -18.01671 -12895.27 -12913.28
"34" 20033 1.93615 0.0753073 1.00873 0.103969 1.88006 0.205377 0.00162377 0.0722711 3.21793 0.0698269 0.0325791 0.0860692 3.59262 0.124666 3.08817 0.125366 0.0226641 0.0154745 0.0137308 1.00396 130231 107073 9.74268 0.566274 0.289531 9.19325 0.1515 0.661694 0.29585 1.08763 0.126902 1.18248 0.1031 -19.72463 -12896.15 -12915.88
"35" 20034 2.13478 0.0753073 2.33474 0.103969 1.88006 0.205377 0.00162377 0.0722711 1.00139 0.0698269 0.0325791 0.08552 3.59262 0.124666 2.93787 0.125366 0.0220735 0.0154745 0.0137308 1.00396 130231 107050 9.74268 0.566274 0.446927 8.27361 0.1515 0.653539 0.29585 1.07179 0.125999 1.18248 0.103226 -19.53109 -12894.27 -12913.8
"36" 20035 4.01062 0.0753073 2.33474 0.103969 1.07331 0.205377 0.00162377 0.0713147 4.42509 0.0693812 0.0325791 0.08552 1.97225 0.124666 3.66783 0.125366 0.0220735 0.0154745 0.0137308 1.00396 130231 107050 9.76101 0.566274 0.446927 8.27361 0.151522 0.653539 0.29585 1.07179 0.125999 1.16817 0.103226 -19.54271 -12894.33 -12913.87
"37" 20036 4.01062 0.0770891 2.33474 0.103969 1.1816 0.205377 0.00162377 0.0711144 1.44834 0.0693812 0.0325791 0.08552 1.97225 0.124291 3.66783 0.125366 0.0220735 0.0154984 0.0137308 1.00396 130231 107003 9.76101 2.20948 0.0710915 8.3168 0.151522 0.653539 0.29585 1.1073 0.127212 1.15041 0.103226 -18.15091 -12896.74 -12914.89
"38" 20037 4.01062 0.0768663 2.97722 0.103969 3.57712 0.205718 0.00162377 0.0711144 2.01977 0.0693812 0.0325791 0.08552 0.642676 0.124313 2.54948 0.125366 0.0220735 0.015511 0.0137308 1.00396 130363 107164 9.84558 2.75658 0.0710915 8.72734 0.151522 0.640696 0.295739 1.08482 0.126649 1.15041 0.103226 -16.6256 -12891.98 -12908.6
"39" 20038 4.20739 0.0747689 1.69046 0.103969 3.73087 0.205718 0.00162377 0.0711144 1.35048 0.0693812 0.0381442 0.08552 0.752889 0.124313 2.68249 0.125366 0.0220735 0.0153867 0.0138204 1.00396 130363 107223 9.99942 0.234871 0.0710915 8.72734 0.151522 0.640696 0.295739 1.08482 0.126649 1.15041 0.10333 -17.59177 -12891.54 -12909.13
"40" 20039 4.69237 0.0747689 1.47666 0.103969 3.73087 0.204822 0.00162377 0.0719882 1.35048 0.0693812 0.0275639 0.08552 2.21884 0.124313 2.68249 0.125366 0.0220735 0.0154282 0.0136858 1.00396 130225 107223 9.99942 1.09868 0.178884 8.72734 0.149675 0.640696 0.295739 1.08482 0.126027 1.15517 0.10333 -20.86456 -12888.12 -12908.99
"41" 20040 4.69237 0.0747689 4.03327 0.103969 3.73087 0.205031 0.00122675 0.0707973 2.45214 0.0693812 0.0275639 0.08552 3.88526 0.124313 2.68249 0.125366 0.0220306 0.0154124 0.0136858 1.00397 130225 107278 9.99942 0.343765 0.120726 8.72734 0.149675 0.652723 0.296032 1.08482 0.126027 1.15517 0.10333 -22.02365 -12887.88 -12909.9
"42" 20041 3.7517 0.0747689 2.17577 0.103969 3.51663 0.205031 0.00122675 0.0705564 0.860018 0.0693812 0.0348903 0.08552 3.88526 0.124313 2.41916 0.125366 0.0220306 0.0154124 0.0136858 1.00409 130225 107299 9.99942 0.31323 0.120726 8.72734 0.149675 0.652723 0.296032 1.08538 0.126027 1.15517 0.103256 -23.03995 -12885.4 -12908.44
"43" 20042 2.33712 0.0747689 2.17577 0.103969 3.00239 0.205031 0.00122675 0.07146 0.860018 0.0693812 0.0348903 0.08552 3.97175 0.124313 1.88152 0.125366 0.0219221 0.0155688 0.0136858 1.00409 130225 107299 9.99942 1.37242 0.0223053 9.58636 0.149675 0.640162 0.296032 1.08538 0.12566 1.15517 0.103109 -23.29487 -12885.87 -12909.17
"44" 20043 1.59525 0.0747689 2.17577 0.103969 1.51666 0.205031 0.00122675 0.07146 0.860018 0.0693812 0.0348903 0.08552 3.12673 0.124313 1.25019 0.125366 0.0219221 0.0155688 0.0136858 1.00393 130225 107299 9.99942 0.307491 0.0223053 9.37916 0.149675 0.654088 0.296032 1.107 0.125768 1.19237 0.103109 -22.74512 -12886.36 -12909.1
"45" 20044 1.59525 0.0745416 2.14091 0.103969 1.51666 0.205031 0.00122675 0.07146 0.860018 0.0700827 0.0348903 0.08552 2.77686 0.124313 1.19048 0.125366 0.022032 0.0155641 0.0136858 1.00408 130318 107299 9.99942 0.307491 0.0223053 8.66365 0.149675 0.654088 0.296032 1.107 0.125768 1.19237 0.103109 -20.35862 -12887.76 -12908.12
"46" 20045 0.84325 0.0745416 2.14091 0.103969 1.80823 0.205031 0.00122675 0.07146 0.483405 0.0700827 0.0348903 0.08552 3.26827 0.124313 2.09272 0.125366 0.022032 0.0155641 0.0136858 1.00408 130432 107299 9.99942 0.307491 0.0223053 8.66365 0.149675 0.654088 0.296032 1.07746 0.125768 1.19088 0.103109 -18.74692 -12886.74 -12905.48
"47" 20046 2.90968 0.0745416 2.14091 0.103969 1.09056 0.205031 0.00122675 0.07146 1.63429 0.0713276 0.0348903 0.08552 3.00941 0.124313 3.14036 0.125366 0.022032 0.0155641 0.0136858 1.00408 130432 107189 9.99942 0.307491 0.0223053 8.66365 0.149675 0.654088 0.296032 1.07746 0.125768 1.19088 0.103109 -16.42492 -12887.52 -12903.94
"48" 20047 2.90968 0.0756788 3.60883 0.103969 1.09056 0.204922 0.00122675 0.07146 2.07412 0.0713276 0.031408 0.08552 2.23426 0.124333 0.529963 0.125366 0.0223783 0.0155249 0.0136858 1.00407 130432 107189 9.94575 0.798828 0.0223053 8.66365 0.149675 0.648096 0.296032 1.10315 0.126645 1.19088 0.103118 -16.22143 -12888.92 -12905.14
"49" 20048 2.90968 0.0756788 1.19025 0.103969 0.855627 0.204922 0.00122675 0.07146 2.07412 0.0713276 0.031408 0.08552 2.73341 0.124333 0.529963 0.125366 0.0223783 0.0156553 0.0136858 1.00407 130532 107082 9.94575 1.80109 0.0223053 8.50817 0.149675 0.63491 0.296032 1.0653 0.125807 1.19088 0.103118 -14.63764 -12889.26 -12903.9
"50" 20049 3.09246 0.0760444 0.454464 0.103969 2.59748 0.205913 0.00122675 0.07146 1.88711 0.0708026 0.031408 0.08552 2.25865 0.124275 0.891076 0.125366 0.0223783 0.0156553 0.0136858 1.00412 130317 106881 9.96449 0.188804 0.0223053 8.50817 0.149675 0.63491 0.294021 1.0581 0.125807 1.12892 0.103474 -17.9605 -12892.09 -12910.05
"51" 20050 3.09246 0.0760444 0.454464 0.103969 2.59748 0.205913 0.00122675 0.07146 1.89176 0.0698194 0.031408 0.08552 3.90888 0.124275 0.891076 0.125366 0.0214297 0.015767 0.0136858 1.00408 130317 106922 9.96449 0.188804 0.0730242 8.50817 0.149593 0.63491 0.292045 1.09292 0.125807 1.11444 0.103304 -17.44643 -12892.24 -12909.69
"52" 20051 2.77045 0.0760444 0.373256 0.103969 0.59181 0.205913 0.00122675 0.07146 1.89176 0.0698194 0.031408 0.08552 3.90888 0.124275 0.891076 0.125366 0.0223597 0.015767 0.0136858 1.00408 130317 107004 9.96449 2.38148 0.0730242 8.03387 0.149597 0.63491 0.294996 1.07438 0.126303 1.11444 0.103426 -16.57048 -12889.47 -12906.04
"53" 20052 3.55821 0.0758081 0.373256 0.103969 1.39866 0.205679 0.00193652 0.0720651 1.17521 0.0702804 0.031408 0.08552 3.90888 0.124617 1.5419 0.125233 0.0231841 0.015767 0.0136858 1.00408 130317 107004 9.96449 2.38148 0.0730242 8.03387 0.149597 0.63491 0.294996 1.09324 0.126303 1.17261 0.103426 -16.55788 -12885.92 -12902.47
"54" 20053 2.63439 0.0758081 2.63437 0.103969 1.39866 0.206164 0.00193652 0.0720651 3.08905 0.0702804 0.031408 0.08552 3.90888 0.124617 1.30719 0.125233 0.0231841 0.015767 0.0136858 1.00395 130436 107004 9.96449 1.82562 0.0730242 8.03387 0.15003 0.63491 0.294996 1.09324 0.126303 1.18205 0.103426 -14.24203 -12887.05 -12901.3
"55" 20054 1.28247 0.0758081 2.63437 0.102905 1.39866 0.206164 0.00162224 0.0720651 2.07134 0.0702804 0.031408 0.08552 3.90888 0.124617 1.89382 0.125233 0.0231841 0.015767 0.0136858 1.00395 130436 106962 9.94002 1.30095 0.0175604 9.91917 0.15003 0.63491 0.294526 1.09486 0.127342 1.18205 0.103426 -15.79085 -12889.1 -12904.89
"56" 20055 1.28247 0.0758081 1.08501 0.097209 0.83267 0.206164 0.00160468 0.0720651 2.07134 0.0697318 0.031408 0.08552 2.62524 0.124617 3.2529 0.125009 0.0231841 0.0158589 0.0136858 1.00395 130436 106952 9.90982 2.85378 0.0205092 7.68328 0.15003 0.63491 0.294526 1.09486 0.127342 1.12864 0.103426 -14.48295 -12892.84 -12907.32
"57" 20056 0.950207 0.0758081 2.5935 0.105141 1.35786 0.206164 0.00114622 0.0720651 1.7282 0.0697318 0.031408 0.08552 2.62524 0.124617 3.2529 0.125009 0.0231841 0.0158589 0.0136858 1.00395 130436 107130 9.90982 0.874064 0.0205092 7.68328 0.15003 0.63491 0.294526 1.10299 0.127342 1.17239 0.103426 -14.13968 -12890.41 -12904.55
"58" 20057 0.950207 0.0753425 3.83272 0.105141 2.49502 0.204806 0.00175038 0.0720651 1.60182 0.071343 0.0308861 0.08552 0.581515 0.124617 3.2529 0.125009 0.0231841 0.0158225 0.0136858 1.00395 130436 107150 9.8485 0.949386 0.0205092 7.68328 0.15003 0.63491 0.294526 1.10299 0.127342 1.17239 0.103426 -14.30588 -12890.34 -12904.65
"59" 20058 0.950207 0.0753425 4.70174 0.105141 0.906805 0.204806 0.00175038 0.0720651 1.01784 0.071343 0.0312472 0.08552 1.75881 0.124617 3.28718 0.125009 0.024312 0.0158225 0.0136858 1.00383 130370 107150 9.8485 0.949386 0.0205092 7.68328 0.15003 0.63662 0.295726 1.07546 0.127342 1.17239 0.103426 -14.61187 -12890.26 -12904.87
"60" 20059 1.73255 0.0753425 4.70174 0.105141 1.97563 0.20528 0.00149479 0.0720651 1.48419 0.071343 0.0312472 0.08552 1.75881 0.124006 3.34524 0.125009 0.0236903 0.0157841 0.0136858 1.00383 130370 107150 9.8485 0.266539 0.0205092 7.68328 0.149776 0.63662 0.295726 1.09178 0.125276 1.17239 0.102935 -14.66784 -12890.59 -12905.26
"61" 20060 0.730925 0.0753425 3.30828 0.103849 0.797578 0.20528 0.00149479 0.0720651 2.88966 0.0720779 0.0312472 0.08552 1.22279 0.124006 3.34524 0.125369 0.0215068 0.0157841 0.0136858 1.00365 130370 107150 9.86859 0.266539 0.0205092 7.68328 0.149776 0.63662 0.295726 1.09178 0.125712 1.17239 0.102935 -14.05155 -12889.21 -12903.26
"62" 20061 0.856437 0.0767594 1.98218 0.103849 1.21024 0.20528 0.00149479 0.0721308 2.88966 0.0720779 0.0312472 0.08552 1.22279 0.124006 4.67836 0.125369 0.0225568 0.0160003 0.0136858 1.00362 130406 107102 9.93503 2.45701 0.0650681 7.68328 0.149776 0.63662 0.295726 1.09178 0.126174 1.17239 0.102935 -13.48771 -12887.45 -12900.94
"63" 20062 0.856437 0.0756362 1.69134 0.103849 1.21024 0.20528 0.0012999 0.0721308 3.76307 0.0727479 0.0312472 0.08552 2.95321 0.124006 3.41937 0.125369 0.0225568 0.0160003 0.0136858 1.00362 130406 107142 9.93503 2.76376 0.0650681 7.53776 0.149776 0.63662 0.295726 1.08092 0.126174 1.17239 0.103275 -13.91595 -12887.29 -12901.2
"64" 20063 0.856437 0.0756362 2.98799 0.103849 1.21024 0.20528 0.0012999 0.0721308 5.85534 0.0727479 0.0312472 0.08552 2.28374 0.124006 2.17358 0.125369 0.0225399 0.0160003 0.0136858 1.00346 130419 107075 9.93503 0.500226 0.137078 7.90715 0.149776 0.643829 0.295726 1.08887 0.126174 1.19088 0.102979 -12.81889 -12889.44 -12902.26
"65" 20064 1.54168 0.077732 2.5877 0.103849 1.72529 0.20528 0.00227153 0.0721308 5.88835 0.0727479 0.0312472 0.08552 1.18792 0.124006 2.17358 0.125369 0.0216024 0.0160163 0.0136858 1.00346 130419 107075 9.93503 4.32801 0.137078 7.90715 0.149776 0.637114 0.294099 1.08887 0.126174 1.19088 0.103029 -14.40112 -12888.79 -12903.19
"66" 20065 1.54168 0.077732 2.20286 0.10501 1.38562 0.20528 0.00227153 0.0721308 4.83872 0.0727479 0.0312472 0.0848033 2.67528 0.124199 2.17358 0.125369 0.0224487 0.0160163 0.0136858 1.00346 130419 107082 9.93503 3.75697 0.137078 7.90715 0.149776 0.637114 0.294741 1.09519 0.126174 1.19088 0.103288 -13.87403 -12888.39 -12902.27
"67" 20066 2.60886 0.0778244 2.35699 0.10501 1.46505 0.204814 0.0020708 0.0721308 3.35469 0.0727479 0.0325513 0.0848033 1.05581 0.124199 2.19633 0.125369 0.0224487 0.0160163 0.0137876 1.00339 130419 107039 9.93503 1.59214 0.137078 7.90715 0.149776 0.637114 0.294741 1.09519 0.1257 1.16307 0.103288 -12.50455 -12890.95 -12903.45
"68" 20067 2.54893 0.0763488 2.13237 0.10501 3.34897 0.204814 0.0020708 0.0721308 3.52622 0.0727479 0.0325513 0.0848033 2.07505 0.124199 2.73553 0.12532 0.0224487 0.0160163 0.0137503 1.00339 130203 107039 9.97564 1.85336 0.137078 7.90715 0.149776 0.637114 0.294741 1.09519 0.126234 1.16307 0.103055 -17.00294 -12886.39 -12903.39
