"time" "Srxn1_max" "NRF2_max" "Fraction_X_max" "time2" "Srxn1_mean" "NRF2_mean" "Fraction_X_mean" "time3" "Srxn1_min" "NRF2_min" "Fraction_X_min" "dose1" "dose2" "Simulation" "SRXN1_observed" "SRXN1_SD"
"1" 0 0 0 0.001 0 0 0 0.001 0 0 0 0.001 0.01 0.01 "simulation1" 0 0
"2" 1 0.022442939710373 0.170972342257674 0.00318820710112109 1 0.0224429397076349 0.111812897410776 0.00318820710112109 1 0.0224429397075196 0 0.00318820710112109 0.01 0.01 "simulation1" 0.00168605923304642 0.00292034025620701
"3" 2 0.0445347119884964 0.236693910458228 0.010099670443294 2 0.044534711336898 0.182371535901359 0.010099670443294 2 0.0445347139511144 0.0940170848248412 0.010099670443294 0.01 0.01 "simulation1" 0 0
"4" 3 0.0769959077136333 0.396138239071704 0.0312928372548655 3 0.0715269059962725 0.366295530972517 0.0312928372548655 3 0.0686455419309829 0.345025609904069 0.0312928372548655 0.01 0.01 "simulation1" 0 0
"5" 4 0.504632297731501 0.423102785460945 0.0902248939569184 4 0.433354923625907 0.377472048473708 0.0902248939569184 4 0.401345145259461 0.339501068244166 0.0902248939569184 0.01 0.01 "simulation1" 0.0460336795021125 0.012070577307288
"6" 5 0.920825249227948 0.391843611190873 0.21406758993616 5 0.800458787164108 0.335632771402123 0.21406758993616 5 0.720394789287452 0.281097733721799 0.21406758993616 0.01 0.01 "simulation1" 0.285815399222391 0.02335921999524
"7" 6 1.2382664165241 0.364835321521132 0.357588634235358 6 1.07689510700615 0.31920540915947 0.357588634235358 6 0.957515576380683 0.275536361930286 0.357588634235358 0.01 0.01 "simulation1" 0.835970942566162 0.133766577500286
"8" 7 1.47328050452932 0.313403611862207 0.424564666650019 7 1.29039936515934 0.288951355823924 0.424564666650019 7 1.14793223929411 0.25781923153619 0.424564666650019 0.01 0.01 "simulation1" 1.34364754417711 0.265135254199165
"9" 8 1.68742504111217 0.350183971159793 0.420414433736374 8 1.49165000157983 0.325640084763016 0.420414433736374 8 1.32726001928558 0.283761282139027 0.420414433736374 0.01 0.01 "simulation1" 1.79539867625144 0.379609685908897
"10" 9 1.94826109357319 0.418285279802752 0.389906227242388 9 1.74124234527869 0.400122962138288 0.389906227242388 9 1.55597013413925 0.373419132116341 0.389906227242388 0.01 0.01 "simulation1" 2.55056390920753 0.695642076348149
"11" 10 2.21890847182012 0.350710503991053 0.354450534567555 10 1.99841209010699 0.323105918376124 0.354450534567555 10 1.79397186152045 0.289022405131513 0.354450534567555 0.01 0.01 "simulation1" 2.49430140582079 0.746528532650643
"12" 11 2.46626962069441 0.341972850573409 0.320363170634371 11 2.23306136403263 0.325398357850083 0.320363170634371 11 2.01263756275593 0.3084496688195 0.320363170634371 0.01 0.01 "simulation1" 2.68006859898085 0.808192281220869
"13" 12 2.73930320820998 0.381351960271499 0.289079367359083 12 2.48478887395012 0.336296370376714 0.289079367359083 12 2.24951404253515 0.306684901590154 0.289079367359083 0.01 0.01 "simulation1" 2.81154936047501 0.899829873239389
"14" 13 3.02716533789454 0.354669358096461 0.260729536664501 13 2.74404911288305 0.325386748543047 0.260729536664501 13 2.48889044804268 0.300900539627545 0.260729536664501 0.01 0.01 "simulation1" 2.85732298411775 0.903504977138126
"15" 14 3.29503469625373 0.327660998469522 0.235129178609131 14 3.00027563537084 0.317223188810181 0.235129178609131 14 2.73556337265275 0.308614041148846 0.235129178609131 0.01 0.01 "simulation1" 3.05381787011312 1.01019445156153
"16" 15 3.56155870171555 0.339005958738139 0.212034622377939 15 3.25655809344034 0.315117440561777 0.212034622377939 15 2.98200858022184 0.291849391306673 0.212034622377939 0.01 0.01 "simulation1" 3.13399973925298 0.903634841403705
"17" 16 3.84319744187558 0.345043892545556 0.191206437613498 16 3.52220602965642 0.325293858047671 0.191206437613498 16 3.23325725530123 0.309686638744685 0.191206437613498 0.01 0.01 "simulation1" 3.25244154900767 0.893502373283102
"18" 17 4.11400475916254 0.313249023697198 0.1724237008875 17 3.78185283004901 0.298436717729288 0.1724237008875 17 3.48675648691545 0.29059534190372 0.1724237008875 0.01 0.01 "simulation1" 3.34615360576855 0.821099084799997
"19" 18 4.3810409953779 0.332165420193412 0.155485915333096 18 4.03835779063178 0.314621678787827 0.155485915333096 18 3.73949864774827 0.304561973174247 0.155485915333096 0.01 0.01 "simulation1" 3.56337954094043 0.899528751615669
"20" 19 4.64747573829608 0.314057450915685 0.140211955117065 19 4.29908233327647 0.304422697020329 0.140211955117065 19 3.99786371504677 0.296977356445438 0.140211955117065 0.01 0.01 "simulation1" 3.77198538570631 1.02047574877586
"21" 20 4.95867463047026 0.412691821813655 0.126438404519146 20 4.57692840266601 0.344884150949285 0.126438404519146 20 4.252837074316 0.297473062539557 0.126438404519146 0.01 0.01 "simulation1" 3.91189496838109 0.988173836392343
"22" 21 5.3190976651081 0.40081337883847 0.114017879761039 21 4.87536889637093 0.339865539676281 0.114017879761039 21 4.50895142771257 0.297523536613694 0.114017879761039 0.01 0.01 "simulation1" 4.02257800404361 0.997972035480284
"23" 22 5.66016986103813 0.388062717906012 0.102817469789605 22 5.16523132713114 0.332635401442229 0.102817469789605 22 4.7644812442749 0.295787086047411 0.102817469789605 0.01 0.01 "simulation1" 4.09479015555489 0.994215758871554
"24" 23 6.01400271381002 0.420187878544309 0.0927173185505679 23 5.45141809563505 0.333215576100467 0.0927173185505679 23 5.01040708176014 0.280359843726193 0.0927173185505679 0.01 0.01 "simulation1" 4.19571859226968 1.00882358688531
