"iter" "CDDO,r2,32hR" "CDDO,d2,32hR" "ETA,r2,32hR" "ETA,d2,32hR" "Andr,r2,32hR" "Andr,d2,32hR" "Sul,r2,32hR" "Sul,d2,32hR" "CDDO,r2,48hR" "CDDO,d2,48hR" "ETA,r2,48hR" "ETA,d2,48hR" "Andr,r2,48hR" "Andr,d2,48hR" "Sul,r2,48hR" "Sul,d2,48hR" "kp" "kd" "Kmm" "nu" "Vm2" "Kmu" "nm" "rall" "decayall" "Sul,r1" "Sul,d2" "Andr,r1" "Andr,d2" "ETA,r1" "ETA,d2" "CDDO,r1" "CDDO,d2" "LnPrior" "LnData" "LnPosterior"
"13" 20012 2.78181 0.0768579 2.90287 0.100656 0.948245 0.204999 0.00233827 0.0721896 1.92118 0.0684053 0.0289935 0.0858012 0.427156 0.12451 1.62093 0.125927 0.0218169 0.0160216 0.0136336 1.00342 130495 107322 9.76592 2.09547 0.2922 8.57797 0.149147 0.627279 0.294991 1.05312 0.126104 1.20217 0.103239 -17.41863 -12891.95 -12909.37
"14" 20013 2.50731 0.0763099 2.90287 0.101965 0.762723 0.204905 0.0017408 0.0721896 3.43485 0.0684053 0.0289935 0.0858012 2.67115 0.12451 3.88946 0.125927 0.0220789 0.0160216 0.0136336 1.00342 130495 107244 9.76592 2.95426 0.538934 9.39894 0.149147 0.627279 0.294991 1.05312 0.126104 1.14002 0.103239 -17.47067 -12893.01 -12910.49
"15" 20014 1.65715 0.0763099 2.36344 0.101965 1.39366 0.204905 0.00181744 0.0719169 3.73618 0.0684053 0.0289935 0.0858012 1.08484 0.12451 2.16736 0.125519 0.0220789 0.0160216 0.0136336 1.0037 130545 107223 9.9282 2.95426 0.457891 8.72891 0.149147 0.627279 0.292951 1.05312 0.12641 1.14002 0.103192 -17.26178 -12889.14 -12906.4
"16" 20015 0.598987 0.0746803 3.3566 0.101965 2.68272 0.206101 0.00181744 0.0717538 3.73618 0.0684053 0.0289935 0.0858012 1.84796 0.12451 0.379186 0.125519 0.0220789 0.0160528 0.0136336 1.0037 130545 107223 9.9282 1.13685 0.242412 8.0368 0.149147 0.627279 0.292951 1.11274 0.12641 1.14002 0.103192 -15.39444 -12889.43 -12904.82
"17" 20016 1.04723 0.0746803 4.49873 0.101965 3.14381 0.206101 0.00237733 0.0717538 1.91831 0.0684053 0.0289935 0.0822479 0.595021 0.124655 0.693369 0.125364 0.023575 0.0160528 0.0136336 1.0037 130466 107223 9.87139 0.743348 0.141424 7.54152 0.149462 0.627279 0.294795 1.11274 0.12641 1.14002 0.103203 -14.6774 -12889.62 -12904.29
"18" 20017 1.4272 0.0746803 3.00762 0.101965 2.72259 0.205957 0.00237733 0.0717538 1.91831 0.0684053 0.0289935 0.0822479 3.96301 0.124598 0.693369 0.124846 0.023575 0.0160528 0.0136336 1.0037 130586 107223 9.93065 2.71198 0.141424 10.3036 0.149462 0.627279 0.294795 1.11274 0.12641 1.14002 0.103203 -17.20228 -12888.03 -12905.23
"19" 20018 1.08692 0.0753893 4.25527 0.100019 2.52244 0.206028 0.00237733 0.0726336 1.91831 0.0684053 0.0289935 0.0826162 2.83374 0.124719 3.0819 0.124846 0.023575 0.0160629 0.0136336 1.0037 130527 106928 9.93065 4.30982 0.141424 10.8963 0.15015 0.627279 0.294881 1.11274 0.12641 1.1354 0.103203 -16.88272 -12893.57 -12910.45
"20" 20019 1.08692 0.0753893 2.68047 0.100019 2.07202 0.205107 0.00237733 0.0726576 2.5088 0.0684053 0.0289935 0.0826162 2.03871 0.124719 4.0195 0.124846 0.022343 0.0160629 0.0136336 1.0037 130527 107026 9.91875 4.30982 0.141424 10.8963 0.15015 0.627279 0.292726 1.06763 0.12641 1.20533 0.103006 -16.33088 -12892 -12908.33
"21" 20020 0.930888 0.0753893 2.68047 0.102239 1.49253 0.204698 0.00237733 0.0726576 1.21178 0.0685012 0.0289935 0.0849202 0.636128 0.124719 4.0195 0.124846 0.022343 0.0160629 0.0136336 1.00353 130527 107213 9.96351 2.02098 0.141424 10.6393 0.15015 0.627279 0.292726 1.06763 0.12641 1.20533 0.103006 -16.44047 -12890.48 -12906.92
"22" 20021 1.88765 0.0753893 2.68047 0.101307 1.49253 0.204698 0.00348864 0.0726576 0.214639 0.0692623 0.0289935 0.0849202 1.02961 0.124719 4.29423 0.124846 0.0226875 0.0160972 0.0136336 1.00338 130527 107283 9.96351 3.10904 0.141424 10.6393 0.15015 0.627279 0.292398 1.04818 0.12641 1.20533 0.103006 -17.61365 -12893.32 -12910.93
"23" 20022 1.88765 0.075755 0.871294 0.101307 1.41743 0.205499 0.00351462 0.0726576 0.918559 0.0692623 0.0289935 0.0849202 0.909496 0.124719 3.48458 0.124795 0.0226875 0.016148 0.0136972 1.00338 130527 107283 9.98529 3.10904 0.0164407 10.6393 0.148511 0.625849 0.292448 1.10381 0.125436 1.17875 0.103006 -17.196 -12887.97 -12905.16
"24" 20023 2.33159 0.075755 1.28369 0.101307 1.41743 0.204688 0.00351462 0.0726576 0.918559 0.0692623 0.0312801 0.0849202 0.909496 0.124719 3.48458 0.124795 0.0226875 0.016177 0.0136972 1.00338 130527 107283 9.98529 2.88622 0.0164407 9.40011 0.148511 0.615849 0.292448 1.10381 0.125436 1.17875 0.103006 -16.15515 -12888.17 -12904.32
"25" 20024 1.76479 0.075755 1.28369 0.104964 1.90016 0.205218 0.00272572 0.0726576 2.39533 0.0698875 0.0312801 0.0849202 2.69789 0.124719 3.48458 0.124884 0.0226875 0.016177 0.0136972 1.00338 130425 107173 9.98529 1.53569 0.0164407 9.40011 0.148562 0.615849 0.292448 1.05895 0.125436 1.17875 0.103006 -14.1849 -12889.41 -12903.6
"26" 20025 1.76479 0.075755 3.87359 0.104964 2.57168 0.205382 0.00244911 0.0726576 0.402864 0.0698875 0.0312801 0.0849202 2.69789 0.124719 3.17272 0.124884 0.0221569 0.0161431 0.0136972 1.00338 130425 107173 9.98529 3.31811 0.164337 10.005 0.148562 0.615849 0.292448 1.05895 0.125238 1.17875 0.103329 -15.55003 -12891.02 -12906.57
"27" 20026 2.09033 0.075755 2.00816 0.103659 2.57168 0.205382 0.00238431 0.0726576 0.402864 0.0696546 0.02699 0.0849202 5.37812 0.124719 3.17272 0.124884 0.0221569 0.0161431 0.0136972 1.00338 130357 107173 9.95758 1.70171 0.347591 9.08345 0.149659 0.615762 0.293149 1.08455 0.125238 1.18111 0.10341 -16.00465 -12889.89 -12905.9
"28" 20027 1.32242 0.0763753 1.07366 0.103659 2.57168 0.205382 0.00238431 0.072243 0.555382 0.0696546 0.02699 0.0836421 5.37812 0.124719 0.932794 0.124884 0.0221569 0.0160589 0.0136972 1.00338 130357 107173 9.75396 1.70171 0.0278926 9.08345 0.149659 0.615762 0.293149 1.08455 0.125238 1.18111 0.10341 -14.64342 -12891.31 -12905.95
"29" 20028 1.32242 0.0776327 0.657482 0.103659 1.97445 0.206012 0.00238431 0.072243 0.437034 0.0696546 0.02699 0.0836421 3.44611 0.124719 0.932794 0.124884 0.0228399 0.0160589 0.0136972 1.00338 130381 107173 9.72097 2.94047 0.115262 9.08345 0.149659 0.615762 0.293149 1.08455 0.127233 1.18111 0.103394 -14.84532 -12892.48 -12907.32
"30" 20029 1.32242 0.0776327 0.657482 0.103659 3.36604 0.206012 0.00238431 0.072243 3.48602 0.0709391 0.02699 0.0836421 2.15841 0.124719 0.705876 0.125508 0.0228399 0.0160589 0.0136972 1.00338 130381 107363 9.81974 1.74147 0.0787907 9.08345 0.149659 0.615762 0.293149 1.08455 0.127124 1.18111 0.103394 -18.99565 -12890.13 -12909.13
"31" 20030 1.32242 0.0776327 3.10643 0.101228 3.96139 0.206012 0.00238431 0.072243 3.48602 0.0709391 0.02699 0.0836421 0.869381 0.124719 4.27428 0.125508 0.0228399 0.0160589 0.0136833 1.00338 130381 107363 9.81974 2.02368 0.0787907 7.56131 0.149659 0.623508 0.293149 1.08455 0.127124 1.17741 0.103394 -17.95668 -12889.84 -12907.8
"32" 20031 0.760786 0.0769884 3.77223 0.101228 2.3299 0.206668 0.00299883 0.072243 2.10337 0.0709391 0.02699 0.0836421 1.73123 0.124719 4.27428 0.125508 0.0228399 0.0160589 0.0136833 1.00338 130382 106995 9.81974 2.13049 0.0787907 7.56131 0.149659 0.623508 0.293149 1.08455 0.127124 1.17741 0.103394 -12.55508 -12896.05 -12908.6
"33" 20032 1.26376 0.075618 3.77223 0.101228 2.3299 0.206668 0.00221631 0.0722779 1.25098 0.0709391 0.02699 0.0836421 1.72436 0.124719 4.27428 0.125508 0.0228399 0.0160589 0.0136833 1.00338 130382 106995 9.81974 0.131298 0.0549199 7.89862 0.149659 0.621207 0.293149 1.08455 0.125572 1.17741 0.103394 -12.63462 -12894.96 -12907.59
"34" 20033 1.49214 0.075618 3.81488 0.101228 2.3299 0.206312 0.00102243 0.0722779 0.370704 0.0709391 0.02699 0.0836421 1.72436 0.124719 3.76853 0.12566 0.0228399 0.0161033 0.0136833 1.00338 130311 107081 9.9677 0.131298 0.104529 7.89862 0.149659 0.621207 0.293149 1.06036 0.125572 1.17741 0.103394 -14.16295 -12889.85 -12904.01
"35" 20034 1.49214 0.075618 3.63465 0.101228 2.3299 0.206312 0.00102243 0.0722779 0.336376 0.0709391 0.02699 0.0836421 1.72436 0.124719 1.76231 0.12566 0.0228399 0.0160612 0.0136833 1.00338 130311 107046 9.83902 0.131298 0.104529 7.89862 0.149659 0.621207 0.293149 1.06036 0.125572 1.17741 0.103255 -13.95949 -12892.37 -12906.33
"36" 20035 1.49214 0.075618 3.63465 0.100976 3.35535 0.20537 0.00108463 0.0722779 0.336376 0.0709391 0.02699 0.0836421 1.72436 0.124719 1.48535 0.12566 0.0211909 0.0160612 0.0137952 1.00338 130407 107046 9.91132 0.129352 0.104529 8.83372 0.149659 0.621207 0.293149 1.07111 0.125572 1.18177 0.103255 -13.38775 -12892 -12905.39
"37" 20036 1.49214 0.075618 3.63465 0.100976 1.96271 0.20537 0.00213579 0.0722779 0.225195 0.0709391 0.02699 0.0832824 2.37355 0.124719 0.407513 0.12566 0.0221831 0.0160612 0.0137952 1.0033 130339 107046 9.91132 1.10292 0.0382652 8.83372 0.149647 0.617714 0.293149 1.07111 0.125854 1.17526 0.103255 -13.66307 -12891.34 -12905.01
"38" 20037 1.49214 0.075618 1.84673 0.100976 2.38359 0.205733 0.00213579 0.0722779 0.225195 0.0709391 0.02699 0.0832824 1.22885 0.125114 1.35152 0.12566 0.0226001 0.0160612 0.0137952 1.00356 130591 107046 9.96684 1.88679 0.0382652 8.83372 0.149786 0.617714 0.293149 1.07638 0.125854 1.17526 0.102717 -13.28595 -12890.62 -12903.9
"39" 20038 1.13366 0.075618 1.84673 0.100976 2.04013 0.205666 0.00259889 0.0717776 0.225195 0.0709391 0.02699 0.0832824 0.783606 0.125114 0.611346 0.12566 0.0226001 0.0160612 0.0137952 1.00356 130591 107046 9.97602 1.88679 0.0382652 8.43676 0.149786 0.617714 0.292789 1.07638 0.125854 1.17526 0.102979 -12.99498 -12889.84 -12902.84
"40" 20039 1.13366 0.075618 3.01768 0.100976 1.50346 0.205666 0.0014585 0.0717776 0.225195 0.070626 0.02699 0.0832824 1.51373 0.124922 2.01068 0.12566 0.0226001 0.0161143 0.0137952 1.00356 130591 107046 9.97602 0.62554 0.0382652 8.43676 0.149786 0.617714 0.292789 1.08264 0.125854 1.17526 0.10298 -13.00006 -12889.76 -12902.76
"41" 20040 0.822893 0.0745363 2.79054 0.100976 1.03411 0.205666 0.0014585 0.0720969 0.791528 0.070626 0.02699 0.0832824 1.05683 0.124922 3.49034 0.125107 0.0226001 0.0161143 0.0137952 1.00356 130601 107013 9.97036 0.62554 0.186642 9.00377 0.149649 0.617714 0.292789 1.07627 0.125854 1.17526 0.10331 -14.11324 -12891.14 -12905.25
"42" 20041 0.822893 0.0773532 1.97611 0.100976 0.610402 0.205666 0.00169126 0.0720969 1.36138 0.070626 0.02699 0.0832824 0.536887 0.124922 3.49034 0.125574 0.0226001 0.0160426 0.0137952 1.00363 130601 107013 9.95477 0.62554 0.0187998 9.00377 0.148788 0.617714 0.292789 1.07627 0.125854 1.17526 0.10331 -13.75528 -12891.55 -12905.31
"43" 20042 2.82635 0.0773347 0.977207 0.100976 1.89108 0.205317 0.00226255 0.0720969 1.40268 0.070626 0.02699 0.0832824 1.75093 0.124922 3.03061 0.125574 0.0226001 0.0162445 0.0137952 1.00341 130601 107090 9.95477 0.62554 0.0187998 8.07132 0.148788 0.617714 0.292371 1.07627 0.125854 1.17526 0.102737 -12.34712 -12889.94 -12902.29
"44" 20043 2.82635 0.0773347 0.977207 0.100976 1.89108 0.205317 0.00216866 0.0720969 1.81376 0.070626 0.02699 0.0829643 2.25597 0.124922 3.03061 0.125574 0.0226001 0.0162618 0.0137952 1.00341 130601 107184 9.95477 0.743167 0.0186858 8.07132 0.148788 0.617714 0.292371 1.07627 0.125854 1.17434 0.103026 -13.31198 -12889.44 -12902.75
"45" 20044 2.93709 0.0749391 0.335871 0.103716 1.89108 0.204173 0.00278913 0.0720969 0.451748 0.070626 0.02699 0.0829643 2.05401 0.124454 3.03061 0.125574 0.0226001 0.0162618 0.0137952 1.00321 130407 107136 9.95477 1.65681 0.306226 8.07132 0.148788 0.617714 0.29249 1.07166 0.125854 1.17434 0.103026 -13.40564 -12889.13 -12902.53
"46" 20045 3.27616 0.0749391 0.631558 0.103716 1.62246 0.204849 0.0031936 0.0727014 0.372569 0.070626 0.02699 0.0857028 1.58399 0.124454 2.83323 0.125574 0.0226001 0.0162618 0.0137628 1.00321 130362 107136 9.95477 1.65681 0.363007 8.07132 0.14932 0.617714 0.293598 1.07166 0.126944 1.17434 0.103026 -14.23853 -12892.45 -12906.69
"47" 20046 3.1946 0.0749391 0.364482 0.103716 2.23383 0.204849 0.0031936 0.0722161 1.4235 0.070626 0.02699 0.0857028 2.05905 0.124454 1.61129 0.125574 0.0226001 0.0163004 0.0137628 1.00321 130538 107136 9.95477 0.560094 0.378737 8.07132 0.14932 0.617714 0.291479 1.09241 0.126944 1.18751 0.103026 -13.15346 -12893.01 -12906.16
"48" 20047 3.1946 0.0749391 0.366049 0.103716 2.23383 0.205227 0.0031936 0.0722161 2.81414 0.070626 0.02699 0.0857028 1.58094 0.124454 1.1354 0.125574 0.0226001 0.0162821 0.0137902 1.00321 130362 107136 9.95477 4.5344 0.340049 7.97533 0.148737 0.617714 0.291479 1.09241 0.126944 1.18751 0.10281 -15.85527 -12891.46 -12907.32
"49" 20048 3.1946 0.0759606 1.25408 0.103716 1.67371 0.205227 0.0031936 0.0722161 0.312659 0.070626 0.0223079 0.0857028 3.06127 0.125054 1.1354 0.125574 0.0226001 0.0162821 0.0137902 1.00321 130362 107136 9.95477 3.51561 0.340049 8.84571 0.148737 0.616408 0.291479 1.09241 0.126944 1.18751 0.10281 -15.36404 -12890.93 -12906.29
"50" 20049 2.66538 0.0759606 2.16122 0.103716 1.55023 0.205288 0.00257457 0.0722161 0.124887 0.0708455 0.0223079 0.0857028 1.91142 0.125054 1.1354 0.125574 0.0226001 0.0162821 0.0137902 1.00321 130425 107226 9.98717 3.51561 0.404074 8.78301 0.149115 0.616408 0.291479 1.11135 0.126944 1.18751 0.10281 -16.19588 -12892.24 -12908.44
"51" 20050 1.9596 0.0759606 1.63901 0.103722 1.55023 0.205193 0.00138804 0.0722161 0.124887 0.0708455 0.0302164 0.0857028 1.91142 0.125054 1.96905 0.125574 0.0225536 0.0162288 0.0137902 1.00321 130425 107226 9.76547 0.897373 0.404074 8.78301 0.149115 0.62404 0.291479 1.10959 0.126944 1.18751 0.103075 -15.41934 -12893.41 -12908.83
"52" 20051 2.271 0.0747365 1.09718 0.103722 1.55023 0.205095 0.00231077 0.0722161 0.370192 0.0708455 0.0302509 0.0857028 1.91142 0.124631 1.96905 0.125574 0.0225536 0.0161976 0.0137902 1.00321 130425 107226 9.94962 1.71312 0.34004 8.78301 0.148764 0.62404 0.292168 1.10959 0.126645 1.18751 0.103045 -15.23305 -12889.33 -12904.56
"53" 20052 2.271 0.0762333 1.14604 0.103722 1.26227 0.206029 0.00240224 0.0725346 1.18957 0.0689132 0.0302509 0.0843213 2.46241 0.124631 1.32914 0.125574 0.0225536 0.0161976 0.0137902 1.00321 130425 107213 9.94962 1.71312 0.319956 8.08406 0.148891 0.62404 0.293116 1.10959 0.126645 1.18751 0.103045 -14.39032 -12889.54 -12903.93
"54" 20053 2.271 0.0759671 1.14604 0.103562 2.16443 0.205668 0.00267615 0.0728478 1.23861 0.0689132 0.0302509 0.0843213 2.46241 0.124631 0.846376 0.124945 0.0225536 0.0161976 0.0138383 1.00321 130425 107154 9.95141 1.72988 0.397275 7.60617 0.148891 0.620372 0.293116 1.10959 0.126645 1.16296 0.103045 -13.53185 -12892.36 -12905.89
"55" 20054 1.67662 0.0755802 0.796413 0.104514 4.10243 0.205668 0.00428744 0.0728478 1.72602 0.0689132 0.028041 0.0810865 2.46241 0.124631 0.846376 0.124945 0.0230869 0.0161649 0.0137336 1.00321 130231 107154 9.95141 3.23557 0.556158 13.1778 0.148891 0.620372 0.293109 1.10959 0.126645 1.16296 0.103045 -23.08382 -12887.63 -12910.72
"56" 20055 1.40077 0.0747143 2.19874 0.104514 4.10243 0.205668 0.00428744 0.0731698 3.1976 0.0698508 0.028041 0.0810865 2.46241 0.124631 0.846376 0.124945 0.0216512 0.0162464 0.0137398 1.00321 130555 107154 9.95141 1.18212 0.664244 13.7864 0.148891 0.620372 0.292468 1.10959 0.126645 1.16296 0.103045 -21.05595 -12891.71 -12912.77
"57" 20056 2.1352 0.0775518 1.51471 0.103781 5.57848 0.205668 0.00434622 0.0725089 3.1976 0.0698508 0.028041 0.0825088 1.75739 0.124631 0.846376 0.124945 0.0216512 0.0162079 0.0137398 1.00321 130555 107154 9.95141 0.436523 1.07807 11.8408 0.148891 0.620372 0.292468 1.10959 0.126645 1.16296 0.103045 -21.81838 -12892.32 -12914.13
"58" 20057 2.04084 0.0769271 1.51471 0.104289 5.53774 0.205764 0.00434622 0.0738088 3.1976 0.0711847 0.028041 0.0825088 1.30577 0.124631 0.846376 0.124945 0.0216512 0.0162079 0.0137474 1.00321 130555 107119 9.95141 2.37411 1.41892 11.8408 0.148891 0.620372 0.294429 1.10959 0.126645 1.16296 0.103045 -23.99903 -12894.26 -12918.26
"59" 20058 2.55108 0.0769271 0.41376 0.104289 4.59035 0.206173 0.00434622 0.073654 3.1976 0.0711847 0.0250931 0.0825088 1.30577 0.124631 0.846376 0.124945 0.0216512 0.0162853 0.0136778 1.00321 130406 107119 9.95141 2.37411 1.26609 11.8408 0.148891 0.653751 0.294429 1.10137 0.126645 1.16296 0.103071 -22.97845 -12890.01 -12912.99
"60" 20059 1.90505 0.0769271 1.69323 0.104289 4.59035 0.205567 0.00434622 0.0739636 2.19787 0.0711847 0.0250931 0.0825088 1.78989 0.124405 1.67536 0.124945 0.0216512 0.0162709 0.0136778 1.00321 130406 107119 9.95141 1.80993 1.26609 8.41386 0.148891 0.653751 0.294429 1.10137 0.126645 1.16296 0.103071 -19.89659 -12890.83 -12910.73
"61" 20060 1.43648 0.07493 3.22118 0.102668 4.59035 0.205567 0.00544384 0.0739636 2.19787 0.0711847 0.0250931 0.082678 2.11221 0.124572 0.274004 0.125187 0.0216512 0.0162709 0.0136778 1.00321 130406 107242 9.95141 2.24527 1.1187 8.91153 0.148891 0.653751 0.294429 1.10137 0.126762 1.16296 0.102991 -20.84253 -12889.66 -12910.5
"62" 20061 1.43648 0.0769139 1.22096 0.102668 4.59035 0.205918 0.00544384 0.0739636 3.69637 0.0711847 0.0250931 0.082678 2.11221 0.124572 0.274004 0.125187 0.0216512 0.0162709 0.0136778 1.00321 130379 107242 9.99871 1.4176 1.1187 8.91153 0.148891 0.653751 0.295397 1.08318 0.12467 1.16223 0.102991 -21.13808 -12888.5 -12909.64
"63" 20062 1.43648 0.0769139 0.762061 0.103748 3.80487 0.206581 0.00544384 0.0739636 3.69637 0.0711847 0.0250931 0.082678 2.11221 0.124934 0.274004 0.125187 0.0216512 0.0162836 0.0136778 1.00321 130379 107242 9.99871 1.25178 1.1187 10.4489 0.149304 0.653751 0.294636 1.08318 0.124842 1.16223 0.102991 -22.58476 -12888.5 -12911.09
"64" 20063 1.1265 0.0769139 0.830378 0.103411 3.80487 0.20657 0.00544384 0.0739636 3.15712 0.0711847 0.0250931 0.082678 2.11221 0.124934 0.274004 0.125187 0.0216512 0.0162321 0.0136778 1.00321 130415 107242 9.99871 3.38097 1.1187 10.4489 0.149545 0.653751 0.295415 1.08318 0.124842 1.16223 0.103006 -22.33021 -12888.69 -12911.02
"65" 20064 1.40979 0.0762534 0.830378 0.103411 3.96649 0.206386 0.00544384 0.0739636 2.79027 0.0703652 0.0250931 0.082678 1.6664 0.124409 2.26038 0.125128 0.0216512 0.0162321 0.0136778 1.00321 130415 107033 9.96153 3.98004 1.1187 7.80815 0.149545 0.653751 0.295415 1.08318 0.124757 1.16223 0.103006 -18.9057 -12894.02 -12912.93
"66" 20065 1.82651 0.0762534 1.90612 0.103411 3.29303 0.206631 0.00516391 0.0739636 2.94744 0.0703652 0.0250931 0.082678 1.6664 0.124794 2.26038 0.125128 0.0216512 0.0162321 0.0136778 1.00359 130415 107033 9.87864 2.51819 1.12164 7.80815 0.149613 0.653751 0.295458 1.08318 0.124651 1.16223 0.102955 -19.06469 -12895.34 -12914.41
"67" 20066 1.82651 0.0755068 1.90612 0.10455 3.29303 0.205135 0.00516391 0.0726417 2.94744 0.0703652 0.0250931 0.082678 2.31851 0.124794 0.970663 0.125128 0.0216512 0.0160367 0.0136778 1.00359 130476 107138 9.96726 0.658025 0.622907 8.20561 0.149141 0.653751 0.295458 1.08318 0.124651 1.16223 0.103136 -15.79054 -12889.47 -12905.26
"68" 20067 1.01085 0.0755068 2.72676 0.10588 3.29303 0.205581 0.00210784 0.0720163 2.94744 0.0703652 0.0250931 0.082678 2.31851 0.124629 1.15651 0.124908 0.0216512 0.0160537 0.0136778 1.00359 130476 107138 9.96726 0.658025 0.622907 8.20561 0.149141 0.653751 0.295458 1.08318 0.126821 1.16223 0.103136 -15.78835 -12888.44 -12904.23
