"iter" "CDDO,r2,32hR" "CDDO,d2,32hR" "ETA,r2,32hR" "ETA,d2,32hR" "Andr,r2,32hR" "Andr,d2,32hR" "Sul,r2,32hR" "Sul,d2,32hR" "CDDO,r2,48hR" "CDDO,d2,48hR" "ETA,r2,48hR" "ETA,d2,48hR" "Andr,r2,48hR" "Andr,d2,48hR" "Sul,r2,48hR" "Sul,d2,48hR" "kp" "kd" "Kmm" "nu" "Vm2" "Kmu" "nm" "rall" "decayall" "Sul,r1" "Sul,d2" "Andr,r1" "Andr,d2" "ETA,r1" "ETA,d2" "CDDO,r1" "CDDO,d2" "LnPrior" "LnData" "LnPosterior"
"33" 20032 1.26376 0.075618 3.77223 0.101228 2.3299 0.206668 0.00221631 0.0722779 1.25098 0.0709391 0.02699 0.0836421 1.72436 0.124719 4.27428 0.125508 0.0225183 0.016002 0.0138263 1.00379 130500 106952 9.87672 0.747679 0.452031 9.15445 0.149106 0.654512 0.295002 1.08108 0.124577 1.14945 0.103074 -16.05121 -12890.22 -12906.27
"34" 20033 1.49214 0.075618 3.81488 0.101228 2.3299 0.206312 0.00102243 0.0722779 0.370704 0.0709391 0.02699 0.0836421 1.72436 0.124719 3.76853 0.12566 0.0225183 0.016002 0.0138263 1.00379 130500 106952 9.87672 1.25143 0.205861 9.15112 0.149106 0.655008 0.295002 1.08108 0.124817 1.17969 0.102935 -14.90302 -12888.86 -12903.76
"35" 20034 1.49214 0.075618 3.63465 0.101228 2.3299 0.206312 0.00102243 0.0722779 0.336376 0.0709391 0.02699 0.0836421 1.72436 0.124719 1.76231 0.12566 0.0225183 0.016002 0.0138263 1.00379 130615 106952 9.87672 1.25143 0.0168773 9.88625 0.149106 0.655008 0.295701 1.08108 0.124817 1.17969 0.102935 -15.38622 -12889.62 -12905.01
"36" 20035 1.49214 0.075618 3.63465 0.100976 3.35535 0.20537 0.00108463 0.0722779 0.336376 0.0709391 0.02699 0.0836421 1.72436 0.124719 1.48535 0.12566 0.0225183 0.016002 0.0138263 1.00379 130615 106952 9.87672 1.40934 0.0168773 9.88625 0.149106 0.655008 0.295042 1.08108 0.125443 1.17969 0.102935 -15.36191 -12888.53 -12903.89
"37" 20036 1.49214 0.075618 3.63465 0.100976 1.96271 0.20537 0.00213579 0.0722779 0.225195 0.0709391 0.02699 0.0832824 2.37355 0.124719 0.407513 0.12566 0.0225183 0.016002 0.0138263 1.00379 130615 106952 9.87672 3.60133 0.0168773 9.88625 0.149106 0.655008 0.295653 1.08108 0.125443 1.17969 0.10262 -15.80763 -12889.74 -12905.55
"38" 20037 1.49214 0.075618 1.84673 0.100976 2.38359 0.205733 0.00213579 0.0722779 0.225195 0.0709391 0.02699 0.0832824 1.22885 0.125114 1.35152 0.12566 0.0225183 0.0160852 0.0138263 1.00379 130615 106935 9.7979 3.60133 0.00885686 9.88625 0.149106 0.647876 0.295653 1.07817 0.125443 1.17969 0.102967 -15.87336 -12889.93 -12905.81
"39" 20038 1.13366 0.075618 1.84673 0.100976 2.04013 0.205666 0.00259889 0.0717776 0.225195 0.0709391 0.02699 0.0832824 0.783606 0.125114 0.611346 0.12566 0.0225183 0.0159655 0.0138263 1.00379 130615 106935 9.74501 4.96939 0.00885686 10.1156 0.149106 0.647876 0.294173 1.10741 0.126057 1.20247 0.102889 -17.08706 -12891.95 -12909.04
"40" 20039 1.13366 0.075618 3.01768 0.100976 1.50346 0.205666 0.0014585 0.0717776 0.225195 0.070626 0.02699 0.0832824 1.51373 0.124922 2.01068 0.12566 0.0225183 0.0159655 0.0139437 1.00379 130639 106952 9.74501 2.97271 0.00885686 8.35249 0.149106 0.657251 0.293724 1.10741 0.124047 1.20247 0.102621 -14.60908 -12896.22 -12910.83
"41" 20040 0.822893 0.0745363 2.79054 0.100976 1.03411 0.205666 0.0014585 0.0720969 0.791528 0.070626 0.02699 0.0832824 1.05683 0.124922 3.49034 0.125107 0.0225183 0.0159208 0.0142681 1.00379 130639 106952 9.76926 2.97271 0.00885686 8.35249 0.148315 0.657251 0.292763 1.10741 0.124218 1.20247 0.102621 -14.62867 -12893.19 -12907.82
"42" 20041 0.822893 0.0773532 1.97611 0.100976 0.610402 0.205666 0.00169126 0.0720969 1.36138 0.070626 0.02699 0.0832824 0.536887 0.124922 3.49034 0.125574 0.0230095 0.0159534 0.0142681 1.00379 130642 106824 9.71728 2.97271 0.00885686 8.35249 0.148315 0.648815 0.293581 1.10741 0.124218 1.20247 0.102621 -16.46852 -12893.69 -12910.16
"43" 20042 2.82635 0.0773347 0.977207 0.100976 1.89108 0.205317 0.00226255 0.0720969 1.40268 0.070626 0.02699 0.0832824 1.75093 0.124922 3.03061 0.125574 0.0230095 0.015893 0.0142681 1.00379 130349 106824 9.71728 2.97271 0.00885686 8.35249 0.148315 0.648815 0.293581 1.10741 0.124218 1.20247 0.102621 -17.06843 -12893.08 -12910.15
"44" 20043 2.82635 0.0773347 0.977207 0.100976 1.89108 0.205317 0.00216866 0.0720969 1.81376 0.070626 0.02699 0.0829643 2.25597 0.124922 3.03061 0.125574 0.0230095 0.0158146 0.0142487 1.00379 130349 106923 9.81835 1.02444 0.00885686 8.35249 0.148315 0.648815 0.294001 1.09399 0.124218 1.20832 0.10274 -15.16625 -12892.62 -12907.79
"45" 20044 2.93709 0.0749391 0.335871 0.103716 1.89108 0.204173 0.00278913 0.0720969 0.451748 0.070626 0.02699 0.0829643 2.05401 0.124454 3.03061 0.125574 0.0230095 0.015727 0.0142487 1.00379 130349 106923 9.9726 0.569012 0.00885686 9.49505 0.148315 0.648815 0.294001 1.10403 0.125307 1.20832 0.102345 -16.39188 -12888.34 -12904.74
"46" 20045 3.27616 0.0749391 0.631558 0.103716 1.62246 0.204849 0.0031936 0.0727014 0.372569 0.070626 0.02699 0.0857028 1.58399 0.124454 2.83323 0.125574 0.022341 0.015727 0.0142735 1.00379 130349 106898 9.9726 2.67046 0.00885686 9.49505 0.149208 0.643729 0.294001 1.10403 0.125307 1.20832 0.102345 -16.64973 -12889.64 -12906.29
"47" 20046 3.1946 0.0749391 0.364482 0.103716 2.23383 0.204849 0.0031936 0.0722161 1.4235 0.070626 0.02699 0.0857028 2.05905 0.124454 1.61129 0.125574 0.0221777 0.015727 0.0142735 1.00379 130349 106898 9.9726 2.21625 0.00885686 9.49505 0.148602 0.653087 0.294001 1.10403 0.124404 1.20832 0.102584 -16.55168 -12888.87 -12905.42
"48" 20047 3.1946 0.0749391 0.366049 0.103716 2.23383 0.205227 0.0031936 0.0722161 2.81414 0.070626 0.02699 0.0857028 1.58094 0.124454 1.1354 0.125574 0.0221777 0.015727 0.0142735 1.00379 130349 106947 9.9726 1.73838 0.292574 8.94657 0.148561 0.658604 0.294001 1.10403 0.124404 1.20832 0.102584 -16.5681 -12889.05 -12905.62
"49" 20048 3.1946 0.0759606 1.25408 0.103716 1.67371 0.205227 0.0031936 0.0722161 0.312659 0.070626 0.0223079 0.0857028 3.06127 0.125054 1.1354 0.125574 0.0221777 0.015727 0.0142922 1.00379 130349 106947 9.99603 0.776376 0.292574 9.48406 0.148041 0.65904 0.294138 1.10403 0.124404 1.18166 0.102584 -17.15838 -12888.89 -12906.05
"50" 20049 2.66538 0.0759606 2.16122 0.103716 1.55023 0.205288 0.00257457 0.0722161 0.124887 0.0708455 0.0223079 0.0857028 1.91142 0.125054 1.1354 0.125574 0.0221777 0.015727 0.0142922 1.00379 130514 106947 9.8659 0.776376 0.292574 8.05733 0.148094 0.65904 0.294138 1.11467 0.124404 1.18166 0.102521 -14.40385 -12892.21 -12906.62
"51" 20050 1.9596 0.0759606 1.63901 0.103722 1.55023 0.205193 0.00138804 0.0722161 0.124887 0.0708455 0.0302164 0.0857028 1.91142 0.125054 1.96905 0.125574 0.0221777 0.015727 0.0142922 1.00379 130239 106902 9.94977 1.99345 0.0351415 7.93838 0.148094 0.65904 0.294138 1.11011 0.125547 1.18166 0.102254 -17.80796 -12890.43 -12908.24
"52" 20051 2.271 0.0747365 1.09718 0.103722 1.55023 0.205095 0.00231077 0.0722161 0.370192 0.0708455 0.0302509 0.0857028 1.91142 0.124631 1.96905 0.125574 0.0221777 0.0156642 0.0142922 1.00361 130239 106902 9.94977 1.99345 0.10576 7.93838 0.148094 0.653556 0.294138 1.11116 0.125761 1.17829 0.102216 -17.41727 -12893.73 -12911.15
"53" 20052 2.271 0.0762333 1.14604 0.103722 1.26227 0.206029 0.00240224 0.0725346 1.18957 0.0689132 0.0302509 0.0843213 2.46241 0.124631 1.32914 0.125574 0.0221777 0.0156352 0.0142922 1.00361 130219 106933 9.94977 3.9932 0.10576 9.71814 0.148178 0.658458 0.294138 1.11116 0.125761 1.17829 0.102438 -19.75666 -12891.78 -12911.54
"54" 20053 2.271 0.0759671 1.14604 0.103562 2.16443 0.205668 0.00267615 0.0728478 1.23861 0.0689132 0.0302509 0.0843213 2.46241 0.124631 0.846376 0.124945 0.0221777 0.0157765 0.0142922 1.00361 130219 107134 9.91184 3.9932 0.10576 9.71814 0.148018 0.658458 0.293025 1.11116 0.125761 1.17829 0.102438 -19.76211 -12890.13 -12909.9
"55" 20054 1.67662 0.0755802 0.796413 0.104514 4.10243 0.205668 0.00428744 0.0728478 1.72602 0.0689132 0.028041 0.0810865 2.46241 0.124631 0.846376 0.124945 0.0221777 0.0157765 0.0143493 1.00361 130240 107134 9.91184 0.974873 0.607261 9.20103 0.148332 0.663704 0.293025 1.11116 0.125949 1.17829 0.102438 -20.24849 -12892.27 -12912.52
"56" 20055 1.40077 0.0747143 2.19874 0.104514 4.10243 0.205668 0.00428744 0.0731698 3.1976 0.0698508 0.028041 0.0810865 2.46241 0.124631 0.846376 0.124945 0.0221777 0.0157765 0.014189 1.00361 130240 107134 9.96234 2.37614 0.489226 9.20103 0.148678 0.652435 0.293025 1.11116 0.125949 1.18615 0.102438 -19.68653 -12887.65 -12907.34
"57" 20056 2.1352 0.0775518 1.51471 0.103781 5.57848 0.205668 0.00434622 0.0725089 3.1976 0.0698508 0.028041 0.0825088 1.75739 0.124631 0.846376 0.124945 0.0221777 0.0157765 0.014189 1.00339 130457 107134 9.95131 2.37614 0.647455 8.78309 0.148485 0.650729 0.293025 1.10095 0.125949 1.18615 0.102438 -15.85648 -12892.8 -12908.65
"58" 20057 2.04084 0.0769271 1.51471 0.104289 5.53774 0.205764 0.00434622 0.0738088 3.1976 0.0711847 0.028041 0.0825088 1.30577 0.124631 0.846376 0.124945 0.0221777 0.0158109 0.014189 1.00339 130372 107134 9.95131 1.52714 0.647455 8.78309 0.148944 0.641895 0.293553 1.10095 0.124139 1.18615 0.102438 -16.60074 -12887.97 -12904.57
"59" 20058 2.55108 0.0769271 0.41376 0.104289 4.59035 0.206173 0.00434622 0.073654 3.1976 0.0711847 0.0250931 0.0825088 1.30577 0.124631 0.846376 0.124945 0.0221777 0.0159406 0.014189 1.00339 130372 107102 9.93666 0.597889 0.431101 9.01309 0.148944 0.641895 0.292791 1.10095 0.124657 1.21088 0.102438 -15.48403 -12887.78 -12903.27
"60" 20059 1.90505 0.0769271 1.69323 0.104289 4.59035 0.205567 0.00434622 0.0739636 2.19787 0.0711847 0.0250931 0.0825088 1.78989 0.124405 1.67536 0.124945 0.0221777 0.0159406 0.014189 1.00339 130662 107102 9.92307 0.960548 0.431101 10.3805 0.148944 0.641895 0.292791 1.10095 0.125388 1.16327 0.102438 -16.75367 -12890.76 -12907.51
"61" 20060 1.43648 0.07493 3.22118 0.102668 4.59035 0.205567 0.00544384 0.0739636 2.19787 0.0711847 0.0250931 0.082678 2.11221 0.124572 0.274004 0.125187 0.0221777 0.015967 0.0142207 1.00351 130662 107102 9.99513 1.63004 0.650018 9.95546 0.148944 0.641895 0.292791 1.10113 0.125849 1.16327 0.102784 -17.80607 -12891.91 -12909.72
"62" 20061 1.43648 0.0769139 1.22096 0.102668 4.59035 0.205918 0.00544384 0.0739636 3.69637 0.0711847 0.0250931 0.082678 2.11221 0.124572 0.274004 0.125187 0.0235389 0.015967 0.01403 1.00372 130662 107102 9.9587 1.63004 0.26608 7.89844 0.148944 0.641895 0.292791 1.10507 0.124788 1.16327 0.102982 -14.93836 -12889.63 -12904.57
"63" 20062 1.43648 0.0769139 0.762061 0.103748 3.80487 0.206581 0.00544384 0.0739636 3.69637 0.0711847 0.0250931 0.082678 2.11221 0.124934 0.274004 0.125187 0.0235389 0.015967 0.0140199 1.00372 130649 107102 9.9587 0.86229 0.26608 8.47641 0.148778 0.641895 0.292791 1.10507 0.124788 1.16327 0.102982 -15.19241 -12889.07 -12904.26
"64" 20063 1.1265 0.0769139 0.830378 0.103411 3.80487 0.20657 0.00544384 0.0739636 3.15712 0.0711847 0.0250931 0.082678 2.11221 0.124934 0.274004 0.125187 0.022486 0.015967 0.0140199 1.00372 130531 107102 9.96264 1.44377 0.26608 8.47641 0.148399 0.641895 0.294891 1.10507 0.124513 1.16327 0.102643 -14.29444 -12889.27 -12903.57
"65" 20064 1.40979 0.0762534 0.830378 0.103411 3.96649 0.206386 0.00544384 0.0739636 2.79027 0.0703652 0.0250931 0.082678 1.6664 0.124409 2.26038 0.125128 0.022486 0.0158854 0.0140199 1.00363 130531 107102 9.96264 0.652194 0.26608 8.47641 0.148399 0.641895 0.294891 1.10507 0.124513 1.16327 0.102643 -14.06143 -12890.03 -12904.1
"66" 20065 1.82651 0.0762534 1.90612 0.103411 3.29303 0.206631 0.00516391 0.0739636 2.94744 0.0703652 0.0250931 0.082678 1.6664 0.124794 2.26038 0.125128 0.022486 0.0158854 0.0140199 1.00363 130510 107190 9.96264 0.652194 0.26608 8.47641 0.148489 0.641895 0.292481 1.10507 0.124513 1.18631 0.102651 -15.05204 -12887.71 -12902.76
"67" 20066 1.82651 0.0755068 1.90612 0.10455 3.29303 0.205135 0.00516391 0.0726417 2.94744 0.0703652 0.0250931 0.082678 2.31851 0.124794 0.970663 0.125128 0.0210821 0.0158854 0.0140199 1.00363 130425 107190 9.96264 0.652194 0.352657 8.47641 0.148489 0.641895 0.292481 1.10507 0.124513 1.18631 0.102663 -15.85392 -12889.76 -12905.61
"68" 20067 1.01085 0.0755068 2.72676 0.10588 3.29303 0.205581 0.00210784 0.0720163 2.94744 0.0703652 0.0250931 0.082678 2.31851 0.124629 1.15651 0.124908 0.0235346 0.015898 0.014275 1.00363 130649 107193 9.96264 0.565651 0.392087 8.47641 0.148489 0.636405 0.292481 1.10507 0.124513 1.18631 0.101835 -16.54213 -12889.22 -12905.76
