"0.01_0.01" "0.02_0.02" "0.05_0.05" "0.1_0.1" "0.22_0.22" "0.46_0.46"
"1" 0 0 0 0.00289789881776974 0 0.00494767727204197
"2" 0 0 0 0.00634360133788744 0.00580070070334182 0.0102850429936083
"3" 0 0.0022250680047472 0.0222935562386057 0.0498413950755344 0.0855001634780375 0.115379176343679
"4" 0.0456143815102565 0.143558923642405 0.314248761447724 0.541855215143291 0.467331062712034 0.871429226069853
"5" 0.458206370054939 0.763474959248827 1.15868622801335 1.69331089587633 2.04237727645882 2.39575600922231
"6" 1.18248249689589 1.6265078216721 2.48803069605266 3.13619702975701 3.55263836543111 4.01291569576665
"7" 1.93604642201763 2.38396236158031 3.61469646251487 4.48081490690126 5.07878800408942 5.53722679090188
"8" 2.5202798721767 3.41434230959644 4.5661422768487 5.71672318416533 6.20071051071896 6.52835411791042
"9" 2.92503985244007 3.94461922769024 5.318017050173 6.62964385580256 7.19093734474528 7.46476276824114
"10" 3.15701839072001 4.39390875593124 5.7441679277992 7.28768856338937 7.96534720645758 8.18109568137189
"11" 3.40290676862594 4.7050310016952 6.07610782653289 7.84862740935861 8.41983272114211 8.60670526748975
"12" 3.45558117811243 4.8698752915879 6.49449841482031 8.24616896462484 8.73802470488672 9.09964811557979
"13" 3.59730351863425 5.18408996367226 6.87919311028342 8.91650487956935 9.3437511636213 9.74893276265539
"14" 3.75077302601785 5.5676550081508 7.30281121344156 9.43934689753975 10.1492531364363 10.5355256821081
"15" 4.160722004154 5.85960832067516 7.86716319323209 10.030446882199 10.9549818185053 11.4656881073103
"16" 4.3966485800828 6.3378677005301 8.47339355605377 10.8185436304793 12.0584008948876 12.5385166904116
"17" 4.78717470867461 6.88058543505712 9.00661179281964 12.0419626574148 12.9257974477583 13.5614306622235
"18" 5.10782302941631 7.39102140352252 9.75073671712028 12.5241380439997 13.9175490367278 14.8068629469965
"19" 5.61613064911078 7.88218384915292 10.4435926141533 13.5097028120684 15.2137224490829 16.0623109192055
"20" 5.89528915488162 8.55788473953541 10.8835476154006 14.718779162631 16.1222005300663 17.4422687233556
"21" 6.10951124376986 8.95589331104788 11.5627551525094 15.4790729377126 17.1638449686973 19.1761709690622
"22" 6.57560384951971 9.35781656711201 12.0359579012195 16.2956018491307 18.3694396670456 20.4543831957019
"23" 6.74857866213229 9.75463451845047 12.6618735208096 17.0422471479234 19.4364265822987 22.0971163821883
"24" 6.95917737454341 10.0207967390304 13.2517272242531 17.6654471595142 20.0029365616188 23.438912968752
"25" 7.87444544937861 10.9802134372139 14.4866255470373 18.5096388808892 21.1626828296314 24.9358215915082
"26" 7.13685163760428 10.4634264440637 14.1535735272475 18.7601437656273 21.8942218017347 26.1243660673836
"27" 7.37768399034271 10.8316226769009 14.6154007671155 19.6081913672941 23.0170035775587 27.6300285615807
"28" 7.47659369425022 11.0896370214766 15.1677372834819 20.8574806676129 24.36079262087 29.1402960541646
"29" 7.67350429061702 11.2502629132233 15.4730133448238 21.4993152541314 25.5887940971956 31.8212303474705
"30" 7.83697030228978 11.5735531985685 15.8246178882142 22.5238390266673 27.0068648799541 34.0873454917627
"31" 7.92822234249666 11.7096459778031 15.9155045846173 23.079664969707 28.0096043364686 35.2696065476217
"32" 7.70522333428502 11.825172699089 16.3451555816631 23.5019683544975 28.5395909840319 37.6081652932424
"33" 7.89189055810741 12.3509742632525 16.3052809810983 24.0012689325539 29.5861002830935 39.1672781509076
"34" 7.66012396557877 12.2178866088383 16.4601698692319 24.5614540138256 30.4792452552577 40.2351921259505
"35" 7.58302531431785 11.9437149785822 16.25307362512 24.8782345838302 31.015900939213 42.7140179387157
"36" 7.49043945383917 12.0711553601237 16.3379937810251 25.3788973744155 31.9676073952327 43.9250064467876
"37" 7.25116825202847 12.0798212599302 16.4274499527694 25.5187443657764 32.3616356397141 45.0675255372627
"38" 7.08715615463043 11.6170725322504 16.2035767454341 25.1313276831249 33.4325530556594 46.6944043400149
"39" 7.03464222365314 11.4161240525989 16.3512786810253 25.8067750288015 33.6027685032113 48.2729592376413
"40" 6.76290263431111 11.0448291832817 16.4890865080032 26.0674152230436 35.2525602968314 49.9025226450419
"41" 6.63631105576896 11.0371727987782 16.5684640626164 26.6224865496042 36.0929480232233 52.6469016810259
"42" 6.48469333107519 10.7931621028663 16.7474377654211 26.7018562237626 36.3574956794263 53.3473048770577
"43" 6.30075170516493 10.4898705079363 16.5989396610707 26.9577838864884 37.7368889253443 55.2019565101398
"44" 6.1435787958235 10.3050714337814 16.4783483309809 26.9667501977544 38.0206190696558 56.1455970148648
"45" 5.94252876628043 10.175409196748 16.2279065813579 27.5580652516154 39.1362851281872 59.0951826418257
"46" 5.76185932777731 9.99585254566332 16.4465891145244 27.5729300349828 39.5625641935957 60.8036589793488
"47" 5.5409810026373 9.91727689465256 16.1586404792703 28.2267996520858 40.193691821182 62.168274293587
"48" 5.29155836042709 9.5187478298265 16.0899143506703 28.1007880242297 40.5695658472729 64.0994558695451
