# Time	[Srxn1]	
0	0	
0	0	
0.48	0.0381861	
0.96	0.235498	
1.44	0.341779	
1.92	0.474891	
2.4	0.669256	
2.88	0.929907	
3.36	1.25815	
3.84	1.65316	
4.32	2.11267	
4.8	2.63341	
5.28	3.21149	
5.76	3.84265	
6.24	4.52249	
6.72	5.24657	
7.2	6.01052	
7.68	6.81014	
8.16	7.6414	
8.64	8.5005	
9.12	9.38389	
9.6	10.2882	
10.08	11.2105	
10.56	12.1477	
11.04	13.0974	
11.52	14.0571	
12	15.0246	
12.48	15.9979	
12.96	16.9751	
13.44	17.9545	
13.92	18.9347	
14.4	19.9142	
14.88	20.8917	
15.36	21.866	
15.84	22.8362	
16.32	23.8011	
16.8	24.7601	
17.28	25.7121	
17.76	26.6566	
18.24	27.5927	
18.72	28.5201	
19.2	29.438	
19.68	30.3459	
20.16	31.2435	
20.64	32.1303	
21.12	33.0059	
21.6	33.8699	
22.08	34.7222	
22.56	35.5623	
23.04	36.39	
23.52	37.2052	
24	38.0075	
24.48	38.7968	
24.96	39.573	
25.44	40.3359	
25.92	41.0853	
26.4	41.8212	
26.88	42.5435	
27.36	43.252	
27.84	43.9468	
28.32	44.6276	
28.8	45.2946	
29.28	45.9476	
29.76	46.5867	
30.24	47.2117	
30.72	47.8228	
31.2	48.4197	
31.68	49.0024	
32.16	49.5708	
32.64	50.1242	
33.12	50.6614	
33.6	51.1798	
34.08	51.6736	
34.56	52.1301	
35.04	52.5248	
35.52	52.8172	
36	52.9584	
36.48	52.9239	
36.96	52.7375	
37.44	52.4522	
37.92	52.1147	
38.4	51.7535	
38.88	51.3831	
39.36	51.0104	
39.84	50.6382	
40.32	50.2679	
40.8	49.9	
41.28	49.5346	
41.76	49.172	
42.24	48.812	
42.72	48.4547	
43.2	48.1002	
43.68	47.7482	
44.16	47.399	
44.64	47.0524	
45.12	46.7084	
45.6	46.367	
46.08	46.0281	
46.56	45.6918	
47.04	45.3581	
47.52	45.0269	
48	44.6981	
nan	nan	
0	0	
0.48	0.0121677	
0.96	0.20466	
1.44	0.311175	
1.92	0.444517	
2.4	0.639112	
2.88	0.89999	
3.36	1.22846	
3.84	1.6237	
4.32	2.08343	
4.8	2.60439	
5.28	3.18268	
5.76	3.81406	
6.24	4.49412	
6.72	5.21841	
7.2	5.98257	
7.68	6.7824	
8.16	7.61387	
8.64	8.47319	
9.12	9.35678	
9.6	10.2613	
10.08	11.1838	
10.56	12.1212	
11.04	13.0711	
11.52	14.031	
12	14.9987	
12.48	15.9722	
12.96	16.9496	
13.44	17.9292	
13.92	18.9096	
14.4	19.8892	
14.88	20.8669	
15.36	21.8415	
15.84	22.8118	
16.32	23.7769	
