# Time	[Srxn1]	
0	0	
0	0	
0.48	0.019821	
0.96	0.402031	
1.44	0.604838	
1.92	0.861529	
2.4	1.24115	
2.88	1.75378	
3.36	2.40204	
3.84	3.1843	
4.32	4.09598	
4.8	5.13052	
5.28	6.28013	
5.76	7.53629	
6.24	8.89014	
6.72	10.3328	
7.2	11.8555	
7.68	13.4497	
8.16	15.1076	
8.64	16.8213	
9.12	18.5838	
9.6	20.3883	
10.08	22.2289	
10.56	24.0996	
11.04	25.9953	
11.52	27.9112	
12	29.8427	
12.48	31.786	
12.96	33.7371	
13.44	35.6929	
13.92	37.6501	
14.4	39.606	
14.88	41.5581	
15.36	43.5038	
15.84	45.4412	
16.32	47.3683	
16.8	49.2833	
17.28	51.1846	
17.76	53.0707	
18.24	54.9403	
18.72	56.7922	
19.2	58.6252	
19.68	60.4384	
20.16	62.2308	
20.64	64.0016	
21.12	65.75	
21.6	67.4754	
22.08	69.1771	
22.56	70.8546	
23.04	72.5072	
23.52	74.1347	
24	75.7365	
24.48	77.3124	
24.96	78.8619	
25.44	80.3847	
25.92	81.8807	
26.4	83.3494	
26.88	84.7908	
27.36	86.2043	
27.84	87.5897	
28.32	88.9459	
28.8	90.2713	
29.28	91.5623	
29.76	92.8109	
30.24	94.0003	
30.72	95.0962	
31.2	96.0348	
31.68	96.7185	
32.16	97.0498	
32.64	97.0042	
33.12	96.6576	
33.6	96.125	
34.08	95.4971	
34.56	94.8263	
35.04	94.1389	
35.52	93.4472	
36	92.7566	
36.48	92.0693	
36.96	91.3864	
37.44	90.7084	
37.92	90.0353	
38.4	89.3672	
38.88	88.7041	
39.36	88.046	
39.84	87.3929	
40.32	86.7447	
40.8	86.1013	
41.28	85.4629	
41.76	84.8292	
42.24	84.2003	
42.72	83.5762	
43.2	82.9568	
43.68	82.342	
44.16	81.7319	
44.64	81.1263	
45.12	80.5254	
45.6	79.929	
46.08	79.337	
46.56	78.7496	
47.04	78.1665	
47.52	77.5879	
48	77.0136	
nan	nan	
0	0	
0.48	0.0177358	
0.96	0.313923	
1.44	0.472231	
1.92	0.671929	
2.4	0.966068	
2.88	1.3624	
3.36	1.86294	
3.84	2.46642	
4.32	3.16933	
4.8	3.96664	
5.28	4.85236	
5.76	5.81993	
6.24	6.86255	
6.72	7.97338	
7.2	9.14571	
7.68	10.373	
8.16	11.6492	
8.64	12.9682	
9.12	14.3248	
9.6	15.7136	
10.08	17.1301	
10.56	18.5698	
11.04	20.0286	
11.52	21.5029	
12	22.9893	
12.48	24.4846	
12.96	25.986	
13.44	27.4909	
13.92	28.9969	
14.4	30.5019	
14.88	32.0039	
15.36	33.5011	
15.84	34.9918	
16.32	36.4746	
